accountid,request_datetime,pd_gen12,lgd_gen12,ecnl_gen12,pd_gen13,lgd_gen13,ecnl_gen13,intopenbktype__app,ENG-loan_to_value,strdealershiptrackertype__app,fltgrossmonthly__income_sum,miles_odometer__app,ENG-bk,tier_gen12,tier_gen13,approved_gen12,approved_gen13,declined_gen12,declined_gen13,approved_both,declined_both,approved_gen12_declined_gen13,declined_gen12_approved_gen13,funded
8541033,2025-01-06 22:35:08+00:00,0.0323085042862975,0.6778709483950729,0.051686351602598,0.26986542248108,0.2596410016840132,0.1653607835263661,13.0,1.1019205502402891,Franchise,7500.0,29988,1,A1,B,1,1,0,0,1,0,0,0,1
8573504,2025-01-21 06:05:07+00:00,0.0346404516109283,0.6358323955367546,0.0519802303393937,0.3069818496954443,0.3501845945669622,0.2537007423970361,,1.2215069892473118,Franchise,4250.28,70718,0,A1,B,1,1,0,0,1,0,0,0,1
8577563,2025-01-20 23:00:36+00:00,0.0377236932885153,0.609427548689079,0.0542560647108318,0.3066300758495936,0.3900425741564863,0.282253130471691,,1.2655424431296864,Franchise,12018.51,36,0,A1,C,1,1,0,0,1,0,0,0,1
8507321,2025-01-03 06:16:22+00:00,0.0350657842428687,0.6838815251600397,0.0565947871411125,0.2870376735422494,0.2899966430839025,0.1964463097674424,13.0,1.1747046182846372,Franchise,6155.19,87715,1,A1,B,1,1,0,0,1,0,0,0,1
8416527,2024-11-27 02:15:11+00:00,0.0399669438244211,0.6051436793258644,0.057078354512076,0.2844217080747777,0.3900425741564863,0.2618103173857915,,1.3405560086521753,Franchise,6935.45,10,0,A1,B,1,1,0,0,1,0,0,0,1
8553233,2025-01-18 00:51:54+00:00,0.0475420038317969,0.5374036259960348,0.060296218781327,0.2000724119795164,0.2596410016840132,0.1225949234354477,13.0,1.1415520547945206,Independent,7061.56,57770,1,A1,A,1,1,0,0,1,0,0,0,1
8345639,2024-12-06 04:22:48+00:00,0.041366299668788,0.6268708611749267,0.061197933836904,0.2027536460230432,0.2596410016840132,0.1242378570064807,13.0,1.0777052986515046,Franchise,7076.29,2,1,A1,A,1,1,0,0,1,0,0,0,1
8582509,2025-01-21 06:42:24+00:00,0.0445395089836897,0.603750310064513,0.0634621519672962,0.4544533013710894,0.3372811670434425,0.3617373540535197,,1.0501945883001869,Franchise,9680.78,24,0,A1,Decline,1,0,0,1,0,0,1,0,1
8515552,2024-12-28 01:18:44+00:00,0.0473682845893712,0.5706173381020843,0.0637888281323236,0.1525912118739304,0.3900425741564863,0.1404602830121989,,1.3614178595773687,Franchise,11161.32,15,0,A1,B,1,1,0,0,1,0,0,0,1
8532697,2025-01-08 06:43:04+00:00,0.0404641579829903,0.6719613925282417,0.0641692305919298,0.1245734627083466,0.01,0.0029399337199169,13.0,0.7941187139323991,Independent,14020.05,37949,1,A1,A1,1,1,0,0,1,0,0,0,1
8510274,2025-01-07 05:37:32+00:00,0.0442225138390131,0.6172188442518716,0.0644161265606423,0.2748456126749985,0.4168812657969424,0.2704040491092273,,1.577614626391097,Franchise,5045.15,77338,0,A1,C,1,1,0,0,1,0,0,0,1
8395228,2025-01-04 05:38:30+00:00,0.0473169126967737,0.5774361402198009,0.0644810892259918,0.1435223717988152,0.2899966430839025,0.0982255742286669,13.0,1.1948334038054969,Franchise,14880.84,63107,1,A1,A,1,1,0,0,1,0,0,0,1
8460368,2024-12-18 06:14:07+00:00,0.0440240310126602,0.6340051513321237,0.0658710513688589,0.5128960734999249,0.3501845945669622,0.423875596386397,,1.195735064935065,Independent,5126.3,56129,0,A1,Decline,1,0,0,1,0,0,1,0,1
8479182,2025-01-14 06:03:27+00:00,0.0427473018647641,0.6652896526489417,0.0671168367579206,0.4730666915054951,0.3900425741564863,0.4354581142418899,,1.2503828072531902,Franchise,4100.98,49045,0,A1,Decline,1,0,0,1,0,0,1,0,1
8536445,2025-01-10 06:28:42+00:00,0.0482334885945973,0.5905189553239215,0.0672193827397633,0.3392314514449425,0.3372811670434425,0.270022656425211,,1.1379461318051576,Independent,4025.23,57532,0,A1,C,1,1,0,0,1,0,0,0,1
8512851,2024-12-24 05:37:17+00:00,0.0442104865637845,0.6494472686002332,0.0677612161919157,0.5547061919611206,0.3904153872148606,0.5110953652309567,,1.4889403582718652,Franchise,7158.67,47210,0,A1,Decline,1,0,0,1,0,0,1,0,1
8573859,2025-01-21 04:18:38+00:00,0.0472035074121614,0.6326038459531346,0.070472243982129,0.16633760576396,0.2938038635922092,0.1153346897125449,7.0,1.2027226781857452,Franchise,6606.87,21717,1,A1,A,1,1,0,0,1,0,0,0,1
8485411,2024-12-18 05:26:51+00:00,0.0564438955736717,0.5294362483171767,0.0705249285785177,0.1554016824615792,0.3167253092355163,0.1161583644027371,7.0,1.2873471212968135,Franchise,9800.37,99703,1,A1,A,1,1,0,0,1,0,0,0,1
8464417,2025-01-01 05:04:57+00:00,0.0532671713751423,0.5735303073571504,0.072098795723162,0.1920736396758808,0.3232454576829602,0.1465251584954345,13.0,1.339713172604596,Franchise,8000.0,53107,1,A1,B,1,1,0,0,1,0,0,0,1
8531427,2025-01-01 01:02:39+00:00,0.0473717637848985,0.6498284739683915,0.0726491094880948,0.3448593896137581,0.4168812657969424,0.3392863885193809,,1.58177510373444,Independent,4284.96,78274,0,A1,D,1,1,0,0,1,0,0,0,1
8514503,2025-01-04 03:39:54+00:00,0.0517028994459833,0.5963566815141851,0.072766752110313,0.5051130395269076,0.3904153872148606,0.4654012108774477,,1.534859842519685,Franchise,4023.5,79953,0,A1,Decline,1,0,0,1,0,0,1,0,1
8577488,2025-01-19 03:23:32+00:00,0.0479911571886422,0.6587371373492901,0.0746079957106814,0.1907444217167261,0.3908634532012824,0.1759498551085518,7.0,1.4851924264251903,Franchise,4274.99,37863,1,A1,B,1,1,0,0,1,0,0,0,1
8572105,2025-01-19 04:10:37+00:00,0.0531377586121965,0.6008861611153742,0.0753541953273092,0.1492291546407238,0.2938038635922092,0.1034720811779436,7.0,1.2440141676505312,Franchise,9624.58,47581,1,A1,A,1,1,0,0,1,0,0,0,1
8505436,2024-12-20 01:42:41+00:00,0.0554411701490998,0.5794511705225196,0.0758160642137604,0.3344815896779359,0.2777564091262778,0.2192543964319904,,0.8481476186586062,Franchise,4385.33,41000,0,A1,B,1,1,0,0,1,0,0,0,1
8437740,2024-12-14 00:17:58+00:00,0.0513982159812128,0.6295814244315375,0.0763680943924327,0.1506178455477752,0.2899966430839025,0.1030816602498274,7.0,1.181972716763006,Franchise,4452.85,12372,1,A,A,1,1,0,0,1,0,0,0,1
8574296,2025-01-18 04:59:04+00:00,0.0531507930764017,0.6106531466393398,0.0765978097308155,0.1483830883906937,0.2596410016840132,0.0909221475384362,13.0,1.0472131147540984,Franchise,7775.0,83939,1,A,A,1,1,0,0,1,0,0,0,1
8508238,2024-12-27 03:38:41+00:00,0.0478992602802103,0.6844407882297164,0.0773707296098657,0.2089196311271802,0.3501845945669622,0.1726586297231081,,1.235956747694887,Independent,7559.5,35006,0,A,B,1,1,0,0,1,0,0,0,1
8489304,2024-12-17 03:51:31+00:00,0.0567903051656186,0.5836751758589004,0.0782271355969105,0.2374237387289417,0.3908634532012824,0.2190086192440656,7.0,1.4865714902157143,Franchise,9895.09,79,1,A,B,1,1,0,0,1,0,0,0,1
8514492,2025-01-08 02:53:25+00:00,0.0617692837963303,0.5619816293886829,0.0819231584995195,0.2408068446928422,0.3334630498245493,0.1895084362457681,7.0,1.3506050288108955,Franchise,12608.9,56718,1,A,B,1,1,0,0,1,0,0,0,1
8421067,2024-12-09 22:49:06+00:00,0.0626946901621596,0.5602198691284256,0.0828898342377537,0.2912991497583489,0.3900425741564863,0.2681410057223676,,1.2706716803760283,Franchise,6380.89,82702,0,A,C,1,1,0,0,1,0,0,0,1
8468910,2024-12-20 06:06:17+00:00,0.0565691961008053,0.6365662184019273,0.084983692606227,0.190705134100901,0.3501845945669622,0.1576055201580307,,1.1919879163439195,Franchise,6977.12,70080,0,A,B,1,1,0,0,1,0,0,0,1
8468655,2024-12-10 03:53:47+00:00,0.0499744541359006,0.7253901150281514,0.0855523010804997,0.3222446254718278,0.3908634532012824,0.2972506071264352,7.0,1.4887475576282845,Franchise,6583.63,66496,1,A,C,1,1,0,0,1,0,0,0,1
8438412,2024-12-06 00:38:07+00:00,0.0563524295127192,0.6575890474148149,0.0874539074449596,0.551958604618516,0.3501845945669622,0.4561582644155516,,1.1850394683702317,Independent,6173.74,82439,0,A,Decline,1,0,0,1,0,0,1,0,1
8582220,2025-01-21 06:44:34+00:00,0.0557201201782586,0.672555885732613,0.0884407516798946,0.3256094084981539,0.3501845945669622,0.26909522093699,,1.2118652003142183,Franchise,8867.0,30630,0,A,C,1,1,0,0,1,0,0,0,1
8402105,2024-11-27 00:38:45+00:00,0.0596779915144282,0.6338615738947714,0.0892731020825858,0.1604867063268988,0.3167253092355163,0.1199592759874005,13.0,1.2804882539682538,Franchise,8789.44,85199,1,A,A,1,1,0,0,1,0,0,0,1
8431799,2024-12-04 04:17:37+00:00,0.0646667751842868,0.5879397492107975,0.0897275954985247,0.3838072625000516,0.3372811670434425,0.3055042689412084,,1.0681078568107856,Independent,5300.0,41563,0,A,C,1,1,0,0,1,0,0,0,1
8422848,2024-12-07 02:07:56+00:00,0.0540833151757464,0.7073604664935109,0.0902851017632666,0.6097638872288266,0.3900425741564863,0.5612879478376568,,1.2653076723016905,Franchise,4995.47,82826,0,A,Decline,1,0,0,1,0,0,1,0,1
8572711,2025-01-21 03:00:31+00:00,0.0540278919073071,0.7162562697750492,0.0913268465183562,0.6373192635953364,0.3900425741564863,0.5866526848720894,,1.4156756058158322,Independent,6917.11,99122,0,A,Decline,1,0,0,1,0,0,1,0,1
8560531,2025-01-20 21:53:52+00:00,0.0649486085377715,0.6049165810794154,0.0927208369251804,0.1641947266631429,0.2899966430839025,0.1123735701247613,13.0,1.1844658400194503,Franchise,10400.0,50068,1,A,A,1,1,0,0,1,0,0,0,1
8463270,2024-12-07 00:07:04+00:00,0.0560236048971228,0.7052295300845098,0.093242421310362,0.4687087679548118,0.3501845945669622,0.3873576321079172,,1.1817395442023542,Independent,4676.73,78665,0,A,Decline,1,0,0,1,0,0,1,0,1
8480479,2024-12-17 01:56:10+00:00,0.0624260482071532,0.6368693051113438,0.0938270721043872,0.3398144644380878,0.3501845945669622,0.2808347854790892,,1.1514431239388794,Independent,6362.87,58638,0,A,C,1,1,0,0,1,0,0,0,1
8476497,2024-12-12 02:44:08+00:00,0.068320881766706,0.5918399120387307,0.0954266581863093,0.509382150118258,0.3372811670434425,0.4054598143086425,,1.123019851614197,Franchise,4376.67,17512,0,A,Decline,1,0,0,1,0,0,1,0,1
8563452,2025-01-15 03:03:29+00:00,0.0564613972746201,0.7187483546656177,0.0957724258880819,0.20640696946317,0.3232454576829602,0.1574594721388574,7.0,1.3218316831683168,Independent,4252.9,50339,1,A,B,1,1,0,0,1,0,0,0,1
8573210,2025-01-18 06:26:17+00:00,0.0625437831793828,0.6537170854219041,0.0964908175770342,0.5417782091874438,0.3372811670434425,0.4312465445493358,,1.0434341571375876,Independent,12481.94,55420,0,A,Decline,1,0,0,1,0,0,1,0,1
8393041,2025-01-17 04:43:41+00:00,0.05972344251456,0.6905324562864089,0.097328702079604,0.1941219525217622,0.2596410016840132,0.118948762955792,13.0,1.0506184738955824,Franchise,5039.75,28170,1,A,A,1,1,0,0,1,0,0,0,1
8523820,2025-01-06 23:30:34+00:00,0.0724275854082179,0.5717153397822715,0.0977227893789944,0.2188326674075346,0.3372811670434425,0.1741872043830449,,1.095071111111111,Independent,6562.68,33312,0,A,B,1,1,0,0,1,0,0,0,1
8428153,2025-01-06 21:20:49+00:00,0.0625009735386489,0.6668965928873265,0.0983687796799555,0.1176316386105566,0.1728983438422631,0.0479984245781517,13.0,0.9962044642857144,Franchise,6783.38,38265,1,A,A1,1,1,0,0,1,0,0,0,1
8512457,2024-12-28 03:54:37+00:00,0.0772616046743087,0.5530667384702493,0.1008447439466265,0.2953463917143054,0.3900425741564863,0.2718664938653032,,1.447365718571511,Franchise,11431.14,63147,0,A,C,1,1,0,0,1,0,0,0,1
8477351,2025-01-03 22:50:12+00:00,0.0623754155803817,0.6852453866162497,0.1008722192047579,0.3533104738371334,0.2899966430839025,0.2418028892547978,13.0,1.190630376670717,Franchise,9676.99,76107,1,A,B,1,1,0,0,1,0,0,0,1
8517382,2025-01-07 06:40:02+00:00,0.0693701706150837,0.6316005333008732,0.1034015987433563,0.3847444374147469,0.3900425741564863,0.3541574373974634,,1.4015951156812338,Independent,6250.0,37788,0,A,Decline,1,0,0,1,0,0,1,0,1
8342471,2024-11-28 03:59:50+00:00,0.0608530927708593,0.7244364100334687,0.1040387027165977,0.2462079439560768,0.3908634532012824,0.2271115017454136,13.0,1.5422386324786326,Independent,6585.26,93972,1,A,B,1,1,0,0,1,0,0,0,1
8532984,2025-01-11 00:18:13+00:00,0.0733482162439878,0.6065027659321561,0.1049867146264777,0.1717512337690259,0.2596410016840132,0.1052410432079618,7.0,1.1527764127764129,Franchise,7199.57,34122,1,A,A,1,1,0,0,1,0,0,0,1
8385941,2024-12-04 07:39:01+00:00,0.0719555093525704,0.6236396567504257,0.1059033696032962,0.2454523762185329,0.2938038635922092,0.1701910612477085,13.0,1.2190110236220473,Franchise,5791.79,5793,1,A,B,1,1,0,0,1,0,0,0,1
8481551,2024-12-18 02:31:14+00:00,0.068524692184179,0.6558397261124499,0.1060612682354681,0.3018236772029036,0.2777564091262778,0.1978469674152348,,0.9641423030540072,Franchise,6220.23,57333,0,A,B,1,1,0,0,1,0,0,0,1
8482547,2025-01-01 06:51:39+00:00,0.0727156629905961,0.6265684517634896,0.1075247632943775,0.3528791969188424,0.3904153872148606,0.3251359452001278,,1.470300417246175,Independent,16751.53,41624,0,A,D,1,1,0,0,1,0,0,0,1
8475980,2025-01-03 06:11:20+00:00,0.0783071692154199,0.5904802943882769,0.1091236631812397,0.3186970366394995,0.2596410016840132,0.1952824900712628,7.0,1.0766650022023014,Franchise,5833.34,10,1,A,B,1,1,0,0,1,0,0,0,1
8528443,2024-12-31 07:30:53+00:00,0.0762393468836043,0.6204784542662771,0.111639498176318,0.1687183798499165,0.3501845945669622,0.139434882767221,,1.230245102678149,Independent,5054.49,57036,0,A,B,1,1,0,0,1,0,0,0,1
8509785,2025-01-10 06:32:27+00:00,0.0741943508649773,0.6376013282419268,0.1116431433165548,0.5115892884712105,0.3904153872148606,0.4713682991621719,,1.5617731550272411,Franchise,4206.58,92095,0,A,Decline,1,0,0,1,0,0,1,0,1
8487094,2024-12-27 05:45:54+00:00,0.0813499238530624,0.5842295197755693,0.1121637835936309,0.239069027947169,0.3908634532012824,0.2205262961278943,7.0,1.540342168674699,Franchise,3576.65,79624,1,A,B,1,1,0,0,1,0,0,0,1
8540978,2025-01-17 07:51:14+00:00,0.0866654834732194,0.5500107386502633,0.1124939939301867,0.0750443020650058,0.01,0.0017710455287341,13.0,0.7701272968278636,Independent,13052.09,10319,1,A,A1,1,1,0,0,1,0,0,0,1
8516393,2025-01-16 00:32:44+00:00,0.0803193191396164,0.5964075420150089,0.1130511925823313,0.2577438622951813,0.2938038635922092,0.1787136964404261,7.0,1.2387134637514383,Franchise,3858.33,58666,1,A,B,1,1,0,0,1,0,0,0,1
8413883,2024-11-27 07:30:20+00:00,0.0689056805579672,0.6955647921333776,0.1131109422829028,0.3151554190366312,0.2938038635922092,0.218521556198162,7.0,1.2250315569487984,Franchise,5921.07,63134,1,A,B,1,1,0,0,1,0,0,0,1
8534408,2025-01-16 04:01:48+00:00,0.068713732643266,0.7053385714340892,0.1143808126083923,0.4307358212495167,0.3232454576829602,0.32859081852538,13.0,1.313963328631876,Franchise,4111.47,57388,1,A,D,1,1,0,0,1,0,0,0,1
8509106,2024-12-31 02:34:23+00:00,0.0812270078635064,0.5992785980889568,0.1148791534625906,0.3954630277195223,0.3900425741564863,0.3640239048644393,,1.321370436400279,Franchise,5874.95,7744,0,A,Decline,1,0,0,1,0,0,1,0,1
8487814,2025-01-07 05:19:49+00:00,0.0783629014134584,0.6246434884676995,0.1155193476086332,0.3902763837396323,0.2938038635922092,0.2706087142111391,7.0,1.2143353324641462,Franchise,4831.21,77315,1,A,C,1,1,0,0,1,0,0,0,1
8571776,2025-01-20 23:04:34+00:00,0.0745938498621963,0.660049395795319,0.116196076254551,0.4409078353295207,0.3372811670434425,0.3509553858501513,,1.0830333333333333,Franchise,4253.6,54319,0,A,Decline,1,0,0,1,0,0,1,0,1
8555776,2025-01-14 01:04:54+00:00,0.074947726760618,0.6612440246730946,0.1169586181005655,0.3477335201949467,0.3334630498245493,0.2736568212022229,7.0,1.4180910569105691,Independent,7551.49,55077,1,A,C,1,1,0,0,1,0,0,0,1
8479730,2024-12-19 00:17:45+00:00,0.0819151611473747,0.6062862862471238,0.1172071316609285,0.277359748854418,0.2938038635922092,0.192314903331407,7.0,1.2070812782241258,Franchise,5763.45,54,1,A,B,1,1,0,0,1,0,0,0,1
8429270,2024-12-04 07:21:38+00:00,0.0852175492873882,0.5862248166074053,0.1178976755984468,0.2716151816405466,0.4162304395202057,0.2668086351856683,7.0,1.5904812919731373,Franchise,17595.519999999997,72667,1,A,C,1,1,0,0,1,0,0,0,1
8480420,2024-12-17 03:36:33+00:00,0.0803684705097531,0.6219173634164656,0.1179588115837255,0.2292365863960856,0.3908634532012824,0.2114564808708816,7.0,1.4700247734138974,Independent,8935.83,59762,1,A,B,1,1,0,0,1,0,0,0,1
8435216,2024-12-04 07:33:38+00:00,0.0820082981722924,0.6197383763201696,0.1199439073476213,0.4163239004719097,0.3372811670434425,0.3313869780054151,,1.0893696498054477,Franchise,7152.28,72571,0,A,D,1,1,0,0,1,0,0,0,1
8552181,2025-01-21 03:38:19+00:00,0.0806479263542708,0.6304198143450971,0.1199872397926005,0.2300480710975669,0.2777564091262778,0.1507976897245889,,0.8764877513711151,Franchise,9084.79,62502,0,A,B,1,1,0,0,1,0,0,0,1
8563132,2025-01-15 06:54:08+00:00,0.0774763227401496,0.6566411574584805,0.1200629756857361,0.4607216395988448,0.3167253092355163,0.3443764009053142,7.0,1.2678007202881152,Independent,4333.33,52132,1,A,D,1,1,0,0,1,0,0,0,1
8381800,2024-12-05 07:12:06+00:00,0.0792334623639349,0.652980390740824,0.1221014374253954,0.3119473753281621,0.3555088501813138,0.2617241244191849,7.0,1.4458871469453776,Independent,5520.25,61202,1,A,B,1,1,0,0,1,0,0,0,1
8435619,2024-12-10 07:02:28+00:00,0.0728808805199635,0.7101382755348499,0.1221429866361036,0.7206337251836793,0.3904153872148606,0.6639777278641097,,1.5169086519114687,Independent,5416.67,94869,0,A,Decline,1,0,0,1,0,0,1,0,1
8569270,2025-01-17 23:25:46+00:00,0.0740851022754738,0.7060620141305549,0.1234484766100665,0.4705924944102408,0.3232454576829602,0.3589958515212179,7.0,1.3278992125984252,Franchise,4163.93,55534,1,A,Decline,1,0,0,1,0,0,1,0,1
8571899,2025-01-21 00:44:44+00:00,0.0733758092132919,0.7171369806872655,0.1241843948083037,0.2847475114515801,0.3334630498245493,0.2240885456926834,13.0,1.3601113490364023,Franchise,6581.83,88388,1,A,B,1,1,0,0,1,0,0,0,1
8503530,2024-12-19 06:34:56+00:00,0.0826152459776897,0.6384514730013899,0.1244801481489144,0.5938441497954507,0.3501845945669622,0.4907739718837142,,1.1646660033167495,Franchise,7412.53,79599,0,A,Decline,1,0,0,1,0,0,1,0,1
8484950,2025-01-10 05:46:49+00:00,0.0789874579600026,0.676948411414918,0.1261902246830343,0.4979948025348254,0.2777564091262778,0.3264381455528701,,0.9732265335235376,Franchise,11918.49,35458,0,A,D,1,1,0,0,1,0,0,0,1
8421587,2024-11-29 22:48:49+00:00,0.0878890277405514,0.6085199262016026,0.1262180502320819,0.4821002790496513,0.3900425741564863,0.4437735358673238,,1.27810780217716,Franchise,9500.01,20549,0,A,Decline,1,0,0,1,0,0,1,0,1
8425208,2024-12-18 23:50:38+00:00,0.0850304175263577,0.635388951943337,0.1275046353858892,0.2746519848012902,0.2596410016840132,0.1682937628180101,7.0,1.0820833080332748,Franchise,6151.7,34603,1,A,B,1,1,0,0,1,0,0,0,1
8432884,2024-12-04 05:17:30+00:00,0.0925184583865736,0.5844341439750479,0.1276074326285538,0.48127295471567,0.3501845945669622,0.397741123874636,,1.194601287001287,Franchise,5544.67,23578,0,A,Decline,1,0,0,1,0,0,1,0,1
8477003,2024-12-20 02:46:13+00:00,0.0766513470097044,0.7132290988391645,0.1290211319199934,0.3795480102606255,0.3501845945669622,0.3136720039766819,,1.1557374667847653,Franchise,6680.11,47299,0,A,C,1,1,0,0,1,0,0,0,1
8541943,2025-01-08 02:31:24+00:00,0.0858661521980604,0.640061335524411,0.1297046655632696,0.3859220859786234,0.3501845945669622,0.3189397673423509,,1.169073830926169,Independent,5889.32,91531,0,A,C,1,1,0,0,1,0,0,0,1
8509074,2025-01-04 07:26:07+00:00,0.0861017375402743,0.6390703939846829,0.1298591683450042,0.2668073798040713,0.2938038635922092,0.1849981320903863,7.0,1.2046992552988351,Franchise,4922.67,48963,1,A,B,1,1,0,0,1,0,0,0,1
8487473,2024-12-20 05:21:45+00:00,0.089139531783335,0.6177951750267529,0.1299651354301363,0.2973592140083327,0.2596410016840132,0.1822076802768227,7.0,1.0643970028446292,Franchise,3966.46,3,1,A,B,1,1,0,0,1,0,0,0,1
8340220,2024-11-28 02:03:01+00:00,0.0843950751908454,0.6552091562052673,0.1304995653686705,0.4228404439215766,0.2596410016840132,0.2590966507330539,7.0,1.1508838376383763,Independent,6961.42,90522,1,A,B,1,1,0,0,1,0,0,0,1
8423935,2024-12-04 01:12:54+00:00,0.0978202951415362,0.5654740319626332,0.1305430146154439,0.2535194070225064,0.3501845945669622,0.209517474200758,,1.180378230855675,Franchise,7526.01,9,0,A,B,1,1,0,0,1,0,0,0,1
8407594,2024-12-09 20:56:44+00:00,0.0944375741020132,0.6020624226746036,0.1341832625866743,0.4275311582512701,0.3904153872148606,0.3939187927604064,,1.4759478085086832,Franchise,10772.94,63024,0,B,Decline,1,0,0,1,0,0,1,0,1
8426273,2024-12-17 02:42:44+00:00,0.0777107674236736,0.7324635658546226,0.134331921717366,0.2943752748307985,0.3334630498245493,0.2316653335737223,13.0,1.3479792608348844,Franchise,6944.08,68937,1,B,B,1,1,0,0,1,0,0,0,1
8468435,2024-12-17 06:32:46+00:00,0.0985168002955015,0.5870594396875836,0.1364911134918461,0.3906268789605782,0.3372811670434425,0.3109325714898928,,1.1053082999897406,Franchise,4191.89,33739,0,B,C,1,1,0,0,1,0,0,0,1
8535447,2025-01-20 22:01:37+00:00,0.0997977255360463,0.5848869847818707,0.1377541222334058,0.1954676294974696,0.3372811670434425,0.1555890184628474,,1.052279296534912,Franchise,4135.84,89979,0,B,B,1,1,0,0,1,0,0,0,1
8538670,2025-01-10 05:54:51+00:00,0.0972655050146886,0.6015730538046964,0.1380890442404396,0.220362780553661,0.3501845945669622,0.1821156562793641,,1.1944308360477742,Franchise,9910.69,31277,0,B,B,1,1,0,0,1,0,0,0,1
8409889,2024-12-06 22:43:58+00:00,0.0975141994998043,0.6054035575334038,0.1393236461578005,0.4608688340676424,0.3900425741564863,0.4242299806762507,,1.373226638287422,Franchise,9882.22,79100,0,B,Decline,1,0,0,1,0,0,1,0,1
8540411,2025-01-08 05:03:28+00:00,0.0891047966643918,0.6627466262774232,0.139367211963729,0.4746011199293735,0.2777564091262778,0.3111034666997868,,0.9052514680483592,Independent,5416.67,42825,0,B,C,1,1,0,0,1,0,0,0,1
8413647,2024-12-02 22:47:41+00:00,0.0866540687255034,0.6827025588543066,0.13961513251153,0.4622609776679955,0.2777564091262778,0.3030144401975853,,0.9126243093922652,Independent,8804.31,74123,0,B,C,1,1,0,0,1,0,0,0,1
8512344,2025-01-03 04:34:08+00:00,0.0917313793431002,0.6468176740327269,0.140027006717142,0.317834177853876,0.3501845945669622,0.2626694931986286,,1.1754662473794548,Franchise,7125.73,44067,0,B,B,1,1,0,0,1,0,0,0,1
8478230,2024-12-13 06:05:43+00:00,0.1037509260028579,0.5744146550627676,0.1406466835988035,0.3639152928275182,0.3372811670434425,0.2896705882207787,,1.0920952622244744,Franchise,4333.33,10,0,B,C,1,1,0,0,1,0,0,0,1
8522680,2024-12-31 04:31:57+00:00,0.1003488882518821,0.6004754435399108,0.1422066219090146,0.7656889644149275,0.2777564091262778,0.5019130407418804,,0.9996705485232068,Independent,9497.23,44256,0,B,Decline,1,0,0,1,0,0,1,0,1
8578071,2025-01-21 04:16:49+00:00,0.0967152801692251,0.6244660374622848,0.1425331623356205,0.2636999121954776,0.3334630498245493,0.2075246576236408,7.0,1.3694252427184466,Independent,5193.07,42000,1,B,B,1,1,0,0,1,0,0,0,1
8468384,2024-12-19 03:39:04+00:00,0.0886871196221234,0.6876235182896537,0.1439207041628341,0.1590666567309008,0.3555088501813138,0.1334570659983484,13.0,1.4571271550101634,Franchise,9502.31,16027,1,B,B,1,1,0,0,1,0,0,0,1
8511600,2025-01-03 00:05:53+00:00,0.1044863192368949,0.5849651315276754,0.1442452142015969,0.3264322885005214,0.3372811670434425,0.2598347332136375,,1.0671219824530644,Franchise,9923.06,6,0,B,B,1,1,0,0,1,0,0,0,1
8419174,2024-11-28 02:38:05+00:00,0.0887970235997085,0.6958532026394212,0.1458236760858248,0.3833799403086251,0.3232454576829602,0.2924649452808048,7.0,1.30504847184193,Franchise,3527.33,97297,1,B,C,1,1,0,0,1,0,0,0,1
8467882,2024-12-10 04:52:34+00:00,0.097256344523373,0.6398854072401065,0.1468696808679734,0.4807078480275534,0.3372811670434425,0.382635541415633,,1.1228194023386748,Franchise,3657.33,53061,0,B,Decline,1,0,0,1,0,0,1,0,1
8300223,2024-12-03 01:52:59+00:00,0.0928916947186632,0.675230981958185,0.1480271065679173,0.2791068160508048,0.1728983438422631,0.1138867707506403,13.0,0.9941395182872436,Franchise,10860.53,42128,1,B,A,1,1,0,0,1,0,0,0,1
8460427,2024-12-20 05:41:28+00:00,0.0960560474271408,0.6580328272724084,0.1491709566176218,0.4681552488384461,0.3167253092355163,0.3499328136622652,7.0,1.282500641848524,Franchise,10285.67,44656,1,B,D,1,1,0,0,1,0,0,0,1
8535005,2025-01-02 22:51:08+00:00,0.0956873573756826,0.661544837666449,0.1493914864323128,0.2282764749512044,0.3167253092355163,0.1706302116034686,13.0,1.27,Franchise,5509.01,0,1,B,B,1,1,0,0,1,0,0,0,1
8549244,2025-01-10 04:12:09+00:00,0.0992709415626199,0.6382612613106878,0.1495314794408874,0.38538423979621,0.2596410016840132,0.236145258127251,7.0,1.0781086474501107,Franchise,4333.33,62044,1,B,B,1,1,0,0,1,0,0,0,1
8476325,2024-12-20 00:33:31+00:00,0.0991177011033918,0.6462860881857153,0.15117780350593,0.5138713880841571,0.3900425741564863,0.4730188568251589,,1.3247895610913405,Independent,7710.31,59724,0,B,Decline,1,0,0,1,0,0,1,0,1
8563409,2025-01-14 05:18:42+00:00,0.092889361580966,0.689671273558027,0.1511889733516271,0.3135114904095899,0.1728983438422631,0.1279252572229169,13.0,1.022247311827957,Franchise,4925.53,80190,1,B,A,1,1,0,0,1,0,0,0,1
8413673,2024-11-28 02:14:52+00:00,0.0945481484283034,0.6832541130671539,0.1524569706597921,0.3073638886132356,0.3334630498245493,0.2418870192988501,7.0,1.3707990584207148,Franchise,6191.98,44947,1,B,B,1,1,0,0,1,0,0,0,1
8478613,2024-12-19 01:49:11+00:00,0.0975329591009645,0.663341145207667,0.1526863944938421,0.6201200208977068,0.3501845945669622,0.5124892883181702,,1.147901161412657,Independent,4792.34,98847,0,B,Decline,1,0,0,1,0,0,1,0,1
