iter	Logloss
0	0.6653690739
1	0.6405394899
2	0.6160340507
3	0.5934442716
4	0.5718756567
5	0.5518304053
6	0.533059483
7	0.5154514174
8	0.4992025048
9	0.4839714652
10	0.469385928
11	0.4559810418
12	0.4435080972
13	0.4320678301
14	0.4218061061
15	0.4114975053
16	0.4021845581
17	0.393383931
18	0.3849776174
19	0.3771758683
20	0.370507617
21	0.3637695619
22	0.3571641493
23	0.3514688461
24	0.3461593252
25	0.3411098694
26	0.3361848444
27	0.3314779783
28	0.3271853935
29	0.3228609869
30	0.3189077206
31	0.3153916143
32	0.3118763332
33	0.3087477596
34	0.3059728934
35	0.3031900372
36	0.3005267417
37	0.2979661476
38	0.2955459955
39	0.2933652935
40	0.2912909813
41	0.2892867173
42	0.2874088146
43	0.2856425109
44	0.2839816264
45	0.2824078497
46	0.2809014765
47	0.2794537457
48	0.2781792106
49	0.2769671457
50	0.2758279031
51	0.2747788503
52	0.2737330174
53	0.2727972114
54	0.2718190377
55	0.2709353607
56	0.2700820099
57	0.2693278409
58	0.2685270234
59	0.2678368258
60	0.2671705979
61	0.2665457972
62	0.2659312991
63	0.2653238176
64	0.2647401626
65	0.2642903424
66	0.2637456883
67	0.2632672479
68	0.2628306567
69	0.262387629
70	0.261972246
71	0.2616068066
72	0.2612464233
73	0.2608754175
74	0.2605259204
75	0.2601703099
76	0.259860765
77	0.2595673786
78	0.2593329772
79	0.2590580402
80	0.2588086438
81	0.2585655499
82	0.2583293301
83	0.2580681561
84	0.2578645258
85	0.2576485753
86	0.2574136461
87	0.2572196121
88	0.2570482331
89	0.2568658388
90	0.256697241
91	0.256546483
92	0.2563610073
93	0.2562121029
94	0.2560564364
95	0.2559084737
96	0.2557760289
97	0.2556666607
98	0.2555519283
99	0.2554247246
100	0.2553361897
101	0.2552344473
102	0.255128827
103	0.2550404273
104	0.2549308532
105	0.2548430645
106	0.254754723
107	0.254659006
108	0.2545738974
109	0.2544943714
110	0.2544304089
111	0.2543640601
112	0.2542874267
113	0.2542126379
114	0.2541300184
115	0.2540588441
116	0.2539871355
117	0.2539155897
118	0.2538517597
119	0.2537984505
120	0.2537582077
121	0.2536938941
122	0.253639554
123	0.2535731003
124	0.2535275397
125	0.2534730417
126	0.2534314889
127	0.253383456
128	0.2533278804
129	0.2532889066
130	0.2532427502
131	0.2532019196
132	0.2531541867
133	0.253122129
134	0.2530925058
135	0.2530419078
136	0.2530061167
137	0.2529644204
138	0.2529234287
139	0.2528797926
140	0.252846289
141	0.2528067073
142	0.2527722601
143	0.2527294263
144	0.2526979618
145	0.2526670297
146	0.2526484933
147	0.2526118528
148	0.2525808832
149	0.2525531258
150	0.2525179779
151	0.2524966418
152	0.2524707645
153	0.2524494638
154	0.252422148
155	0.2523965977
156	0.2523665643
157	0.2523351375
158	0.2523134669
159	0.2522803141
160	0.2522573888
161	0.2522362099
162	0.2522038129
163	0.2521813126
164	0.2521600005
165	0.2521305979
166	0.2521046697
167	0.2520812505
168	0.2520556284
169	0.2520397151
170	0.2520182347
171	0.252000014
172	0.2519764788
173	0.2519534686
174	0.2519301508
175	0.2519129648
176	0.2518813648
177	0.2518616226
178	0.2518358916
179	0.2518154142
180	0.2517950056
181	0.2517753705
182	0.2517473858
183	0.251732117
184	0.2517150774
185	0.2516962121
186	0.2516685592
187	0.2516457527
188	0.2516312798
189	0.2516105857
190	0.2515878179
191	0.2515656638
192	0.2515494316
193	0.2515338899
194	0.2515226224
195	0.2514994122
196	0.2514836644
197	0.2514674824
198	0.2514478547
199	0.2514262959
200	0.2514153357
201	0.2513987592
202	0.2513870343
203	0.2513745656
204	0.251350071
205	0.2513264544
206	0.2513255743
207	0.2513024571
208	0.2512891477
209	0.2512678714
210	0.2512521366
211	0.2512398228
212	0.2512267746
213	0.2512016077
214	0.2511827002
215	0.251164883
216	0.2511440522
217	0.2511246796
218	0.2511151032
219	0.2511050884
220	0.2510861117
221	0.251077584
222	0.2510610576
223	0.2510414446
224	0.2510249998
225	0.2510106305
226	0.25099071
227	0.2509754836
228	0.2509576593
229	0.2509395474
230	0.2509260586
231	0.250914403
232	0.2508987582
233	0.2508828705
234	0.2508730703
235	0.250863329
236	0.250848386
237	0.250834779
238	0.250821387
239	0.250808624
240	0.2507989411
241	0.2507868297
242	0.2507740062
243	0.2507587849
244	0.250744359
245	0.2507329742
246	0.2507206692
247	0.2507048786
248	0.2506946165
249	0.2506799812
250	0.250665365
251	0.250652268
252	0.2506404902
253	0.2506263174
254	0.2506201955
255	0.2506118861
256	0.2506005317
257	0.2505926037
258	0.2505823883
259	0.2505726008
260	0.2505571704
261	0.2505487359
262	0.2505319937
263	0.2505229077
264	0.2505082217
265	0.2505000904
266	0.2504873682
267	0.2504681049
268	0.2504575747
269	0.2504414936
270	0.2504282971
271	0.2504122124
272	0.2504012215
273	0.250386265
274	0.2503774225
275	0.2503698349
276	0.2503613276
277	0.2503541404
278	0.2503384495
279	0.2503201883
280	0.2503085234
281	0.2502935803
282	0.2502831066
283	0.250269552
284	0.2502559821
285	0.2502403336
286	0.2502287581
287	0.2502137022
288	0.2501984093
289	0.2501879222
290	0.2501755076
291	0.2501638032
292	0.2501553803
293	0.2501466645
294	0.2501306223
295	0.2501175237
296	0.250109711
297	0.250099418
298	0.2500841411
299	0.2500759345
300	0.250062257
301	0.2500514825
302	0.2500414837
303	0.2500316028
304	0.2500170672
305	0.25000447
306	0.2499958493
307	0.2499869972
308	0.2499738375
309	0.2499561478
310	0.2499471252
311	0.2499316001
312	0.2499218392
313	0.2499084284
314	0.2499010109
315	0.2498907273
316	0.2498799781
317	0.2498710643
318	0.2498601093
319	0.2498468488
320	0.2498367321
321	0.2498287845
322	0.2498152918
323	0.2498086575
324	0.2497931953
325	0.2497809385
326	0.2497695625
327	0.2497572462
328	0.2497480618
329	0.249743252
330	0.249735565
331	0.2497246835
332	0.2497167314
333	0.2496998406
334	0.2496916613
335	0.2496837749
336	0.2496702488
337	0.2496588111
338	0.2496506953
339	0.2496394277
340	0.249627841
341	0.2496154446
342	0.2496022817
343	0.2495860331
344	0.2495742201
345	0.2495612712
346	0.2495528954
347	0.2495431315
348	0.2495331332
349	0.2495232865
350	0.2495163962
351	0.2495093407
352	0.2494981447
353	0.2494864419
354	0.2494747619
355	0.2494651075
356	0.2494569569
357	0.2494498449
