feature,bin,min,max,count,prop,target,bin_label
fltgrossmonthly__income_sum_binned,-0.001665006814779252,0.0,8219.15,52355,0.9606069502036623,0.13631935822748545,1
fltgrossmonthly__income_sum_binned,-0.00019601500807312893,8224.51,9973.02,1256,0.023045025870610254,0.13614649681528662,2
fltgrossmonthly__income_sum_binned,0.029413918186243546,9982.86,10553.5,211,0.003871417562658251,0.13270142180094788,3
fltgrossmonthly__income_sum_binned,0.12520878111603098,10570.0,11742.160000000047,680,0.012476606363069246,0.12205882352941176,4
miles_odometer__app_binned,0.16626108820412078,0.0,24401.0,5122,0.0939782026347657,0.11772745021475986,1
miles_odometer__app_binned,0.011619327158593325,24406.0,53635.0,14084,0.2584125353198048,0.13476285146265266,2
miles_odometer__app_binned,-0.02122594369723507,53636.0,93953.0,30547,0.560474844959818,0.1386388188692834,3
miles_odometer__app_binned,-0.06394758986247129,93954.0,150780.0,4749,0.08713441708561154,0.14381975152663717,4
au20s__tu_binned,-0.03539541297670074,0.0,80.0,35749,0.6559208836372977,0.14033958991859913,1
au20s__tu_binned,0.006287560973292427,81.0,102.0,8088,0.1483982239183883,0.13538575667655786,2
au20s__tu_binned,0.12062943332196627,103.0,374.0,10665,0.19568089244431397,0.1225503984997656,3
rtl_trd__tu_binned,-0.05575439251479694,0.0,1.0,36271,0.6654985138160068,0.14281381820186925,1
rtl_trd__tu_binned,0.03668824848418859,2.0,2.0,6499,0.11924333051998091,0.13186644099092168,2
rtl_trd__tu_binned,0.060234677074517115,3.0,3.0,3785,0.06944699277090749,0.12919418758256274,3
rtl_trd__tu_binned,0.06596889843859557,4.0,5.0,4084,0.07493302998055117,0.12855044074436828,4
rtl_trd__tu_binned,0.40313799201900635,6.0,188.0,3863,0.07087813291255367,0.09526274915868496,5
ENG-loan_to_value_binned,2.414812152561342,0.18546168401135288,0.6562609649122807,72,0.001321052438442626,0.013888888888888888,1
ENG-loan_to_value_binned,1.3301861058679723,0.6586869659779401,0.7759759036144578,150,0.002752192580088804,0.04,2
ENG-loan_to_value_binned,0.30755972417778477,0.77687531267473,0.8940861650385376,366,0.006715349895416682,0.10382513661202186,3
ENG-loan_to_value_binned,0.1571176235327746,0.8946856721979117,1.1309289201699322,7912,0.14516898462441746,0.11868048533872598,4
ENG-loan_to_value_binned,-0.03162412801620596,1.1309614730878188,2.549193,46002,0.8440424204616345,0.1398852223816356,5
rev322__tu_binned,-0.0565531149060363,0.0,0.0,39332,0.7216615904003523,0.14291162412285163,1
rev322__tu_binned,0.11507753683761383,1.0,42.0,3646,0.06689662764669187,0.1231486560614372,2
rev322__tu_binned,0.17270242962306656,43.0,112761.0,11524,0.21144178195295585,0.11706004859423812,3
balmag01__tu_binned,0.41414335911598105,0.0,123.0,4453,0.08170342372756963,0.09431843700875814,1
balmag01__tu_binned,0.13743912241840744,124.0,209.0,8273,0.1517925947671645,0.12075426084854346,2
balmag01__tu_binned,-0.0623499161753944,210.0,600.0,41776,0.7665039815052659,0.1436231328992723,3
g232s__tu_binned,0.4676511172986406,0.0,2.0,3762,0.06902498990862721,0.08984582668793195,1
g232s__tu_binned,0.2818048784890342,3.0,4.0,6372,0.1169131408021724,0.10624607658505963,2
g232s__tu_binned,0.22860106521705842,5.0,5.0,3402,0.062419727716414075,0.11140505584950029,3
g232s__tu_binned,0.1922802858614209,6.0,6.0,3581,0.06570401086198671,0.1150516615470539,4
g232s__tu_binned,0.17128158694374257,7.0,7.0,3208,0.058860225312832554,0.1172069825436409,5
g232s__tu_binned,0.07815386447855757,8.0,8.0,3137,0.05755752082492386,0.12719158431622568,6
g232s__tu_binned,0.01768959129844975,9.0,11.0,8019,0.14713221533154747,0.13405661553809703,7
g232s__tu_binned,-0.018388711456462238,12.0,13.0,4295,0.07880444754320942,0.13830034924330617,8
g232s__tu_binned,-0.09351125821891693,14.0,15.0,3478,0.0638141719569924,0.1474985623921794,9
g232s__tu_binned,-0.16918975232382263,16.0,19.0,5144,0.09438185754651206,0.1572706065318818,10
g232s__tu_binned,-0.22969295268466827,20.0,23.0,3306,0.06065832446515724,0.16545674531155474,11
g232s__tu_binned,-0.3537975591799447,24.0,32.0,3835,0.07036439029760376,0.1833116036505867,12
g232s__tu_binned,-0.4708287933342431,33.0,383.0,2963,0.054364977432020845,0.20148498143773202,13
g002s__tu_binned,0.11406480183010088,0.0,0.0,34229,0.6280319988257311,0.12325805603435683,1
g002s__tu_binned,-0.17352026599655768,1.0,37.0,20273,0.3719680011742688,0.15784541015143294,2
linkt003__tu_binned,0.04129305636048633,0.0,0.0,41442,0.7603757660269348,0.13134018628444574,1
linkt003__tu_binned,-0.12343969680491751,1.0,7.0,13060,0.2396242339730652,0.15130168453292497,2
inquirybanking12month__ln_binned,0.14509526610295312,0.0,0.0,29864,0.547943194745147,0.11994374497723011,1
inquirybanking12month__ln_binned,-0.15755747327009761,1.0,1.0,24638,0.45205680525485303,0.15573504342884975,2
all235__tu_binned,-0.06443943974331323,0.0,2.0,33090,0.6071336831675902,0.14388032638259293,1
all235__tu_binned,0.09561818096383361,3.0,887.0,8007,0.14691203992514038,0.12526539278131635,2
all235__tu_binned,0.1121845072811685,888.0,796020.0,13405,0.24595427690726945,0.12346139500186498,3
cv15__tu_binned,0.23368341665621073,0.0,1.0,22416,0.4112876591684709,0.11090292648108493,1
cv15__tu_binned,0.008747220455371471,2.0,2.0,13864,0.2543759862023412,0.13509809578765147,2
cv15__tu_binned,-0.1266303394924593,3.0,3.0,7857,0.14415984734505155,0.15171184930635104,3
cv15__tu_binned,-0.233110650568273,4.0,5.0,6780,0.12439910462001394,0.16592920353982302,4
cv15__tu_binned,-0.5063004605406866,6.0,35.0,3585,0.06577740266412242,0.20725244072524407,5
derogseverityindex__ln_binned,0.08233089965448587,0.0,1.0,37892,0.6952405416314997,0.12672859706534362,1
derogseverityindex__ln_binned,-0.05398928972469706,2.0,3.0,11571,0.21230413562805034,0.14259787399533316,2
derogseverityindex__ln_binned,-0.4101766617029091,4.0,5.0,5039,0.09245532274044989,0.1919031553879738,3
cv13__tu_binned,0.28522101746291345,0.0,18.0,7987,0.14654508091446186,0.10592212345060724,1
cv13__tu_binned,0.20227830516750533,19.0,25.0,3455,0.06339216909471213,0.11403762662807525,2
cv13__tu_binned,0.05067170706013422,26.0,33.0,5404,0.09915232468533265,0.13027387120651368,3
cv13__tu_binned,-0.011134005630895854,34.0,43.0,5246,0.09625334850097245,0.13743804803659931,4
cv13__tu_binned,-0.03593398435766734,44.0,50.0,7514,0.13786650031191516,0.1404045781208411,5
cv13__tu_binned,-0.062274770167582316,51.0,60.0,5097,0.09351950387141757,0.14361389052383755,6
cv13__tu_binned,-0.11213722923335871,61.0,100.0,19799,0.36327107262118824,0.14985605333602708,7
ENG-wtd_avg_binned,-0.06805820825036152,0.0,0.8262108262108262,34997,0.6421232248357859,0.14432665657056318,1
ENG-wtd_avg_binned,-0.03569938362071108,0.8263157894736842,0.9238310708898945,2764,0.050713735275769695,0.14037626628075253,2
ENG-wtd_avg_binned,0.1610239983684425,0.9239130434782609,1.0,16741,0.30716303988844446,0.11827250462935308,3
subjectabilityindex__ln_binned,-0.056699796233379465,1.0,1.0,23662,0.43414920553374187,0.142929591750486,1
subjectabilityindex__ln_binned,-0.005233863024617367,2.0,2.0,17025,0.31237385784007926,0.13674008810572688,2
subjectabilityindex__ln_binned,0.06961913335199071,3.0,3.0,3660,0.06715349895416682,0.12814207650273224,3
subjectabilityindex__ln_binned,0.12475614721818502,4.0,9.0,10155,0.18632343767201204,0.12210733628754308,4
g407s__tu_binned,0.23136763871729316,0.0,0.0,16368,0.3003192543392903,0.11113147605083089,1
g407s__tu_binned,0.03472771489565484,1.0,1.0,14543,0.26683424461487654,0.13209104036306127,2
g407s__tu_binned,-0.0491070597929349,2.0,2.0,9021,0.16551686176654068,0.14200199534419689,3
g407s__tu_binned,-0.16786584832688017,3.0,3.0,5398,0.09904223698212909,0.15709522045201926,4
g407s__tu_binned,-0.16802355765424679,4.0,5.0,5340,0.09797805585116143,0.15711610486891386,5
g407s__tu_binned,-0.3686314120124347,6.0,31.0,3832,0.07030934644600198,0.18554279749478078,6
rp01s__tu_binned,0.024644778057519457,0.0,0.0,47932,0.8794539649921104,0.13325127263623465,1
rp01s__tu_binned,-0.16773296679057412,1.0,5.0,6570,0.12054603500788962,0.15707762557077626,2
in21s__tu_binned,-0.07629872508888996,0.0,25.0,34421,0.6315548053282448,0.14534731704482728,1
in21s__tu_binned,-0.06580875927919955,26.0,33.0,4075,0.07476789842574584,0.14404907975460124,2
in21s__tu_binned,0.13115909819385385,34.0,53.0,7198,0.13206854794319475,0.12142261739372048,3
in21s__tu_binned,0.19663791498735814,54.0,74.0,4511,0.0827676048585373,0.114608734205276,4
in21s__tu_binned,0.32807672668119947,75.0,456.0,4297,0.07884114344427727,0.10193158017221317,5
ENG-bk_binned,-0.030195784972212883,0.0,0.0,42716,0.7837510550071557,0.13971345631613447,1
ENG-bk_binned,0.11541549475170745,1.0,1.0,11786,0.2162489449928443,0.12311216697777023,2
bc97a__tu_binned,-0.0400246151702983,0.0,40.0,42825,0.7857509816153536,0.1408990075890251,1
bc97a__tu_binned,0.15779903030022258,41.0,105013.0,11677,0.21424901838464644,0.11860923182324228,2
addrprevioustimenewest__ln_binned,-0.050218144858734985,1.0,17.0,37316,0.6846721221239588,0.14213742094543896,1
addrprevioustimenewest__ln_binned,-0.0026392990308957216,18.0,30.0,3870,0.07100656856629114,0.13643410852713178,2
addrprevioustimenewest__ln_binned,0.08711148738419858,31.0,71.0,6664,0.1222707423580786,0.12620048019207683,3
addrprevioustimenewest__ln_binned,0.18388598641414705,72.0,134.0,3520,0.06458478587941727,0.1159090909090909,4
addrprevioustimenewest__ln_binned,0.2643159198539151,135.0,523.0,3132,0.05746578107225423,0.10791826309067688,5
trv01__tu_binned,-0.06566896504753217,1.0,2.0,38186,0.7006348390884738,0.14403184413135703,1
trv01__tu_binned,0.08933869034720923,3.0,19.0,4319,0.07924479835602363,0.12595508219495252,2
trv01__tu_binned,0.1966058664016995,20.0,999.0,11997,0.22012036255550255,0.11461198632991582,3
s068b__tu_binned,0.16140724334528925,0.0,0.0,6631,0.12166525999045906,0.11823254411099382,1
s068b__tu_binned,-0.013964443724785235,1.0,1.0,12731,0.23358775824740377,0.13777393763255047,2
s068b__tu_binned,-0.02342418049747134,2.0,28.0,35140,0.6447469817621372,0.13890153671030164,3
in34s__tu_binned,0.21888865767254695,0.0,48.0,3177,0.05829143884628087,0.11237016052880075,1
in34s__tu_binned,0.10120198486570846,49.0,76.0,5070,0.09302410920700158,0.12465483234714005,2
in34s__tu_binned,-0.024347406933389316,77.0,589.0,46255,0.8486844519467176,0.13901199870284295,3
addronfilecount__ln_binned,0.12157292198553399,0.0,3.0,9261,0.16992036989468276,0.12244897959183673,1
addronfilecount__ln_binned,0.07456104307871173,4.0,4.0,4342,0.07966680121830391,0.12759097190234914,2
addronfilecount__ln_binned,0.056813261903912164,5.0,6.0,9253,0.16977358629041137,0.12957959580676537,3
addronfilecount__ln_binned,0.000356227440390281,7.0,7.0,4512,0.08278595280907122,0.13608156028368795,4
addronfilecount__ln_binned,-0.009785031903402753,8.0,10.0,11779,0.21612050933910681,0.13727820697852108,5
addronfilecount__ln_binned,-0.04346089957884838,11.0,15.0,10749,0.1972221202891637,0.14131547120662388,6
addronfilecount__ln_binned,-0.26067019085399246,16.0,42.0,4606,0.08451066015926022,0.16977854971775944,7
linka053__tu_binned,-0.05426464753574297,0.0,1093.0,29762,0.5460717037906866,0.14263154357906055,1
linka053__tu_binned,0.06825765387569006,1094.0,99999.0,24740,0.4539282962093134,0.12829426030719482,2
fi101s__tu_binned,0.11767080431892199,0.0,62.0,3402,0.062419727716414075,0.12286890064667842,1
fi101s__tu_binned,0.052028938112161055,63.0,4898.0,7739,0.14199478918204836,0.13012017056467243,2
fi101s__tu_binned,-0.017838731397627323,4902.0,291954.0,43361,0.7955854831015375,0.13823481930767278,3
fi36s__tu_binned,-0.07891039411940916,0.0,12.0,37200,0.6825437598620234,0.14567204301075268,1
fi36s__tu_binned,0.07641797924009763,13.0,28.0,3093,0.05675021100143114,0.12738441642418363,2
fi36s__tu_binned,0.14576847050716835,29.0,50.0,2828,0.05188800410994092,0.11987270155586988,3
fi36s__tu_binned,0.22940097683881605,51.0,999.0,11381,0.20881802502660451,0.11132589403391617,4
linka006__tu_binned,0.4117721582377963,0.0,1.0,6443,0.1182158452900811,0.09452118578302034,1
linka006__tu_binned,0.22075096169526734,2.0,2.0,5072,0.09306080510806942,0.11218454258675079,2
linka006__tu_binned,0.13085984159803163,3.0,4.0,8250,0.15137059190488422,0.12145454545454545,3
linka006__tu_binned,-0.0004337817149806754,5.0,6.0,6007,0.11021613885728965,0.1361744631263526,4
linka006__tu_binned,-0.019562055594451754,7.0,8.0,4334,0.07952001761403252,0.1384402399630826,5
linka006__tu_binned,-0.1360738054083455,9.0,13.0,7062,0.1295732266705809,0.15293118096856415,6
linka006__tu_binned,-0.17564858011501344,14.0,162.0,17334,0.3180433745550622,0.15812853351794162,7
fi25s__tu_binned,-0.012614466108495172,0.0,0.0,44545,0.8173094565337052,0.13761364911886856,1
fi25s__tu_binned,0.05790363523708894,1.0,4.0,9957,0.18269054346629482,0.12945666365371095,2
addrinputsubjectcount__ln_binned,0.07522774680916842,0.0,0.0,2831,0.0519430479615427,0.12751677852348994,1
