feature,score
g407s__tu_binned,0.618129790415768
co01s__tu_binned,0.6184765256436013
all235__tu_binned,0.6191194663735776
miles_odometer__app_binned,0.6204338020726256
linkt001__tu_binned,0.6209614249632792
addrinputsubjectcount__ln_binned,0.6210590761596471
rvlr64__tu_binned,0.6211369031938321
fltgrossmonthly__income_sum_binned,0.6211851815951103
s068b__tu_binned,0.6212230788893779
g225s__tu_binned,0.6215452840616393
linka025__tu_binned,0.6215643890507463
