step,sec,prop
Get Data,9.099999999762076e-06,6.288528031640344e-06
Parse Data,0.17044399999999982,0.1177848210827395
Create X,0.05948880000000045,0.0411095589426846
Preprocessing,0.8097610999999993,0.5595830083972586
Predictions,0.054799400000000276,0.037868962969899285
Adverse Action,0.1870964999999991,0.12929248185742348
Counter Offers,0.1609129999999972,0.11119845177821777
Generate Output,0.004567600000001448,0.003156426443745113
