step,sec,prop
Get Data,0.5448111000000004,0.11337624284196987
Preprocessing,0.5403246999999993,0.11244261433130565
Predictions,0.036857400000000595,0.007670096172643481
Adverse Action,0.18568410000000135,0.038641220073329555
Counter Offers,3.4885260000000002,0.725969002717686
Generate Output,0.0091341000000007,0.0019008238630654104
