Feature,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Reason,Description
st20s__tu,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,"Insufficient credit file, Length of Credit",Months since oldest student loan trade opened
st20s__tu,,25018,1.0,18178,6840,0.2734031497321928,,0.007057683050490431,0.0008804061501002901,"Insufficient credit file, Length of Credit",Months since oldest student loan trade opened
jt20s__tu,"(-inf, 36.50)",16882,0.6747941482132864,11906,4976,0.2947518066579789,-0.10500822076779937,0.007614969030252232,0.0009514340354852269,Insufficient length of credit history ,Months since oldest joint trade opened
jt20s__tu,"[36.50, 55.50)",1395,0.05575985290590774,1033,362,0.25949820788530464,0.07115391723174802,0.00027771068274396555,3.470651419708456e-05,Insufficient length of credit history ,Months since oldest joint trade opened
jt20s__tu,"[55.50, 83.50)",2537,0.10140698696938205,1886,651,0.25660228616476155,0.08627948092271376,0.000739962964000787,9.246669161997725e-05,Insufficient length of credit history ,Months since oldest joint trade opened
jt20s__tu,"[83.50, 101.50)",1359,0.05432088895994883,1052,307,0.22590139808682855,0.25417630564833826,0.003301524556838985,0.0004115832241720287,Insufficient length of credit history ,Months since oldest joint trade opened
jt20s__tu,"[101.50, 134.50)",1566,0.06259493164921257,1247,319,0.2037037037037037,0.3858805028330724,0.008474699489946922,0.001052813510487906,Insufficient length of credit history ,Months since oldest joint trade opened
jt20s__tu,"[134.50, inf)",1279,0.05112319130226237,1054,225,0.17591868647380765,0.566822986834768,0.014220137341194844,0.001754097328322969,Insufficient length of credit history ,Months since oldest joint trade opened
jt20s__tu,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Insufficient length of credit history ,Months since oldest joint trade opened
jt20s__tu,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,Insufficient length of credit history ,Months since oldest joint trade opened
jt20s__tu,,25018,1.0,18178,6840,0.2734031497321928,,0.034629004064977736,0.004297101304285192,Insufficient length of credit history ,Months since oldest joint trade opened
g407s__tu,"(-inf, 0.50)",7682,0.3070589175793429,5746,1936,0.2520177037229888,0.11045563164059302,0.0036511600088456864,0.0004561631332598761,Excessive inquiries,Number of deduped finance inquiries
g407s__tu,"[0.50, 1.50)",6766,0.27044527939883284,4924,1842,0.2722435707951522,0.005844930426972428,9.227032386747215e-06,1.153377406534024e-06,Excessive inquiries,Number of deduped finance inquiries
g407s__tu,"[1.50, 5.50)",8962,0.3582220801023263,6403,2559,0.2855389422004017,-0.060274266703106316,0.0013190322178080387,0.00016485407328378082,Excessive inquiries,Number of deduped finance inquiries
g407s__tu,"[5.50, inf)",1608,0.06427372291949796,1105,503,0.31281094527363185,-0.1904138962100056,0.002427824068987324,0.00030302036569414574,Excessive inquiries,Number of deduped finance inquiries
g407s__tu,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Excessive inquiries,Number of deduped finance inquiries
g407s__tu,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,Excessive inquiries,Number of deduped finance inquiries
g407s__tu,,25018,1.0,18178,6840,0.2734031497321928,,0.007407243328027796,0.0009251909496443367,Excessive inquiries,Number of deduped finance inquiries
cv15__tu,"(-inf, 1.50)",9828,0.3928371572467823,7419,2409,0.2451159951159951,0.14740821351253508,0.008245680109088688,0.0010297778394571817,Excessive inquiries,Number of deduped auto inquiries
cv15__tu,"[1.50, 2.50)",6451,0.2578543448716924,4702,1749,0.27112075647186484,0.011519414019293017,3.4127014189432216e-05,4.265853187643081e-06,Excessive inquiries,Number of deduped auto inquiries
cv15__tu,"[2.50, 3.50)",3687,0.14737389079862498,2580,1107,0.3002441008950366,-0.13128859485509337,0.002614257887865247,0.0003265477444895394,Excessive inquiries,Number of deduped auto inquiries
cv15__tu,"[3.50, 5.50)",3302,0.13198497082100888,2308,994,0.3010296789824349,-0.13502491909070347,0.002478378937008169,0.00030956224221657166,Excessive inquiries,Number of deduped auto inquiries
cv15__tu,"[5.50, inf)",1750,0.06994963626189143,1169,581,0.332,-0.27827113544196247,0.005741572701374989,0.0007153899032050111,Excessive inquiries,Number of deduped auto inquiries
