Feature,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Reason,Description
miles_odometer__app,"[60286.00, 77962.50)",6023,0.2407466624030698,3035,2988,0.49609828988875976,-0.041327235604153426,0.00041136431803930057,5.1416880766667374e-05,Value or type of collateral not sufficient,Vehicle milegae
miles_odometer__app,"[77962.50, inf)",7395,0.2955871772323927,3567,3828,0.5176470588235295,-0.12755196005899785,0.00481126762382535,0.0006010010919895118,Value or type of collateral not sufficient,Vehicle milegae
miles_odometer__app,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Value or type of collateral not sufficient,Vehicle milegae
miles_odometer__app,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,Value or type of collateral not sufficient,Vehicle milegae
miles_odometer__app,,25018,1.0,12865,12153,0.4857702454232952,,0.01916980118522411,0.00238824583996224,Value or type of collateral not sufficient,Vehicle milegae
ENG-wtd_avg,"(-inf, 0.32)",12063,0.48217283555839796,5751,6312,0.523252922158667,-0.15001322365700054,0.010853623910786153,0.0013554322852081004,Derogatory Payments on Accounts,Weighted average of payment history string of most recent open or closed auto loan
ENG-wtd_avg,"[0.32, 0.58)",1926,0.07698457110880166,959,967,0.5020768431983386,-0.06524181341490068,0.0003278724796918245,4.09767928241584e-05,Derogatory Payments on Accounts,Weighted average of payment history string of most recent open or closed auto loan
ENG-wtd_avg,"[0.58, 0.75)",1540,0.06155567991046446,796,744,0.4831168831168831,0.01062375816624677,6.946319449809816e-06,8.682858479625748e-07,Derogatory Payments on Accounts,Weighted average of payment history string of most recent open or closed auto loan
ENG-wtd_avg,"[0.75, 0.91)",1719,0.06871052841953794,944,775,0.4508435136707388,0.14032874394710912,0.0013481548023227471,0.00016838121506487823,Derogatory Payments on Accounts,Weighted average of payment history string of most recent open or closed auto loan
ENG-wtd_avg,"[0.91, inf)",7770,0.310576385002798,4415,3355,0.4317889317889318,0.21762167078723396,0.014605818773919092,0.0018221331490864794,Derogatory Payments on Accounts,Weighted average of payment history string of most recent open or closed auto loan
ENG-wtd_avg,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Derogatory Payments on Accounts,Weighted average of payment history string of most recent open or closed auto loan
