iteration,feature,importance,train_score,valid_score,best_iteration
39,fltgapinsurance__app,1.8424326384630965,0.5144076366641637,0.5955700163764904,61
40,re01s__tu,2.3447002953796763,0.5498862336042343,0.6015977544041815,24
41,rvlr76__tu,1.9746314852324263,0.5405545937854328,0.5982956204491453,36
42,linka080__tu,1.6769806277047141,0.5352975056539845,0.5974071425725491,39
43,bankruptcycount24month__ln,1.9680719676520182,0.5427732913819615,0.601504990931634,34
44,linkt009__tu,3.0318157445822176,0.5536462470265042,0.6016465618039618,23
45,linka029__tu,1.5028368660119515,0.5220697259602244,0.6029042752034252,55
46,confirmationinputaddress__ln,1.6017365429369352,0.5357455474802368,0.5984867576061449,47
47,linkt010__tu,2.3371489679580555,0.5315816575332318,0.5979586341985746,46
48,s064a__tu,1.7468022959041685,0.5099902765112326,0.5999337507351876,71
49,inquiryauto12month__ln,1.6843454337765402,0.5350944602264182,0.5969109011824694,44
50,s073a__tu,1.8572887635613586,0.5183786974551567,0.5995561603081814,62
51,inquirytelcom12month__ln,2.337315008891643,0.5498901425984062,0.599988095230483,28
52,at21s__tu,1.786332251083579,0.517423852274414,0.5968331426251114,64
53,g211s__tu,1.696159821641105,0.529857453520611,0.5996096455148947,50
54,g215a__tu,2.188895793553379,0.5403062032186026,0.5985236984555656,36
55,linka085__tu,3.4313035341831126,0.553814313061687,0.6012477766737654,22
56,subjectstabilityprimaryfactor__ln,1.608086378246399,0.5222930351429608,0.5985553915943844,58
57,g217s__tu,1.9016535983547302,0.5356918238002965,0.599663915843364,43
58,bitservicecontract__app,2.144868752660039,0.5458041394113304,0.6018577355987311,34
59,g415s__tu,1.4841608870104204,0.5290788982949713,0.5979544093032474,51
60,linka039__tu,2.347052256797467,0.5399810809590562,0.6010955634224004,37
61,in31s__tu,1.600281129840812,0.5105501907465263,0.5993260272060335,68
62,g301s__tu,2.90987793782856,0.5375080027590623,0.5996672748605254,40
63,linkt004__tu,1.5305201861848081,0.5298380957014441,0.6024438218724959,51
64,au20s__tu,1.4088266679653592,0.49562392209001804,0.5934207019731272,99
65,s071a__tu,2.614532244509385,0.5300076803736654,0.6031077542712527,53
66,inquirynonshortterm12month__ln,1.5919110986718317,0.5278584638344899,0.6014185461701064,53
67,subjectstabilityindex__ln,1.9831735143260525,0.5337615820754582,0.5985249010316092,49
68,fltapprovedpricewholesale__app,1.7410699935635794,0.5135869157209286,0.6000958949817611,68
69,linka041__tu,2.328263167406207,0.5424524954814903,0.6012819032742721,36
70,g094s__tu,2.4291790726743723,0.5409795331794369,0.598127268098342,41
71,g300s__tu,1.3563590939243075,0.5349688060914001,0.5992872212016599,46
72,fltgrossmonthly__income_sum,1.4407584911360196,0.5222921809464144,0.5993110500360366,57
73,g099a__tu,1.7357733388384504,0.5197432398448139,0.600242366247272,61
74,g302s__tu,1.9941920566448954,0.5315245523383741,0.6014139386291186,48
75,co05s__tu,1.9186349665771494,0.5284097670477801,0.5983244467543241,55
76,trv10__tu,3.0143161965320946,0.5431006154259942,0.599772500521447,34
77,s207s__tu,5.1160335563608115,0.558972698092624,0.6046480794580318,17
78,s068a__tu,2.0631664460126773,0.5185825081970212,0.5976460406402968,61
79,g303s__tu,3.306720972564389,0.5514903596704501,0.6041937983074341,26
80,g100s__tu,2.134296566971367,0.5367090786013822,0.6012226345080236,44
81,re20s__tu,2.9714958511882554,0.5493825298613167,0.6051333161564829,28
82,at34a__tu,1.3453736784955386,0.5277158637001075,0.5979413100916109,53
83,bc97b__tu,1.9680751686264908,0.5275729823675538,0.6017405024122645,57
84,g960s__tu,1.754104870017649,0.5381823699794137,0.6022262749507588,43
85,g310s__tu,1.5992272442816924,0.5215206803289694,0.6005098098761767,58
86,s063a__tu,2.4741567231885746,0.5460696438138285,0.6044514962316851,34
87,linka052__tu,1.6876401051631584,0.5344146023060016,0.600470156145455,47
88,linka053__tu,1.7599098962978612,0.5237415377860645,0.6001646092590529,57
89,linka081__tu,3.1550961966823063,0.5553925252957319,0.6060222156966556,20
90,in34s__tu,1.7905410723673942,0.541349051643779,0.6022728469299481,39
91,g230s__tu,1.358145429307525,0.5280976389922166,0.5997501688498772,53
92,s063s__tu,1.8251183833820532,0.5241132342218574,0.5998773918878324,59
93,g305s__tu,3.0537806620486485,0.5457003067259554,0.6031847345424617,34
94,subjectactivityindex06month__ln,1.8855912705760711,0.5296164818225371,0.5991362328135653,53
95,fltapproveddowntotal__app,1.7415346266468033,0.5188379334057126,0.6004892274644883,66
96,g307s__tu,1.503061189814969,0.5185418102422561,0.6030693282526948,66
97,bc20s__tu,2.2083525927962415,0.5317362862041437,0.5994276826863102,51
98,at104s__tu,2.638966205738873,0.5552994675018018,0.604359029780258,24
99,g003s__tu,2.304747661768984,0.5457330233467454,0.60100452091118,39
100,linka084__tu,3.0565715417921737,0.5532335148781988,0.6009463030819643,27
