,feature,mean__pd,mean__parse,mean_diff
65,bkc323__tu,96181.83317573596,182.26635846897213,199.24342629942066
64,bkc322__tu,96195.24728026724,213.77249188745424,199.11306019958434
13,rev324__tu,96340.31589056118,228.24238809539077,199.05458922794818
963,linkf213__tu,80.9349461068211,0.2044576100738926,198.99206747544133
63,bkc321__tu,96208.78329126946,246.7343536013696,198.97679527464757
12,rev323__tu,96387.56646099994,272.18298757862647,198.87364496957062
11,rev322__tu,96421.98402220092,320.5485765694341,198.67463227203748
1197,linkf082__tu,109.58554536679536,0.3745135761444624,198.63763777595352
1207,linka028__tu,4.021879021879022e-05,0.0116304490402693,198.62154280104784
10,rev321__tu,96444.74247387688,365.4204653073143,198.490156594254
727,intservicecontractmileageaddon__app,10698.335585585586,47.88815530584583,198.217488991091
809,linkc039__tu,0.0248954311454311,0.0001311704778977,197.90350316240415
797,linkc043__tu,0.0039816602316602,2.1861746316295747e-05,197.81574858971095
808,linkc040__tu,0.0317326254826254,0.0001967557168466,197.53511393637837
1360,linkb012__tu,0.0454070141570141,0.0002842027021118,197.5119708193542
807,linkc041__tu,0.0353120978120978,0.0002623409557955,197.05023084122675
805,linkc004__tu,0.0416264478764478,0.0004372349263259,195.8421621960589
802,linkc047__tu,0.0442406692406692,0.0004809584189585,195.69820291319417
801,linkc046__tu,0.0189430501930501,0.0002186174631629,195.43635831525307
1320,linka062__tu,0.053374857317048,0.0006558523894888,195.1445954121202
276,rev51__tu,0.0087274774774774,0.6562459009225657,194.75017932388445
823,linkc030__tu,3.332609395109395,0.0455161558305277,194.61048381486432
821,linkc034__tu,0.1706483268983269,0.0023392068558436,194.5910394695428
800,linkc045__tu,0.0137146074646074,0.0001967557168466,194.34258988769972
822,linkc035__tu,0.3495817245817246,0.0050937868916969,194.25527082990777
820,linkc033__tu,0.1239543114543114,0.0018363866905688,194.16050083940632
197,fltacquisitionfee__app,541.6665014623518,8.21553601827226,194.02378295103938
799,linkc044__tu,0.0084057271557271,0.0001311704778977,193.85395100060464
793,linkc009__tu,0.0111808236808236,0.0001748939705303,193.8394392710372
796,linkc011__tu,0.0106177606177606,0.0001748939705303,193.51803695376128
819,linkc032__tu,0.0781048906048906,0.0013117047789777,193.39329633743455
818,linkc031__tu,0.0366393178893178,0.0006339906431725,193.19630407781088
744,inttermbump__app,3.932633526383527,0.0684928512089545,193.15264305646176
437,s063a__tu,2553.5206756042053,45.59008159324593,192.98374161747466
1319,linka061__tu,0.0355958344278565,0.0006558523894888,192.76334485847983
436,s063s__tu,342.5769527669128,7.198702772905758,191.76763430056815
729,intservicecontractterm__app,19.02002895752896,0.4470071269292991,190.81509635077578
593,fltapprovedapr_contract__app,19.846332488738742,0.476850159590748,190.61465582744358
205,bitfunded__app,1.0,0.0244632941279349,190.44834723970897
636,fltapproveddebttoincome__app,38.54668918918919,0.9452411350618686,190.42598194313717
203,bitapproved__app,0.9822232947232948,0.0244632941279349,190.2796781445749
188,bigdealertypeid__app,1.1528716216216215,0.0290761226006733,190.15992957630968
1562,in03s__tu,0.0160070785070785,0.6333785142757203,190.14017022553045
731,fltapprovedloantovalue__app,124.55151866151866,3.1972683747977797,189.98888850854183
546,g242f__tu,0.0785472972972973,2.9454112194482094,189.61000333009426
733,fltdocumentfee__app,376.874443424911,10.245074838073618,189.41404465055803
803,linkc049__tu,0.1609958172458172,0.0044597962485243,189.21814460244514
741,fltlicensefee__app,153.69405127699653,4.418284619245145,188.82241643145522
389,md33s__tu,0.6397469605738769,0.018555157185956,188.72544584902857
1430,g220d__tu,0.0183397683397683,0.6163044904026934,188.44091436288528
734,fltgapinsurance__app,419.4618725868726,12.483057146604873,188.44014013146787
743,flttaxgrossreceipts__app,1135.958063649308,34.686430740660484,188.14791991697334
806,linkc042__tu,0.0429536679536679,0.001333566525294,187.95529645521225
742,fltservicecontract__app,822.2226344495108,26.79660962178772,187.37526396066593
186,bigdealerid__app,2583.88972007722,93.8877180709195,185.97527684961761
281,fltallowance__app,143.84921475027664,5.339877985726837,185.68292657915418
1380,linka079__tu,3.039136667289603,0.1243087051806184,184.2818584746352
356,st27s__tu,-0.8118162805662805,-0.0350225175987057,183.45729190745823
794,linkc050__tu,0.0278314028314028,0.0012461195400288,182.85796810180634
730,bitrouteone__app,0.230252574002574,0.0109964583970967,181.76745699211068
1370,linka032__tu,0.0207931145431145,0.0010493638231821,180.78306306483444
1019,linkf123__tu,6.926626447876448,131.32092016090243,179.95877216547552
1365,linka083__tu,1.8172878864854984,0.0967659698389193,179.7777957983397
1500,fi06s__tu,-0.1561695624195624,-0.0085916663023042,179.14153379662446
62,bkc320__tu,0.0851431788931788,1.4702024397708888,178.1030845179451
1043,linkf136__tu,16.69255711068211,283.50800139915174,177.75812650910134
158,rvlr73__tu,-0.4259572072072072,-0.0255345196974334,177.377641116488
1396,g102s__tu,4.130952380952381,0.2516724235931966,177.02998227617692
450,reap02__tu,0.7841579240123692,12.705021643128852,176.74705358886234
439,g418s__tu,3.774211711711712,0.2362598924402081,176.43569976203145
1379,linka078__tu,1.6500529331191487,0.1069364632066809,175.65461386840383
1477,fc06s__tu,0.5187890236463383,7.607461195400289,174.46354667099075
937,linkd014__tu,5.522133679613318,77.58058073793336,173.42020068385466
857,addrinputavmratio60monthprior__ln,0.0314253539253539,0.4379828166673953,173.22129788608387
811,linkc048__tu,4.711068211068211,0.3554719951029688,171.93572097424635
1312,linka056__tu,0.0008445945945945,6.558523894888724e-05,171.17701951555674
1426,g219d__tu,0.0560649935649935,0.6588037252415723,168.62920864206174
1485,br09s__tu,0.0561052123552123,0.6570329237899524,168.5305219218894
1369,linka072__tu,0.010336229086229,0.0008963315989681,168.08095236380657
93,rvlr62__tu,-0.3595559845559845,-0.0313716059638843,167.90034090746545
1515,fr31s__tu,0.3913288288288288,4.392046696690132,167.27592665546592
717,fltmaintenanceagreement__app,6.570929104167975,0.5942056194895613,166.82794434959393
1543,lm01s__tu,-0.112532175032175,-0.0103406060076078,166.3371955282438
1291,linkf048__tu,65.10619076631552,642.3762520775012,163.18993273975093
650,evictioncount12month__ln,0.0194256756756756,0.0019894189147829,162.84081013269426
1859,bc09s__tu,0.0898085585585585,0.871824581347558,162.6433179841009
1916,bc97b__tu,1037.7032158483332,107.54853952907492,162.43671698415926
1633,hi01s__tu,-0.0933075933075933,-0.0099033710812819,161.61891853284783
1368,linka071__tu,0.003257722007722,0.0003497879410607,161.21558127054027
443,g414s__tu,0.1854086229086229,1.723536356084124,161.14950929461494
1547,lm05s__tu,-0.0633848133848133,-0.5839491058545757,160.8333124522257
401,re12s__tu,-0.7084539897039897,-0.0795986183376328,159.59730732421932
935,linkd001__tu,0.0004826254826254,0.004219317039045,158.9424600236122
1754,cv06__tu,-0.1772844272844272,-0.0203751475667876,158.7671933785658
936,linkd004__tu,0.0001206563706563,0.0010493638231821,158.7506707006581
1376,linka075__tu,0.0915953992210484,0.0105482423155961,158.6925151408005
1367,linka070__tu,0.00132722007722,0.000153032224214,158.64698901241377
160,rvlr75__tu,-0.4339205276705277,-0.0502820165274802,158.4619972530189
1221,linka002__tu,0.0124276061776061,0.1033841983297625,157.07654766120015
1355,linka068__tu,0.0003619691119691,4.372349263259149e-05,156.8900274378734
841,addrcurrentavmratio60monthprior__ln,0.0582424388674388,0.4781922521971054,156.57071413345187
1215,linka040__tu,0.0898487773487773,0.0109527349044641,156.53741830004378
1213,linka005__tu,0.0954861112451737,0.0116741725329019,156.42351019869034
1214,linka010__tu,0.1011100386100386,0.0123737484150233,156.38584598065742
547,g243f__tu,0.4260778635778636,3.4395959949280748,155.91165947532465
1311,linka055__tu,0.0005228442728442,6.558523894888724e-05,155.41675756606216
1555,lm13s__tu,-0.1227879665379665,-0.0155218398845699,155.1099367830776
1307,linka059__tu,0.0049469111969111,0.0006339906431725,154.55998608547446
1953,cv29__tu,-0.185006435006435,-0.023807441738446,154.39490495637352
306,rp06s__tu,550.7545432357347,71.10699827818638,154.2618454229689
1378,linka077__tu,0.4429524197813735,0.0572254754929823,154.23590203913892
153,rvlr77__tu,-0.4370173745173745,-0.0567093699444711,154.05606799260312
1606,lm25s__tu,-0.1189269626769626,-0.015456254645621,153.99349724298193
1692,hi57s__tu,7.805704641155285,1.0193863407809014,153.79599630791557
1313,linka057__tu,0.0016087516087516,0.0002186174631629,152.14596404789563
1366,linka069__tu,0.0006435006435006,8.744698526518299e-05,152.14596404788202
