indicator,mean_train_actual,mean_prod_actual,min_date,max_date,days_delinquent,days_total
DQ30_19,0.0440499671268902,0.30612244897959184,2021-10,2022-02,30,570
DQ30_20,0.04865220249835635,0.30612244897959184,2021-10,2022-02,30,600
DQ30_21,0.049967126890203814,0.30612244897959184,2021-10,2022-02,30,630
DQ30_22,0.05259697567389875,0.32653061224489793,2021-10,2022-02,30,660
DQ30_23,0.05456936226166995,0.32653061224489793,2021-10,2022-02,30,690
DQ30_24,0.055884286653517426,0.32653061224489793,2021-10,2022-02,30,720
DQ60_3,0.0,0.02040816326530612,2021-10,2022-02,60,90
DQ60_4,0.0019723865877712033,0.02040816326530612,2021-10,2022-02,60,120
DQ60_5,0.0039447731755424065,0.04081632653061224,2021-10,2022-02,60,150
DQ60_6,0.006574621959237344,0.04081632653061224,2021-10,2022-02,60,180
DQ60_7,0.007232084155161078,0.04081632653061224,2021-10,2022-02,60,210
DQ60_8,0.009204470742932281,0.04081632653061224,2021-10,2022-02,60,240
DQ60_9,0.011176857330703484,0.04081632653061224,2021-10,2022-02,60,270
DQ60_10,0.011834319526627219,0.04081632653061224,2021-10,2022-02,60,300
DQ60_11,0.011834319526627219,0.04081632653061224,2021-10,2022-02,60,330
DQ60_12,0.014464168310322156,0.04081632653061224,2021-10,2022-02,60,360
DQ60_13,0.015779092702169626,0.04081632653061224,2021-10,2022-02,60,390
DQ60_14,0.017094017094017096,0.08163265306122448,2021-10,2022-02,60,420
DQ60_15,0.017094017094017096,0.12244897959183673,2021-10,2022-02,60,450
DQ60_16,0.0190664036817883,0.12244897959183673,2021-10,2022-02,60,480
DQ60_17,0.021696252465483234,0.14285714285714285,2021-10,2022-02,60,510
DQ60_18,0.023011176857330704,0.14285714285714285,2021-10,2022-02,60,540
DQ60_19,0.023668639053254437,0.14285714285714285,2021-10,2022-02,60,570
DQ60_20,0.02695595003287311,0.14285714285714285,2021-10,2022-02,60,600
DQ60_21,0.02827087442472058,0.14285714285714285,2021-10,2022-02,60,630
DQ60_22,0.029585798816568046,0.16326530612244897,2021-10,2022-02,60,660
DQ60_23,0.030900723208415515,0.16326530612244897,2021-10,2022-02,60,690
DQ60_24,0.03155818540433925,0.16326530612244897,2021-10,2022-02,60,720
DQ90_4,0.0,0.02040816326530612,2021-10,2022-02,90,120
DQ90_5,0.0013149243918474688,0.04081632653061224,2021-10,2022-02,90,150
DQ90_6,0.003287310979618672,0.04081632653061224,2021-10,2022-02,90,180
DQ90_7,0.005259697567389875,0.04081632653061224,2021-10,2022-02,90,210
DQ90_8,0.005259697567389875,0.04081632653061224,2021-10,2022-02,90,240
DQ90_9,0.007889546351084813,0.04081632653061224,2021-10,2022-02,90,270
DQ90_10,0.009861932938856016,0.04081632653061224,2021-10,2022-02,90,300
DQ90_11,0.01051939513477975,0.04081632653061224,2021-10,2022-02,90,330
DQ90_12,0.01051939513477975,0.04081632653061224,2021-10,2022-02,90,360
DQ90_13,0.011834319526627219,0.04081632653061224,2021-10,2022-02,90,390
DQ90_14,0.013149243918474688,0.08163265306122448,2021-10,2022-02,90,420
DQ90_15,0.014464168310322156,0.08163265306122448,2021-10,2022-02,90,450
DQ90_16,0.014464168310322156,0.08163265306122448,2021-10,2022-02,90,480
DQ90_17,0.015121630506245891,0.08163265306122448,2021-10,2022-02,90,510
DQ90_18,0.017094017094017096,0.08163265306122448,2021-10,2022-02,90,540
DQ90_19,0.01775147928994083,0.08163265306122448,2021-10,2022-02,90,570
DQ90_20,0.0190664036817883,0.08163265306122448,2021-10,2022-02,90,600
DQ90_21,0.022353714661406968,0.08163265306122448,2021-10,2022-02,90,630
DQ90_22,0.023668639053254437,0.10204081632653061,2021-10,2022-02,90,660
DQ90_23,0.024983563445101907,0.10204081632653061,2021-10,2022-02,90,690
DQ90_24,0.024983563445101907,0.10204081632653061,2021-10,2022-02,90,720
