bigAccountId,application_date,dtmApproved,dtmFunded,OriginalInterestRate,mnyReserve,mnyDiscount,GEN11_ECNL
6012494,5/4/2022,5/4/2022,13-04-2022,0.204,0,748,0.210031
6012496,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.037854
6012498,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.036009
6012499,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.109364
6012500,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.083517
6012502,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.306973
6012503,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.171089
6012504,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.167614
6012508,5/4/2022,5/4/2022,12/4/2022,0.1449,0,248,0.091216
6012509,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.45638
6012510,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.281762
6012512,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.244895
6012514,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.351296
6012515,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.15961
6012516,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.471551
6012521,5/4/2022,5/4/2022,14-04-2022,0.175,0,749,0.086089
6012522,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.271078
6012523,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.054176
6012526,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.223271
6012527,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.143889
6012531,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.22798
6012534,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.329398
6012535,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.19753
6012537,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.244375
6012541,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.139588
6012542,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.173873
6012546,5/4/2022,5/4/2022,19-04-2022,0.1749,1759.97,248,0.137787
6012549,5/4/2022,5/4/2022,20-04-2022,0.2049,879.06,398,0.233583
6012550,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.37035
6012551,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.319736
6012552,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.103271
6012553,5/4/2022,5/4/2022,29-04-2022,0.1549,1662.19,803.3,0.067645
6012554,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.129392
6012556,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.273081
6012557,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.235331
6012559,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.272667
6012562,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.263019
6012563,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.419252
6012564,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.196349
6012565,5/4/2022,5/4/2022,13-04-2022,0.2049,1308.38,698,0.237236
6012568,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.220265
6012571,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.246778
6012572,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.157753
6012574,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.069607
6012576,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.243129
6012580,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.187466
6012582,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.183656
6012586,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.216418
6012587,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.287164
6012591,5/4/2022,5/4/2022,11/4/2022,0.1699,0,698,0.165671
6012594,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.21204
6012600,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.241307
6012603,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.019201
6012606,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.121539
6012608,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.061921
6012611,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.361055
6012612,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.340361
6012614,5/4/2022,5/4/2022,19-04-2022,0.1999,1607.26,869.85,0.335732
6012616,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,-0.001328
6012618,5/4/2022,5/4/2022,13-04-2022,0.1999,0,648,0.303641
6012622,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.346471
6012626,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.264882
6012628,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.100358
6012634,5/4/2022,5/4/2022,13-04-2022,0.1949,1931.83,398,0.158913
6012635,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.178545
6012636,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.297596
6012639,5/4/2022,5/4/2022,27-04-2022,0.1499,1543.25,149,0.063018
6012640,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.059321
6012641,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.041533
6012645,5/4/2022,5/4/2022,18-04-2022,0.2049,1599.19,698,0.190444
6012648,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.165516
6012649,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.06774
6012651,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.153369
6012652,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.139075
6012653,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.172897
6012660,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.206756
6012662,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.21122
6012663,5/4/2022,5/4/2022,28-04-2022,0.1799,0,1248,0.344172
6012664,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.229854
6012665,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.242545
6012666,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.300526
6012670,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.144799
6012681,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.095417
6012683,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.317207
6012685,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.381696
6012686,5/4/2022,5/4/2022,19-04-2022,0.2099,802.37,788.6,0.35855
6012688,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.112626
6012689,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.21277
6012690,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.160033
6012694,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.364545
6012697,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.183355
6012707,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.162236
6012712,5/4/2022,5/4/2022,14-04-2022,0.1999,0,948,0.278074
6012715,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.093723
6012717,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.123083
6012718,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.108538
6012719,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.093507
6012721,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.146272
6012724,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.082886
6012725,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.505363
6012730,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.137853
6012732,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.235399
6012733,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.263015
6012740,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.37108
6012744,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.307993
6012745,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.133337
6012750,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.270632
6012751,5/4/2022,5/4/2022,19-04-2022,0.1999,0,398,0.289085
6012756,5/4/2022,5/4/2022,20-04-2022,0.1849,719.71,398,0.240455
6012757,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.226833
6012764,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.142714
6012766,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.268227
6012770,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.14626
6012774,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.1485
6012776,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.080364
6012781,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.326421
6012784,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.10344
6012786,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.08775
6012789,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.247392
6012795,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.178401
6012797,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.261861
6012798,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.288315
6012799,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.17209
6012803,5/4/2022,5/4/2022,13-04-2022,0.1678,0,948,0.200118
6012805,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.131078
6012806,5/4/2022,5/4/2022,18-04-2022,0.2049,1587.1,398,0.209481
6012809,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.263131
6012810,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.129048
6012811,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.165513
6012812,5/4/2022,5/4/2022,20-04-2022,0.2099,667.3,648,0.302218
6012815,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.218305
6012817,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.076936
6012818,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.131647
6012821,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.067457
6012822,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.241935
6012824,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.1001
6012825,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.295297
6012827,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.303006
6012828,5/4/2022,5/4/2022,4/5/2022,0.2249,0,1848,0.354857
6012831,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.194747
6012832,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.384771
6012833,5/4/2022,5/4/2022,26-04-2022,0.1999,0,998,0.186813
6012834,5/4/2022,5/4/2022,13-04-2022,0.1849,250,398,0.162627
6012837,5/4/2022,5/4/2022,19-04-2022,0.2349,757.01,1148,0.238484
6012840,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.077847
6012843,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.08428
6012844,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.29674
6012845,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.272046
6012849,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.247314
6012851,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.356685
6012852,5/4/2022,5/4/2022,19-04-2022,0.1799,250,548,0.062911
6012861,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.169227
6012862,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.109378
6012866,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.167178
6012867,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.383124
6012869,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.235234
6012871,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.184944
6012872,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.326656
6012873,5/4/2022,14-04-2022,NULL,NULL,NULL,NULL,0.130593
6012874,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.302372
6012877,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.039977
6012878,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.0556
6012883,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.098778
6012885,5/4/2022,5/4/2022,18-04-2022,0.2349,0,1448,0.297204
6012886,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.320373
6012888,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.187953
6012889,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.188167
6012892,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.289245
6012894,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.177366
6012897,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.027932
6012898,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.275888
6012904,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.163704
6012905,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.114818
6012906,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.186182
6012907,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.485315
6012909,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.227913
6012910,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.174418
6012912,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.211667
6012913,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,-0.011677
6012914,5/4/2022,5/4/2022,18-04-2022,0.1899,664.78,648,0.2625
6012916,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.089535
6012917,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.317136
6012918,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.218713
6012922,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.127628
6012924,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.043115
6012925,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.202406
6012928,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.40753
6012929,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.229857
6012930,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.072399
6012931,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.118158
6012933,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.255975
6012934,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.09409
6012935,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.164679
6012939,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.277712
6012942,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.204837
6012943,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.112121
6012944,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.331477
6012946,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.138626
6012947,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.165596
6012948,5/4/2022,5/4/2022,22-04-2022,0.2049,1770.05,398,0.127152
6012950,5/4/2022,5/4/2022,22-04-2022,0.1875,0,298,0.276176
6012951,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.131865
6012952,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.312047
6012953,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.21683
6012954,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.318257
6012956,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.233247
6012958,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.140893
6012961,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.277882
6012962,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.358481
6012964,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.26746
6012967,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.158529
6012968,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.218072
6012972,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.163012
6012973,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.246136
6012976,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.112901
6012981,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.205921
6012983,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.06057
6012984,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.396811
6012987,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.1707
6012988,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.217941
6013001,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.35295
6013002,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.110022
6013003,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.04795
6013005,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.086044
6013008,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.078104
6013009,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.105922
6013011,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.248226
6013012,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.209019
6013014,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.079051
6013015,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.04592
6013019,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.105701
6013023,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.130576
6013026,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.0621
6013028,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.156033
6013029,5/4/2022,5/4/2022,25-04-2022,0.1749,2257.92,149,0.054087
6013032,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.255299
6013034,5/4/2022,5/4/2022,15-04-2022,0.1749,1547.8,149,0.024335
6013035,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.271903
6013038,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.199697
6013040,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.184469
6013046,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.179347
6013047,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.053172
6013048,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.127191
6013050,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.346386
6013051,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.227305
6013055,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.097661
6013059,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.209508
6013061,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.050911
6013062,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.291246
6013064,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.127136
6013065,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.318429
6013066,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.189796
6013067,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.094979
6013069,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.171654
6013072,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.149989
6013074,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.247712
6013076,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.221544
6013078,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.131143
6013079,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.310278
6013082,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.298799
6013083,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.065384
6013088,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.251119
6013090,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.264769
6013093,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.227017
6013098,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.003656
6013102,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.101068
6013104,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.242899
6013108,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.171866
6013109,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.115221
6013110,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.186677
6013113,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.164707
6013114,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.248929
6013116,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.041578
6013121,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.157625
6013123,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.161544
6013126,5/4/2022,5/4/2022,27-04-2022,0.2049,1399.1,998,0.183719
6013127,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.21587
6013128,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.11506
6013129,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.281294
6013134,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.38046
6013135,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.36126
6013140,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.220475
6013143,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.234643
6013147,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.131359
6013152,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.103117
6013156,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.076728
6013159,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.24757
6013164,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.175
6013166,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.243094
6013168,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.175774
6013172,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.181955
6013173,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.138809
6013174,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.413688
6013175,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.136867
6013176,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.350397
6013183,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.144146
6013190,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.171725
6013191,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.18741
6013193,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.244223
6013196,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.418241
6013197,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.205573
6013201,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.338911
6013202,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.069955
6013203,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.362441
6013204,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.20997
6013207,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.108182
6013210,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.239201
6013212,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.039535
6013215,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.063347
6013219,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.161236
6013225,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.092789
6013228,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.1351
6013232,5/4/2022,5/4/2022,6/5/2022,0.1349,1257.98,749,0.004494
6013233,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.156598
6013241,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.203823
6013244,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.05232
6013245,5/4/2022,5/4/2022,25-04-2022,0.1649,0,1248,0.13758
6013246,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.051262
6013247,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.239286
6013253,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.126513
6013257,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.030128
6013260,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.237344
6013264,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.13267
6013266,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.16524
6013267,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.175406
6013268,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.067377
6013271,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.039389
6013273,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.144784
6013274,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.119461
6013275,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.088392
6013278,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.124329
6013280,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.255581
6013281,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.313564
6013282,5/4/2022,5/4/2022,20-04-2022,0.2249,0,1148,0.380818
6013283,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.16925
6013284,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.300207
6013287,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.076794
6013289,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.305717
6013292,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.267337
6013300,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.212954
6013302,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.252976
6013303,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.203333
6013307,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.22026
6013310,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.277026
6013311,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.269977
6013312,5/4/2022,6/4/2022,NULL,NULL,NULL,NULL,0.240809
6013315,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.129573
6013316,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.12469
6013318,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.271825
6013323,5/4/2022,5/4/2022,25-04-2022,0.2099,910.73,648,0.178806
6013324,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.100048
6013325,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.274929
6013328,5/4/2022,5/4/2022,23-04-2022,0.1649,1099.73,149,0.032617
6013332,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.262204
6013335,5/4/2022,5/4/2022,NULL,NULL,NULL,NULL,0.246755
