bigAccountId,application_date,dtmApproved,dtmFunded,OriginalInterestRate,mnyReserve,mnyDiscount,GEN11_ECNL
5801676,21-10-2021,5/1/2022,NULL,NULL,NULL,NULL,0.122592
5808212,27-10-2021,25-01-2022,28-01-2022,0.1799,1025.66,548,0.146907
5809809,28-10-2021,13-01-2022,18-01-2022,0.1599,0,1748,0.249927
5810032,28-10-2021,4/2/2022,NULL,NULL,NULL,NULL,0.04845
5813350,1/11/2021,13-01-2022,NULL,NULL,NULL,NULL,0.199063
5815428,3/11/2021,31-01-2022,2/2/2022,0.2049,726.51,898,0.155235
5816214,3/11/2021,17-02-2022,23-02-2022,0.1799,1266.06,999,0.106897
5817729,5/11/2021,3/1/2022,13-01-2022,0.1699,2156.11,248,0.177455
5822487,9/11/2021,12/1/2022,13-01-2022,0.1699,855.81,649,0.29288
5825791,12/11/2021,3/1/2022,NULL,NULL,NULL,NULL,0.086099
5829134,15-11-2021,3/1/2022,10/1/2022,0.2099,613.44,1148,0.298076
5829314,15-11-2021,19-01-2022,31-01-2022,0.2049,0,1448,0.320656
5830562,16-11-2021,17-01-2022,NULL,NULL,NULL,NULL,0.2025
5831359,17-11-2021,7/1/2022,NULL,NULL,NULL,NULL,0.119604
5831641,17-11-2021,3/1/2022,20-01-2022,0.1649,0,1048,0.098122
5834017,19-11-2021,19-01-2022,NULL,NULL,NULL,NULL,0.130466
5835266,20-11-2021,10/1/2022,25-01-2022,0.2049,939.46,998,0.122166
5837478,23-11-2021,8/1/2022,NULL,NULL,NULL,NULL,0.27767
5837549,23-11-2021,10/2/2022,14-02-2022,0.2049,250,998,0.245576
5840336,26-11-2021,31-01-2022,3/2/2022,0.1999,0,1548,0.368141
5841126,27-11-2021,3/1/2022,13-01-2022,0.1805,0,1230,0.473717
5842567,29-11-2021,6/1/2022,18-01-2022,0.1349,0,149,0.01378
5844309,30-11-2021,3/1/2022,24-01-2022,0.1949,822.82,398,0.119708
5844855,1/12/2021,4/1/2022,14-01-2022,0.1699,1370.9,449,0.119139
5844917,1/12/2021,11/1/2022,NULL,NULL,NULL,NULL,0.202456
5845270,1/12/2021,5/1/2022,NULL,NULL,NULL,NULL,0.241849
5845644,1/12/2021,5/1/2022,10/2/2022,0.2149,0,398,0.199786
5845658,1/12/2021,10/1/2022,12/1/2022,0.1999,2059.34,398,0.194868
5846244,2/12/2021,3/1/2022,NULL,NULL,NULL,NULL,0.30311
5846257,2/12/2021,5/1/2022,NULL,NULL,NULL,NULL,0.221949
5847076,3/12/2021,3/1/2022,NULL,NULL,NULL,NULL,0.160959
5847528,3/12/2021,3/1/2022,NULL,NULL,NULL,NULL,0.192598
5847574,3/12/2021,4/1/2022,NULL,NULL,NULL,NULL,0.154476
5847648,3/12/2021,4/1/2022,NULL,NULL,NULL,NULL,0.088389
5847766,3/12/2021,3/1/2022,7/1/2022,0.2349,523.74,848,0.274719
5848048,3/12/2021,6/1/2022,NULL,NULL,NULL,NULL,0.156011
5848311,4/12/2021,26-01-2022,NULL,NULL,NULL,NULL,0.196734
5848813,4/12/2021,10/1/2022,NULL,NULL,NULL,NULL,0.37155
5849396,4/12/2021,3/1/2022,11/1/2022,0.2099,250,648,0.252764
5849639,5/12/2021,22-01-2022,NULL,NULL,NULL,NULL,0.202144
5849903,6/12/2021,6/1/2022,NULL,NULL,NULL,NULL,0.201304
5850308,6/12/2021,18-01-2022,28-01-2022,0.1824,0,1148,0.1598
5850630,6/12/2021,12/1/2022,13-01-2022,0.2049,532.92,1548,0.28839
5850655,6/12/2021,13-01-2022,NULL,NULL,NULL,NULL,0.05041
5850847,7/12/2021,10/1/2022,NULL,NULL,NULL,NULL,0.278916
5851285,7/12/2021,11/1/2022,24-01-2022,0.1799,0,1148,0.078287
5851634,7/12/2021,20-01-2022,NULL,NULL,NULL,NULL,0.157716
5852260,8/12/2021,7/2/2022,15-02-2022,0.1549,1143.07,149,-0.018367
5852876,8/12/2021,25-01-2022,NULL,NULL,NULL,NULL,0.240011
5853080,9/12/2021,12/1/2022,18-01-2022,0.2049,1081.21,698,0.157164
5853397,9/12/2021,19-01-2022,4/2/2022,0.2099,709.65,1198,0.243049
5853824,9/12/2021,2/2/2022,NULL,NULL,NULL,NULL,0.251756
5854626,10/12/2021,22-01-2022,NULL,NULL,NULL,NULL,0.176916
5855302,11/12/2021,7/2/2022,15-02-2022,0.2049,1026.06,398,0.146842
5855586,11/12/2021,18-01-2022,31-01-2022,0.2049,1695.33,398,0.213262
5855999,11/12/2021,11/1/2022,14-01-2022,0.1749,2286.14,248,0.179228
5856034,11/12/2021,5/1/2022,14-01-2022,0.2249,0,1148,0.318236
5856317,11/12/2021,10/1/2022,11/1/2022,0.1849,0,698,0.305214
5856553,11/12/2021,8/1/2022,NULL,NULL,NULL,NULL,0.135715
5856739,12/12/2021,8/2/2022,16-02-2022,0.2099,1080.92,1148,0.354163
5856880,13-12-2021,24-01-2022,NULL,NULL,NULL,NULL,0.166987
5857296,13-12-2021,7/1/2022,18-01-2022,0.2099,844.7,648,0.207613
5858462,14-12-2021,13-01-2022,NULL,NULL,NULL,NULL,0.177317
5858478,14-12-2021,15-01-2022,27-01-2022,0.1849,0,648,0.124885
5858783,14-12-2021,7/2/2022,NULL,NULL,NULL,NULL,0.215365
5858793,14-12-2021,10/1/2022,14-01-2022,0.1899,0,1648,0.158004
5858857,14-12-2021,14-01-2022,18-01-2022,0.2099,686.95,1248,0.255028
5869401,15-12-2021,28-01-2022,2/2/2022,0.1999,446.75,398,0.19623
5869911,15-12-2021,20-01-2022,NULL,NULL,NULL,NULL,0.143797
5870036,15-12-2021,1/2/2022,10/2/2022,0.1999,789.26,648,0.272575
5870304,16-12-2021,20-01-2022,31-01-2022,0.2249,0,1148,0.20395
5870561,16-12-2021,3/2/2022,24-02-2022,0.1799,1118.88,749,0.111714
5870750,16-12-2021,27-01-2022,1/2/2022,0.1749,0,698,0.138077
5871075,16-12-2021,14-01-2022,1/2/2022,0.1849,0,505.2,0.278418
5872106,17-12-2021,15-02-2022,22-03-2022,0.1276,1277.52,149,0.052167
5872267,17-12-2021,18-01-2022,21-01-2022,0.2249,303.94,698,0.229625
5872337,17-12-2021,3/2/2022,NULL,NULL,NULL,NULL,0.218941
5873275,18-12-2021,29-01-2022,16-02-2022,0.2349,924.86,848,0.337911
5875269,21-12-2021,2/2/2022,NULL,NULL,NULL,NULL,0.14574
5875643,21-12-2021,11/1/2022,NULL,NULL,NULL,NULL,0.125341
5875893,21-12-2021,24-02-2022,NULL,NULL,NULL,NULL,0.236792
5876363,22-12-2021,2/2/2022,22-02-2022,0.1899,1663.95,398,0.171395
5876558,22-12-2021,7/3/2022,NULL,NULL,NULL,NULL,0.233452
5876756,22-12-2021,27-01-2022,2/3/2022,0.1799,250,548,0.152239
5877017,22-12-2021,5/2/2022,15-02-2022,0.2049,1327.03,398,0.139435
5877393,23-12-2021,18-01-2022,NULL,NULL,NULL,NULL,0.323211
5877394,23-12-2021,8/2/2022,17-02-2022,0.2249,0,1348,0.229221
5877569,23-12-2021,31-01-2022,NULL,NULL,NULL,NULL,0.217942
5877902,23-12-2021,25-01-2022,NULL,NULL,NULL,NULL,0.309905
5878055,23-12-2021,12/1/2022,21-01-2022,0.2099,583.36,698,0.29377
5878120,23-12-2021,4/4/2022,19-04-2022,0.2149,0,398,0.12813
5878178,24-12-2021,21-01-2022,NULL,NULL,NULL,NULL,0.054148
5878847,27-12-2021,28-01-2022,NULL,NULL,NULL,NULL,0.178958
5878961,27-12-2021,24-01-2022,NULL,NULL,NULL,NULL,0.073414
5879363,27-12-2021,15-02-2022,NULL,NULL,NULL,NULL,0.146457
5879830,27-12-2021,2/2/2022,NULL,NULL,NULL,NULL,0.461038
5880306,28-12-2021,9/2/2022,14-02-2022,0.2049,751.38,398,0.224791
5880878,28-12-2021,21-01-2022,2/2/2022,0.1749,2049.26,848,0.067241
5882124,30-12-2021,8/2/2022,17-02-2022,0.1549,1511.5,449,0.016087
5882150,30-12-2021,3/1/2022,NULL,NULL,NULL,NULL,0.130996
5882334,30-12-2021,2/2/2022,16-02-2022,0.1849,0,998,0.290596
5882525,30-12-2021,3/1/2022,11/1/2022,0.1999,250,648,0.359361
5882662,30-12-2021,28-02-2022,NULL,NULL,NULL,NULL,0.259119
5882997,30-12-2021,11/1/2022,11/1/2022,0.1795,0,2448,0.300198
5883159,30-12-2021,29-01-2022,NULL,NULL,NULL,NULL,0.410201
5883517,31-12-2021,28-01-2022,16-02-2022,0.1649,0,2348,0.181804
5883925,31-12-2021,4/2/2022,9/2/2022,0.1799,0,698,0.17889
5884130,31-12-2021,6/1/2022,NULL,NULL,NULL,NULL,0.292056
5884178,31-12-2021,1/1/2022,NULL,NULL,NULL,NULL,0.125169
5884224,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.14499
5884233,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.073622
5884235,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.213757
5884236,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.146309
5884237,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.132185
5884238,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.272334
5884239,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.148994
5884240,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.142089
5884241,1/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.010598
5884242,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.122435
5884243,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.308311
5884244,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.12414
5884248,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.293399
5884249,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.196208
5884253,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.247392
5884261,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.256876
5884263,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.354399
5884264,1/1/2022,1/1/2022,19-01-2022,0.1949,1894.4,398,0.13975
5884268,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.221985
5884273,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.243764
5884274,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.286774
5884279,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.17643
5884286,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.054124
5884288,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.330999
5884292,1/1/2022,1/1/2022,7/1/2022,0.1599,0,1548,0.419394
5884298,1/1/2022,1/1/2022,4/1/2022,0.1549,890.58,149,0.024721
5884299,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.061166
5884300,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.404376
5884302,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.138523
5884304,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.308929
5884309,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.107712
5884313,1/1/2022,1/1/2022,3/2/2022,0.194,1391.56,398,0.152586
5884316,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.08905
5884317,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.134321
5884318,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.24581
5884319,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.100384
5884326,1/1/2022,1/1/2022,18-01-2022,0.1699,552.09,449,0.089002
5884327,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.198277
5884328,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.150723
5884329,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.214746
5884331,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.195336
5884333,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.049335
5884337,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.234806
5884339,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.01808
5884343,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.101086
5884344,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.186453
5884346,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.146234
5884349,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.213828
5884352,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.303302
5884356,1/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.237574
5884358,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.223112
5884359,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.159291
5884360,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.413089
5884364,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.255865
5884372,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.247424
5884374,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.385391
5884375,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.159107
5884376,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.125658
5884381,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.41667
5884385,1/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.170885
5884386,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.089697
5884387,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.30444
5884388,1/1/2022,1/1/2022,20-01-2022,0.1999,1819.46,1148,0.234976
5884390,1/1/2022,1/1/2022,26-01-2022,0.2099,0,648,0.384918
5884391,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.211974
5884394,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.278602
5884395,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.320155
5884399,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.072968
5884400,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.321714
5884404,1/1/2022,1/1/2022,14-01-2022,0.1749,1400.11,848,0.119906
5884409,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.099387
5884411,1/1/2022,3/1/2022,4/2/2022,0.1549,1275.12,149,-0.017816
5884413,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.145358
5884414,1/1/2022,1/1/2022,24-01-2022,0.1749,1248.91,449,0.067961
5884415,1/1/2022,1/1/2022,28-01-2022,0.1749,1159.21,348,0.115149
5884423,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.126292
5884424,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.123457
5884425,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.165568
5884426,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.050869
5884431,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.219012
5884433,1/1/2022,1/1/2022,13-01-2022,0.1249,250,449,0.104827
5884434,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.29653
5884437,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.229389
5884439,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.291859
5884440,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.118502
5884441,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.180964
5884442,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.319957
5884444,1/1/2022,1/1/2022,12/1/2022,0.1799,0,398,0.279213
5884445,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.294606
5884449,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.065085
5884450,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.129216
5884451,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.272697
5884453,1/1/2022,1/1/2022,6/1/2022,0.1749,972.27,848,0.113478
5884454,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.247598
5884459,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.201524
5884461,1/1/2022,1/1/2022,19-01-2022,0.1349,250,848,0.107181
5884463,1/1/2022,1/1/2022,21-01-2022,0.1699,0,1198,0.288399
5884464,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.243164
5884466,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.160482
5884467,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.27175
5884468,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.227682
5884470,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.091993
5884471,1/1/2022,1/1/2022,1/2/2022,0.2049,378.43,1248,0.235005
5884472,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.127504
5884473,1/1/2022,1/1/2022,11/1/2022,0.1649,1508.99,248,0.120792
5884477,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.170961
5884489,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.222838
5884490,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.149284
5884496,1/1/2022,1/1/2022,12/1/2022,0.1825,681.46,398,0.227875
5884500,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.187332
5884501,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.219514
5884502,1/1/2022,18-01-2022,26-01-2022,0.2349,929.38,848,0.356077
5884504,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.164453
5884505,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.177154
5884506,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.278231
5884508,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.238443
5884510,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.233551
5884511,1/1/2022,8/2/2022,14-02-2022,0.1799,1961.81,898,0.110439
5884512,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.225224
5884513,1/1/2022,1/1/2022,10/1/2022,0.1449,844.7,494.26,0.037388
5884516,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.202996
5884519,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.071109
5884520,1/1/2022,3/1/2022,NULL,NULL,NULL,NULL,-0.004644
5884521,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.312962
5884522,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.234885
5884523,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.267387
5884525,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.088029
5884528,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.116457
5884530,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.093173
5884532,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.131753
5884535,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.14948
5884536,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.101035
5884544,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.210693
5884548,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.244758
5884549,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.082641
5884552,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.110939
5884553,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.245763
5884554,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.304884
5884555,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.26854
5884557,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.262879
5884559,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.052111
5884560,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.21686
5884562,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.170232
5884563,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.153061
5884566,1/1/2022,1/1/2022,11/1/2022,0.2099,668.81,948,0.15248
5884567,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.126465
5884568,1/1/2022,1/1/2022,7/1/2022,0.1999,1244.38,398,0.204307
5884569,1/1/2022,4/1/2022,NULL,NULL,NULL,NULL,0.411338
5884572,1/1/2022,1/1/2022,14-01-2022,0.1899,2014.65,398,0.258555
5884574,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.104924
5884576,1/1/2022,1/1/2022,NULL,NULL,NULL,NULL,0.128274
5884577,1/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.142286
5884582,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.07136
5884588,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.134753
5884590,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.233609
5884597,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.160328
5884598,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.215621
5884599,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.144765
5884604,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.137527
5884605,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.173102
5884609,2/1/2022,3/1/2022,7/1/2022,0.1999,0,648,0.353076
5884611,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.029788
5884612,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.131017
5884613,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.151217
5884625,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.166724
5884627,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.236584
5884630,2/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.165598
5884634,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.148512
5884637,2/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.181397
5884638,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.266233
5884640,2/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.010296
5884641,2/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.407994
5884646,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.113126
5884647,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.401205
5884648,2/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.161478
5884650,2/1/2022,2/1/2022,14-01-2022,0.1899,1421.49,398,0.275824
5884652,2/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.036185
5884653,2/1/2022,2/1/2022,6/1/2022,0.1899,250,648,0.153499
5884655,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.117207
5884656,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.133715
5884657,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.272781
5884660,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.212066
5884661,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.148313
5884662,2/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.198278
5884663,2/1/2022,29-01-2022,7/2/2022,0.2099,375.98,648,0.079597
5884664,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.30232
5884665,2/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.264798
5884666,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.242187
5884667,2/1/2022,2/1/2022,NULL,NULL,NULL,NULL,0.435473
5884669,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.09082
5884676,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.213777
5884681,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.107718
5884684,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.09478
5884685,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.429763
5884692,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.098524
5884699,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.025886
5884702,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.128041
5884703,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.315582
5884706,3/1/2022,3/1/2022,13-01-2022,0.1949,1092.71,698,0.135709
5884707,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.346813
5884711,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.174829
5884712,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.240696
5884713,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.127374
5884714,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.221695
5884715,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.144489
5884716,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.142797
5884717,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.189634
5884718,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.14605
5884720,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.412356
5884722,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.247035
5884725,3/1/2022,3/1/2022,12/1/2022,0.2049,1553.83,398,0.229119
5884726,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.16142
5884727,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.158921
5884729,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.164624
5884732,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.4043
5884733,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.060481
5884736,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.215956
5884737,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.03928
5884739,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.237883
5884740,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.059843
5884741,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.084334
5884743,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.265258
5884747,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.133072
5884751,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.070931
5884752,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.02996
5884753,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.079215
5884759,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.170226
5884762,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.175432
5884763,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.026191
5884766,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.263616
5884770,3/1/2022,3/1/2022,21-01-2022,0.2099,930.89,948,0.310324
5884771,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.208929
5884772,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.219668
5884774,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.221593
5884776,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.169806
5884782,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.292185
5884783,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.047518
5884784,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.401899
5884787,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.211146
5884794,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.09018
5884796,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.265676
5884798,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.101773
5884800,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.394154
5884801,3/1/2022,3/1/2022,NULL,NULL,NULL,NULL,0.094104
