feature,flt_eval_metric_train,flt_eval_metric_valid,flt_score_to_beat,performance,helped
au202s__tu,0.7016105320774292,0.7016853929597509,0.7028636048606417,-0.0011782119008908,0
subjectabilityindex__ln,0.7024393216869866,0.7016856977677144,0.7028636048606417,-0.0011779070929273,0
linkf112__tu,0.7007290691459271,0.7016880297040197,0.7028636048606417,-0.001175575156622,0
sourcenonderogcount03month__ln,0.7009530102891984,0.7016908662826923,0.7028636048606417,-0.0011727385779494,0
linkf204__tu,0.7070302277512858,0.7017010621931331,0.7028636048606417,-0.0011625426675085,0
bc34s__tu,0.7016758060197414,0.701706801745427,0.7028636048606417,-0.0011568031152147,0
au51a__tu,0.708144892472367,0.701712935145985,0.7028636048606417,-0.0011506697146567,0
rev84__tu,0.6990049217055149,0.7017171887658249,0.7028636048606417,-0.0011464160948168,0
linkt010__tu,0.70958884894935,0.701718675003953,0.7028636048606417,-0.0011449298566886,0
linkf172__tu,0.7045845516504236,0.701723065820491,0.7028636048606417,-0.0011405390401506,0
paymnt10__tu,0.7080942984707198,0.7017237954516881,0.7028636048606417,-0.0011398094089536,0
subjectactivityindex03month__ln,0.7023198849596537,0.7017263759901429,0.7028636048606417,-0.0011372288704988,0
linkf032__tu,0.7029063187484293,0.7017267650749865,0.7028636048606417,-0.0011368397856551,0
linka020__tu,0.7108598661610784,0.7017322265530589,0.7028636048606417,-0.0011313783075828,0
addrinputtimenewest__ln,0.7036550600814173,0.7017456293790081,0.7028636048606417,-0.0011179754816336,0
s209s__tu,0.7050728317017977,0.7017459221637928,0.7028636048606417,-0.0011176826968488,0
criminalfelonytimenewest__ln,0.7074528422863021,0.7017538053826563,0.7028636048606417,-0.0011097994779853,0
trv02__tu,0.7042033095440243,0.7017553821257729,0.7028636048606417,-0.0011082227348687,0
g001s__tu,0.7084992596900764,0.7017623485517721,0.7028636048606417,-0.0011012563088695,0
std202__tu,0.7037096545074413,0.7017656902313228,0.7028636048606417,-0.0010979146293188,0
linka045__tu,0.7054989272864908,0.7017666130103041,0.7028636048606417,-0.0010969918503376,0
g407s__tu,0.7058970950585897,0.7017746643244165,0.7028636048606417,-0.0010889405362252,0
us06s__tu,0.7030378809737958,0.701776566584913,0.7028636048606417,-0.0010870382757286,0
rev205__tu,0.7022720744744357,0.7017788344697706,0.7028636048606417,-0.001084770390871,0
s208s__tu,0.7061991537737614,0.7017791274073923,0.7028636048606417,-0.0010844774532493,0
linkf003__tu,0.7037996587610345,0.7017832503261073,0.7028636048606417,-0.0010803545345343,0
s004s__tu,0.7070557858335993,0.7017893623294824,0.7028636048606417,-0.0010742425311592,0
bitdebtor__app,0.7073848174591046,0.7017939966153934,0.7028636048606417,-0.0010696082452482,0
linka051__tu,0.7047643255969073,0.7018005547372936,0.7028636048606417,-0.001063050123348,0
au27s__tu,0.7010513883591261,0.7018061440380604,0.7028636048606417,-0.0010574608225812,0
g406s__tu,0.703448110560268,0.7018095126678724,0.7028636048606417,-0.0010540921927693,0
g213b__tu,0.7048797524875499,0.7018222154747973,0.7028636048606417,-0.0010413893858444,0
linka044__tu,0.7043318890687501,0.7018248292553039,0.7028636048606417,-0.0010387756053378,0
linkf133__tu,0.7083853615703861,0.7018276583067531,0.7028636048606417,-0.0010359465538886,0
g042c__tu,0.7036828557256491,0.7018321538421229,0.7028636048606417,-0.0010314510185187,0
std223__tu,0.7042832560558407,0.7018418110020682,0.7028636048606417,-0.0010217938585734,0
