feature,bin,min,max,count,prop,target,bin_label
fltgrossmonthly__income_sum_binned,-0.028644412161022703,0.0,3854.64,24213,0.4802642018406855,0.26655102630818156,1
fltgrossmonthly__income_sum_binned,-0.017108264536268025,3854.69,4524.51,8006,0.1587987940336401,0.26430177366974766,2
fltgrossmonthly__income_sum_binned,0.013664842016925824,4524.53,5213.15,6189,0.12275864804823866,0.2583616093068347,3
fltgrossmonthly__income_sum_binned,0.06355783167805971,5213.35,11742.160000000047,12008,0.23817835607743573,0.24891738840772817,4
miles_odometer__app_binned,0.10541633927037522,0.0,8185.0,2521,0.05000396699460489,0.24117413724712417,1
miles_odometer__app_binned,0.09676579300971075,8207.0,25376.0,2521,0.05000396699460489,0.24276080920269735,2
miles_odometer__app_binned,0.061111966172944295,25394.0,50686.0,10799,0.21419787369089177,0.24937494212427078,3
miles_odometer__app_binned,-0.01905980146975363,50687.0,74695.0,18033,0.3576840685496668,0.2646814174014307,4
miles_odometer__app_binned,-0.041873735294807826,74699.0,97172.0,13959,0.2768763884481117,0.26914535425173725,5
miles_odometer__app_binned,-0.08049567210893033,97173.0,150780.0,2583,0.051233735322119965,0.2768099109562524,6
au20s__tu_binned,-0.10341342474636915,0.0,51.0,23559,0.4672921294827039,0.2814211129504648,1
au20s__tu_binned,-0.05134042759074875,52.0,64.0,3974,0.0788241827991114,0.27101157523905384,2
au20s__tu_binned,-0.014601429006793013,65.0,85.0,7854,0.15578387813392575,0.2638146167557932,3
au20s__tu_binned,0.08591810125264507,86.0,102.0,5344,0.10599809584258965,0.24476047904191617,4
au20s__tu_binned,0.23675442330483645,103.0,126.0,5423,0.10756505871152015,0.21796053844735386,5
au20s__tu_binned,0.29262385134403485,127.0,374.0,4262,0.08453665503014916,0.20858751759737212,6
rtl_trd__tu_binned,-0.10668543064205833,0.0,0.0,23252,0.46120279276420184,0.28208326165491143,1
rtl_trd__tu_binned,-0.039128265175203805,1.0,1.0,10521,0.20868375119009838,0.2686056458511548,2
rtl_trd__tu_binned,0.0637895913341548,2.0,2.0,5995,0.11891066328149794,0.24887406171809842,3
rtl_trd__tu_binned,0.15478669023148645,3.0,4.0,5748,0.11401142494446208,0.23225469728601253,4
rtl_trd__tu_binned,0.3894036864749731,5.0,188.0,4900,0.09719136781973976,0.19306122448979593,5
ENG-loan_to_value_binned,2.050205705154605,0.18546168401135288,0.6562609649122807,69,0.0013686131386861315,0.043478260869565216,1
ENG-loan_to_value_binned,0.8708820361033232,0.6586869659779401,0.7759759036144578,132,0.002618216439225643,0.12878787878787878,2
ENG-loan_to_value_binned,0.40154707956722346,0.77687531267473,0.8940861650385376,340,0.006743890828308474,0.19117647058823528,3
ENG-loan_to_value_binned,0.2714604747886175,0.8946856721979117,1.0126953143068598,1636,0.03245001586797842,0.21210268948655256,4
ENG-loan_to_value_binned,0.09416913944794625,1.0127916120576672,1.1309289201699322,5657,0.11220644239923834,0.24323846561781864,5
ENG-loan_to_value_binned,-0.02857108400092168,1.1309614730878188,2.148742,42572,0.8444144715963187,0.26653669078267406,6
ENG-loan_to_value_binned,-0.193538887816507,2.351604,2.549193,10,0.00019834973024436686,0.3,7
rev322__tu_binned,-0.07008509524780503,0.0,19.0,38434,0.7623373532211997,0.2747307071863454,1
rev322__tu_binned,0.23739576183211414,20.0,255.0,6050,0.12000158679784195,0.2178512396694215,2
rev322__tu_binned,0.24860447912365205,256.0,74473.0,5932,0.11766105998095842,0.21594740391099124,3
balmag01__tu_binned,0.5758607242431938,0.0,110.0,3314,0.06573310060298318,0.1656608328304164,1
balmag01__tu_binned,0.2581510329723768,111.0,153.0,2874,0.05700571247223104,0.21433542101600556,2
balmag01__tu_binned,0.1504865550581525,154.0,201.0,4609,0.09141939066962869,0.23302234758082013,3
balmag01__tu_binned,0.043198755594865766,202.0,223.0,2643,0.052423833703586165,0.2527430949678396,4
balmag01__tu_binned,-0.025980847087643148,224.0,256.0,4507,0.08939622342113615,0.2660306190370535,5
balmag01__tu_binned,-0.09036022165512625,257.0,600.0,32469,0.6440217391304348,0.2787889987372571,6
g232s__tu_binned,0.44683825676337413,0.0,2.0,3484,0.06910504601713742,0.18427095292766935,1
g232s__tu_binned,0.28621477935331924,3.0,3.0,2695,0.05345525230085687,0.20964749536178107,2
g232s__tu_binned,0.2372954144171161,4.0,4.0,3190,0.06327356394795303,0.21786833855799373,3
g232s__tu_binned,0.11905441560487942,5.0,5.0,3138,0.06224214535068232,0.23868706182281707,4
g232s__tu_binned,0.10489346344146866,6.0,7.0,6300,0.12496033005395113,0.24126984126984127,5
g232s__tu_binned,0.025954673853320183,8.0,8.0,2910,0.05771977150111076,0.25601374570446733,6
g232s__tu_binned,0.024552664266510885,9.0,12.0,9513,0.1886900983814662,0.2562808787974351,7
g232s__tu_binned,-0.09004861571704897,13.0,16.0,6501,0.1289471596318629,0.2787263497923396,8
g232s__tu_binned,-0.16959719850473767,17.0,20.0,4217,0.08364408124404951,0.29499644296893524,9
g232s__tu_binned,-0.21824421019786605,21.0,24.0,2762,0.05478419549349413,0.30521361332367847,10
g232s__tu_binned,-0.27999872981067714,25.0,31.0,2735,0.05424865122183434,0.3184643510054845,11
g232s__tu_binned,-0.41313113986508937,32.0,383.0,2971,0.058929704855601395,0.34803096600471223,12
g002s__tu_binned,0.11252875400778521,0.0,0.0,31654,0.6278562361155189,0.23987489732735198,1
g002s__tu_binned,-0.1773442018965265,1.0,37.0,18762,0.3721437638844811,0.2966101694915254,2
linkt003__tu_binned,0.05353131770786921,0.0,0.0,38286,0.759401777213583,0.25079663584600115,1
linkt003__tu_binned,-0.16073869767958346,1.0,5.0,12130,0.24059822278641702,0.29315746084089034,2
inquirybanking12month__ln_binned,0.15018246649294673,0.0,0.0,27536,0.5461758172008886,0.23307669959325975,1
inquirybanking12month__ln_binned,-0.16759601028612356,1.0,1.0,22880,0.4538241827991114,0.2945804195804196,2
all235__tu_binned,-0.09663786303993868,0.0,5.0,30962,0.6141304347826086,0.28005296815451197,1
all235__tu_binned,0.15124068538802682,6.0,940.0,7553,0.1498135512535703,0.23288759433337747,2
all235__tu_binned,0.15471561029855338,941.0,12964.0,8318,0.16498730561726435,0.23226737196441452,3
all235__tu_binned,0.2122850934338544,12968.0,796020.0,3583,0.07106870834655665,0.22216020094892547,4
cv15__tu_binned,0.20520434273813565,0.0,1.0,20619,0.40897730879086003,0.22338619719676028,1
cv15__tu_binned,-0.008813939820757543,2.0,2.0,12882,0.2555141225007934,0.2626921285514672,2
cv15__tu_binned,-0.14581834037339997,3.0,3.0,7305,0.14489447794350999,0.29007529089664613,3
cv15__tu_binned,-0.19944262885131606,4.0,5.0,6284,0.12464297048556014,0.3012412476129854,4
cv15__tu_binned,-0.41107535090152847,6.0,35.0,3326,0.06597112027927642,0.3475646422128683,5
derogseverityindex__ln_binned,0.07535270004076222,0.0,1.0,35048,0.695176134560457,0.2467187856653732,1
derogseverityindex__ln_binned,-0.01853160856905347,2.0,3.0,10632,0.21088543319581085,0.26457863054928515,2
derogseverityindex__ln_binned,-0.4590884319192853,4.0,5.0,4736,0.09393843224373215,0.35853040540540543,3
cv13__tu_binned,0.23992561479201546,0.0,18.0,7451,0.14779038400507774,0.2174204804724198,1
cv13__tu_binned,0.14231902560413687,19.0,31.0,5527,0.10962789590606156,0.23448525420662203,2
cv13__tu_binned,0.08606316662603908,32.0,43.0,7453,0.14783005395112664,0.24473366429625654,3
cv13__tu_binned,-0.03643066281656364,44.0,56.0,8893,0.17639241510631545,0.26807601484313504,4
cv13__tu_binned,-0.07090371421300219,57.0,68.0,7301,0.14481513805141225,0.27489385015751266,5
cv13__tu_binned,-0.15252884587881843,69.0,82.0,5421,0.10752538876547128,0.2914591403800037,6
cv13__tu_binned,-0.15685645536941709,83.0,100.0,8370,0.16601872421453506,0.29235364396654717,7
ENG-wtd_avg_binned,-0.11728418399178353,0.0,0.6145092460881935,27998,0.5553395747381784,0.28423458818487035,1
ENG-wtd_avg_binned,-0.07417777278521431,0.6148451198129748,0.7917540181691125,3611,0.07162408759124088,0.2755469399058433,2
ENG-wtd_avg_binned,0.01237388468511917,0.7918032786885246,0.9113300492610837,2962,0.058751190098381464,0.2586090479405807,3
ENG-wtd_avg_binned,0.24216274689708583,0.9113725490196078,1.0,15845,0.3142851475721993,0.21704007573366993,4
subjectabilityindex__ln_binned,-0.096652910919942,1.0,1.0,22142,0.4391859727070771,0.28005600216782583,1
subjectabilityindex__ln_binned,0.0034510844660167704,2.0,2.0,15765,0.31269834973024435,0.26032350142721217,2
subjectabilityindex__ln_binned,0.10672363261899818,3.0,3.0,3337,0.06618930498254523,0.24093497153131554,3
subjectabilityindex__ln_binned,0.18154268505302465,4.0,4.0,3336,0.06616947000952078,0.2275179856115108,4
subjectabilityindex__ln_binned,0.21876875885306,5.0,9.0,5836,0.11575690257061251,0.22104180945853324,5
g407s__tu_binned,0.17695865009382744,0.0,0.0,15167,0.30083703586163124,0.22832465220544604,1
g407s__tu_binned,0.03169266821602373,1.0,1.0,13459,0.2669589019358934,0.25492235678727987,2
g407s__tu_binned,-0.05179592006341233,2.0,2.0,8388,0.16637575372897492,0.271101573676681,3
g407s__tu_binned,-0.16149620562582534,3.0,5.0,9887,0.19610837829260552,0.29331445332254474,4
g407s__tu_binned,-0.2411829200553166,6.0,31.0,3515,0.06971993018089495,0.310099573257468,5
ENG-franchise_binned,-0.041451340555185776,0.0,0.0,18033,0.3576840685496668,0.2690622747185715,1
