feature,bin,min,max,count,prop,target,bin_label,coef,contribution,description
ENG-bk_binned,0.2291054937111794,1.0,1.0,10152,0.20136464614408126,0.21926713947990545,2,-0.7276409904072301,-0.16670654835173998,
ENG-bk_binned,-0.05385194603797915,0.0,0.0,40264,0.7986353538559188,0.27150804689052255,1,-0.7276409904072301,0.03918488335043186,
ENG-franchise_binned,0.02344213454941904,1.0,1.0,32383,0.6423159314503333,0.2564926041441497,2,-0.8138527140819294,-0.019078444826918454,
ENG-franchise_binned,-0.041451340555185776,0.0,0.0,18033,0.3576840685496668,0.2690622747185715,1,-0.8138527140819294,0.03373528601317229,
ENG-loan_to_value_binned,2.050205705154605,0.18546168401135288,0.6562609649122807,69,0.0013686131386861315,0.043478260869565216,1,-0.8799190005783134,-1.8040149550595963,
ENG-loan_to_value_binned,0.8708820361033232,0.6586869659779401,0.7759759036144578,132,0.002618216439225643,0.12878787878787878,2,-0.8799190005783134,-0.7663056508296427,
ENG-loan_to_value_binned,0.40154707956722346,0.77687531267473,0.8940861650385376,340,0.006743890828308474,0.19117647058823528,3,-0.8799190005783134,-0.3533289049379318,
ENG-loan_to_value_binned,0.2714604747886175,0.8946856721979117,1.0126953143068598,1636,0.03245001586797842,0.21210268948655256,4,-0.8799190005783134,-0.23886322967251478,
ENG-loan_to_value_binned,0.09416913944794625,1.0127916120576672,1.1309289201699322,5657,0.11220644239923834,0.24323846561781864,5,-0.8799190005783134,-0.0828612150683567,
ENG-loan_to_value_binned,-0.02857108400092168,1.1309614730878188,2.148742,42572,0.8444144715963187,0.26653669078267406,6,-0.8799190005783134,0.025140239679530045,
ENG-loan_to_value_binned,-0.193538887816507,2.351604,2.549193,10,0.00019834973024436686,0.3,7,-0.8799190005783134,0.17029854474053915,
ENG-wtd_avg_binned,0.24216274689708583,0.9113725490196078,1.0,15845,0.3142851475721993,0.21704007573366993,4,-0.6502973135539645,-0.15747778375002355,
ENG-wtd_avg_binned,0.01237388468511917,0.7918032786885246,0.9113300492610837,2962,0.058751190098381464,0.2586090479405807,3,-0.6502973135539645,-0.00804670396895954,
ENG-wtd_avg_binned,-0.07417777278521431,0.6148451198129748,0.7917540181691125,3611,0.07162408759124088,0.2755469399058433,2,-0.6502973135539645,0.048237606367641246,
ENG-wtd_avg_binned,-0.11728418399178353,0.0,0.6145092460881935,27998,0.5553395747381784,0.28423458818487035,1,-0.6502973135539645,0.07626958977222571,
addrinputsubjectcount__ln_binned,0.09864049861594704,0.0,2.0,15362,0.3047048556013964,0.24241635203749512,1,-0.3815051794608065,-0.037631861126580304,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addrinputsubjectcount__ln_binned,0.04154402384754506,3.0,3.0,7445,0.14767137416693113,0.25305574210879783,2,-0.3815051794608065,-0.015849260273481703,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addrinputsubjectcount__ln_binned,-0.03543842981886895,4.0,7.0,10318,0.20465725166613774,0.2678813723589843,3,-0.3815051794608065,0.013519944527856795,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addrinputsubjectcount__ln_binned,-0.0804031733603099,8.0,83.0,17291,0.34296651856553473,0.2767913943670117,4,-0.3815051794608065,0.030674227082043364,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addronfilecount__ln_binned,0.06949034987706768,0.0,3.0,8333,0.1652848302126309,0.24780991239649586,1,-0.16432416661901733,-0.01141894383161308,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,0.05777554046439902,4.0,5.0,8140,0.16145668041891462,0.25,2,-0.16432416661901733,-0.009493917537775683,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,0.04252232644826041,6.0,6.0,4267,0.08463582989527134,0.25287086946332316,3,-0.16432416661901733,-0.0069874458563121905,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,-0.004597305760674762,7.0,13.0,22545,0.4471794668359251,0.26187624750499,4,-0.16432416661901733,0.0007554484378156878,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,-0.006246318300532223,14.0,15.0,2788,0.055299904792129484,0.2621951219512195,5,-0.16432416661901733,0.0010264210491720742,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,-0.23820809053779657,16.0,42.0,4343,0.08614328784512854,0.3094635044899839,6,-0.16432416661901733,0.03914334595953085,Total number of addresses found on file in subject's address history
addrprevioustimenewest__ln_binned,0.3457419865850948,97.0,523.0,4396,0.08719454141542367,0.19995450409463147,4,-0.3791102865901091,-0.13107434362050893,Time (in months) since the subject was most recently reported at the most previous address on subject's file
addrprevioustimenewest__ln_binned,0.07759617296408294,33.0,96.0,7369,0.14616391621707395,0.2463020762654363,3,-0.3791102865901091,-0.02941750737070916,Time (in months) since the subject was most recently reported at the most previous address on subject's file
addrprevioustimenewest__ln_binned,-0.042718225007908284,16.0,32.0,4764,0.09449381148841637,0.269311502938707,2,-0.3791102865901091,0.016194918525368876,Time (in months) since the subject was most recently reported at the most previous address on subject's file
addrprevioustimenewest__ln_binned,-0.05092675025065146,1.0,15.0,33887,0.672147730879086,0.27092985510667805,1,-0.3791102865901091,0.019306854882627383,Time (in months) since the subject was most recently reported at the most previous address on subject's file
all235__tu_binned,0.2122850934338544,12968.0,796020.0,3583,0.07106870834655665,0.22216020094892547,4,-0.5127002195260845,-0.1088386140056525,Aggregate Excess Payment for All accounts over the past 24 months
all235__tu_binned,0.15471561029855338,941.0,12964.0,8318,0.16498730561726435,0.23226737196441452,3,-0.5127002195260845,-0.07932272736418046,Aggregate Excess Payment for All accounts over the past 24 months
all235__tu_binned,0.15124068538802682,6.0,940.0,7553,0.1498135512535703,0.23288759433337747,2,-0.5127002195260845,-0.07754113259971683,Aggregate Excess Payment for All accounts over the past 24 months
all235__tu_binned,-0.09663786303993868,0.0,5.0,30962,0.6141304347826086,0.28005296815451197,1,-0.5127002195260845,0.049546253595108246,Aggregate Excess Payment for All accounts over the past 24 months
at24s__tu_binned,0.021538689554839424,4.0,52.0,9554,0.18950333227546812,0.2568557672179192,3,-0.13085906784997872,-0.00281853283785636,Number of currently open and satisfactory trades 6 months or older
at24s__tu_binned,0.010232000183817234,3.0,3.0,3714,0.07366708981275785,0.25901992460958534,2,-0.13085906784997872,-0.0013389500062951341,Number of currently open and satisfactory trades 6 months or older
