has_inst_tag,ENG-wtd_avg,ENG-bk,bookvalue__app,amtfinanced__app,ENG-loan_to_value,fltgrossmonthly__income_sum,ENG-franchise,rp01s__tu,g232s__tu,g106s__tu,ENG-has_codebtor,ENG-has_auto,derogseverityindex__ln,balmag01__tu,cv15__tu,bad_pmt_hx,count
No,0.6893011145020889,0.24035513370837444,18559.897208654384,23326.784263896072,1.2816476906895062,4480.434726615534,0.6128722638440824,0.11136012883312085,11.830246049209842,261.73632059745285,0.3626123123683579,0.7227317567387421,1.1461982001401088,259.43876119564044,2.1979985223990868,0.21654624470098915,75014
Yes,0.6266736226648806,0.26564515296909663,18110.07285559511,22842.362730325545,1.2846973903573102,4573.349871457877,0.6031574059743073,0.13568591033379765,15.165763813651138,228.20750141876903,0.2809162668317598,0.7509673425166383,1.3548181914555284,280.6199625117151,2.5813496170565102,0.2735386679048651,19383
