has_inst_tag,gen12_ad,gen12_pd,gen12_lgd,gen12_ecnl,gen13_pd,gen13_lgd,gen13_ecnl
No,0.4285440004152393,0.24353195418768092,0.6546598526158901,0.37857658465705857,0.441119641430572,0.35273965386134837,0.37212906664219153
Yes,0.4599382278015039,0.2595178387526334,0.6602365108280864,0.4069282651537635,0.4958048639016674,0.35399973678245517,0.4172087853993396
