has_inst_tag,Early_Pay_Delinquency_15_60_Flag,Early_Pay_Delinquency_30_90_Flag,Early_Pay_Delinquency_30_180_Flag,Early_Pay_Delinquency_30_360_Flag,Early_Pay_Delinquency_60_720_Flag,co_at_720,60_plus_pos_co_at_720
No,0.1322416754998355,0.10961657955334625,0.255491794290727,0.4388318286487079,0.44241383091487263,0.1558052825963485,0.24756021784421944
Yes,0.19510190664036817,0.17077580539119,0.37639710716633795,0.6020710059171598,0.5958251150558843,0.23018906827202007,0.3505917159763314
