iter	Passed	Remaining
0	113	113697
1	171	85498
2	226	75248
3	295	73482
4	350	69652
5	410	68031
6	467	66309
7	523	64931
8	581	64074
9	642	63634
10	699	62906
11	752	61928
12	805	61157
13	857	60374
14	909	59718
15	968	59587
16	1021	59095
17	1076	58728
18	1130	58384
19	1189	58288
20	1240	57853
21	1299	57750
22	1351	57405
23	1410	57366
24	1465	57172
25	1525	57163
26	1585	57134
27	1639	56928
28	1698	56874
29	1753	56690
30	1806	56458
31	1862	56355
32	1918	56207
33	1972	56040
34	2024	55809
35	2076	55606
36	2131	55468
37	2188	55411
38	2245	55340
39	2307	55386
40	2368	55395
41	2424	55299
42	2480	55210
43	2537	55123
44	2585	54868
45	2640	54761
46	2692	54602
47	2749	54528
48	2802	54386
49	2855	54259
50	2915	54248
51	2969	54135
52	3026	54074
53	3084	54032
54	3139	53950
55	3199	53941
56	3257	53885
57	3311	53787
58	3368	53729
59	3428	53707
60	3483	53622
61	3539	53547
62	3596	53489
63	3655	53456
64	3711	53390
65	3765	53289
66	3819	53189
67	3876	53132
68	3927	52998
69	3981	52892
70	4038	52844
71	4094	52777
72	4153	52747
73	4208	52662
74	4266	52620
75	4320	52528
76	4378	52482
77	4434	52416
78	4490	52355
79	4544	52262
80	4599	52187
81	4655	52114
82	4709	52036
83	4766	51973
84	4819	51884
85	4877	51842
86	4934	51780
87	4988	51700
88	5045	51648
89	5101	51580
90	5160	51550
91	5211	51438
92	5266	51359
93	5320	51279
94	5377	51224
95	5433	51165
96	5486	51077
97	5545	51040
98	5601	50982
99	5654	50893
100	5709	50816
101	5762	50730
102	5820	50688
103	5876	50632
104	5936	50599
105	6000	50610
106	6058	50560
107	6116	50520
108	6168	50425
109	6221	50341
110	6276	50268
111	6330	50195
112	6390	50166
113	6444	50084
114	6499	50014
115	6551	49928
116	6606	49856
117	6660	49786
118	6718	49736
119	6773	49674
120	6828	49606
121	6886	49560
122	6939	49478
123	6992	49396
124	7048	49339
125	7103	49270
126	7154	49180
127	7205	49088
128	7260	49022
129	7316	48966
130	7369	48887
131	7422	48806
132	7474	48727
133	7526	48641
134	7578	48559
135	7634	48498
136	7690	48445
137	7746	48386
138	7798	48307
139	7853	48240
140	7905	48159
141	7963	48115
142	8018	48055
143	8075	48003
144	8128	47932
145	8185	47880
146	8242	47829
147	8299	47775
148	8353	47708
149	8403	47621
150	8461	47575
151	8516	47513
152	8569	47443
153	8622	47365
154	8673	47283
155	8729	47227
156	8784	47169
157	8841	47118
158	8895	47051
159	8945	46963
160	9004	46922
161	9063	46882
162	9118	46820
163	9170	46746
164	9226	46693
165	9282	46636
166	9340	46589
167	9394	46524
168	9449	46465
169	9506	46413
170	9562	46358
171	9614	46282
172	9672	46237
173	9738	46227
174	9795	46180
175	9853	46132
176	9910	46083
177	9961	46001
178	10017	45943
179	10070	45876
180	10122	45802
181	10177	45744
182	10230	45675
183	10287	45622
184	10338	45546
185	10390	45471
186	10447	45421
187	10499	45349
188	10553	45286
189	10608	45223
190	10658	45144
191	10713	45084
192	10764	45010
193	10822	44962
194	10880	44915
195	10937	44865
196	10987	44787
197	11041	44723
198	11096	44663
199	11151	44607
200	11207	44552
201	11258	44477
202	11310	44404
203	11359	44325
204	11414	44267
205	11468	44202
206	11519	44130
207	11574	44073
208	11626	44001
209	11679	43936
210	11737	43889
211	11793	43835
212	11845	43766
213	11899	43704
214	11953	43645
215	12009	43588
216	12066	43539
217	12118	43469
218	12170	43401
219	12234	43376
220	12297	43346
221	12348	43273
222	12399	43204
223	12454	43145
224	12507	43082
225	12563	43026
226	12620	42975
227	12671	42904
228	12722	42835
229	12780	42785
230	12829	42708
231	12883	42649
232	12936	42583
233	12985	42507
234	13041	42454
235	13093	42387
236	13150	42335
237	13199	42259
238	13254	42202
239	13309	42147
240	13366	42094
