bigAccountId,bigDealerId,dtmStampCreation,dtmFunded,intTerm,intOpenBKType,strTier,AmtFinanced,OriginalInterestRate,MaxFico
7601092,7118,39:02.5,00:00.0,60,NULL,D,19636,29.24,553
7638250,78,21:44.3,00:00.0,72,NULL,B,15742.88,25.83,587
7645903,4793,19:45.6,00:00.0,72,NULL,C,21969.38,25,491
7608565,1783,49:24.8,00:00.0,72,13,A1,21355.48,20.08,583
7640753,6440,40:39.2,00:00.0,72,NULL,B,22427.91,23.53,439
7638110,2408,46:49.4,00:00.0,60,NULL,B,15652.84,25.96,488
7619836,4918,57:38.4,00:00.0,72,NULL,B,34997.04,24.71,NULL
7626685,4252,18:54.7,00:00.0,72,13,A,22499.04,16.99,577
7625477,6507,13:20.2,00:00.0,72,NULL,B,21311.21,18,693
7618911,7118,26:16.2,00:00.0,72,7,B,17178,25.24,599
7568946,4379,37:48.8,00:00.0,72,7,C,29530.42,25,572
7628871,1520,52:07.6,00:00.0,72,7,C,20234.47,26.81,571
7640644,7612,17:38.1,00:00.0,66,NULL,C,27115.75,25,487
7482152,4316,06:19.9,00:00.0,60,13,A,18045.84,21.24,634
7623081,1327,36:16.8,00:00.0,72,7,B,30982.67,26.47,534
7630032,6465,43:20.8,00:00.0,72,NULL,B,18044.05,24.1,667
7536064,6605,43:06.3,00:00.0,72,7,A,25742.95,20.24,562
7607986,6498,30:06.1,00:00.0,72,NULL,B,18831.75,25,532
7506933,6223,36:13.4,00:00.0,72,13,A1,21058.35,18.74,584
7620147,7984,52:33.7,00:00.0,66,NULL,B,14632.45,26.48,542
7646988,6835,48:54.8,00:00.0,72,NULL,B,23519,25,536
7646702,5356,06:20.2,00:00.0,72,NULL,B,24090.44,25.24,440
7528728,71,43:18.3,00:00.0,72,NULL,C,24232.9,26.74,696
7632420,515,58:30.1,00:00.0,72,7,B,30863.94,24,548
7628647,5688,56:07.6,00:00.0,72,NULL,D,20941.98,29.24,660
7628352,7612,04:07.0,00:00.0,66,NULL,C,21261.75,25,649
7638262,7848,25:20.1,00:00.0,72,NULL,C,23008.8,27.71,609
7582762,3457,04:48.9,00:00.0,66,NULL,B,22059.46,25.24,720
7541391,4524,30:10.3,00:00.0,72,NULL,C,24780,25.8,578
7630794,5429,04:05.0,00:00.0,72,13,B,25904.74,25.77,614
7573051,4854,05:14.4,00:00.0,72,13,A,24812.23,20.44,581
7626908,2150,46:37.4,00:00.0,72,NULL,C,24236.85,25,612
7624495,2209,26:33.9,00:00.0,72,NULL,B,13786.5,24.1,626
7631146,6427,08:48.7,00:00.0,72,NULL,B,25107.6,21,546
7599865,6424,03:32.0,00:00.0,60,NULL,D,15530.09,25,632
7615692,5382,43:10.9,00:00.0,72,NULL,B,20408.96,28.33,566
7640177,6988,41:27.6,00:00.0,72,NULL,D,22608.44,28.24,610
7635202,1092,47:27.6,00:00.0,72,NULL,B,24493,24,485
7634452,5356,05:22.5,00:00.0,72,NULL,B,29917.01,25.24,452
7632062,6816,50:23.4,00:00.0,72,NULL,C,21245.43,25,526
7641959,8009,55:55.4,00:00.0,66,NULL,D,13000,24,442
7616876,4342,38:14.9,00:00.0,72,7,B,17211.58,26.2,656
7640542,6196,54:15.4,00:00.0,72,NULL,B,22067.06,25,481
7568433,6816,52:51.7,00:00.0,72,NULL,A,19619.43,23.68,613
7606675,6092,14:11.1,00:00.0,72,NULL,B,30711.87,25,635
7522327,4637,28:24.0,00:00.0,72,NULL,D,34093.47,29.33,553
7622507,6440,56:19.2,00:00.0,72,NULL,B,22264.77,23.65,509
7638576,5580,41:39.5,00:00.0,72,NULL,C,19491.51,25.74,597
7630892,5830,23:18.7,00:00.0,72,NULL,B,30587.88,24.1,515
7628008,2492,10:54.2,00:00.0,72,NULL,B,17849.64,24,576
7627494,8133,55:28.1,00:00.0,60,NULL,B,11603.21,26.74,556
7620055,4596,35:48.3,00:00.0,72,NULL,B,19331.98,25.24,518
7587277,3845,14:55.7,00:00.0,60,13,A1,15936.04,17.88,650
7632636,6806,53:32.7,00:00.0,72,NULL,C,21593.43,27.9,388
7624836,1727,28:33.7,00:00.0,72,NULL,B,19309,24.95,601
7631414,2953,57:03.9,00:00.0,72,NULL,B,23288.9,25.24,631
7626164,6959,09:33.3,00:00.0,72,7,D,19500,25,552
7503135,2836,47:05.5,00:00.0,72,NULL,C,16601.43,25,534
7629161,1284,15:49.3,00:00.0,72,NULL,D,23949.99,28.26,647
7642937,6432,51:23.3,00:00.0,72,NULL,C,27708.37,25,583
7642602,2947,51:19.5,00:00.0,72,7,B,20016.86,25.34,508
7546087,5025,01:29.7,00:00.0,72,13,A1,18181.38,18.74,526
7647268,6504,36:22.8,00:00.0,72,NULL,B,31614.01,26.74,NULL
7644334,5189,19:08.1,00:00.0,66,NULL,B,23837.86,25,612
7567074,4287,20:47.8,00:00.0,72,NULL,B,22242.03,25.11,536
7647359,7769,52:48.1,00:00.0,72,NULL,B,26006.43,24.75,623
7566589,6317,33:02.7,00:00.0,72,NULL,B,22214.62,22.24,548
7634578,2493,32:18.2,00:00.0,72,NULL,B,22225.33,27.36,517
7620902,4270,00:04.8,00:00.0,72,NULL,B,17731.62,27.46,502
7636953,6755,50:41.6,00:00.0,66,NULL,C,22210,25,512
7635539,4197,15:44.1,00:00.0,72,NULL,B,16416.43,28,563
7633020,6424,43:52.7,00:00.0,72,NULL,B,15794.86,25,556
7647618,3422,43:46.7,00:00.0,72,7,B,25027,23.24,493
7633426,7275,27:07.4,00:00.0,72,NULL,B,23486.02,25,513
7503040,2997,28:32.1,00:00.0,72,NULL,B,23675.93,25,531
7624506,4580,27:34.7,00:00.0,72,NULL,C,17430,26.74,532
7637756,7969,30:16.9,00:00.0,72,NULL,D,24506.86,29.24,485
7632544,5435,25:47.9,00:00.0,72,NULL,B,20651.49,25.29,637
7486654,5406,14:49.7,00:00.0,72,13,A,28883.39,22.79,570
7636408,7945,07:43.3,00:00.0,72,NULL,B,21517.6,21,527
7635701,1610,20:51.4,00:00.0,72,7,B,34572.53,25.24,545
7625656,6170,51:42.5,00:00.0,60,NULL,B,14676.57,25,484
7646195,6816,58:48.3,00:00.0,60,NULL,D,21888.08,25,582
7640229,7167,51:03.7,00:00.0,66,NULL,C,10953,24,510
7618401,791,09:51.0,00:00.0,72,NULL,B,28114.47,25.11,532
7627875,4752,50:29.8,00:00.0,72,NULL,B,22837,29.68,593
7645437,1372,21:53.0,00:00.0,72,NULL,B,32564.02,23.24,533
7640694,1195,29:19.4,00:00.0,72,NULL,B,24038.29,24.24,530
7525019,5620,09:59.3,00:00.0,72,13,A1,21616.31,17.61,610
7523734,6789,02:05.5,00:00.0,72,NULL,A,27548.52,19.95,NULL
7637684,2356,14:34.2,00:00.0,72,NULL,B,20134.03,29.14,557
7609390,4379,37:43.8,00:00.0,72,7,C,25704.42,25,538
7634437,2212,03:01.3,00:00.0,71,NULL,C,26791.67,27.91,448
7575760,6860,59:49.6,00:00.0,72,NULL,B,25586.75,21,476
7626239,5025,18:51.3,00:00.0,60,NULL,C,18117.93,26.48,625
7629753,6502,42:01.5,00:00.0,72,NULL,B,16814.56,26.65,NULL
7646788,7824,17:39.0,00:00.0,72,NULL,B,31038.86,27.82,411
7620414,4737,39:56.2,00:00.0,72,NULL,B,20170.95,29.11,452
7582429,4445,12:56.9,00:00.0,72,7,B,19745.5,25.46,576
7617995,6810,48:01.6,00:00.0,60,NULL,C,14606.54,25,596
7611188,5921,33:46.6,00:00.0,66,NULL,B,18579.33,25.24,591
7570314,3439,38:44.7,00:00.0,72,NULL,D,21276.62,28.67,546
7626062,7586,54:34.3,00:00.0,60,NULL,B,12063,24.1,581
7624914,8230,47:57.9,00:00.0,72,NULL,C,16100,26.74,528
7646323,1151,16:31.7,00:00.0,72,NULL,B,22787,26.43,595
7632537,1372,24:32.7,00:00.0,72,NULL,B,32686.42,28.81,478
7629306,3871,53:50.9,00:00.0,72,NULL,B,19330.88,25.31,508
7592949,6640,31:21.5,00:00.0,36,NULL,B,15877.94,20.74,566
7640274,6303,59:35.9,00:00.0,72,NULL,C,15837.75,24,578
7583252,3346,17:30.6,00:00.0,66,NULL,C,24617.04,25,551
7636941,3284,48:30.4,00:00.0,72,NULL,B,16396.33,25,570
7568535,5573,41:48.1,00:00.0,72,13,A,23150.13,21,491
7540669,3366,08:23.1,00:00.0,72,7,A1,19039.75,16.74,564
7517608,7605,02:58.9,00:00.0,72,13,B,26084.74,24.24,596
7632202,5486,16:03.7,00:00.0,66,NULL,C,16923.64,24,608
7639695,6462,01:49.7,00:00.0,72,NULL,B,23540.28,21,580
7493116,2836,32:00.3,00:00.0,72,13,B,19830.56,23.79,596
7615397,4379,59:50.8,00:00.0,72,7,B,19434.42,24.51,535
7604326,6205,42:04.7,00:00.0,48,NULL,C,22350.64,23,425
7638853,4656,16:11.5,00:00.0,72,NULL,B,18862.95,23.24,593
7610436,7086,06:16.9,00:00.0,72,NULL,B,18960,23.74,494
7599862,6405,03:21.8,00:00.0,72,NULL,D,21624.48,29.24,431
7639049,5486,57:06.7,00:00.0,72,NULL,B,18120.94,23.24,621
7487203,7281,14:14.9,00:00.0,72,13,A1,17801.69,18.74,517
7621224,2612,58:15.6,00:00.0,72,NULL,B,18417.78,29.16,481
7523736,6278,02:07.5,00:00.0,72,NULL,B,20890.11,25.75,503
7637851,4270,46:57.4,00:00.0,48,NULL,B,16022.72,25.6,590
7550263,8024,07:02.1,00:00.0,72,NULL,B,17689.07,24.99,536
7625006,5612,15:14.1,00:00.0,72,7,B,21272.21,28.03,550
7560616,1325,08:49.6,00:00.0,72,NULL,C,22003.95,26.74,538
7630743,5187,54:24.9,00:00.0,72,NULL,B,19335.26,25,472
7637559,1375,51:23.8,00:00.0,72,NULL,B,23724.95,23.58,502
7638092,2136,43:13.2,00:00.0,72,NULL,C,28395,25.74,735
7546388,2836,53:40.0,00:00.0,72,NULL,B,15439.51,25,549
7630069,6187,51:30.5,00:00.0,72,NULL,B,29390.49,23.24,587
7615950,3171,21:24.7,00:00.0,72,NULL,B,21799.99,25.1,608
7641823,6501,29:27.0,00:00.0,72,13,A1,17792.99,19.9,593
7637695,6641,17:09.4,00:00.0,72,NULL,B,28943.5,24.6,577
7594083,7564,39:16.1,00:00.0,72,NULL,B,21925.29,28.27,535
7631107,7207,02:34.0,00:00.0,72,NULL,B,16707.59,25.25,602
7621080,7302,33:54.2,00:00.0,72,7,B,22420.85,24.24,566
7632976,6641,30:44.6,00:00.0,66,NULL,C,19962.47,25,503
7638366,7564,07:23.7,00:00.0,72,NULL,D,19299.74,28.24,605
7637702,6642,18:57.0,00:00.0,72,NULL,B,25629.64,24,488
7607199,3600,06:42.7,00:00.0,72,13,B,20513.04,24.29,568
7635907,5019,22:20.4,00:00.0,72,NULL,B,17898.48,25.79,605
7591057,6703,10:15.3,00:00.0,60,13,A1,18694.12,19.95,528
7564390,2836,45:00.2,00:00.0,72,NULL,B,29697.86,25,614
7592515,2548,41:53.2,00:00.0,66,NULL,C,22967.44,25,525
7625924,2555,35:44.3,00:00.0,48,NULL,D,14640.31,29.24,493
7636838,6523,28:54.5,00:00.0,72,NULL,D,19017.23,25,535
7610742,6703,53:09.9,00:00.0,72,7,B,24345.35,24.24,534
7600231,5453,45:47.5,00:00.0,72,NULL,B,16429.41,27.81,646
7625367,6506,29:59.3,00:00.0,72,NULL,C,20064,26.31,424
7569201,6506,33:09.0,00:00.0,72,13,B,16363.5,24.8,527
7563802,5171,52:49.6,00:00.0,72,13,A1,25520.18,18.74,583
7562156,7419,03:50.5,00:00.0,72,NULL,B,28946.79,25.89,579
7561833,6014,05:52.3,00:00.0,72,NULL,B,24796,25.5,561
7615567,1634,25:02.3,00:00.0,66,NULL,D,15220.04,29.24,662
7631103,7111,01:35.6,00:00.0,72,NULL,C,27401.13,26.41,600
7603998,7969,05:48.4,00:00.0,72,NULL,D,22513.44,27.96,634
7628163,2603,36:11.1,00:00.0,72,NULL,B,17377.17,26.71,571
7602841,6262,08:48.1,00:00.0,72,NULL,B,22376.28,25.2,492
7554300,6303,14:23.0,00:00.0,60,NULL,C,15714,24,629
7575393,1968,59:52.5,00:00.0,72,13,B,22179.88,26.56,520
7542661,2006,49:45.8,00:00.0,72,13,A1,26166.09,18.15,658
7623510,7302,51:21.6,00:00.0,72,NULL,C,21805,25,627
7609947,6641,51:56.2,00:00.0,72,NULL,B,17935.85,25,602
7636502,5486,26:18.8,00:00.0,60,NULL,B,16201.94,24,563
7631089,5631,00:11.2,00:00.0,72,NULL,B,18828.32,23.54,595
7630407,6816,54:29.8,00:00.0,66,NULL,C,20574.03,25,503
7629139,1726,29:50.4,00:00.0,72,NULL,B,26740.87,24,559
7625435,2408,58:56.4,00:00.0,66,NULL,C,18202.84,26.74,497
7600915,6641,14:44.2,00:00.0,66,NULL,C,15484.66,25,471
7640749,5486,40:22.4,00:00.0,72,NULL,A,21592.88,22.53,560
7633939,7984,14:21.5,00:00.0,72,NULL,B,25425.49,24.24,618
7633000,3439,37:37.8,00:00.0,66,NULL,C,27770.2,26.04,504
7629916,1284,21:20.0,00:00.0,72,NULL,D,23599.88,29.24,641
7617799,6810,11:14.1,00:00.0,72,NULL,B,19157.6,25,471
7628549,857,37:11.8,00:00.0,72,NULL,D,17632.96,28.24,548
7560701,3665,21:40.9,00:00.0,72,7,B,21833.35,27.48,552
7631982,2087,36:59.4,00:00.0,72,NULL,B,19907.23,24.26,613
7554329,2823,20:51.4,00:00.0,72,NULL,B,12245.34,27.27,514
7622541,2687,02:44.3,00:00.0,72,7,B,24393,24.99,511
7620666,2746,20:24.4,00:00.0,72,13,B,16241.54,21,524
7586061,2928,36:14.7,00:00.0,72,NULL,B,25183.57,26.58,625
7466873,4462,05:07.2,00:00.0,66,NULL,D,18067.99,32.27,564
7601834,7591,55:26.9,00:00.0,72,NULL,C,28149.41,23.81,458
7635130,929,28:36.9,00:00.0,66,NULL,B,17224.95,28.98,515
7594314,6554,06:48.3,00:00.0,72,NULL,B,13999,24.24,589
7628160,5454,35:41.7,00:00.0,72,NULL,B,15334.28,26.79,608
7627095,3009,09:34.1,00:00.0,72,NULL,B,21480.85,25.47,NULL
7626912,7167,47:21.9,00:00.0,60,NULL,A,13056,21.88,611
7629426,5356,08:01.1,00:00.0,60,NULL,B,21591,23.89,548
7600022,7842,20:43.3,00:00.0,72,NULL,B,24035,25.74,630
7591094,7729,17:53.0,00:00.0,48,NULL,C,15907.3,25.74,574
7618751,5585,57:33.4,00:00.0,72,NULL,B,20278.94,24,NULL
7557240,5899,08:04.7,00:00.0,60,NULL,C,21326.54,24,487
7463738,1727,09:35.6,00:00.0,66,7,B,19104,25.65,537
7591555,3871,03:52.1,00:00.0,72,NULL,D,20802.71,28.24,612
7617734,577,00:48.4,00:00.0,72,NULL,C,26126.34,24,NULL
7609553,5284,01:30.6,00:00.0,72,NULL,C,17522.53,26.74,531
7629862,6822,11:01.1,00:00.0,72,NULL,B,19655.66,23.83,NULL
7481142,7899,50:22.6,00:00.0,72,13,A,32776.75,21.8,533
7624482,6465,23:42.6,00:00.0,72,NULL,B,16499.99,20.6,545
7498394,6605,53:39.2,00:00.0,72,13,A,25049.91,21.81,582
7621745,3798,52:19.1,00:00.0,72,NULL,B,24440.03,20.99,670
7586803,5990,51:57.6,00:00.0,72,NULL,B,20091.83,28.52,535
7628050,6723,17:24.8,00:00.0,72,NULL,B,18952.86,26.69,620
7624246,4752,48:02.9,00:00.0,72,NULL,C,19751.94,26.74,622
7614943,3171,27:27.5,00:00.0,72,NULL,B,19865.21,25.24,641
7622723,6419,32:03.6,00:00.0,72,NULL,B,15890.09,25,NULL
7635614,2865,19:00.1,00:00.0,48,NULL,C,16871.06,25,460
7633347,1727,10:18.6,00:00.0,66,7,B,19460,23.95,534
7617144,6770,21:22.0,00:00.0,72,NULL,B,23331.59,26.44,694
7612621,7966,52:24.9,00:00.0,72,13,B,34999.14,24.85,591
7620059,5366,35:54.1,00:00.0,60,NULL,B,23316.24,25,478
7607660,7226,46:26.6,00:00.0,72,NULL,C,29710,26.09,602
7626018,1671,49:12.6,00:00.0,72,7,B,34460,28.13,518
7621361,2277,24:29.2,00:00.0,72,NULL,B,29635.78,27.97,634
7555925,1367,50:24.2,00:00.0,72,NULL,A1,27802.47,17.88,607
7571046,5979,56:01.3,00:00.0,72,NULL,B,12025.93,28.07,584
7624789,6495,17:24.9,00:00.0,72,NULL,B,21989.37,23.24,516
7624580,6993,40:55.4,00:00.0,72,NULL,B,21134.91,23.24,541
7554360,1325,26:28.8,00:00.0,72,NULL,B,29896.2,27.82,575
7445853,3405,55:27.3,00:00.0,72,13,A1,21315.97,17.03,612
7626696,4737,19:38.0,00:00.0,72,NULL,D,14921.63,29.24,528
7608040,6506,38:01.1,00:00.0,72,NULL,B,23663.28,24.24,595
7627447,7015,48:58.5,00:00.0,48,NULL,B,15594,22.24,582
7620258,8268,11:22.7,00:00.0,60,7,C,17327.98,25,588
7625923,5375,35:38.5,00:00.0,72,NULL,B,19791.51,25.09,605
7588732,1092,53:33.0,00:00.0,72,NULL,C,30880.94,24,485
7573461,6959,36:40.0,00:00.0,72,NULL,B,22099.65,25,686
7630291,8009,33:06.1,00:00.0,72,NULL,B,18092,24,644
7602992,6831,26:57.0,00:00.0,72,13,A1,17456,19.88,614
7632121,5284,00:46.2,00:00.0,66,NULL,B,21808.59,27.49,515
7571006,791,32:40.1,00:00.0,72,NULL,D,20873.7,26.74,537
7634770,6988,13:50.1,00:00.0,72,13,A1,24499.72,18.74,560
7609734,5454,24:31.2,00:00.0,66,NULL,D,14794.86,26.74,559
7613132,555,21:41.0,00:00.0,60,NULL,C,16154,24.1,543
7617765,2553,04:14.7,00:00.0,72,NULL,C,15266.27,25,601
7590898,3273,42:45.0,00:00.0,72,NULL,B,16384.35,26.93,602
7588355,7636,34:43.9,00:00.0,72,NULL,D,30265.56,23.83,424
7631916,7548,25:33.2,00:00.0,72,NULL,C,25141.15,25,468
7574055,2831,30:44.8,00:00.0,72,13,B,26689.69,25,541
7635568,4316,02:20.7,00:00.0,66,7,B,24688.22,25.13,469
7595109,6003,45:07.8,00:00.0,72,NULL,C,21088,26.97,586
7633833,3273,54:59.5,00:00.0,72,7,B,20797.22,28.84,536
7638601,4788,56:13.0,00:00.0,66,NULL,B,20579.12,25,484
7634821,6920,22:57.9,00:00.0,72,NULL,B,20982.7,28.28,476
7633865,3422,01:35.5,00:00.0,66,7,B,18116.99,25,544
7585182,7815,25:33.6,00:00.0,72,NULL,B,21045.34,24,571
7632060,7418,49:56.5,00:00.0,72,NULL,C,21778.01,25.74,511
7613098,8132,16:07.7,00:00.0,72,NULL,C,32282.61,27.32,428
7609686,3871,18:31.8,00:00.0,72,NULL,B,13883.96,23.24,572
7563837,8006,00:23.8,00:00.0,60,NULL,B,33120.3,25,501
7595347,8038,14:14.0,00:00.0,72,NULL,B,17067.29,26.12,697
7574517,7301,12:53.5,00:00.0,72,7,B,16483.23,26.43,547
7572088,6703,43:54.2,00:00.0,72,13,B,23976.5,25.67,561
7556365,3171,00:33.3,00:00.0,72,NULL,B,21630.12,20,588
7631796,6822,03:38.0,00:00.0,72,NULL,B,15615.57,24.24,547
7556512,1837,50:07.7,00:00.0,72,NULL,D,26384.8,28.24,455
7576411,5290,49:30.8,00:00.0,72,NULL,B,21744.32,24.99,584
7610545,7831,23:53.6,00:00.0,66,NULL,B,21279.21,24.71,579
7622918,7409,07:29.4,00:00.0,72,NULL,B,16977.94,23.24,NULL
7633346,7769,10:14.2,00:00.0,72,NULL,D,19627.27,25,564
7629662,5161,14:52.6,00:00.0,72,7,B,24204.04,25,534
7591144,5382,28:11.4,00:00.0,72,NULL,A,18136.3,20.97,NULL
7629163,1473,31:12.2,00:00.0,72,NULL,B,20202.01,25.24,675
7620274,6461,14:27.1,00:00.0,72,NULL,D,20413.6,25,549
7613703,6605,51:39.0,00:00.0,72,NULL,B,14665.8,25,610
7621436,2687,36:31.5,00:00.0,72,7,B,27243.25,25.99,602
7619710,5284,36:59.5,00:00.0,72,NULL,B,20121.09,28.84,564
7623945,5189,01:24.2,00:00.0,72,NULL,B,14270.65,25,575
7619472,7387,00:57.1,00:00.0,72,13,B,15714.58,25,556
7547612,6502,40:45.8,00:00.0,72,NULL,B,20858.65,20.74,642
7609754,5670,26:31.7,00:00.0,72,NULL,D,20713.93,29.24,502
7545366,6227,39:50.3,00:00.0,72,7,A,26382.44,20.4,583
7574208,3260,10:27.8,00:00.0,60,NULL,C,18113.16,24.1,431
7604550,5612,05:06.1,00:00.0,72,NULL,B,18842.31,26.68,542
7637437,2814,29:22.8,00:00.0,72,NULL,B,23949.77,26.36,566
7631417,3644,57:41.7,00:00.0,60,NULL,A,15299,19.95,618
7637676,939,12:19.6,00:00.0,66,7,B,16512.54,25.24,572
7636671,6835,57:12.5,00:00.0,72,NULL,D,16578,25,471
7494745,5039,54:13.6,00:00.0,72,NULL,A,24533.94,20.99,NULL
7630946,6465,32:59.3,00:00.0,72,NULL,D,21552.99,24.1,511
7607205,2947,08:48.0,00:00.0,72,NULL,A,28078.86,22.92,597
7616722,7006,15:15.7,00:00.0,60,NULL,A,10225.6,21.24,487
7589277,5379,21:42.2,00:00.0,72,13,A1,17232.3,19.86,618
7613049,6464,06:57.9,00:00.0,72,NULL,D,16200.47,29.24,NULL
7498574,6830,31:53.5,00:00.0,72,13,A1,18597.54,18.74,569
7598871,5290,07:54.0,00:00.0,66,NULL,B,17221.94,24.99,NULL
7567205,6816,44:43.1,00:00.0,72,NULL,D,21354.8,25,532
7594198,4973,53:42.9,00:00.0,66,NULL,B,17161.97,25,509
7625450,3644,02:53.2,00:00.0,72,NULL,B,23199,27.29,593
7623990,5255,09:18.2,00:00.0,72,NULL,B,21950.79,26.14,624
7614880,669,02:59.4,00:00.0,72,7,B,30226.94,24,647
7567206,8129,44:45.1,00:00.0,72,NULL,D,20271.83,28.24,569
7612537,7207,41:53.2,00:00.0,72,NULL,B,15228.07,28.91,NULL
7571813,3288,41:16.2,00:00.0,72,13,B,27836.94,25,405
7621880,6482,54:03.8,00:00.0,72,NULL,C,22238,26.67,500
7528363,2687,30:50.8,00:00.0,72,13,B,24746.5,21.26,537
7628269,6444,52:35.2,00:00.0,72,NULL,C,23831.98,23.99,547
7620907,2493,00:13.7,00:00.0,60,NULL,C,19218.28,26.56,556
7604644,4440,14:05.1,00:00.0,66,NULL,B,17987.98,28.98,582
7606762,7319,29:57.4,00:00.0,72,NULL,B,20483.25,25.6,506
7556224,2602,09:06.8,00:00.0,72,7,A,23737.31,21.8,577
7628348,2612,03:39.3,00:00.0,72,NULL,B,25629.59,26.8,423
7610920,6528,22:55.3,00:00.0,72,NULL,B,25049.6,28.56,530
7552375,1279,10:42.1,00:00.0,60,NULL,A,24012.68,20.65,663
7552146,5652,19:54.1,00:00.0,72,NULL,A1,32466.41,20.19,552
7616873,6317,37:47.9,00:00.0,72,7,B,22009.38,24,558
7609429,2279,43:40.3,00:00.0,72,NULL,B,21075.11,25.38,640
7620222,4730,04:32.2,00:00.0,66,NULL,B,14631.3,28.8,565
7614371,2909,57:01.0,00:00.0,48,NULL,B,12237.71,26.4,544
7548763,5375,55:05.7,00:00.0,72,NULL,B,19316.57,27.39,541
7606627,3355,36:40.6,00:00.0,72,NULL,B,29701,24.24,567
7588776,2542,59:14.6,00:00.0,66,NULL,B,11479.32,25.34,505
7599734,5567,47:27.3,00:00.0,72,NULL,B,18118.46,25.24,522
7635002,8009,58:20.1,00:00.0,72,NULL,B,18222,23.24,459
7577178,2212,28:49.8,00:00.0,60,13,A,24919.47,17.99,624
7538782,6637,34:40.0,00:00.0,72,13,A1,23058.74,18.74,517
7623040,2687,30:34.5,00:00.0,72,13,A1,27765.15,18.99,554
7632369,5189,48:02.2,00:00.0,72,NULL,C,19038.62,25,NULL
7622880,791,01:26.3,00:00.0,72,NULL,B,33321.7,28.69,564
7631454,1775,03:46.1,00:00.0,72,NULL,B,22407.68,23.24,556
7602704,2814,53:58.8,00:00.0,72,NULL,C,19327.67,26.74,642
7530457,560,38:15.4,00:00.0,72,NULL,B,16714.54,24.04,526
7627006,3439,58:55.0,00:00.0,66,NULL,D,28819.95,27.4,601
7569612,3457,59:12.5,00:00.0,72,NULL,D,15714.77,28.24,531
7624424,1946,14:49.2,00:00.0,72,7,B,20697.41,24.84,629
7543150,4789,54:52.2,00:00.0,72,NULL,B,18311.56,25,613
7539057,7640,20:14.6,00:00.0,72,NULL,C,20936.04,26.74,661
7591669,1975,55:56.7,00:00.0,72,13,B,33559.7,25.28,546
7606515,5454,50:56.2,00:00.0,72,NULL,D,19321.1,29.24,615
7548177,4412,19:46.7,00:00.0,72,13,B,15710.51,24.99,501
7626356,7929,35:53.0,00:00.0,72,NULL,B,20585.23,25.24,604
7616743,1092,17:26.8,00:00.0,72,NULL,C,22384.94,24,516
7625472,7418,10:58.3,00:00.0,60,NULL,D,11335,29.24,577
7501615,218,59:24.2,00:00.0,72,7,B,24163.09,26.92,631
7502053,2136,36:43.7,00:00.0,72,13,A1,22035,17.74,573
7625776,6187,11:03.2,00:00.0,72,NULL,B,22015,23.24,460
7597545,6806,42:34.7,00:00.0,72,NULL,B,19343.43,26,568
7624148,6416,33:33.4,00:00.0,72,NULL,B,16462.06,24.24,NULL
7622831,2899,52:13.5,00:00.0,60,NULL,D,20099.68,29.24,465
7611910,5255,04:14.7,00:00.0,72,NULL,B,25376.8,29.22,588
7596111,6046,49:00.0,00:00.0,72,NULL,C,23279.58,27.39,571
7628568,6443,40:12.7,00:00.0,60,NULL,B,11458.6,21,549
7629507,1327,54:10.5,00:00.0,72,NULL,A,20006.51,19.24,598
7621750,7360,53:32.0,00:00.0,72,NULL,C,26913,26.78,630
7621561,5290,01:20.6,00:00.0,66,NULL,C,20705.01,25,615
7629779,4252,48:20.6,00:00.0,72,NULL,C,27838.69,26.52,511
7549384,5406,01:41.9,00:00.0,72,7,B,26716.04,25.24,540
7619551,6251,15:22.2,00:00.0,66,7,C,18232.04,25,526
7579537,4656,22:10.1,00:00.0,72,NULL,C,22684.32,23.71,569
7572398,5900,47:45.4,00:00.0,72,NULL,A1,34327.98,17.18,677
7622345,4580,27:03.0,00:00.0,72,13,A,23555,19.99,541
7608227,5979,04:10.7,00:00.0,72,NULL,B,21379.69,25.24,521
7620634,3611,15:57.0,00:00.0,66,NULL,B,13357.4,25.24,660
7626129,4819,03:50.1,00:00.0,72,7,B,22986.62,23.24,528
7626897,6465,45:13.6,00:00.0,72,NULL,C,21594.03,24.1,531
7604617,8173,11:36.7,00:00.0,72,NULL,B,30322.04,24.99,542
7594618,6643,42:58.2,00:00.0,48,NULL,B,20366.02,22.87,533
7579410,3838,08:56.4,00:00.0,72,NULL,B,31116,24,543
7631605,6476,31:11.6,00:00.0,72,NULL,A,18808.65,22.52,488
7605997,1471,08:17.0,00:00.0,72,NULL,A,16095.99,21.08,634
7528709,6114,40:55.6,00:00.0,72,13,A,20043.59,21,578
7627889,261,52:35.7,00:00.0,72,NULL,B,33331.97,28.9,415
7622336,5375,25:39.1,00:00.0,72,NULL,C,20530.76,27.24,528
7603857,2269,54:11.7,00:00.0,72,NULL,B,30799.86,27.8,553
7603004,7167,27:55.4,00:00.0,66,NULL,B,15469.05,24,555
7634202,4528,13:18.9,00:00.0,72,NULL,C,14496.63,25,513
7630083,1587,54:52.0,00:00.0,72,NULL,B,25768.94,23.24,553
7634675,1550,55:14.8,00:00.0,66,NULL,A,13561.02,21.49,580
7612647,7652,58:01.1,00:00.0,72,NULL,B,28233.42,22.24,541
7603447,5382,15:10.6,00:00.0,72,NULL,D,23772.73,29.24,489
7555568,3984,35:21.5,00:00.0,60,13,A1,16156.25,19.34,519
