bigAccountId,bigDealerId,dtmStampCreation,dtmFunded,intTerm,intOpenBKType,strTier,AmtFinanced,OriginalInterestRate,MaxFico
7601887,6814,08:59.7,00:00.0,72,13,A,20291.69,18,560
7720408,6551,52:03.9,00:00.0,72,NULL,D,20020.11,29.24,625
7809170,7739,46:27.0,00:00.0,72,NULL,B,19463.03,28.97,515
7822081,2814,26:53.0,00:00.0,60,NULL,B,12109.59,25.24,492
7794351,7635,06:08.2,00:00.0,72,NULL,B,21476,24.24,558
7771956,1284,44:59.7,00:00.0,60,NULL,B,18552.5,27.23,623
7818703,607,06:32.7,00:00.0,72,NULL,B,25253.73,25.24,540
7810631,7275,42:32.6,00:00.0,72,7,B,21127.43,25,599
7603981,6161,04:22.7,00:00.0,72,NULL,B,16118.59,25.74,596
7796839,7163,06:33.7,00:00.0,72,7,B,28734.33,27.99,530
7815772,7735,33:17.0,00:00.0,72,7,B,20677.14,27.42,564
7792831,2493,58:11.2,00:00.0,72,NULL,D,25405.43,28.24,635
7767113,5702,21:19.8,00:00.0,72,NULL,C,23933.29,27.02,527
7813208,4197,38:35.2,00:00.0,72,NULL,D,19158.65,29.24,660
7798203,6111,06:26.8,00:00.0,72,NULL,B,21275.5,25,631
7763885,2836,41:30.3,00:00.0,72,NULL,A,10914.14,21.31,549
7760764,7980,25:31.6,00:00.0,72,NULL,D,17885.98,29.24,479
7804464,5501,33:24.4,00:00.0,72,7,C,23204.68,26.74,482
7822445,1151,16:25.0,00:00.0,72,NULL,B,23055,25.24,566
7799485,6487,13:48.1,00:00.0,72,NULL,C,20329.96,25,578
7814968,6642,25:09.0,00:00.0,72,NULL,C,16248.82,24,NULL
7622067,6092,22:09.1,00:00.0,60,NULL,C,13861,25,528
7796753,2836,47:34.6,00:00.0,72,7,B,24216.28,25,515
7810471,5377,03:57.2,00:00.0,72,NULL,B,21138.68,25,NULL
7797300,1594,06:15.6,00:00.0,72,NULL,B,19377,25.24,482
7799670,2493,00:56.4,00:00.0,72,NULL,B,29815.52,28.53,462
7770438,2997,10:59.1,00:00.0,72,NULL,B,21159.65,24.33,NULL
7762357,5101,11:48.7,00:00.0,72,13,B,28052.93,20.6,569
7813578,2958,11:32.8,00:00.0,72,NULL,C,23424.89,26.28,579
7818010,7207,27:56.0,00:00.0,72,NULL,B,17967.37,25.5,463
7811756,6822,45:03.0,00:00.0,72,NULL,C,17584.81,25.5,552
7799637,6641,52:12.7,00:00.0,72,NULL,C,21385.9,25,561
7721100,5008,32:48.0,00:00.0,72,NULL,B,19709,21,499
7769980,6465,38:00.1,00:00.0,60,NULL,D,28836.99,24.1,441
7629631,7281,57:32.4,00:00.0,72,7,D,17074.39,29.24,573
7712899,6476,40:35.9,00:00.0,48,NULL,C,15661.5,25,509
7808860,3604,23:37.5,00:00.0,72,7,C,22846,25.9,548
7806493,8289,58:54.7,00:00.0,72,NULL,C,34222.13,26.97,580
7802623,2687,05:03.9,00:00.0,72,NULL,B,25838.15,22.99,646
7731637,2534,43:22.0,00:00.0,72,13,A,29408.95,18.75,537
7800923,4074,52:58.5,00:00.0,66,NULL,D,20525,29.24,544
7807558,6339,00:39.7,00:00.0,66,NULL,B,13719.73,25,514
7807014,3439,33:23.0,00:00.0,66,NULL,B,18033.92,25.58,545
7668996,6605,14:40.2,00:00.0,72,NULL,B,22159.1,25,615
7799109,3376,45:40.1,00:00.0,72,NULL,B,17308.46,23.11,570
7817173,2408,03:13.4,00:00.0,72,NULL,C,17148.52,26.74,529
7817603,8051,49:57.6,00:00.0,60,NULL,D,13887.92,21,589
7810407,2499,49:37.7,00:00.0,72,NULL,C,16226.25,26.74,599
7800050,3171,33:02.4,00:00.0,72,NULL,B,23023.57,22.24,621
7806941,7736,19:00.4,00:00.0,72,NULL,B,15257.4,23.24,601
7816240,6515,23:31.7,00:00.0,72,7,B,24910.99,26.2,590
7807621,6476,09:39.1,00:00.0,72,NULL,B,17538.24,25,622
7802898,1792,12:40.1,00:00.0,72,NULL,B,30827.59,27.51,454
7721458,6523,27:23.0,00:00.0,60,NULL,B,22062.04,23.29,629
7797372,2583,24:00.9,00:00.0,72,7,B,17179.3,25.24,710
7760794,6810,30:32.9,00:00.0,60,NULL,D,12973,25,593
7818543,2997,30:44.7,00:00.0,72,NULL,B,18513.63,25,601
7806535,6769,06:06.5,00:00.0,72,NULL,B,29584,27.96,660
7799402,7866,56:06.3,00:00.0,72,NULL,C,17307.5,25.36,635
7716603,8187,48:13.9,00:00.0,72,NULL,B,15518.73,21.49,NULL
7813717,6941,53:27.9,00:00.0,72,NULL,C,19931,26.75,529
7801935,5022,34:02.7,00:00.0,72,7,B,29718.65,28.01,555
7815813,7301,43:39.8,00:00.0,72,NULL,B,15891.25,28.45,558
7805871,6816,27:53.3,00:00.0,60,NULL,C,20286.29,25,573
7805859,7402,24:36.7,00:00.0,60,NULL,C,20457.92,26.74,607
7800660,3009,33:22.4,00:00.0,72,NULL,B,24542.75,25.5,577
7506206,2034,47:30.2,00:00.0,72,13,A1,15203.68,18.52,554
7817482,6816,21:26.3,00:00.0,72,NULL,D,25208.43,25,NULL
7720373,8129,37:25.6,00:00.0,72,NULL,B,23132.77,25.02,NULL
7793772,5406,06:54.1,00:00.0,72,7,B,29815.89,29.49,519
7808882,2756,30:24.1,00:00.0,72,NULL,B,25794.57,29.13,540
7793794,2947,09:55.7,00:00.0,66,7,C,25660.36,27.44,512
7811252,2484,58:29.0,00:00.0,72,NULL,C,19085.33,27,580
7818489,5366,18:31.4,00:00.0,66,NULL,B,18183.5,25,598
7797567,6642,24:51.7,00:00.0,72,NULL,B,25127.64,24,505
7808117,3359,35:02.8,00:00.0,72,NULL,C,15817.23,25,613
7801123,4720,39:03.8,00:00.0,66,NULL,C,18136.88,27.2,576
7722098,7781,48:49.4,00:00.0,72,NULL,B,15786.14,27.08,651
7801805,3390,04:13.2,00:00.0,72,7,B,19834,25,564
7806335,2408,23:04.7,00:00.0,72,NULL,A,25309.46,22.87,NULL
7805676,857,34:31.0,00:00.0,72,NULL,D,23074.5,29.24,534
7760434,7163,15:04.7,00:00.0,72,NULL,D,27787.3,28.24,488
7796602,6272,05:34.7,00:00.0,66,NULL,C,21704.69,27.14,493
7796396,7007,14:40.0,00:00.0,66,NULL,B,21808.74,24.1,514
7760933,5830,02:56.4,00:00.0,72,7,B,31922.15,24.1,572
7811389,5406,29:11.4,00:00.0,72,7,B,30189.66,27.99,521
7815327,7487,50:36.7,00:00.0,72,NULL,B,19650.83,24.38,485
7811088,1284,20:31.2,00:00.0,60,NULL,D,15465.98,29.24,713
7805193,1327,58:33.3,00:00.0,72,7,C,24460.21,26.44,524
7817288,1727,35:25.2,00:00.0,66,NULL,B,17375,24.95,576
7815710,4919,21:20.3,00:00.0,48,7,B,17550.74,23.25,530
7806651,5457,27:29.0,00:00.0,72,NULL,B,20908.46,29.56,517
7799054,2222,31:51.0,00:00.0,72,7,B,24577.79,23.24,555
7814207,2687,21:57.1,00:00.0,72,7,B,26601.5,26.99,556
7812634,5375,19:46.9,00:00.0,72,7,B,19998.71,26.02,596
7801585,6667,15:35.7,00:00.0,72,NULL,A,12721.5,20.34,666
7734086,5612,55:49.0,00:00.0,66,NULL,C,22816.71,26.74,484
7770734,5454,01:24.9,00:00.0,72,NULL,C,18446.11,27.08,613
7809256,7279,47:16.6,00:00.0,72,NULL,B,16482.49,29.1,548
7817178,5702,04:47.5,00:00.0,72,NULL,B,28623.58,25.31,534
7767896,607,03:41.9,00:00.0,72,NULL,B,18731.26,27.55,620
7811470,6168,46:08.7,00:00.0,72,7,B,33814.54,26.43,529
7811038,7348,09:49.3,00:00.0,72,NULL,B,15740.58,25.5,NULL
7809260,7334,50:14.9,00:00.0,72,NULL,C,22041.96,28.02,529
7802260,4379,45:27.1,00:00.0,72,7,C,21412.42,25,536
7817251,6303,26:32.1,00:00.0,66,NULL,B,21623,24,499
7813281,1375,00:04.6,00:00.0,72,7,D,20441.86,29.24,595
7806972,829,25:21.3,00:00.0,72,NULL,B,28701.86,25.85,544
7804971,4197,12:35.0,00:00.0,72,NULL,B,20934.3,26.16,629
7815033,6554,41:51.3,00:00.0,72,7,B,34258.5,24.99,538
7814842,6424,56:16.3,00:00.0,72,NULL,C,22877.93,25,NULL
7771477,5501,08:57.5,00:00.0,72,7,B,33391.67,28.45,508
7770112,2831,09:59.9,00:00.0,72,NULL,A,16203.55,20.24,506
7806507,2498,00:29.2,00:00.0,72,7,B,26700.61,24.24,628
7808046,6959,21:17.4,00:00.0,72,7,B,19871.5,25,506
7600432,6522,12:13.5,00:00.0,72,13,A,29019.8,21.08,NULL
7804346,1440,10:35.4,00:00.0,72,13,B,20496.95,20.6,545
7813852,791,29:32.5,00:00.0,72,NULL,B,18008.12,24.21,569
7815132,7402,01:57.2,00:00.0,66,NULL,D,20667.42,26.84,537
7812533,6413,56:21.2,00:00.0,72,NULL,B,26593.43,25.24,501
7811786,6528,51:17.5,00:00.0,60,7,B,16927.44,25.24,515
7807032,2899,36:18.5,00:00.0,72,NULL,B,28542.16,26.5,583
7802892,5620,09:45.9,00:00.0,66,7,B,19216.41,24.81,519
7809222,5580,52:53.9,00:00.0,72,NULL,C,19033.5,26.74,516
7807666,4061,17:12.9,00:00.0,72,NULL,B,20981.69,27.94,554
7615490,2928,14:26.5,00:00.0,72,13,B,23252.02,24.73,586
7769723,2105,16:22.6,00:00.0,54,NULL,B,9919.42,25.24,473
7813835,6111,25:05.9,00:00.0,72,NULL,C,21289,25,417
7810870,7369,34:53.7,00:00.0,72,NULL,C,18837.09,27.1,456
7536823,6703,30:12.8,00:00.0,72,13,A1,12639.04,18.74,570
7805258,6523,10:14.9,00:00.0,72,NULL,C,20522.58,25,511
7798199,5374,05:28.1,00:00.0,72,NULL,B,20777,27.49,555
7810696,6272,56:03.2,00:00.0,72,NULL,B,16872.56,25.24,545
7761531,7769,48:58.7,00:00.0,72,NULL,B,27617.58,25,503
7680907,5657,14:57.3,00:00.0,60,NULL,B,26462.91,23.24,450
7807570,3439,02:37.7,00:00.0,72,NULL,C,30342.95,25.94,519
7806465,74,53:18.3,00:00.0,72,7,B,20919.29,25.24,569
7807929,953,00:18.3,00:00.0,72,7,B,30299.03,26.38,516
7804396,4215,21:23.3,00:00.0,72,NULL,B,18351.07,23.65,504
7732445,6303,33:53.6,00:00.0,72,NULL,B,20471.65,24,518
7725140,2947,42:54.2,00:00.0,72,13,A,17582.86,22.09,550
7807432,2967,40:57.0,00:00.0,72,NULL,B,16946.06,25.24,595
7795463,4716,31:31.3,00:00.0,72,NULL,B,35000,25,548
7812492,1727,43:39.7,00:00.0,60,7,B,17481,28.25,548
7806596,5541,16:59.2,00:00.0,60,NULL,B,24439.32,21,510
7674448,2899,52:59.7,00:00.0,60,NULL,D,17724.72,29.24,497
7812455,6462,37:03.0,00:00.0,72,NULL,B,26708.28,21,428
7734295,1520,29:00.1,00:00.0,72,NULL,C,15023.63,26.74,546
7805337,3273,24:19.0,00:00.0,72,7,B,20303.91,24.79,577
7758874,3456,12:41.7,00:00.0,72,NULL,B,18135.62,25.24,637
7726912,7232,15:21.3,00:00.0,72,13,A1,24755.74,20.21,602
7813223,3871,42:39.4,00:00.0,72,NULL,D,17546.14,28.24,565
7802552,2408,48:03.9,00:00.0,72,NULL,D,18215.83,29.24,519
7805356,7086,28:30.0,00:00.0,72,NULL,D,21527,25,504
7799084,6461,39:14.0,00:00.0,66,NULL,D,16789.3,25,491
7799572,4445,38:10.1,00:00.0,60,NULL,B,12461.63,25.24,521
7804437,6810,28:24.8,00:00.0,72,NULL,D,20268.6,25,600
7761732,5171,43:47.8,00:00.0,72,13,B,18141.6,25,490
7795726,7852,35:41.0,00:00.0,72,NULL,B,20450.46,24.82,632
7707430,3472,56:35.2,00:00.0,72,7,C,25889.73,26.74,500
7807690,6642,20:49.3,00:00.0,72,NULL,B,26769.94,23.24,597
7807066,2679,41:43.3,00:00.0,72,7,B,34711.12,23.24,531
7803903,1223,38:20.5,00:00.0,72,NULL,D,30006.1,29.1,587
7759627,2408,02:38.5,00:00.0,72,NULL,B,20151.53,29.15,562
7719102,7161,06:57.1,00:00.0,72,NULL,B,16468.58,28.7,468
7811662,6263,25:53.2,00:00.0,72,NULL,B,24364.84,24.99,644
7810899,7302,41:24.3,00:00.0,72,7,B,26095.77,25,581
7813596,3265,15:28.1,00:00.0,60,NULL,B,23827,24,576
7772192,8027,33:16.1,00:00.0,72,NULL,B,17408.69,26.58,526
7811189,78,45:55.0,00:00.0,60,7,C,18659.51,26.74,629
7803670,5382,55:00.7,00:00.0,48,NULL,B,13360.24,23.24,NULL
7770081,3265,04:59.3,00:00.0,60,NULL,B,18166.7,24,571
7793205,2484,49:49.7,00:00.0,72,NULL,D,15620.52,26.74,555
7807033,6462,36:37.0,00:00.0,72,NULL,B,28787.63,21,460
7810688,2681,55:15.7,00:00.0,72,7,B,28309.65,25,529
7804482,6835,37:41.8,00:00.0,72,NULL,C,21669,25,642
7801674,7322,34:36.0,00:00.0,72,NULL,B,20291.11,25.24,606
7812389,3005,21:12.6,00:00.0,66,NULL,B,16507.57,26,575
7764542,5085,04:49.4,00:00.0,72,13,A,21304.73,20.24,655
7729341,8142,17:18.6,00:00.0,72,NULL,B,21702.77,26.31,501
7807201,1727,03:39.2,00:00.0,66,7,B,22940,23.24,539
7808141,6050,40:23.9,00:00.0,72,NULL,B,18836.98,28.83,616
7770321,5025,47:31.9,00:00.0,72,7,C,21208.28,24.74,538
7813535,6170,04:57.9,00:00.0,66,NULL,B,15758.17,25,565
7814498,6487,45:00.1,00:00.0,72,NULL,B,18474.02,25,518
7813857,7736,30:47.4,00:00.0,72,NULL,B,21930.1,23.83,557
7721327,6605,55:15.3,00:00.0,72,13,B,23668.5,22.24,557
7809941,1890,04:16.9,00:00.0,72,7,B,21625,28.81,526
7803864,2408,30:14.3,00:00.0,72,NULL,B,22217.34,26.74,509
7797667,2814,54:33.4,00:00.0,72,NULL,D,21637.24,29.24,522
7799404,5620,57:04.7,00:00.0,72,NULL,B,25424.72,26.93,564
7799858,4892,43:34.8,00:00.0,72,NULL,C,20159.5,25.74,541
7725062,2408,19:53.6,00:00.0,72,NULL,D,19037.78,29.24,426
7805203,6515,01:03.5,00:00.0,72,NULL,B,27072.08,25.68,512
7770798,1169,13:22.5,00:00.0,72,NULL,B,17828.42,24.1,623
7803746,1587,09:37.2,00:00.0,72,NULL,B,24618.34,24,439
7802893,7648,10:11.9,00:00.0,66,NULL,B,16711,24.99,402
7802515,6303,39:08.1,00:00.0,72,13,C,16370.2,24,519
7812963,6528,38:00.1,00:00.0,72,NULL,B,21401.2,27.76,496
7767133,2136,24:49.4,00:00.0,72,NULL,C,24895,25.52,514
7798839,7640,40:29.8,00:00.0,72,NULL,B,21645.3,27.48,501
7770309,5187,46:14.2,00:00.0,72,NULL,B,14777.05,25,621
7804979,4297,13:55.6,00:00.0,60,NULL,C,15840.42,25,635
7802984,6303,41:10.7,00:00.0,72,NULL,D,12014.05,24,NULL
7796384,6810,10:49.7,00:00.0,72,NULL,D,13237.6,25,613
7732472,1727,38:32.7,00:00.0,42,13,D,10121,28,584
7672057,961,40:28.9,00:00.0,72,NULL,D,19514.84,29.24,527
7809034,6123,43:59.2,00:00.0,72,NULL,B,20804.67,26.98,602
7806984,1092,27:57.9,00:00.0,72,NULL,B,25245.34,24,549
7710648,6212,39:33.2,00:00.0,66,NULL,D,23717.21,28.24,496
7804600,6865,00:40.6,00:00.0,72,13,A1,17926.5,19.86,537
7795248,6303,29:04.3,00:00.0,72,NULL,C,17323.05,24,494
7808164,4256,41:57.3,00:00.0,72,NULL,C,22882.15,25,442
7809570,6476,07:49.5,00:00.0,72,NULL,B,16219,25,743
7606592,3355,48:47.3,00:00.0,72,NULL,B,24701,24.43,502
7810320,6605,30:52.7,00:00.0,72,7,B,20705.48,25,525
7808322,6303,12:22.0,00:00.0,60,7,B,18817.05,24,530
7805660,4376,29:55.0,00:00.0,72,NULL,C,29670.87,27.84,515
7681472,5144,07:50.7,00:00.0,72,NULL,A,26662.46,22.47,545
7768557,4197,02:35.8,00:00.0,72,NULL,B,21447.06,28.41,457
7800226,6303,26:00.1,00:00.0,72,NULL,C,20245.05,24,614
7772520,4824,12:24.8,00:00.0,72,7,B,25987.19,26.83,629
7806273,4854,00:03.2,00:00.0,66,NULL,B,19421.18,25.24,623
7729340,4875,16:55.2,00:00.0,72,NULL,B,20310.03,26.96,515
7727843,2493,45:41.7,00:00.0,72,NULL,C,25640.57,27.83,567
7759965,4731,24:39.6,00:00.0,72,NULL,D,16394.92,28.24,649
7801195,2136,52:44.4,00:00.0,72,7,B,26395,26.44,477
7797800,4270,40:31.8,00:00.0,72,NULL,B,20407.21,25.54,639
7706211,5692,47:13.7,00:00.0,72,NULL,C,22202.99,18.24,580
7814030,6170,18:15.6,00:00.0,72,NULL,D,18783.18,25,629
7798761,7845,20:06.9,00:00.0,72,7,B,20708.19,23.34,537
7794927,2612,14:50.3,00:00.0,72,7,C,20910.45,26.74,542
7764194,3422,09:20.5,00:00.0,72,NULL,B,18563.35,23.24,526
7795191,2136,13:29.7,00:00.0,72,NULL,D,29000,27.5,493
7762760,5210,53:56.5,00:00.0,72,13,A,25504.04,22.6,640
7734459,6272,56:31.5,00:00.0,72,NULL,B,17188,24.92,553
7802757,6258,33:18.2,00:00.0,72,NULL,B,27319.41,27.59,450
7720255,7156,57:03.8,00:00.0,72,NULL,B,17505.5,23.7,NULL
7803297,1151,07:32.1,00:00.0,70,NULL,B,20695.66,26.15,515
7771128,2914,10:09.9,00:00.0,72,NULL,C,24647.2,24.1,527
7812497,6523,44:47.5,00:00.0,72,NULL,B,25994.58,25,548
7809225,4531,03:20.4,00:00.0,72,NULL,B,19011,23.48,605
7809628,7929,31:49.4,00:00.0,72,NULL,B,23630.35,24.24,NULL
7670083,6703,47:35.3,00:00.0,72,13,A,25261.79,21.24,548
7726425,1881,23:28.7,00:00.0,72,13,A,21679.02,17.9,562
7798372,6413,52:31.9,00:00.0,72,NULL,D,19093.43,29.24,589
7797472,4316,55:08.7,00:00.0,72,7,B,30956.34,27.71,561
7799784,666,27:50.5,00:00.0,72,7,B,25609.2,24.85,518
7641559,2836,27:01.4,00:00.0,66,13,A1,28134.14,19.3,570
7809909,7813,55:09.2,00:00.0,72,NULL,D,20925.36,29.24,NULL
7731427,7302,58:35.4,00:00.0,72,13,A1,25794.7,17.86,646
7809697,3171,57:42.0,00:00.0,60,NULL,D,14636.22,26,659
7808278,6427,02:10.2,00:00.0,72,NULL,B,24316.6,21,662
7806634,2377,23:58.7,00:00.0,60,NULL,B,18212.76,24.1,548
7806233,4965,36:25.2,00:00.0,72,7,B,29999.46,24,553
7761893,7980,03:32.0,00:00.0,72,NULL,B,25709.85,29.59,603
7801464,6959,51:32.8,00:00.0,72,NULL,C,24558.65,25,651
7759633,4580,03:11.1,00:00.0,72,13,A,24779,22.69,494
7807803,2493,38:42.4,00:00.0,72,13,B,24333.65,25.94,552
7808627,3964,15:56.1,00:00.0,66,NULL,C,26151.98,27.37,585
7806781,6495,49:46.5,00:00.0,66,NULL,B,13658.61,28.55,711
7771121,5251,09:10.6,00:00.0,66,NULL,B,18389.25,25,548
7804685,4737,17:57.0,00:00.0,66,NULL,B,18173.44,26.05,539
7806154,7207,17:25.0,00:00.0,48,NULL,C,11676.05,26.74,645
7798620,7302,55:50.2,00:00.0,72,7,B,31228.77,25,670
7802487,8171,32:09.7,00:00.0,72,7,B,34998.22,24.61,499
7762311,4725,00:22.1,00:00.0,72,NULL,B,21682.86,25,523
7799334,6816,41:23.6,00:00.0,72,NULL,D,25274.43,25,436
7807080,7418,43:38.8,00:00.0,48,NULL,D,12800,29.24,514
7799706,5291,09:22.9,00:00.0,60,NULL,C,16149.45,26.35,579
7782795,7418,49:15.1,00:00.0,48,NULL,B,11100,25.34,567
7804917,6317,02:19.9,00:00.0,72,7,B,19629.62,25,501
7808076,7736,28:35.8,00:00.0,60,NULL,C,16303.39,25.74,595
7805683,6523,35:57.9,00:00.0,66,NULL,B,21031.26,25,691
7804391,1284,20:28.1,00:00.0,66,7,C,21648.27,26.62,566
7757564,2928,29:26.4,00:00.0,72,NULL,D,26614.14,29.24,522
7807639,1284,12:48.2,00:00.0,66,NULL,C,23683.28,26.74,464
7680518,6816,33:33.3,00:00.0,66,NULL,B,21307.78,25,564
7809588,1365,14:19.3,00:00.0,72,NULL,B,20441,28.57,513
7771209,2879,21:44.1,00:00.0,60,NULL,C,21215.14,25,592
7722082,7301,45:33.2,00:00.0,72,7,B,34757.96,21,526
7760210,5541,25:26.8,00:00.0,72,NULL,C,23555,21,517
7763436,3941,36:51.2,00:00.0,72,7,B,20196.67,27.39,521
7802275,6641,49:20.9,00:00.0,72,NULL,B,18246.06,25,591
7679848,5567,09:17.9,00:00.0,72,NULL,C,21883.53,23.83,683
7770968,1375,42:23.5,00:00.0,60,NULL,B,20779.62,27.85,622
7805204,6806,01:05.6,00:00.0,60,NULL,C,21493.43,27.31,595
7807286,7769,17:21.6,00:00.0,72,NULL,B,24964.52,25,497
7796059,6348,50:16.4,00:00.0,72,NULL,C,21384.24,25,580
7802381,4737,10:55.9,00:00.0,69,NULL,B,18256.31,25.87,573
7798551,3615,41:03.1,00:00.0,72,NULL,B,23389.96,25.96,582
7723912,5454,31:39.2,00:00.0,72,NULL,B,22978.61,25.69,491
7809966,1727,09:22.7,00:00.0,66,7,B,20035,29.39,534
7808163,1587,41:48.0,00:00.0,72,NULL,B,19552,23.24,NULL
7806366,3439,33:18.1,00:00.0,72,NULL,D,13192.45,29.24,498
7804448,6476,29:28.0,00:00.0,72,NULL,A,20281.5,22.62,NULL
7772443,1284,41:37.7,00:00.0,72,NULL,B,20198.91,28,623
7810083,5457,36:51.5,00:00.0,72,NULL,B,23352.02,24.79,634
7797600,5085,31:22.1,00:00.0,72,7,B,22033.95,24.24,568
7797190,1943,35:32.1,00:00.0,72,NULL,B,22244.88,25.42,497
7768730,7739,33:32.5,00:00.0,72,NULL,C,20670.05,26.92,487
7799783,6528,27:38.2,00:00.0,48,NULL,D,14366.7,29.24,NULL
7800195,1151,14:27.1,00:00.0,72,NULL,B,20197,27.25,565
7795202,1299,15:50.0,00:00.0,72,7,B,30078.28,24,581
7763692,7769,38:46.6,00:00.0,72,NULL,C,23592.58,25,581
7795711,6458,17:00.7,00:00.0,72,NULL,B,25948.16,25,500
7804358,7396,13:38.7,00:00.0,60,13,A,21347.24,19.99,519
7793511,5187,10:30.8,00:00.0,72,NULL,B,17915.68,24.24,430
7793235,6605,57:27.4,00:00.0,72,13,A,24825,18.24,552
7806432,6993,45:42.1,00:00.0,72,7,C,25973.91,26.48,595
7520299,5460,29:49.7,00:00.0,72,13,A1,24556.63,18.74,596
7711211,1284,48:32.9,00:00.0,72,NULL,D,21234.48,29.24,620
7798160,5585,48:34.4,00:00.0,72,NULL,B,21178.34,24,576
7770661,3260,50:20.8,00:00.0,72,NULL,B,29166.36,24.1,646
7720598,4874,37:23.0,00:00.0,72,13,C,20303.71,24.74,587
7807168,7333,58:54.0,00:00.0,72,NULL,D,17253.65,28.24,557
7563652,7432,23:39.0,00:00.0,72,13,A1,27000,16.99,601
7803529,8102,25:55.6,00:00.0,60,NULL,C,18145.6,25,551
7643345,2141,05:18.8,00:00.0,66,13,A,22146,20.7,631
7792942,8328,33:32.9,00:00.0,72,NULL,C,17928,25.74,NULL
7771389,75,52:13.9,00:00.0,72,NULL,A,18694.66,20.24,596
7710553,4379,19:05.7,00:00.0,72,NULL,D,29118.42,25,487
7803292,7736,05:22.4,00:00.0,72,NULL,C,21633.48,23.5,488
7767989,6934,20:53.2,00:00.0,72,NULL,D,23803.06,29.24,576
7797143,3260,24:32.8,00:00.0,72,NULL,C,23704.83,24.1,620
7796310,5501,49:49.0,00:00.0,72,7,B,32921.23,27.95,581
7804608,5555,02:46.6,00:00.0,72,NULL,C,23530.86,25,NULL
7763917,3009,57:45.7,00:00.0,72,NULL,C,20198.25,26.65,633
7765000,4794,44:47.5,00:00.0,72,NULL,B,34934.02,25,681
7806470,2853,53:39.9,00:00.0,60,NULL,B,17947,21,548
7799225,6523,14:46.0,00:00.0,72,NULL,B,31032.58,25,616
7767396,7301,18:49.4,00:00.0,72,NULL,B,21657.75,26.75,588
7797087,1372,13:58.6,00:00.0,72,NULL,B,29937.92,25.24,NULL
7769782,6484,58:32.3,00:00.0,66,NULL,B,23252.16,27.47,555
7763184,1610,37:40.2,00:00.0,72,NULL,B,21526.53,28.9,566
7804486,3435,38:47.4,00:00.0,66,NULL,B,16442.67,28.85,499
7722523,6523,20:55.8,00:00.0,66,NULL,B,16383.93,25,587
7756824,3260,43:40.0,00:00.0,72,NULL,B,14228.13,24.1,597
7771263,6303,31:26.3,00:00.0,72,NULL,B,16683.73,23.24,638
7808762,791,54:38.4,00:00.0,72,NULL,D,26002.86,29.24,668
7807892,3260,54:23.2,00:00.0,72,NULL,B,24238.21,24.1,666
7806423,6641,43:42.4,00:00.0,66,NULL,D,19315.5,25,447
7757615,8291,43:42.3,00:00.0,72,NULL,C,30824.58,25,610
7802033,5593,53:57.5,00:00.0,66,NULL,C,21030.71,24.1,537
7805619,108,22:26.8,00:00.0,66,7,B,20556.18,26.98,533
7800794,2853,16:17.9,00:00.0,72,NULL,B,18977.73,21,661
7793824,5187,16:22.0,00:00.0,72,NULL,D,22838.18,25,578
7806854,4018,02:31.1,00:00.0,66,NULL,D,15513.48,28.24,613
7805520,3855,02:03.0,00:00.0,60,NULL,B,15221,25,500
7725018,3355,08:23.9,00:00.0,72,NULL,B,25696,26.75,565
7677601,4252,55:07.7,00:00.0,72,NULL,B,26858.69,23.7,451
7808063,7207,25:40.9,00:00.0,66,NULL,C,18901.62,26.74,587
7728858,7015,19:28.6,00:00.0,48,NULL,D,27794,27.24,586
7622002,4665,42:17.2,00:00.0,72,13,A,23290.48,20.74,534
7769397,1392,51:52.7,00:00.0,72,NULL,C,16778.93,26.74,525
7801180,7333,50:16.2,00:00.0,72,13,C,25567.65,26.74,579
7797411,7393,36:46.5,00:00.0,72,7,C,17466.16,25.97,638
7805587,6523,15:43.1,00:00.0,72,NULL,B,20289.79,25,527
7795918,6458,10:10.4,00:00.0,72,NULL,B,23199.51,25,565
7723829,2836,11:14.9,00:00.0,72,NULL,B,24642,25,633
7808778,4892,59:20.2,00:00.0,72,NULL,B,17565.5,24.67,471
7771479,7652,08:59.6,00:00.0,72,NULL,B,22163.59,28.85,570
7804324,5189,06:15.6,00:00.0,72,NULL,B,27284.73,25,481
7801462,4729,50:51.4,00:00.0,72,NULL,C,19991.68,26,515
7800322,6831,08:20.1,00:00.0,72,7,B,18288,25.24,563
7769495,4968,17:39.8,00:00.0,72,NULL,B,18357.5,23.24,670
7769330,1151,36:51.0,00:00.0,72,NULL,B,25634.07,26.65,569
7798355,4297,46:40.0,00:00.0,72,NULL,B,25198.3,23.38,650
7795235,5022,25:43.5,00:00.0,72,7,B,34501.96,29.99,513
7760128,7423,05:57.3,00:00.0,72,NULL,B,30806.85,23.93,617
7724761,607,55:46.2,00:00.0,72,NULL,C,21397.48,25.2,548
7716039,2484,07:48.2,00:00.0,72,13,A,33995.32,20.65,569
7717242,3355,55:20.4,00:00.0,72,NULL,B,19279.16,25.24,677
7795737,2294,43:50.6,00:00.0,72,7,B,29090.4,23.24,611
7304100,4250,19:45.1,00:00.0,72,13,C,19390.26,21,528
7726603,5453,04:01.1,00:00.0,72,NULL,D,15335.35,29.24,537
7719088,6806,03:50.6,00:00.0,72,NULL,B,25409.05,27.53,505
7772244,1504,44:54.9,00:00.0,72,NULL,D,27267.5,29.48,664
