feature,flt_eval_metric_train,flt_eval_metric_valid,flt_score_to_beat,performance,helped,description
fltgrossmonthly__income_sum,0.389306244391348,0.3707630727807221,0.3513123351236743,-0.0194507376570478,0,Total income
bankruptcychapter__ln,0.4017723877438667,0.3665834873121736,0.3513123351236743,-0.0152711521884992,0,"Indicates bankruptcy chapter of most recent bankruptcy case filing on file showing the subject as debtor, if the bankruptcy is a Chapter 7 or Chapter 13 bankruptcy"
phoneinputmobile__ln,0.3757217488743969,0.3638731964364239,0.3513123351236743,-0.0125608613127495,0,
bitdebtor__app,0.3928096805989614,0.3637640615320702,0.3513123351236743,-0.0124517264083958,0,Debtor or Codebtor
criminalnonfelonycount__ln,0.3972388092685602,0.3630693750640019,0.3513123351236743,-0.0117570399403275,0,Total non-felony criminal convictions or sexual offender registry records on subject's file
bitdealertrack__app,0.3943732480675512,0.3626339768581003,0.3513123351236743,-0.0113216417344259,0,From Dealertrack
strdealershiptrackertype__app,0.3992871222590413,0.3626060466839484,0.3513123351236743,-0.011293711560274,0,"Franchise, Independent"
sourcenonderogcount__ln,0.3950438163536506,0.3625573234078659,0.3513123351236743,-0.0112449882841915,0,Total non-derogatory source types on file for subject
fltadvance__app,0.3953211103686706,0.3624627713995825,0.3513123351236743,-0.0111504362759081,0,Advance
rt20s__tu,0.3964881877877411,0.3623336676409871,0.3513123351236743,-0.0110213325173127,0,Months since oldest retail trade opened
bc97b__tu,0.3936108085605349,0.3620118537006207,0.3513123351236743,-0.0106995185769463,0,Total open to buy of closed credit cards verified in past 3 months
subjectactivityindex06month__ln,0.3921055463245105,0.3618321282859082,0.3513123351236743,-0.0105197931622338,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past six months
bankruptcystatus__ln,0.3969465239519999,0.3618289235328416,0.3513123351236743,-0.0105165884091672,0,Indicates status of most recent bankruptcy filing on file showing the subject as debtor
inquirybanking12month__ln,0.3918403695747535,0.3613649488084307,0.3513123351236743,-0.0100526136847563,0,Indicates subject has one or more LexisNexis banking credit inquiries on file in the last 12 months
linka052__tu,0.3954770630891183,0.3612697229305621,0.3513123351236743,-0.0099573878068877,0,Number of checking account inquiries in the last 2 years
at20s__tu,0.3935750425792082,0.3611628270158625,0.3513123351236743,-0.0098504918921881,0,Months since oldest trade opened
g980s__tu,0.3943132146399686,0.3602618605292804,0.3513123351236743,-0.008949525405606,0,Number of deduped inquiries in past 6 months
linkt008__tu,0.3896500458866563,0.3599231084019141,0.3513123351236743,-0.0086107732782397,0,Number of public record bankruptcies in the last 24 months
cv14__tu,0.3930225048133399,0.3599226578093013,0.3513123351236743,-0.008610322685627,0,Number of deduped inquiries
linka014__tu,0.389879237344827,0.3593096760133602,0.3513123351236743,-0.0079973408896859,0,Number of unpaid checking account closures for cause in the last 5 years
assetpropnewestmortgagetype__ln,0.393363163600371,0.3584762511476658,0.3513123351236743,-0.0071639160239914,0,
at27s__tu,0.385923145889982,0.3584713144595078,0.3513123351236743,-0.0071589793358334,0,Number of currently open and satisfactory trades 24 months or older
fltapproveddowntotal__app,0.3867876290317085,0.3583444173228987,0.3513123351236743,-0.0070320821992243,0,Total down
intopenbktype__app,0.3937204887877326,0.3581941791623201,0.3513123351236743,-0.0068818440386457,0,BK Type
dealerstate__app,0.3908790527071097,0.3581822778002869,0.3513123351236743,-0.0068699426766125,0,Dealer State
linka012__tu,0.3874209602635053,0.3577526044957567,0.3513123351236743,-0.0064402693720823,0,Number of unpaid checking account closures for cause in the last 2 years
linka060__tu,0.3899616307967606,0.3573315089765105,0.3513123351236743,-0.0060191738528361,0,Total amount of open (unpaid) non-sufficient funds in the last month
g990s__tu,0.3883198538182866,0.3571198118022318,0.3513123351236743,-0.0058074766785574,0,Number of deduped inquiries in past 12 months
ENG-loan_to_value,0.389473951885485,0.35696917500306,0.3513123351236743,-0.0056568398793857,0,Loan to value
inquirytelcom12month__ln,0.387348435727339,0.3569362929855138,0.3513123351236743,-0.0056239578618395,0,Indicates subject has one or more LexisNexis telecommunications credit inquiries on file in the last 12 months
rev205__tu,0.38445031786399,0.3569269865956778,0.3513123351236743,-0.0056146514720034,0,Total Payment Ratio for Revolving accounts over the past 24 months
g206s__tu,0.3888896004282926,0.3569224082253658,0.3513123351236743,-0.0056100731016914,0,Total monthly obligation for joint account verified in past 12 months
g303s__tu,0.3930198245185711,0.3565597788660325,0.3513123351236743,-0.0052474437423581,0,Worst rating on revolving trades
fltdowncash__app,0.3826861686049673,0.3564758805766512,0.3513123351236743,-0.0051635454529768,0,Cash Down
subjectactivityindex03month__ln,0.3892009363113067,0.356433202209236,0.3513123351236743,-0.0051208670855616,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported within the past three months
confirmationinputaddress__ln,0.3836241801469554,0.3560875959146021,0.3513123351236743,-0.0047752607909277,0,Indicates input address is confirmed by records on file
trv10__tu,0.3831665815923419,0.3560240411328199,0.3513123351236743,-0.0047117060091455,0,Number of months non-mortgage balance decreases last 12 months
strname__app,0.3763416806291753,0.3554640266560955,0.3513123351236743,-0.0041516915324211,0,State
balmag01__tu,0.3802189599513899,0.3546681397373355,0.3513123351236743,-0.0033558046136611,0,Non-mortgage balance magnitude algorithm over last 24 months
subjectactivityindex12month__ln,0.3797252075865255,0.3546019233711903,0.3513123351236743,-0.0032895882475159,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past 12 months
derogseverityindex__ln,0.3853593999307981,0.3535621226297669,0.3513123351236743,-0.0022497875060925,0,Index indicating severity of derogatory records on subject's file
