max g232s__tu,count_approved_gen12,count_total_gen12,prop_approved_gen12,count_approved_gen13,count_total_gen13,prop_approved_gen13
406.00,10316,21711,0.4751508451936806,10382,21711,0.478190778867855
407.00,10316,21712,0.4751289609432572,10382,21712,0.478168754605748
408.00,10316,21713,0.47510707870860774,10382,21713,0.47814673237231153
409.00,10316,21713,0.47510707870860774,10382,21713,0.47814673237231153
410.00,10316,21713,0.47510707870860774,10382,21713,0.47814673237231153
411.00,10317,21715,0.4751093714022565,10383,21715,0.47814874510706884
412.00,10317,21717,0.47506561679790027,10383,21717,0.4781047105953861
413.00,10317,21717,0.47506561679790027,10383,21717,0.4781047105953861
414.00,10317,21717,0.47506561679790027,10383,21717,0.4781047105953861
415.00,10317,21719,0.4750218702518532,10383,21719,0.47806068419356323
416.00,10317,21720,0.475,10383,21720,0.47803867403314915
417.00,10317,21720,0.475,10383,21720,0.47803867403314915
418.00,10317,21720,0.475,10383,21720,0.47803867403314915
419.00,10317,21720,0.475,10383,21720,0.47803867403314915
420.00,10317,21720,0.475,10383,21720,0.47803867403314915
421.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
422.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
423.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
424.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
425.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
426.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
427.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
428.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
429.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
430.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
431.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
432.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
433.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
434.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
435.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
436.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
437.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
438.00,10318,21722,0.4750023018138293,10383,21722,0.477994659791916
439.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
440.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
441.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
442.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
443.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
444.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
445.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
446.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
447.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
448.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
449.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
450.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
451.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
452.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
453.00,10318,21723,0.47498043548312846,10383,21723,0.4779726557105372
454.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
455.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
456.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
457.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
458.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
459.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
460.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
461.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
462.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
463.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
464.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
465.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
466.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
467.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
468.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
469.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
470.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
471.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
472.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
473.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
474.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
475.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
476.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
477.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
478.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
479.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
480.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
481.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
482.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
483.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
484.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
485.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
486.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
487.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
488.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
489.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
490.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
491.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
492.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
493.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
494.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
495.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
496.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
497.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
498.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
499.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
500.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
501.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
502.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
503.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
504.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
505.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
506.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
507.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
508.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
509.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
510.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
511.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
512.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
513.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
514.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
515.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
516.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
517.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
518.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
519.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
520.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
521.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
522.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
523.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
524.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
525.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
526.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
527.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
528.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
529.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
530.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
531.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
532.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
533.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
534.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
535.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
536.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
537.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
538.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
539.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
540.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
541.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
542.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
543.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
544.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
545.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
546.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
547.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
548.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
549.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
550.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
551.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
552.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
553.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
554.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
555.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
556.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
557.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
558.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
559.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
560.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
561.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
562.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
563.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
564.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
565.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
566.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
567.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
568.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
569.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
570.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
571.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
572.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
573.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
574.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
575.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
576.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
577.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
578.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
579.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
580.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
581.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
582.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
583.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
584.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
585.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
586.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
587.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
588.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
589.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
590.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
591.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
592.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
593.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
594.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
595.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
596.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
597.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
598.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
599.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
600.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
601.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
602.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
603.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
604.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
605.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
606.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
607.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
608.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
609.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
610.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
611.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
612.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
613.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
614.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
615.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
616.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
617.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
618.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
619.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
620.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
621.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
622.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
623.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
624.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
625.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
626.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
627.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
628.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
629.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
630.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
631.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
632.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
633.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
634.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
635.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
636.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
637.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
638.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
639.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
640.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
641.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
642.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
643.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
644.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
645.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
646.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
647.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
648.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
649.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
650.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
651.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
652.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
653.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
654.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
655.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
656.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
657.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
658.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
659.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
660.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
661.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
662.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
663.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
664.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
665.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
666.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
667.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
668.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
669.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
670.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
671.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
672.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
673.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
674.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
675.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
676.00,10318,21724,0.4749585711655312,10383,21724,0.4779506536549438
677.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
678.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
679.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
680.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
681.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
682.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
683.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
684.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
685.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
686.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
687.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
688.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
689.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
690.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
691.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
692.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
693.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
694.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
695.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
696.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
697.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
698.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
699.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
700.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
701.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
702.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
703.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
704.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
705.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
706.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
707.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
708.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
709.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
710.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
711.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
712.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
713.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
714.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
715.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
716.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
717.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
718.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
719.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
720.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
721.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
722.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
723.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
724.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
725.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
726.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
727.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
728.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
729.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
730.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
731.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
732.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
733.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
734.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
735.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
736.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
737.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
738.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
739.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
740.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
741.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
742.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
743.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
744.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
745.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
746.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
747.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
748.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
749.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
750.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
751.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
752.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
753.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
754.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
755.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
756.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
757.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
758.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
759.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
760.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
761.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
762.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
763.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
764.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
765.00,10318,21725,0.4749367088607595,10383,21725,0.47792865362485615
766.00,10320,21731,0.47489761170677836,10384,21731,0.4778427131747274
