max g232s__tu,count_approved_gen12,count_total_gen12,prop_approved_gen12,count_approved_gen13,count_total_gen13,prop_approved_gen13
45.00,9842,20252,0.48597669365988544,10039,20252,0.4957041279873593
46.00,9863,20321,0.48535997244230106,10061,20321,0.4951035874218788
47.00,9884,20385,0.4848663232769193,10086,20385,0.494775570272259
48.00,9900,20435,0.4844629312454123,10099,20435,0.4942011255199413
49.00,9914,20475,0.4842002442002442,10109,20475,0.4937240537240537
50.00,9929,20516,0.4839637356209788,10125,20516,0.49351725482550207
51.00,9938,20558,0.48341278334468335,10142,20558,0.49333592761941825
52.00,9947,20595,0.48298130614226753,10151,20595,0.4928866229667395
53.00,9963,20636,0.4827970536925761,10162,20636,0.4924403954254701
54.00,9972,20661,0.48264846812835777,10173,20661,0.4923769420647597
55.00,9977,20686,0.48230687421444457,10180,20686,0.49212027458184276
56.00,9988,20723,0.4819765477971336,10192,20723,0.49182068233363896
57.00,9996,20755,0.4816188870151771,10198,20755,0.49135148157070585
58.00,10003,20780,0.48137632338787295,10208,20780,0.49124157844080846
59.00,10012,20803,0.48127673893188483,10218,20803,0.49117915685237706
60.00,10018,20828,0.4809871327059727,10223,20828,0.4908296523910121
61.00,10021,20847,0.4806926656113589,10228,20847,0.4906221518683743
62.00,10027,20877,0.48028931359869714,10235,20877,0.4902524309048235
63.00,10033,20896,0.4801397396630934,10241,20896,0.490093797856049
64.00,10034,20912,0.4798201989288447,10245,20912,0.4899100994644223
65.00,10039,20926,0.4797381248207971,10250,20926,0.4898212749689382
66.00,10043,20943,0.47953970300339016,10255,20943,0.4896624170367187
67.00,10051,20967,0.47937234702151,10266,20967,0.4896265560165975
68.00,10055,20979,0.47928881262214595,10269,20979,0.4894894894894895
69.00,10061,20997,0.47916369005095966,10276,20997,0.48940324808305946
70.00,10064,21010,0.47900999524036175,10281,21010,0.48933841028081865
71.00,10067,21019,0.4789476188210667,10284,21019,0.4892716113992102
72.00,10069,21030,0.47879220161673797,10287,21030,0.4891583452211127
73.00,10072,21040,0.4787072243346008,10290,21040,0.48906844106463876
74.00,10074,21054,0.47848389854659445,10292,21054,0.4888382255153415
75.00,10078,21068,0.478355800265806,10296,21068,0.4887032466299601
76.00,10083,21090,0.4780938833570412,10302,21090,0.4884779516358464
77.00,10085,21098,0.47800739406578824,10304,21098,0.48838752488387527
78.00,10085,21106,0.4778262105562399,10306,21106,0.48829716668246
79.00,10086,21113,0.4777151518022072,10308,21113,0.48823000047364185
80.00,10087,21123,0.4775363348009279,10310,21123,0.4880935473180893
81.00,10090,21133,0.4774523257464629,10311,21133,0.4879099039417025
82.00,10091,21142,0.4772963768801438,10312,21142,0.48774950335824424
83.00,10092,21150,0.47716312056737586,10314,21150,0.4876595744680851
84.00,10093,21154,0.47712016639878985,10314,21154,0.48756736314644983
85.00,10096,21164,0.47703647703647706,10319,21164,0.48757323757323756
86.00,10098,21175,0.4768831168831169,10322,21175,0.48746162927981107
87.00,10098,21179,0.47679304971906133,10322,21179,0.48736956419094385
88.00,10101,21185,0.47679962237432144,10324,21185,0.48732593816379516
89.00,10102,21191,0.4767118116181398,10324,21191,0.487187957151621
90.00,10102,21193,0.47666682395130466,10324,21193,0.4871419808427311
91.00,10102,21198,0.4765543919237664,10325,21198,0.4870742522879517
92.00,10103,21204,0.4764667043953971,10327,21204,0.487030748915299
93.00,10103,21209,0.4763543778584563,10329,21209,0.48701023150549294
94.00,10103,21211,0.47630946207156666,10329,21211,0.48696431097072274
95.00,10104,21213,0.4763116956583227,10330,21213,0.4869655399990572
96.00,10105,21216,0.4762914781297134,10331,21216,0.4869438159879336
97.00,10105,21222,0.47615681839600416,10332,21222,0.4868532654792197
98.00,10105,21225,0.4760895170789164,10332,21225,0.48678445229681977
99.00,10105,21231,0.47595497150393296,10333,21231,0.48669398521030566
100.00,10105,21232,0.47593255463451395,10333,21232,0.48667106254709874
101.00,10106,21237,0.4758675895842162,10334,21237,0.48660356924236003
102.00,10109,21242,0.4758968082101497,10335,21242,0.4865361077111383
103.00,10109,21244,0.47585200527207683,10335,21244,0.48649030314441727
104.00,10110,21249,0.47578709586333473,10338,21249,0.48651701256529717
105.00,10110,21251,0.4757423180085643,10338,21251,0.4864712248835349
106.00,10110,21255,0.4756527875793931,10339,21255,0.48642672312397084
107.00,10112,21260,0.47563499529633113,10339,21260,0.48631232361241766
108.00,10112,21262,0.4755902549148716,10339,21262,0.4862665788731069
109.00,10112,21265,0.47552316012226664,10340,21265,0.4862450035269222
110.00,10112,21266,0.47550079939810025,10340,21266,0.48622213862503527
111.00,10112,21267,0.47547844077679036,10340,21267,0.48619927587341893
112.00,10112,21270,0.4754113775270334,10340,21270,0.48613070051716034
