feature,bin,min,max,count,prop,target,bin_label
ENG-wtd_avg_binned,-0.07617303559589926,0.615530303030303,0.8181818181818182,4545,0.08492152466367713,0.11617161716171617,2
ENG-wtd_avg_binned,0.10372069696889785,0.8182926829268292,0.9196428571428571,2729,0.050990284005979075,0.09893733968486625,3
ENG-wtd_avg_binned,0.2627914816673793,0.9197965571205008,1.0,16559,0.309398355754858,0.08563319041004891,4
subjectabilityindex__ln_binned,-0.11157110112767028,1.0,1.0,23303,0.43540732436472346,0.11985581255632322,1
subjectabilityindex__ln_binned,0.018069620633969396,2.0,2.0,16726,0.3125186846038864,0.10683965084299893,2
subjectabilityindex__ln_binned,0.09868103890644205,3.0,3.0,3592,0.06711509715994021,0.09938752783964365,3
subjectabilityindex__ln_binned,0.22930602129662647,4.0,9.0,9899,0.18495889387144993,0.08829174664107485,4
g407s__tu_binned,0.17177999365701713,0.0,0.0,16091,0.30065396113602394,0.09303337269280965,1
g407s__tu_binned,0.05930653194781416,1.0,1.0,14286,0.2669282511210762,0.10296794064118718,2
g407s__tu_binned,-0.06320345658989004,2.0,2.0,8864,0.16562032884902841,0.11484657039711191,3
g407s__tu_binned,-0.15052082201204955,3.0,5.0,10522,0.19659940209267562,0.12402585059874549,4
g407s__tu_binned,-0.2767939438981486,6.0,31.0,3757,0.07019805680119581,0.1384083044982699,5
ENG-franchise_binned,-0.04165218650095262,0.0,0.0,19197,0.3586883408071749,0.11267385528988905,1
ENG-franchise_binned,0.02390153213597024,1.0,1.0,34323,0.6413116591928251,0.1062844156979285,2
at24s__tu_binned,-0.019921545966778413,0.0,2.0,39251,0.7333893871449926,0.1105194772107717,1
at24s__tu_binned,0.031315633338227365,3.0,3.0,3959,0.07397234678624813,0.10558221773175044,2
at24s__tu_binned,0.06625579284851117,4.0,52.0,10310,0.19263826606875933,0.1023278370514064,3
rp01s__tu_binned,0.029163981101890224,0.0,0.0,47048,0.8790732436472347,0.10578558068355721,1
rp01s__tu_binned,-0.19431611693360876,1.0,5.0,6472,0.12092675635276533,0.1288627935723115,2
in21s__tu_binned,-0.06374547783766997,0.0,25.0,33768,0.6309417040358745,0.11490168206586117,1
in21s__tu_binned,-0.03723960446935731,26.0,34.0,4455,0.08323991031390135,0.1122334455667789,2
in21s__tu_binned,0.053333909090964075,35.0,53.0,6646,0.12417787742899851,0.10352091483599157,3
in21s__tu_binned,0.25956675332382845,54.0,456.0,8651,0.16164050822122572,0.08588602473702463,4
ENG-bk_binned,-0.05354913832814019,0.0,0.0,42145,0.7874626307922272,0.11386878633289833,1
ENG-bk_binned,0.2209458130878866,1.0,1.0,11375,0.2125373692077728,0.08896703296703297,2
bc97a__tu_binned,-0.03992464245687438,0.0,3.0,39884,0.7452167414050822,0.11250125363554307,1
bc97a__tu_binned,0.0999152524170618,4.0,104.0,4150,0.07754110612855007,0.09927710843373494,2
bc97a__tu_binned,0.1354822708346711,105.0,105013.0,9486,0.1772421524663677,0.0961416824794434,3
addrprevioustimenewest__ln_binned,-0.06619620401557887,1.0,10.0,33608,0.6279521674140508,0.1151511544870269,1
addrprevioustimenewest__ln_binned,-0.06323755300644109,11.0,20.0,4101,0.07662556053811659,0.11485003657644477,2
addrprevioustimenewest__ln_binned,0.03369445859308293,21.0,30.0,2781,0.05196188340807175,0.10535778496943546,3
addrprevioustimenewest__ln_binned,0.08731946350516118,31.0,65.0,5866,0.10960388639760837,0.1004091374019775,4
addrprevioustimenewest__ln_binned,0.21013393201167221,66.0,143.0,4452,0.08318385650224215,0.08984725965858041,5
addrprevioustimenewest__ln_binned,0.49179087458223447,144.0,523.0,2712,0.050672645739910316,0.06932153392330384,6
trv01__tu_binned,-0.08708614410940888,1.0,1.0,35943,0.6715807174887892,0.1172968310936761,1
trv01__tu_binned,0.05562134263325467,2.0,15.0,5440,0.10164424514200299,0.10330882352941176,2
trv01__tu_binned,0.2694708273780273,16.0,999.0,12137,0.22677503736920776,0.08511164208618274,3
s068b__tu_binned,0.09877763393187325,0.0,0.0,6601,0.12333707025411061,0.09937888198757763,1
s068b__tu_binned,-0.013299779289979238,1.0,28.0,46919,0.8766629297458894,0.1098702018372088,2
in34s__tu_binned,0.24752029049201477,0.0,60.0,4710,0.08800448430493274,0.08683651804670912,1
in34s__tu_binned,0.14077205131026305,61.0,75.0,3104,0.05799701046337818,0.09568298969072164,2
in34s__tu_binned,0.08412661697244408,76.0,84.0,3009,0.0562219730941704,0.10069790628115653,3
in34s__tu_binned,-0.03958070678398888,85.0,589.0,42697,0.7977765321375186,0.1124669180504485,4
addronfilecount__ln_binned,0.06523257982062908,0.0,6.0,22173,0.41429372197309416,0.10242186442971181,1
addronfilecount__ln_binned,-0.007597402550100706,7.0,10.0,16073,0.3003176382660688,0.10931375598830337,2
addronfilecount__ln_binned,-0.015142359168056145,11.0,15.0,10686,0.19966367713004485,0.11005053340819765,3
addronfilecount__ln_binned,-0.22460785430810104,16.0,42.0,4588,0.08572496263079223,0.1323016564952049,4
linka053__tu_binned,-0.05983512090690794,0.0,1093.0,29239,0.5463191330343796,0.11450460002052054,1
linka053__tu_binned,0.07598781178824429,1094.0,99999.0,24281,0.4536808669656203,0.10143733783616819,2
fi101s__tu_binned,0.25363769727952884,0.0,51.0,3312,0.06188340807174888,0.08635265700483091,1
fi101s__tu_binned,0.05313521975478917,52.0,1602.0,3786,0.07073991031390134,0.10353935552033809,2
fi101s__tu_binned,0.04609852071207834,1603.0,9325.0,7534,0.14076980568011957,0.10419431908680647,3
fi101s__tu_binned,-0.032965282789350306,9326.0,291954.0,38888,0.7266068759342302,0.11180826990331208,4
fi36s__tu_binned,-0.08865363932386042,0.0,2.0,31943,0.5968423019431988,0.11745922424318317,1
fi36s__tu_binned,-0.07131554686789436,3.0,8.0,3458,0.06461136023916293,0.1156737998843262,2
fi36s__tu_binned,0.1204494181153769,9.0,58.0,7665,0.14321748878923768,0.0974559686888454,3
fi36s__tu_binned,0.2424510097528009,59.0,999.0,10454,0.1953288490284006,0.08723933422613354,4
linkf098__tu_binned,-0.004830275429171204,0.0,1.0,48714,0.9102017937219731,0.1090446278277292,1
linkf098__tu_binned,0.05002340305367195,2.0,178.0,4806,0.08979820627802691,0.10382854764877236,2
linka006__tu_binned,0.3401601219951001,0.0,1.0,6331,0.11829222720478326,0.07976622966356026,1
linka006__tu_binned,0.2646793518583016,2.0,2.0,4995,0.09332959641255606,0.08548548548548549,2
linka006__tu_binned,0.13874489433893908,3.0,3.0,4298,0.08030642750373693,0.09585853885528153,3
linka006__tu_binned,0.13441680550609522,4.0,4.0,3824,0.07144992526158446,0.09623430962343096,4
linka006__tu_binned,-0.019982005767991452,5.0,6.0,5881,0.10988415545590434,0.11052542084679476,5
linka006__tu_binned,-0.08579924561649835,7.0,8.0,4259,0.07957772795216742,0.1171636534397746,6
linka006__tu_binned,-0.11006448186403019,9.0,10.0,3300,0.061659192825112105,0.11969696969696969,7
linka006__tu_binned,-0.14877919791187028,11.0,162.0,20632,0.38550074738415546,0.12383675843350135,8
fi25s__tu_binned,-0.04207335944810275,0.0,0.0,43756,0.8175635276532137,0.11271597038120486,1
fi25s__tu_binned,0.20796745665465488,1.0,4.0,9764,0.18243647234678625,0.090024580090127,2
addrinputsubjectcount__ln_binned,0.06142049715933469,0.0,2.0,16337,0.30525037369207775,0.10277284691191774,1
addrinputsubjectcount__ln_binned,-0.010845177486050343,3.0,3.0,7954,0.1486173393124066,0.10963037465426201,2
addrinputsubjectcount__ln_binned,-0.024671804950730118,4.0,82.0,11668,0.2180119581464873,0.11098731573534454,3
addrinputsubjectcount__ln_binned,-0.03384516044979357,83.0,83.0,17561,0.3281203288490284,0.11189567792266955,4
g251c__tu_binned,0.15416576442601043,0.0,0.0,6728,0.1257100149476831,0.09453032104637336,1
g251c__tu_binned,0.07703818478668935,1.0,1.0,8348,0.15597907324364724,0.10134163871586009,2
g251c__tu_binned,0.056760904738078946,2.0,2.0,7742,0.14465620328849027,0.10320330663911134,3
g251c__tu_binned,-0.06447822586506995,3.0,53.0,30702,0.5736547085201794,0.11497622304735848,4
inquiryshortterm12month__ln_binned,0.10226597129615325,0.0,0.0,42234,0.7891255605381166,0.09906710233461193,1
inquiryshortterm12month__ln_binned,-0.3242150912886618,1.0,1.0,11286,0.21087443946188342,0.14416090731880205,2
g095s__tu_binned,-0.07877017428517791,0.0,0.0,36019,0.6730007473841555,0.11643854632277409,1
g095s__tu_binned,0.17937234642511551,1.0,119.0,17501,0.32699925261584456,0.09239472030169704,2
s209a__tu_binned,-0.024044017278169315,0.0,14.0,41280,0.7713004484304933,0.11092538759689922,1
s209a__tu_binned,0.003992475921883699,15.0,29.0,6239,0.11657324364723468,0.10819041513062991,2
s209a__tu_binned,0.1264148800129348,30.0,44.0,3260,0.0609118086696562,0.09693251533742331,3
s209a__tu_binned,0.2338816911167173,45.0,83.0,2741,0.05121449925261584,0.08792411528639182,4
inquirynonshortterm12month__ln_binned,0.2809870453853494,0.0,0.0,19473,0.36384529147982064,0.08421917526832023,1
inquirynonshortterm12month__ln_binned,-0.1364677189689079,1.0,1.0,34047,0.6361547085201794,0.1225071225071225,2
