indicator,mean_train_actual,mean_prod_actual,min_date,max_date,days_delinquent,days_total
DQ15_7,0.15675389902194026,0.4360313315926893,2021-10,2022-02,15,210
DQ15_8,0.18054454136928363,0.4751958224543081,2021-10,2022-02,15,240
DQ15_9,0.2027491408934708,0.5143603133159269,2021-10,2022-02,15,270
DQ15_10,0.22098863335976737,0.556135770234987,2021-10,2022-02,15,300
DQ15_11,0.24054982817869416,0.5796344647519582,2021-10,2022-02,15,330
DQ15_12,0.2627544277028813,0.6057441253263708,2021-10,2022-02,15,360
DQ15_13,0.2796722178165477,0.6266318537859008,2021-10,2022-02,15,390
DQ15_14,0.2963256674596881,0.6449086161879896,2021-10,2022-02,15,420
DQ15_15,0.30927835051546393,0.6631853785900783,2021-10,2022-02,15,450
DQ15_16,0.3232883954533439,0.6945169712793734,2021-10,2022-02,15,480
DQ15_17,0.3372984403912239,0.7075718015665796,2021-10,2022-02,15,510
DQ15_18,0.35051546391752575,0.7127937336814621,2021-10,2022-02,15,540
DQ15_19,0.3679619349722443,0.7154046997389034,2021-10,2022-02,15,570
DQ15_20,0.3838223632038065,0.7336814621409922,2021-10,2022-02,15,600
DQ15_21,0.39624636531853025,0.7441253263707572,2021-10,2022-02,15,630
DQ15_22,0.408406026962728,0.7545691906005222,2021-10,2022-02,15,660
DQ15_23,0.41712926249008725,0.783289817232376,2021-10,2022-02,15,690
DQ15_24,0.4261168384879725,0.7859007832898173,2021-10,2022-02,15,720
DQ30_1,0.000528680941052075,0.0,2021-10,2022-02,30,30
DQ30_2,0.0031720856463124504,0.03655352480417755,2021-10,2022-02,30,60
DQ30_3,0.007401533174729051,0.09399477806788512,2021-10,2022-02,30,90
DQ30_4,0.0169177901136664,0.12010443864229765,2021-10,2022-02,30,120
DQ30_5,0.027491408934707903,0.1618798955613577,2021-10,2022-02,30,150
DQ30_6,0.04097277293153582,0.20365535248041775,2021-10,2022-02,30,180
DQ30_7,0.05392545598731166,0.2506527415143603,2021-10,2022-02,30,210
DQ30_8,0.06212001057361882,0.31070496083550914,2021-10,2022-02,30,240
DQ30_9,0.07005022468939995,0.34986945169712796,2021-10,2022-02,30,270
