feature,flt_eval_metric_train,flt_eval_metric_valid,flt_score_to_beat,performance,helped,description
intscore__ln,0.8722979101281612,0.7447206893924104,0.7561604699900316,-0.0114397805976211,0,LN score
fltgrossmonthly__income_sum,0.9010581486985464,0.7457133907386226,0.7561604699900316,-0.0104470792514089,0,Total income
pti__app,0.889492184744527,0.7512762972040604,0.7561604699900316,-0.0048841727859711,0,Payment to income
intopenbktype__app,0.8974584105915682,0.7513226070372327,0.7561604699900316,-0.0048378629527988,0,BK Type
st45s__tu,0.8653075911470536,0.7522232627487838,0.7561604699900316,-0.0039372072412477,0,Months since oldest student loan in repayment trade opened
bankruptcystatus__ln,0.9011509699743474,0.7526395463760958,0.7561604699900316,-0.0035209236139358,0,Indicates status of most recent bankruptcy filing on file showing the subject as debtor
bankruptcychapter__ln,0.8851993775452809,0.7527344275889531,0.7561604699900316,-0.0034260424010784,0,"Indicates bankruptcy chapter of most recent bankruptcy case filing on file showing the subject as debtor, if the bankruptcy is a Chapter 7 or Chapter 13 bankruptcy"
in20s__tu,0.868580603335036,0.7527585645838413,0.7561604699900316,-0.0034019054061903,0,Months since oldest installment trade opened
bkc315__tu,0.894765371091092,0.7528211893657075,0.7561604699900316,-0.003339280624324,0,Number of months since Max Total Open-to-Buy for Bankcard accounts
s071a__tu,0.8789237126092377,0.7528596840687299,0.7561604699900316,-0.0033007859213016,0,Number of third party collections opened in past 36 months
dealerstate__app,0.8831147948773235,0.7529231941042769,0.7561604699900316,-0.0032372758857547,0,Dealer State
confirmationinputaddress__ln,0.8881264499179518,0.7529984268350489,0.7561604699900316,-0.0031620431549826,0,Indicates input address is confirmed by records on file
se36s__tu,0.8901991072888961,0.7530560582328724,0.7561604699900316,-0.0031044117571592,0,Months since most recent secured installment delinquency
linkf086__tu,0.8816282014647328,0.7530627806280104,0.7561604699900316,-0.0030976893620212,0,Number of inquiries within last 6 months
linkf055__tu,0.8827813625029522,0.7530969458872504,0.7561604699900316,-0.0030635241027812,0,Number of lenders / locations with inquiries or trades all time STOREFRONT LENDER
linkf197__tu,0.8938644734701546,0.7531061165620991,0.7561604699900316,-0.0030543534279324,0,Total Good ACH events
rtdex01__tu,0.8888340954221439,0.7531131570952785,0.7561604699900316,-0.0030473128947531,0,Annual year-over-year retail spend index
addrinputmatchindex__ln,0.8974457434543887,0.753127051428439,0.7561604699900316,-0.0030334185615925,0,Index indicating if the input address matches the current or historical address on file
linkf040__tu,0.8776091915013016,0.7531600617082677,0.7561604699900316,-0.0030004082817639,0,Number of lenders / locations with inquiries or trades all time ONLINE LENDER
st29s__tu,0.8970489927011015,0.7531886595517814,0.7561604699900316,-0.0029718104382502,0,Number of open student loan trades with balance > $0 verified in past 12 months
ret319__tu,0.9006896012451611,0.7532588159059781,0.7561604699900316,-0.0029016540840535,0,Max Total Open-to-Buy for Retail accounts over the past 24 months
