iter	Passed	Remaining
0	110	110660
1	169	84406
2	223	74430
3	280	69795
4	334	66625
5	390	64639
6	444	63101
7	501	62246
8	557	61388
9	611	60513
10	667	60026
11	727	59872
12	788	59888
13	840	59191
14	895	58775
15	951	58487
16	1009	58355
17	1061	57900
18	1114	57562
19	1169	57325
20	1219	56864
21	1270	56486
22	1322	56174
23	1377	56015
24	1428	55707
25	1477	55333
26	1527	55039
27	1579	54841
28	1632	54652
29	1683	54427
30	1734	54209
31	1790	54148
32	1846	54107
33	1897	53908
34	1948	53723
35	1999	53541
36	2055	53492
37	2109	53415
38	2164	53327
39	2220	53296
40	2269	53089
41	2325	53042
42	2382	53027
43	2436	52939
44	2495	52952
45	2543	52754
46	2596	52653
47	2656	52680
48	2708	52569
49	2757	52394
50	2811	52310
51	2870	52336
52	2927	52302
53	2976	52151
54	3032	52112
55	3086	52022
56	3138	51915
57	3190	51824
58	3241	51696
59	3293	51599
60	3343	51460
61	3399	51428
62	3449	51310
63	3506	51280
64	3555	51144
65	3612	51127
66	3668	51079
67	3722	51022
68	3770	50868
69	3826	50835
70	3883	50813
71	3938	50768
72	3995	50743
73	4048	50665
74	4102	50591
75	4156	50532
76	4209	50460
77	4262	50379
78	4320	50374
79	4371	50268
80	4428	50246
81	4478	50136
82	4534	50092
83	4588	50039
84	4640	49954
85	4695	49901
86	4750	49856
87	4807	49820
88	4868	49829
89	4925	49800
90	4977	49718
91	5030	49644
92	5086	49607
93	5143	49573
94	5200	49540
95	5251	49448
96	5303	49371
97	5360	49339
98	5415	49283
99	5470	49236
100	5525	49178
101	5581	49142
102	5638	49103
103	5691	49034
104	5749	49005
105	5806	48968
106	5863	48936
107	5916	48866
108	5968	48784
109	6020	48714
110	6075	48660
111	6130	48604
112	6184	48542
113	6235	48458
114	6292	48424
115	6347	48369
116	6402	48317
117	6452	48233
118	6504	48156
119	6556	48083
120	6608	48004
121	6665	47967
122	6722	47928
123	6772	47846
124	6825	47778
125	6882	47737
126	6937	47691
127	6987	47599
128	7037	47517
129	7092	47462
130	7143	47388
131	7201	47354
