iteration,feature,importance,train_score,valid_score,best_iteration
82,rt24s__tu,27.395959324025412,0.21040775373321577,0.28282390404611446,0
83,indexq1__tu,14.823124922644872,0.1917753387393131,0.28076347078831876,2
84,g406s__tu,9.718640880574856,0.18474964762360974,0.27557988621271745,8
85,au31s__tu,7.833587603847707,0.18965726991468698,0.2767427066363266,4
86,linkf038__tu,12.657956672235851,0.21157555814727314,0.2825018734568868,2
87,g221b__tu,25.29412905628493,0.2039575161653934,0.28063533549715036,0
88,rp01s__tu,44.309528161947654,0.20790952204147692,0.2802314035668943,1
89,g407s__tu,15.311741536837813,0.1957212767645056,0.2808733981349162,3
90,g415s__tu,29.372708637224,0.2025292951138238,0.2812594080346479,1
91,rev14__tu,15.516954533680222,0.19609141986431203,0.27963103487077395,6
92,revs904__tu,33.54963595394216,0.21729531229278487,0.2832913652261788,0
93,linka052__tu,5.402026678178522,0.1649927415074206,0.2822198425173845,10
94,linkf071__tu,18.62983975192662,0.2105034347238187,0.28093471378608686,1
95,g219b__tu,6.870749177281175,0.16717402919405766,0.2788590631970047,13
96,rev162__tu,32.59260418873213,0.20762298484425473,0.28124203397626524,0
97,au204s__tu,40.92011850010042,0.2122131025522479,0.2838523415290378,0
98,g416s__tu,36.039176164494364,0.20581373945678083,0.2852035780669141,0
99,trv06__tu,13.110468009046983,0.19913668973141788,0.2850218211837694,3
100,g020s__tu,19.967793036699707,0.22187533916952598,0.2830409455093096,1
