indicator,mean_train_actual,mean_prod_actual,min_date,max_date,days_delinquent,days_total
DQ15_4,0.09775155477595279,0.34156378600823045,2021-10,2022-02,15,120
DQ15_5,0.13203635783766546,0.4218106995884774,2021-10,2022-02,15,150
DQ15_6,0.16307872216020836,0.4609053497942387,2021-10,2022-02,15,180
DQ15_7,0.19348322968160314,0.5205761316872428,2021-10,2022-02,15,210
DQ15_8,0.21995428692925104,0.5637860082304527,2021-10,2022-02,15,240
DQ15_9,0.24387391697230637,0.5946502057613169,2021-10,2022-02,15,270
DQ15_10,0.2672088449476426,0.6193415637860082,2021-10,2022-02,15,300
DQ15_11,0.29001222558868867,0.6419753086419753,2021-10,2022-02,15,330
DQ15_12,0.3099984053579971,0.6584362139917695,2021-10,2022-02,15,360
DQ15_13,0.331951310264179,0.6646090534979424,2021-10,2022-02,15,390
DQ15_14,0.34970499122946896,0.691358024691358,2021-10,2022-02,15,420
DQ15_15,0.3668739701270398,0.7037037037037037,2021-10,2022-02,15,450
DQ15_16,0.3823951522883113,0.7160493827160493,2021-10,2022-02,15,480
DQ15_17,0.39791633444958274,0.7325102880658436,2021-10,2022-02,15,510
DQ15_18,0.4111518630734067,0.7448559670781894,2021-10,2022-02,15,540
DQ15_19,0.4242279274969436,0.7489711934156379,2021-10,2022-02,15,570
DQ15_20,0.4371976824536225,0.7592592592592593,2021-10,2022-02,15,600
DQ15_21,0.44804124807314094,0.7757201646090535,2021-10,2022-02,15,630
DQ15_22,0.4583532663583692,0.7860082304526749,2021-10,2022-02,15,660
DQ15_23,0.4680274278424494,0.7962962962962963,2021-10,2022-02,15,690
DQ15_24,0.475362781055653,0.8045267489711934,2021-10,2022-02,15,720
DQ30_1,0.0001063094668580237,0.0,2021-10,2022-02,30,30
DQ30_2,0.004571307074895019,0.06172839506172839,2021-10,2022-02,30,60
DQ30_3,0.013926540158401106,0.13168724279835392,2021-10,2022-02,30,90
DQ30_4,0.025673736246212726,0.19135802469135801,2021-10,2022-02,30,120
DQ30_5,0.041992239408919364,0.23251028806584362,2021-10,2022-02,30,150
DQ30_6,0.05676925530218466,0.2777777777777778,2021-10,2022-02,30,180
DQ30_7,0.07143996172859193,0.3374485596707819,2021-10,2022-02,30,210
DQ30_8,0.085207037686706,0.3724279835390947,2021-10,2022-02,30,240
DQ30_9,0.09727316217509169,0.4074074074074074,2021-10,2022-02,30,270
DQ30_10,0.10933928666347738,0.43209876543209874,2021-10,2022-02,30,300
DQ30_11,0.12363790995588157,0.46502057613168724,2021-10,2022-02,30,330
DQ30_12,0.1372455217137086,0.47530864197530864,2021-10,2022-02,30,360
DQ30_13,0.15074682400467762,0.4876543209876543,2021-10,2022-02,30,390
DQ30_14,0.1640886620953596,0.5041152263374485,2021-10,2022-02,30,420
DQ30_15,0.17647371498431935,0.522633744855967,2021-10,2022-02,30,450
DQ30_16,0.1901344814755754,0.5411522633744856,2021-10,2022-02,30,480
DQ30_17,0.2027321532982512,0.5617283950617284,2021-10,2022-02,30,510
DQ30_18,0.2157019082549301,0.5905349794238683,2021-10,2022-02,30,540
DQ30_19,0.22792749694360281,0.6008230452674898,2021-10,2022-02,30,570
DQ30_20,0.24089725190028172,0.6193415637860082,2021-10,2022-02,30,600
DQ30_21,0.2528039121883804,0.6460905349794238,2021-10,2022-02,30,630
DQ30_22,0.26380694200818583,0.6646090534979424,2021-10,2022-02,30,660
DQ30_23,0.27411896029341415,0.6728395061728395,2021-10,2022-02,30,690
DQ30_24,0.2848030617126455,0.6893004115226338,2021-10,2022-02,30,720
DQ60_3,0.0019135704034444268,0.06378600823045268,2021-10,2022-02,60,90
DQ60_4,0.006378568011481423,0.08847736625514403,2021-10,2022-02,60,120
DQ60_5,0.012119279221814702,0.102880658436214,2021-10,2022-02,60,150
DQ60_6,0.02003933450273747,0.11728395061728394,2021-10,2022-02,60,180
DQ60_7,0.026843140381650987,0.14609053497942387,2021-10,2022-02,60,210
DQ60_8,0.03486950512943177,0.15432098765432098,2021-10,2022-02,60,240
DQ60_9,0.04146069207462925,0.1646090534979424,2021-10,2022-02,60,270
DQ60_10,0.04550045181523415,0.17078189300411523,2021-10,2022-02,60,300
DQ60_11,0.04954021155583905,0.17901234567901234,2021-10,2022-02,60,330
DQ60_12,0.057088183702758734,0.19753086419753085,2021-10,2022-02,60,360
DQ60_13,0.06511454845053952,0.2139917695473251,2021-10,2022-02,60,390
DQ60_14,0.0735661510657524,0.2551440329218107,2021-10,2022-02,60,420
DQ60_15,0.08180513474724924,0.28189300411522633,2021-10,2022-02,60,450
DQ60_16,0.089725190028172,0.3004115226337449,2021-10,2022-02,60,480
DQ60_17,0.09923988731196513,0.31893004115226337,2021-10,2022-02,60,510
DQ60_18,0.10928613193004837,0.3477366255144033,2021-10,2022-02,60,540
DQ60_19,0.12167118481900813,0.35802469135802467,2021-10,2022-02,60,570
DQ60_20,0.1313985010365173,0.38477366255144035,2021-10,2022-02,60,600
DQ60_21,0.14006272258544625,0.4094650205761317,2021-10,2022-02,60,630
DQ60_22,0.1496837293360974,0.4279835390946502,2021-10,2022-02,60,660
DQ60_23,0.15850741508531335,0.4382716049382716,2021-10,2022-02,60,690
DQ60_24,0.1667995535002392,0.448559670781893,2021-10,2022-02,60,720
DQ90_4,0.001488332536012332,0.06378600823045268,2021-10,2022-02,90,120
DQ90_5,0.004837080742040078,0.0720164609053498,2021-10,2022-02,90,150
DQ90_6,0.00919576888321905,0.08847736625514403,2021-10,2022-02,90,180
DQ90_7,0.01461755169297826,0.10493827160493827,2021-10,2022-02,90,210
DQ90_8,0.02003933450273747,0.11934156378600823,2021-10,2022-02,90,240
DQ90_9,0.02609897411364482,0.13168724279835392,2021-10,2022-02,90,270
DQ90_10,0.0309360548556849,0.13786008230452676,2021-10,2022-02,90,300
DQ90_11,0.03354063679370648,0.14609053497942387,2021-10,2022-02,90,330
DQ90_12,0.03625152819858608,0.16255144032921812,2021-10,2022-02,90,360
DQ90_13,0.04284271514378355,0.1748971193415638,2021-10,2022-02,90,390
DQ90_14,0.049752830489555096,0.19135802469135801,2021-10,2022-02,90,420
DQ90_15,0.05761973103704885,0.205761316872428,2021-10,2022-02,90,450
DQ90_16,0.06474246531653643,0.22633744855967078,2021-10,2022-02,90,480
DQ90_17,0.07138680699516292,0.24074074074074073,2021-10,2022-02,90,510
DQ90_18,0.07930686227608569,0.25308641975308643,2021-10,2022-02,90,540
DQ90_19,0.08807739329187264,0.25925925925925924,2021-10,2022-02,90,570
DQ90_20,0.09748578110880773,0.2674897119341564,2021-10,2022-02,90,600
DQ90_21,0.10572476479030457,0.2880658436213992,2021-10,2022-02,90,630
DQ90_22,0.11359166533779833,0.31069958847736623,2021-10,2022-02,90,660
DQ90_23,0.12214957741986925,0.31893004115226337,2021-10,2022-02,90,690
DQ90_24,0.12937862116621485,0.3230452674897119,2021-10,2022-02,90,720
