indicator,mean_train_actual,mean_prod_actual,min_date,max_date,days_delinquent,days_total
DQ1_1,0.1924201350130229,0.00411522633744856,2021-10,2022-02,1,30
DQ1_2,0.3564556423749535,0.43004115226337447,2021-10,2022-02,1,60
DQ1_3,0.4720140328496253,0.5699588477366255,2021-10,2022-02,1,90
DQ1_4,0.5540849412640195,0.6934156378600823,2021-10,2022-02,1,120
DQ1_5,0.6163822888428214,0.7510288065843621,2021-10,2022-02,1,150
DQ1_6,0.659171849253176,0.7901234567901234,2021-10,2022-02,1,180
DQ1_7,0.6914899271780152,0.8353909465020576,2021-10,2022-02,1,210
DQ1_8,0.7182267580928081,0.8497942386831275,2021-10,2022-02,1,240
DQ1_9,0.7417211502684314,0.8703703703703703,2021-10,2022-02,1,270
DQ1_10,0.7581991176314251,0.8806584362139918,2021-10,2022-02,1,300
DQ1_11,0.7728698240578323,0.9032921810699589,2021-10,2022-02,1,330
DQ1_12,0.784351246478499,0.9074074074074074,2021-10,2022-02,1,360
DQ1_13,0.7953011215648753,0.9156378600823045,2021-10,2022-02,1,390
DQ1_14,0.8052942114495296,0.9279835390946503,2021-10,2022-02,1,420
DQ1_15,0.8140647424653166,0.9279835390946503,2021-10,2022-02,1,450
DQ1_16,0.8200712273427949,0.9300411522633745,2021-10,2022-02,1,480
DQ1_17,0.8261308669537022,0.9300411522633745,2021-10,2022-02,1,510
DQ1_18,0.8307021740285973,0.9382716049382716,2021-10,2022-02,1,540
DQ1_19,0.8359113379046405,0.9382716049382716,2021-10,2022-02,1,570
DQ1_20,0.8399510976452453,0.9403292181069959,2021-10,2022-02,1,600
DQ1_21,0.8435124647849891,0.9465020576131687,2021-10,2022-02,1,630
DQ1_22,0.8470738319247328,0.9506172839506173,2021-10,2022-02,1,660
DQ1_23,0.8509009727316218,0.9526748971193416,2021-10,2022-02,1,690
DQ1_24,0.8536650188699304,0.9547325102880658,2021-10,2022-02,1,720
DQ15_1,0.008238983681496836,0.0,2021-10,2022-02,15,30
DQ15_2,0.032264923191410194,0.11934156378600823,2021-10,2022-02,15,60
DQ15_3,0.06394514431510126,0.23251028806584362,2021-10,2022-02,15,90
