bigAccountId,bigDealerId,week_of_month,application_date,dtmFunded,dtmNonAccrual,intterm,open_bk_type,first_pmt_date,paymentsmade,Tier,DebtorState,AmtFinanced,OriginalInterestRate,fltAPRCurrent,MaxFico,intBeaconScore,mnyReserve,mnyDiscount,Early_Pay_Delinquency_15_120,Early_Pay_Delinquency_30_120,Early_Pay_Default_15_120,Early_Pay_Default_30_120,LoanStatus,ChargeOff_Severity,GEN11_ExpectedNetLoss,GEN11_ECNL,GEN12_ExpectedNetLoss,GEN12_ECNL,GEN12_ECNL_mod,DL_ExpectedNetLoss,DL_ECNL,origination_model
8070521,4921,3,13-08-2024,15-08-2024,NULL,72,NULL,13-09-2024,NULL,C,NJ,25595.9,0.269,0.269,447,447,850.25,2114,0,0,0,0,A,NULL,4511.277375,0.17625,7798.993942,0.304697,0.129109,NULL,NULL,gen11
8070883,7433,3,14-08-2024,15-08-2024,NULL,48,NULL,13-09-2024,NULL,B,KY,16967,0.2089,0.2089,613,613,0,928,0,0,0,0,A,NULL,1200.941227,0.070781,3220.370534,0.189802,0.080425,NULL,NULL,gen11
8069837,7207,3,13-08-2024,15-08-2024,NULL,60,NULL,27-09-2024,NULL,B,OR,17314.16,0.2458,0.2458,565,565,434.28,928,0,0,0,0,A,NULL,5379.197857,0.310682,3734.473856,0.215689,0.091394,NULL,NULL,gen11
8068521,5457,3,13-08-2024,15-08-2024,NULL,66,NULL,14-09-2024,NULL,D,VA,15995.27,0.2715,0.2715,606,606,478.63,2254,0,0,0,0,A,NULL,2211.905912,0.138285,4953.991043,0.309716,0.131236,NULL,NULL,gen11
8068787,5994,3,13-08-2024,15-08-2024,NULL,72,NULL,12/9/2024,NULL,B,NC,34999.84,0.2456,0.2456,525,525,2248.34,1528,0,0,0,0,A,NULL,8247.467297,0.235643,6371.895871,0.182055,0.077142,NULL,NULL,gen11
8072090,4316,3,14-08-2024,15-08-2024,NULL,72,7,28-09-2024,NULL,B,NV,26036.47,0.2412,0.2412,521,521,1620.36,928,0,0,0,0,A,NULL,2108.95407,0.081,4699.192288,0.180485,0.076477,NULL,NULL,gen12
8072690,5256,3,14-08-2024,15-08-2024,NULL,72,NULL,28-09-2024,NULL,D,NC,25550.4,0.26,0.26,492,492,0,3182,0,0,0,0,A,NULL,4381.203739,0.171473,8554.427222,0.334806,0.141867,NULL,NULL,gen12
8065953,5220,3,12/8/2024,15-08-2024,NULL,72,NULL,26-09-2024,NULL,A,NC,28130.97,0.1813,0.1813,451,451,0,778,0,0,0,0,A,NULL,3203.357947,0.113873,2665.972027,0.09477,0.040157,NULL,NULL,gen11
8065636,7418,3,12/8/2024,15-08-2024,NULL,72,NULL,11/9/2024,NULL,C,NC,20515.97,0.259,0.259,555,555,0,1959,0,0,0,0,A,NULL,3575.543768,0.174281,5906.116928,0.287879,0.121983,NULL,NULL,gen11
8064110,6636,3,10/8/2024,15-08-2024,NULL,72,NULL,26-09-2024,NULL,A1,CA,21098.82,0.16,0.16,406,406,1180.37,283,0,0,0,0,A,NULL,1472.001375,0.069767,447.527071,0.021211,0.008988,NULL,NULL,gen12
8067728,2294,3,12/8/2024,15-08-2024,NULL,72,7,12/9/2024,NULL,A1,MI,34520.4,0.1634,0.1634,574,574,1058.4,598,0,0,0,0,A,NULL,2796.1524,0.081,1154.500258,0.033444,0.014171,NULL,NULL,gen11
8066807,6003,3,12/8/2024,15-08-2024,NULL,60,NULL,11/9/2024,NULL,D,MO,19899,0.2715,0.2715,589,589,529.62,2047,0,0,0,0,A,NULL,2376.696762,0.119438,6456.608631,0.324469,0.137487,NULL,NULL,gen11
8061443,218,3,9/8/2024,15-08-2024,NULL,72,NULL,26-09-2024,NULL,B,AZ,21152.82,0.2636,0.2636,522,522,1348.2,1228,0,0,0,0,A,NULL,2696.244201,0.127465,4015.545585,0.189835,0.080439,NULL,NULL,gen11
8061765,1716,3,9/8/2024,15-08-2024,NULL,48,NULL,23-09-2024,NULL,C,UT,13334.4,0.269,0.269,523,523,261.41,884,0,0,0,0,A,NULL,2374.109914,0.178044,3452.142816,0.25889,0.109699,NULL,NULL,gen12
8059752,7481,3,9/8/2024,15-08-2024,NULL,72,NULL,8/9/2024,NULL,B,VA,28686.83,0.2455,0.2455,602,602,1842.12,928,0,0,0,0,A,NULL,2457.11305,0.085653,5350.294603,0.186507,0.079029,NULL,NULL,gen11
8059598,752,3,8/8/2024,15-08-2024,NULL,72,NULL,8/9/2024,NULL,B,AZ,22980.14,0.2566,0.2566,513,513,0,928,0,0,0,0,A,NULL,3570.378392,0.155368,5653.711924,0.246026,0.104248,NULL,NULL,gen11
8058542,1470,3,8/8/2024,15-08-2024,NULL,72,7,22-09-2024,NULL,B,CO,22136.29,0.21,0.21,549,549,540.79,1272,0,0,0,0,A,NULL,2244.59767,0.101399,3367.593798,0.15213,0.064462,NULL,NULL,gen11
8056326,7636,3,7/8/2024,15-08-2024,NULL,72,NULL,24-09-2024,NULL,B,FL,15588.82,0.2383,0.2383,542,542,218.23,928,0,0,0,0,A,NULL,3570.276267,0.229028,3514.016216,0.225419,0.095516,NULL,NULL,gen11
8057829,5290,3,8/8/2024,15-08-2024,NULL,72,NULL,22-09-2024,NULL,B,OH,21988.71,0.24,0.24,506,506,379.01,928,0,0,0,0,A,NULL,3380.830129,0.153753,5164.79616,0.234884,0.099527,NULL,NULL,gen11
8056733,5688,3,7/8/2024,15-08-2024,NULL,72,NULL,6/9/2024,NULL,B,UT,19118.11,0.2584,0.2584,590,590,1246.9,1228,0,0,0,0,A,NULL,6082.656114,0.318162,4336.713836,0.226838,0.096118,NULL,NULL,gen11
8056477,5162,3,7/8/2024,15-08-2024,NULL,72,NULL,7/9/2024,NULL,A,GA,28230.63,0.2145,0.2145,522,522,1742.83,778,0,0,0,0,A,NULL,3207.366566,0.113613,3481.203677,0.123313,0.052251,NULL,NULL,gen11
8055968,3321,3,7/8/2024,15-08-2024,NULL,72,7,23-09-2024,NULL,B,OH,34215.25,0.25,0.25,570,570,1753.92,928,0,0,0,0,A,NULL,8022.449668,0.23447,7572.792852,0.221328,0.093783,NULL,NULL,gen11
8055395,3050,3,7/8/2024,15-08-2024,NULL,72,NULL,20-09-2024,NULL,B,UT,16745.56,0.2435,0.2435,477,477,461.66,1528,0,0,0,0,A,NULL,2392.588867,0.142879,3560.290257,0.212611,0.090089,NULL,NULL,gen12
8053843,6703,3,6/8/2024,15-08-2024,NULL,72,7,22-09-2024,NULL,D,ID,34908.94,0.2939,0.2939,572,553,1157.18,2718,0,0,0,0,A,NULL,8446.008579,0.241944,12111.1331,0.346935,0.147006,NULL,NULL,gen11
8053958,7982,3,6/8/2024,15-08-2024,NULL,72,NULL,11/9/2024,NULL,B,CA,20697.07,0.238,0.238,NULL,NULL,0,928,0,0,0,0,A,NULL,2167.769718,0.104738,3893.574203,0.188122,0.079713,NULL,NULL,gen11
8054185,6832,3,6/8/2024,15-08-2024,NULL,72,13,5/9/2024,NULL,B,VA,30326.13,0.2211,0.2211,584,584,1888.49,928,0,0,0,0,A,NULL,3370.021522,0.111126,4701.186999,0.155021,0.065687,NULL,NULL,gen12
8053741,577,3,6/8/2024,15-08-2024,NULL,72,NULL,21-09-2024,NULL,C,MD,26174.34,0.24,0.24,503,503,0,2644,0,0,0,0,A,NULL,4150.962406,0.158589,7354.20431,0.28097,0.119055,NULL,NULL,gen11
7940888,5155,3,17-06-2024,15-08-2024,NULL,72,13,12/9/2024,NULL,A,MI,26298.9,0.1924,0.1924,684,681,0,403,0,0,0,0,A,NULL,1489.017419,0.056619,1857.596503,0.070634,0.04552,NULL,NULL,gen11
7958606,6605,3,25-06-2024,15-08-2024,NULL,72,13,25-09-2024,NULL,B,GA,27998.16,0.25,0.25,524,524,1548.29,226,0,0,0,0,A,NULL,2508.607138,0.089599,2375.223904,0.084835,0.058701,NULL,NULL,gen11
7923936,6251,3,10/6/2024,15-08-2024,NULL,72,7,19-09-2024,NULL,D,MI,14792.04,0.25,0.25,604,547,0,1885,0,0,0,0,A,NULL,2485.891074,0.168056,2757.606057,0.186425,0.120142,NULL,NULL,gen11
7974905,2356,3,2/7/2024,15-08-2024,NULL,72,13,19-08-2024,1,B,IL,23994.03,0.2695,0.2695,549,549,1541.74,928,0,0,0,0,A,NULL,2387.381991,0.099499,2814.235785,0.117289,0.081158,NULL,NULL,gen12
7972168,8065,3,1/7/2024,15-08-2024,NULL,72,NULL,25-09-2024,NULL,B,WA,13120.1,0.2324,0.2324,NULL,NULL,0,1058,0,0,0,0,A,NULL,1203.533013,0.091732,1688.674951,0.128709,0.08906,NULL,NULL,gen11
7968765,2836,3,29-06-2024,15-08-2024,NULL,72,7,14-08-2024,3,B,GA,34583.23,0.25,0.25,558,558,1916.71,467,0,0,0,0,A,NULL,6575.30952,0.19013,3199.744189,0.092523,0.064021,NULL,NULL,gen12
7987241,7736,3,9/7/2024,15-08-2024,NULL,66,NULL,9/9/2024,NULL,B,FL,16991.69,0.2549,0.2549,509,482,991.91,1228,0,0,0,0,A,NULL,1896.765363,0.111629,1669.620451,0.098261,0.067992,NULL,NULL,gen11
7991287,5728,3,10/7/2024,15-08-2024,NULL,72,13,26-09-2024,NULL,A,IN,19684.94,0.1924,0.1924,596,596,0,149,0,0,0,0,A,NULL,913.9914491,0.046431,3661.950018,0.186028,0.119885,NULL,NULL,gen11
8012236,2136,3,19-07-2024,15-08-2024,NULL,72,7,23-09-2024,NULL,B,IL,20607.11,0.2324,0.2324,515,505,638.06,730,0,0,0,0,A,NULL,1939.747264,0.09413,11772.4298,0.57128,0.242068,NULL,NULL,gen11
8009287,2612,3,18-07-2024,15-08-2024,NULL,72,7,24-09-2024,NULL,C,VA,29742.85,0.2674,0.2674,526,526,958.61,1823,0,0,0,0,A,NULL,4441.856705,0.149342,10218.60226,0.343565,0.145578,NULL,NULL,gen11
8023848,791,3,24-07-2024,15-08-2024,NULL,63,NULL,1/9/2024,NULL,C,IL,16113.48,0.2595,0.2595,579,579,94.82,1024,0,0,0,0,A,NULL,2315.523189,0.143701,7924.980074,0.491823,0.208399,NULL,NULL,gen11
8025176,8036,3,25-07-2024,15-08-2024,NULL,72,NULL,26-08-2024,NULL,B,FL,22685.65,0.2383,0.2383,440,440,429.41,716,0,0,0,0,A,NULL,2261.464392,0.099687,4409.364419,0.194368,0.12526,NULL,NULL,gen11
8030159,1284,3,26-07-2024,15-08-2024,NULL,72,NULL,10/9/2024,NULL,D,IL,28536.04,0.2887,0.2887,577,533,940.97,2418,0,0,0,0,A,NULL,5276.199652,0.184896,9060.934637,0.317526,0.134545,NULL,NULL,gen11
8029872,5728,3,26-07-2024,15-08-2024,NULL,60,NULL,9/9/2024,NULL,B,IN,18452.7,0.2299,0.2299,541,541,136.5,928,0,0,0,0,A,NULL,1948.660478,0.105603,3665.370517,0.198636,0.128011,NULL,NULL,gen11
8045503,5366,3,2/8/2024,15-08-2024,NULL,66,NULL,4/9/2024,NULL,C,OH,20052.92,0.25,0.25,531,531,0,2263,0,0,0,0,A,NULL,2497.370604,0.124539,5911.07944,0.294774,0.124904,NULL,NULL,gen11
8044064,791,3,2/8/2024,15-08-2024,NULL,72,NULL,1/9/2024,NULL,B,IL,34902.54,0.2694,0.2694,458,458,1055.88,928,0,0,0,0,A,NULL,13279.26469,0.380467,8951.245019,0.256464,0.108671,NULL,NULL,gen11
8042355,7501,3,1/8/2024,15-08-2024,NULL,72,NULL,29-09-2024,NULL,B,TX,34725,0.196,0.196,463,428,0,3284,0,0,0,0,A,NULL,6015.099225,0.173221,7193.665725,0.207161,0.08778,NULL,NULL,gen12
8046310,2359,3,2/8/2024,15-08-2024,NULL,72,NULL,16-09-2024,NULL,B,NV,35000,0.2607,0.2607,613,613,2227.68,928,0,0,0,0,A,NULL,3053.435,0.087241,6573.56,0.187816,0.079583,NULL,NULL,gen12
8046819,5501,3,3/8/2024,15-08-2024,NULL,72,7,4/9/2024,NULL,C,IL,21329.03,0.259,0.259,517,517,700.06,2099,0,0,0,0,A,NULL,3796.929934,0.178017,6787.067978,0.318208,0.134834,NULL,NULL,gen11
8031555,6171,3,27-07-2024,15-08-2024,NULL,72,NULL,10/9/2024,NULL,C,ID,28135,0.2904,0.2904,565,563,929.38,2138,0,0,0,0,A,NULL,6803.408755,0.241813,5036.699565,0.179019,0.115369,NULL,NULL,gen12
8030916,2011,3,27-07-2024,15-08-2024,NULL,66,NULL,10/9/2024,NULL,B,IL,20477.03,0.2432,0.2432,507,507,1147.15,928,0,0,0,0,A,NULL,1968.231647,0.096119,10375.07631,0.506669,0.21469,NULL,NULL,gen11
8038063,1053,3,30-07-2024,15-08-2024,NULL,72,13,16-09-2024,NULL,A,TX,21761.85,0.18,0.18,580,580,954.07,778,0,0,0,0,A,NULL,877.7642198,0.040335,1086.133934,0.04991,0.032164,NULL,NULL,gen11
8038876,2856,3,31-07-2024,15-08-2024,NULL,72,NULL,16-09-2024,NULL,C,MO,16270.5,0.2674,0.2674,619,619,524.66,1506,0,0,0,0,A,NULL,2296.581075,0.14115,6863.254851,0.421822,0.178738,NULL,NULL,gen11
8041089,7769,3,31-07-2024,15-08-2024,NULL,66,NULL,1/9/2024,NULL,B,IL,16875.81,0.222,0.222,605,605,899.98,1157,0,0,0,0,A,NULL,1797.003752,0.106484,10556.67982,0.625551,0.265064,NULL,NULL,gen11
8040916,8004,3,31-07-2024,16-08-2024,NULL,72,NULL,14-09-2024,NULL,B,IL,20573.65,0.2424,0.2424,524,524,1282.68,928,0,0,0,0,A,NULL,1477.80528,0.07183,3411.33748,0.165811,0.106857,NULL,NULL,gen11
8037335,6244,3,30-07-2024,16-08-2024,NULL,60,NULL,5/9/2024,NULL,B,MI,12702.32,0.25,0.25,652,652,0,1182,0,0,0,0,A,NULL,3367.855018,0.265137,1844.478483,0.145208,0.100476,NULL,NULL,gen12
8033473,6457,3,28-07-2024,16-08-2024,NULL,72,NULL,25-09-2024,NULL,A,CA,24348.25,0.1953,0.1953,566,566,1430.86,778,0,0,0,0,A,NULL,1375.74917,0.056503,2135.609356,0.087711,0.060692,NULL,NULL,gen11
8048582,5555,3,3/8/2024,16-08-2024,NULL,72,NULL,14-09-2024,NULL,B,IN,14447.11,0.25,0.25,506,506,380.52,928,0,0,0,0,A,NULL,2748.432654,0.190241,3563.032951,0.246626,0.104503,NULL,NULL,gen11
8048319,7086,3,3/8/2024,16-08-2024,NULL,60,NULL,10/9/2024,NULL,B,IL,30599,0.25,0.25,504,504,0,1076,0,0,0,0,A,NULL,4514.454064,0.147536,7401.071927,0.241873,0.102489,NULL,NULL,gen11
8048775,7030,3,3/8/2024,16-08-2024,NULL,72,7,24-09-2024,NULL,A,AZ,22967.4,0.2019,0.2019,499,499,1186.42,778,0,0,0,0,A,NULL,2577.883943,0.112241,2445.545785,0.106479,0.045118,NULL,NULL,gen12
8043433,577,3,1/8/2024,16-08-2024,NULL,72,NULL,26-09-2024,NULL,C,MD,21072.34,0.24,0.24,558,558,0,2560,0,0,0,0,A,NULL,2770.570191,0.131479,6084.912115,0.288763,0.122357,NULL,NULL,gen11
8044065,6461,3,2/8/2024,16-08-2024,NULL,72,NULL,4/9/2024,NULL,C,MI,21627.6,0.25,0.25,656,656,0,1929,0,0,0,0,A,NULL,4311.440432,0.199349,6277.605548,0.290259,0.122991,NULL,NULL,gen12
8045569,7645,3,2/8/2024,16-08-2024,NULL,60,NULL,23-09-2024,NULL,B,UT,15695.03,0.262,0.262,591,591,798.42,928,0,0,0,0,A,NULL,1105.369573,0.070428,3900.764281,0.248535,0.105311,NULL,NULL,gen11
8045114,5136,3,2/8/2024,16-08-2024,NULL,72,13,28-09-2024,NULL,B,IN,19076.15,0.2099,0.2099,563,549,322.56,1228,0,0,0,0,A,NULL,734.431775,0.0385,2931.203057,0.153658,0.065109,NULL,NULL,gen11
8026812,1392,3,25-07-2024,16-08-2024,NULL,66,13,20-09-2024,NULL,C,IL,28304.68,0.2674,0.2674,NULL,NULL,818.66,1383,0,0,0,0,A,NULL,4046.437053,0.14296,5682.673994,0.200768,0.129385,NULL,NULL,gen11
8023333,7966,3,24-07-2024,16-08-2024,NULL,72,NULL,28-09-2024,NULL,D,IL,23931.97,0.2924,0.2924,441,441,792.29,1463,0,0,0,0,A,NULL,4287.579949,0.179157,8277.637648,0.345882,0.14656,NULL,NULL,gen11
8020589,1363,3,23-07-2024,16-08-2024,NULL,72,13,29-09-2024,NULL,A1,UT,13951.05,0.1874,0.1874,515,515,810.94,436.05,0,0,0,0,A,NULL,537.115425,0.0385,546.88116,0.0392,0.025263,NULL,NULL,gen11
7995835,1732,3,12/7/2024,16-08-2024,NULL,72,NULL,23-09-2024,NULL,B,IL,27635.43,0.286,0.286,550,524,1356.77,928,0,0,0,0,A,NULL,3218.062917,0.116447,3949.683291,0.142921,0.098894,NULL,NULL,gen12
8003492,2947,3,16-07-2024,16-08-2024,NULL,72,13,28-09-2024,NULL,A,GA,22572.86,0.2124,0.2124,663,663,1349.71,590,0,0,0,0,A,NULL,1239.204868,0.054898,2284.915181,0.101224,0.070042,NULL,NULL,gen11
7900796,7018,3,31-05-2024,16-08-2024,NULL,72,NULL,29-07-2024,1,D,LA,30724.57,0.27,0.27,498,467,0,3146,1,0,0,0,A,NULL,5649.480309,0.183875,4963.861529,0.16156,0.104117,NULL,NULL,gen11
7940109,4316,3,17-06-2024,16-08-2024,NULL,72,7,13-09-2024,NULL,B,CA,23944.84,0.2684,0.2684,515,515,1580.04,1228,0,0,0,0,A,NULL,2889.950629,0.120692,12967.35205,0.541551,0.229471,NULL,NULL,gen11
7959921,2836,3,26-06-2024,16-08-2024,NULL,72,13,14-08-2024,1,B,CT,22391.18,0.25,0.25,580,580,1240.85,1360,0,0,0,0,A,NULL,2052.062082,0.091646,2274.764759,0.101592,0.070296,NULL,NULL,gen11
7964139,7214,3,27-06-2024,16-08-2024,NULL,72,13,12/8/2024,1,C,GA,20590.61,0.2574,0.2574,618,618,0,985,0,0,0,0,A,NULL,2688.474766,0.130568,3557.048468,0.172751,0.111329,NULL,NULL,gen11
8053240,6830,3,6/8/2024,16-08-2024,NULL,72,NULL,7/9/2024,NULL,B,MI,26259.74,0.2278,0.2278,499,499,1649.59,1228,0,0,0,0,A,NULL,4502.836397,0.171473,3960.20513,0.150809,0.063902,NULL,NULL,gen12
8052024,2336,3,5/8/2024,16-08-2024,NULL,72,NULL,23-09-2024,NULL,B,UT,25297.79,0.208,0.208,613,613,0,994,0,0,0,0,A,NULL,3213.173499,0.127014,3458.688551,0.136719,0.057932,NULL,NULL,gen11
8050284,2555,3,5/8/2024,16-08-2024,NULL,72,7,22-09-2024,NULL,A,NC,26182.06,0.2035,0.2035,530,530,1038.74,1078,0,0,0,0,A,NULL,4006.797734,0.153036,3025.04903,0.115539,0.048957,NULL,NULL,gen11
8055565,2970,3,7/8/2024,16-08-2024,NULL,72,NULL,21-09-2024,NULL,B,CA,31726.88,0.2551,0.2551,604,604,2006.42,928,0,0,0,0,A,NULL,4990.130594,0.157284,6492.239728,0.204629,0.086707,NULL,NULL,gen12
8056238,5054,3,7/8/2024,16-08-2024,NULL,72,NULL,10/9/2024,NULL,B,NC,21969,0.2138,0.2138,458,458,0,928,0,0,0,0,A,NULL,5363.599536,0.244144,3653.466669,0.166301,0.070467,NULL,NULL,gen11
8054370,6440,3,6/8/2024,16-08-2024,NULL,72,NULL,5/9/2024,NULL,A,PA,25918.68,0.1935,0.1935,469,469,424.37,778,0,0,0,0,A,NULL,2361.269504,0.091103,2882.157216,0.1112,0.047119,NULL,NULL,gen12
8054712,791,3,6/8/2024,16-08-2024,NULL,72,NULL,20-09-2024,NULL,B,IL,33353.02,0.2533,0.2533,625,625,2105.21,928,0,0,0,0,A,NULL,6620.074175,0.198485,7151.154312,0.214408,0.090851,NULL,NULL,gen11
8059092,1393,3,8/8/2024,16-08-2024,NULL,72,NULL,22-09-2024,NULL,B,GA,23934.93,0.2176,0.2176,601,601,1447.49,1228,0,0,0,0,A,NULL,2373.650943,0.099171,3113.982263,0.130102,0.055128,NULL,NULL,gen11
8060090,6024,3,9/8/2024,16-08-2024,NULL,72,NULL,28-09-2024,NULL,B,MD,30024.44,0.24,0.24,441,441,84.67,928,0,0,0,0,A,NULL,2689.769482,0.089586,6436.669472,0.214381,0.090839,NULL,NULL,gen12
8061599,7781,3,9/8/2024,16-08-2024,NULL,60,NULL,23-09-2024,NULL,A,LA,17034.85,0.1837,0.1837,400,400,0,820,0,0,0,0,A,NULL,1879.744593,0.110347,1979.807302,0.116221,0.049246,NULL,NULL,gen11
8061380,2035,3,9/8/2024,16-08-2024,NULL,60,NULL,23-09-2024,NULL,C,GA,12750.53,0.259,0.259,528,528,0,1244,0,0,0,0,A,NULL,2556.800028,0.200525,3989.513332,0.31289,0.13258,NULL,NULL,gen12
8067913,2136,3,12/8/2024,16-08-2024,NULL,72,NULL,11/9/2024,NULL,B,MO,27497.28,0.211,0.211,534,534,205.13,928,0,0,0,0,A,NULL,4460.801243,0.162227,3933.128439,0.143037,0.060609,NULL,NULL,gen11
8067126,3448,3,12/8/2024,16-08-2024,NULL,72,NULL,14-09-2024,NULL,B,MI,27369.04,0.2054,0.2054,535,535,0,928,0,0,0,0,A,NULL,7842.269984,0.286538,3955.67472,0.144531,0.061242,NULL,NULL,gen11
8064153,8887,3,10/8/2024,16-08-2024,NULL,69,NULL,24-09-2024,NULL,C,IN,27575.39,0.25,0.25,609,609,826.9,1996,0,0,0,0,A,NULL,3730.702088,0.135291,7475.605503,0.271097,0.114872,NULL,NULL,gen11
8064443,5025,3,10/8/2024,16-08-2024,NULL,72,NULL,13-09-2024,NULL,C,GA,19514.46,0.2648,0.2648,574,574,374.98,890,0,0,0,0,A,NULL,2647.643875,0.135676,5236.841942,0.268357,0.113711,NULL,NULL,gen11
8065978,3422,3,12/8/2024,16-08-2024,NULL,72,7,12/9/2024,NULL,B,IN,25718.65,0.2296,0.2296,617,617,0,928,0,0,0,0,A,NULL,2945.556985,0.11453,5094.633097,0.198091,0.083937,NULL,NULL,gen11
8063959,4568,3,10/8/2024,16-08-2024,NULL,72,NULL,24-09-2024,NULL,A1,ID,39700.18,0.1766,0.1766,452,452,2274.55,898,0,0,0,0,A,NULL,6710.839027,0.169038,2446.960294,0.061636,0.026117,NULL,NULL,gen11
8062399,6484,3,9/8/2024,16-08-2024,NULL,72,NULL,18-09-2024,NULL,A1,CA,26188.45,0.1795,0.1795,502,502,752.47,598,0,0,0,0,A,NULL,4444.363284,0.169707,1912.306807,0.073021,0.030941,NULL,NULL,gen11
8061957,6515,3,9/8/2024,16-08-2024,NULL,72,NULL,23-09-2024,NULL,B,UT,13900.13,0.2536,0.2536,NULL,NULL,877.46,1228,0,0,0,0,A,NULL,1087.990975,0.078272,3206.315187,0.230668,0.097741,NULL,NULL,gen11
8061990,2166,3,9/8/2024,16-08-2024,NULL,72,NULL,23-09-2024,NULL,B,ID,27709.76,0.275,0.275,NULL,NULL,1783.15,928,0,0,0,0,A,NULL,3798.065964,0.137066,5170.724345,0.186603,0.079069,NULL,NULL,gen12
8072268,6822,3,14-08-2024,16-08-2024,NULL,72,NULL,28-09-2024,NULL,A,FL,18407.38,0.1983,0.1983,515,515,1073.52,778,0,0,0,0,A,NULL,2875.41683,0.15621,2162.09404,0.117458,0.049771,NULL,NULL,gen11
8073001,6730,3,14-08-2024,16-08-2024,NULL,72,NULL,25-09-2024,NULL,B,MI,27660.04,0.25,0.25,508,508,868.39,1005,0,0,0,0,A,NULL,3424.534232,0.123808,6704.849016,0.242402,0.102713,NULL,NULL,gen11
8073288,5719,3,14-08-2024,16-08-2024,NULL,72,NULL,28-09-2024,NULL,B,OR,20415.81,0.2255,0.2255,534,534,1246.9,928,0,0,0,0,A,NULL,2913.519829,0.142709,3140.176152,0.153811,0.065174,NULL,NULL,gen11
8094827,2899,3,15-08-2024,16-08-2024,NULL,72,NULL,30-09-2024,NULL,A,VA,23621.16,0.2003,0.2003,569,569,1394.57,778,0,0,0,0,A,NULL,1578.035215,0.066806,2222.349596,0.094083,0.039866,NULL,NULL,gen11
8095826,323,3,15-08-2024,16-08-2024,NULL,72,7,28-09-2024,NULL,B,NV,27868.17,0.2368,0.2368,528,528,1509.48,928,0,0,0,0,A,NULL,4523.282673,0.16231,4844.881355,0.17385,0.073665,NULL,NULL,gen11
8068945,1727,3,13-08-2024,16-08-2024,NULL,66,7,27-09-2024,NULL,B,IL,17444,0.2425,0.2425,553,553,500.81,1228,0,0,0,0,A,NULL,1821.41526,0.104415,3791.488288,0.217352,0.092098,NULL,NULL,gen12
8069945,607,3,13-08-2024,16-08-2024,NULL,72,13,26-09-2024,NULL,A1,VA,27986.03,0.1758,0.1758,567,567,1346.18,598,0,0,0,0,A,NULL,1077.462155,0.0385,1983.453904,0.070873,0.030031,NULL,NULL,gen12
8066356,6506,3,12/8/2024,16-08-2024,NULL,72,NULL,15-09-2024,NULL,D,SC,28081.5,0.2885,0.2885,439,439,900.14,3018,0,0,0,0,A,NULL,7673.241794,0.273249,9827.289414,0.349956,0.148286,NULL,NULL,gen11
8071990,7200,3,14-08-2024,16-08-2024,NULL,72,NULL,15-09-2024,NULL,C,FL,18060.35,0.259,0.259,545,545,561.96,1931,0,0,0,0,A,NULL,4129.553209,0.228653,5588.937851,0.309459,0.131127,NULL,NULL,gen12
8072006,3439,3,14-08-2024,16-08-2024,NULL,72,NULL,13-09-2024,NULL,B,WI,18084.45,0.237,0.237,600,600,81.65,1228,0,0,0,0,A,NULL,3414.66968,0.188818,4033.392968,0.223031,0.094505,NULL,NULL,gen11
8071282,4297,3,14-08-2024,16-08-2024,NULL,72,NULL,14-09-2024,NULL,B,MI,17702.3,0.2399,0.2399,426,426,771.12,1528,0,0,0,0,A,NULL,3195.937837,0.180538,3608.702367,0.203855,0.086379,NULL,NULL,gen11
8072058,7665,3,14-08-2024,19-08-2024,NULL,72,NULL,25-09-2024,NULL,B,WA,27884.52,0.2613,0.2613,441,441,1766.52,928,0,0,0,0,A,NULL,5519.071506,0.197926,5915.254766,0.212134,0.089887,NULL,NULL,gen11
8070375,443,3,13-08-2024,19-08-2024,NULL,72,NULL,25-09-2024,NULL,B,WA,34440.91,0.2741,0.2741,483,468,2216.59,928,0,0,0,0,A,NULL,8244.327272,0.239376,8385.982735,0.243489,0.103173,NULL,NULL,gen12
8071199,5406,3,14-08-2024,19-08-2024,NULL,72,13,15-09-2024,NULL,A,IL,22646.07,0.1959,0.1959,530,530,1304.86,1378,0,0,0,0,A,NULL,4601.137918,0.203176,2099.154813,0.092694,0.039277,NULL,NULL,gen11
8070546,2136,3,13-08-2024,19-08-2024,NULL,72,NULL,27-09-2024,NULL,A1,MO,31733,0.1603,0.1603,533,519,1442.95,598,0,0,0,0,A,NULL,3322.064304,0.104688,1181.260925,0.037225,0.015773,NULL,NULL,gen11
8070030,6999,3,13-08-2024,19-08-2024,NULL,72,NULL,25-09-2024,NULL,A1,PA,23021.25,0.1782,0.1782,468,468,1317.46,598,0,0,0,0,A,NULL,2490.646016,0.108189,1170.58452,0.050848,0.021546,NULL,NULL,gen12
8070094,2254,3,13-08-2024,19-08-2024,NULL,72,NULL,12/9/2024,NULL,B,KY,24757,0.241,0.241,525,525,0,1230,0,0,0,0,A,NULL,1819.961341,0.073513,5817.078019,0.234967,0.099562,NULL,NULL,gen11
8068672,6703,3,13-08-2024,19-08-2024,NULL,72,7,27-09-2024,NULL,A,IN,27788.41,0.1907,0.1907,640,640,1476.72,778,0,0,0,0,A,NULL,4097.317689,0.147447,2715.344483,0.097715,0.041405,NULL,NULL,gen11
