GEN12_Theo_Rev,Actual_Rev,Rev_Diff,bigAccountId,bigDealerId,week_of_month,application_date,dtmFunded,dtmNonAccrual,intterm,open_bk_type,first_pmt_date,paymentsmade,Tier,DebtorState,AmtFinanced,OriginalInterestRate,fltAPRCurrent,MaxFico,intBeaconScore,mnyReserve,mnyDiscount,Early_Pay_Delinquency_15_120,Early_Pay_Delinquency_30_120,Early_Pay_Default_15_120,Early_Pay_Default_30_120,LoanStatus,ChargeOff_Severity,GEN11_ExpectedNetLoss,GEN11_ECNL,GEN12_ExpectedNetLoss,GEN12_ECNL,GEN12_ECNL_mod,DL_ExpectedNetLoss,DL_ECNL,origination_model
34.30194426702452,28.92714254913206,-5.374801717892456,8021471,4033,4,23-07-2024,29-07-2024,,72,,24-08-2024,,C,NC,18975.7,0.2574,0.2574,605.0,605.0,0.0,1391,0,0,0,0,A,,2771.211228,0.14604,7819.297723,0.412069,0.174606,,,gen11
35.96417586631863,20.71878833286833,-15.245387533450298,7947526,4379,4,20-06-2024,29-07-2024,,72,13.0,16-08-2024,,A,MI,24182.42,0.1932,0.1932,604.0,604.0,0.0,778,0,0,0,0,A,,1355.473006,0.056052,10824.94594,0.447637,0.189677,,,gen11
36.01759272186275,25.498132205699363,-10.519460516163385,8029972,5620,4,26-07-2024,29-07-2024,,72,,9/9/2024,,B,VA,22205.89,0.2646,0.2646,673.0,673.0,1419.26,928,0,0,0,0,A,,2616.742078,0.11784,9965.559314,0.44878,0.190161,,,gen11
36.14919540358824,23.65313611941088,-12.496059284177356,8024839,4083,4,25-07-2024,29-07-2024,,48,,8/9/2024,,B,MI,30768.56,0.2424,0.2424,579.0,565.0,1173.31,758,0,0,0,0,A,,2999.626914,0.09749,13894.95862,0.451596,0.191354,,,gen11
36.18069405681372,28.018660750454043,-8.162033306359678,8006907,7167,4,17-07-2024,29-07-2024,,72,,31-08-2024,,B,MD,16207.0,0.24,0.24,595.0,595.0,0.0,1498,0,0,0,0,A,,2192.985377,0.135311,7329.93989,0.45227,0.19164,,,gen11
36.192471001343144,23.501108488246167,-12.691362513096976,8018632,5415,4,22-07-2024,29-07-2024,,72,,23-08-2024,,B,NC,24810.61,0.2324,0.2324,662.0,636.0,0.0,149,0,0,0,0,A,,1817.625289,0.07326,11227.34686,0.452522,0.191746,,,gen11
36.781131292186274,31.452900575693437,-5.328230716492836,8021628,6816,4,23-07-2024,29-07-2024,,72,,24-08-2024,,D,IL,20934.3,0.25,0.25,530.0,530.0,0.0,3107,0,0,0,0,A,,3827.355266,0.182827,9736.919747,0.465118,0.197084,,,gen11
36.945027103553926,26.048070596308715,-10.89695650724521,8029471,1727,4,26-07-2024,29-07-2024,,72,,9/9/2024,,B,IL,15079.0,0.261,0.261,624.0,624.0,946.01,928,0,0,0,0,A,,1839.125314,0.121966,7066.396375,0.468625,0.19857,,,gen11
37.0104078392549,30.47708885169988,-6.533318987555024,8021583,6465,4,23-07-2024,29-07-2024,,48,,24-08-2024,,D,TX,17416.97,0.241,0.241,594.0,580.0,344.4,2899,0,0,0,0,A,,3146.72397,0.18067,8186.393907,0.470024,0.199163,,,gen11
37.145375362274514,29.89251326219518,-7.252862100079334,8007292,5555,4,17-07-2024,29-07-2024,,66,,25-08-2024,,C,IL,14911.87,0.25,0.25,501.0,501.0,0.0,1678,0,0,0,0,A,,2440.625763,0.16367,7052.002265,0.472912,0.200386,,,gen11
37.678702707392155,26.07455420497937,-11.604148502412784,7976467,7044,4,3/7/2024,29-07-2024,,72,,2/9/2024,,B,VA,22109.44,0.2583,0.2583,,,1403.64,1528,0,0,0,0,A,,2454.346825,0.111009,10708.13242,0.484324,0.205222,,,gen11
38.03556282019608,29.304694986605934,-8.730867833590143,8004194,1284,4,16-07-2024,29-07-2024,,72,,8/9/2024,,C,IL,24050.07,0.2684,0.2684,585.0,585.0,774.65,2138,0,0,0,0,A,,3970.570357,0.165096,11831.67244,0.49196,0.208458,,,gen11
38.35512927532353,30.252731278041,-8.102397997282527,8015887,7873,4,20-07-2024,29-07-2024,,72,,22-08-2024,,D,GA,21643.58,0.2924,0.2924,,,737.86,1242,0,0,0,0,A,,3756.459745,0.17356,10795.77442,0.498798,0.211355,,,gen11
39.00987131047059,28.411321720905175,-10.598549589565412,7983773,7971,4,6/7/2024,29-07-2024,,72,,23-08-2024,,B,UT,22004.81,0.2831,0.2831,521.0,519.0,1476.72,1528,0,0,0,0,A,,3033.319049,0.137848,11284.24261,0.512808,0.217292,,,gen11
39.90650804753921,22.741056533266292,-17.16545151427292,8033867,4788,4,29-07-2024,29-07-2024,,63,,12/9/2024,,B,OH,21506.86,0.2282,0.2282,,,1117.05,1078,0,0,0,0,A,,1701.493722,0.079114,11441.52048,0.531994,0.225421,,,gen11
39.90674171707353,25.810077883591216,-14.096663833482314,8018148,8702,4,22-07-2024,29-07-2024,,60,,5/9/2024,,B,GA,32018.8,0.24,0.24,571.0,571.0,0.0,1333,0,0,0,0,A,,3980.961442,0.124332,17033.96958,0.531999,0.225423,,,gen11
40.20219347625981,27.697466918714557,-12.50472655754525,8019303,7207,4,22-07-2024,29-07-2024,,72,,5/9/2024,,C,OR,17250.0,0.2524,0.2524,614.0,614.0,0.0,975,0,0,0,0,A,,2429.12775,0.140819,9286.03725,0.538321,0.228102,,,gen11
41.574020578308826,29.044407300986453,-12.529613277322373,7992238,2136,4,11/7/2024,29-07-2024,,72,,25-08-2024,,D,IL,31021.49,0.2824,0.2824,507.0,481.0,1016.06,1590,0,0,0,0,A,,5359.768956,0.172776,17610.12434,0.567675,0.24054,,,gen11
42.13277116875981,30.572841955289153,-11.559929213470657,8027642,6835,4,26-07-2024,29-07-2024,,72,,26-08-2024,,D,IL,22399.0,0.25,0.25,641.0,641.0,0.0,2871,0,0,0,0,A,,3876.930915,0.173085,12983.15477,0.579631,0.245606,,,gen11
42.14838029365196,29.65884535334245,-12.489534940309511,7995886,6816,4,12/7/2024,29-07-2024,,72,,18-08-2024,,C,IL,16565.03,0.25,0.25,568.0,568.0,0.0,1775,0,0,0,0,A,,2527.674493,0.152591,9607.137624,0.579965,0.245748,,,gen11
42.37597442007354,27.901114594301497,-14.474859825772043,8029442,1357,4,26-07-2024,29-07-2024,,72,,9/9/2024,,C,UT,24680.3,0.2574,0.2574,646.0,646.0,787.25,2014,0,0,0,0,A,,4031.452964,0.163347,14433.90325,0.584835,0.247812,,,gen11
42.60637258090687,24.127257203401946,-18.479115377504925,7994107,6160,4,11/7/2024,29-07-2024,,72,,20-08-2024,,B,NJ,26948.68,0.2535,0.2535,501.0,500.0,1685.88,928,0,0,0,0,A,,2772.075968,0.102865,15893.38826,0.589765,0.249901,,,gen11
42.77012819055392,30.725468383224502,-12.044659807329417,8030717,6959,4,27-07-2024,29-07-2024,,72,7.0,10/9/2024,,D,IL,22060.09,0.25,0.25,529.0,529.0,0.0,2905,0,0,0,0,A,,3857.052316,0.174843,13087.56753,0.593269,0.251385,,,gen11
43.09076952553922,26.751658837762232,-16.33911068777699,7993752,6523,4,11/7/2024,29-07-2024,,72,,16-08-2024,,C,IL,19360.53,0.25,0.25,613.0,613.0,0.0,780,0,0,0,0,A,,3272.994399,0.169055,11618.83487,0.60013,0.254292,,,gen11
45.94555696015687,29.010454158040076,-16.935102802116795,8005421,6816,4,16-07-2024,29-07-2024,,66,,25-08-2024,,C,IL,18050.65,0.25,0.25,713.0,713.0,0.0,1665,0,0,0,0,A,,2789.023982,0.154511,11935.37859,0.661216,0.280176,,,gen11
50.367799630950984,29.9384833916805,-20.429316239270484,8022367,6465,4,24-07-2024,29-07-2024,,72,,7/9/2024,,D,TX,26354.0,0.241,0.241,428.0,428.0,825.05,4364,0,0,0,0,A,,4792.105944,0.181836,19919.46007,0.755842,0.320272,,,gen11
50.74994278736765,22.05716970917108,-28.69277307819657,8031596,4824,4,27-07-2024,29-07-2024,,72,,10/9/2024,,B,AL,34892.26,0.2359,0.2359,552.0,536.0,2158.13,928,0,0,0,0,A,,2821.17879,0.080854,26658.34959,0.764019,0.323737,,,gen11
52.0527439089804,29.381658307793863,-22.67108560118654,8027498,6833,4,26-07-2024,29-07-2024,,72,,26-08-2024,,C,IL,19726.5,0.25,0.25,716.0,716.0,0.0,1988,0,0,0,0,A,,3138.93986,0.159123,15621.33644,0.791896,0.335549,,,gen11
