has_inst_tag,bad_s071b__tu,bad_g215b__tu,bad_s068b__tu,gen12_ad,gen12_pd,gen12_lgd,gen12_ecnl,gen13_pd,gen13_lgd,gen13_ecnl
No,0.7545182984830533,0.8211538140613788,0.7377634631109924,0.42842218063630855,0.2434230662645607,0.6545863670167325,0.3783836151519829,0.4409156889119257,0.3527015075212879,0.3719475881204981
Yes,0.7817283950617284,0.8315500685871057,0.7861179698216735,0.45988312825205924,0.25946240597272113,0.6602007267833141,0.4068315560448908,0.4956798537279063,0.35398843431166704,0.4171043768492405
