request_datetime,Early_Pay_Delinquency_60_720_Flag
2021-07-01,0.3684210526315789
2021-08-01,0.33860759493670883
2021-09-01,0.37102734663710274
2021-10-01,0.4477050413844996
2021-11-01,0.4830434782608696
2021-12-01,0.4989106753812636
2022-01-01,0.4781456953642384
2022-02-01,0.5149051490514905
2022-03-01,0.5196610169491526
2022-04-01,0.5048989589712186
2022-05-01,0.5170893054024256
2022-06-01,0.5187025131502045
