request_datetime,Early_Pay_Delinquency_60_720_Flag
2021-07-01,0.1291866028708134
2021-08-01,0.18037974683544303
2021-09-01,0.18403547671840353
2021-10-01,0.2400300978179082
2021-11-01,0.2447826086956522
2021-12-01,0.27342047930283225
2022-01-01,0.2596026490066225
2022-02-01,0.2991869918699187
2022-03-01,0.2952542372881356
2022-04-01,0.2875076546233925
2022-05-01,0.3090775450202132
2022-06-01,0.3199883109292811
