feature,dtype,propna,min,max,range,std,mean,median,mode,n_unique,prop_unique,prop_negative,prop_min,prop_max,prop_zero
inttype__app,float64,0.8700907159370939,7.0,13.0,6.0,2.7421518188687197,8.783180652253574,7.0,7.0,2,1.2214486380847685e-05,0.0,0.7028032246244046,0.29719677537559547,0.0
linkf060__tu,float64,0.7955670261770301,0.0,3192.0,3192.0,70.83298223139427,7.415758855284452,0.0,0.0,941,0.00365194375773758,0.0,0.984914872065541,3.880917914705186e-06,0.984914872065541
linkf045__tu,float64,0.7846500129322177,0.0,16620.0,16620.0,230.99134603172823,34.690330139151385,0.0,0.0,2177,0.008020454553827676,0.0,0.956961437713452,3.684177562621808e-06,0.956961437713452
linkf079__tu,float64,0.704955816245087,0.0,60962.0,60962.0,757.2524465906127,257.33791905431605,0.0,0.0,5020,0.013499014464382232,0.0,0.7269111727201589,2.6890467060522376e-06,0.7269111727201589
linkf185__tu,float64,0.6901504104194005,0.0,2498.0,2498.0,590.7044529246157,580.0400496748092,355.0,1.0,2498,0.006396271828749936,0.0,0.000993496184769806,2.560557177241768e-06,0.000993496184769806
linkf105__tu,float64,0.6573319327397736,0.0,2498.0,2498.0,545.4599296554113,454.48250656973175,220.0,1.0,2494,0.005774417985436612,0.0,0.0025977934962549635,2.315323971706741e-06,0.0025977934962549635
linkf195__tu,float64,0.6573319327397736,0.0,2498.0,2498.0,711.078109855494,1175.0611523367406,1165.0,2480.0,2499,0.005785994605295146,0.0,7.872101503802919e-05,4.630647943413482e-06,7.872101503802919e-05
linkf193__tu,float64,0.6573319327397736,0.0,2498.0,2498.0,557.9650396598713,482.3861288940855,250.0,1.0,2499,0.005785994605295146,0.0,0.0017040784431761615,2.315323971706741e-06,0.0017040784431761615
linkb012__tu,float64,0.6558197359923454,0.0,1.0,1.0,0.29520119474636036,0.09644522614687041,0.0,0.0,2,4.610302643317021e-06,0.0,0.9035547738531295,0.09644522614687041,0.9035547738531295
linkf032__tu,object,0.6533372262217773,,,,,,,N,2,4.577287499427839e-06,,,,
linkf177__tu,float64,0.6532872428035779,0.0,5.0,5.0,0.4839398904007791,0.2734969782816136,0.0,0.0,6,1.3729882861216056e-05,0.0,0.7433564529305291,2.288313810202676e-06,0.7433564529305291
linkf130__tu,float64,0.6532872428035779,0.0,125.0,125.0,2.7020518882134765,0.51134660402789,0.0,0.0,84,0.00019221836005702477,0.0,0.9192545588931884,2.288313810202676e-06,0.9192545588931884
linkf044__tu,float64,0.6532872428035779,0.0,54.0,54.0,1.3652221693396098,0.5252503987386814,0.0,0.0,39,8.924423859790436e-05,0.0,0.7689352247009746,2.288313810202676e-06,0.7689352247009746
linkf040__tu,float64,0.6532872428035779,0.0,18.0,18.0,1.0311759701105818,0.5311519600551942,0.0,0.0,19,4.347796239385084e-05,0.0,0.6876909311835387,2.288313810202676e-06,0.6876909311835387
linkf042__tu,float64,0.6532872428035779,0.0,6.0,6.0,0.23952937802322372,0.04613927135511656,0.0,0.0,7,1.6018196671418732e-05,0.0,0.959455655910829,2.288313810202676e-06,0.959455655910829
linkf172__tu,float64,0.6532872428035779,0.0,31.0,31.0,1.6069872866370845,1.9785813827365029,1.0,1.0,29,6.636110049587761e-05,0.0,0.060667775736093346,2.288313810202676e-06,0.060667775736093346
linkf174__tu,float64,0.6532872428035779,0.0,8.0,8.0,0.7319282804042359,0.833081237428576,1.0,1.0,9,2.0594824291824084e-05,0.0,0.3318306739313002,4.576627620405352e-06,0.3318306739313002
linkf175__tu,float64,0.6532872428035779,0.0,4.0,4.0,0.41766243891852217,0.19401468639803388,0.0,0.0,5,1.144156905101338e-05,0.0,0.8147015009050281,9.153255240810704e-06,0.8147015009050281
linkf176__tu,float64,0.6532872428035779,0.0,9.0,9.0,0.7630184548731674,0.9520758438729253,1.0,1.0,10,2.288313810202676e-05,0.0,0.264073702011199,2.288313810202676e-06,0.264073702011199
linkf041__tu,float64,0.6532872428035779,0.0,4.0,4.0,0.16825522397361997,0.024743537229721536,0.0,0.0,5,1.144156905101338e-05,0.0,0.9770825371908202,3.432470715304014e-05,0.9770825371908202
linkf178__tu,float64,0.6532872428035779,0.0,5.0,5.0,0.5273003748152908,0.33566131124957954,0.0,0.0,6,1.3729882861216056e-05,0.0,0.6900845074290107,6.864941430608028e-06,0.6900845074290107
linkf179__tu,float64,0.6532872428035779,0.0,6.0,6.0,0.604816387597327,0.478921197337318,0.0,0.0,7,1.6018196671418732e-05,0.0,0.5740120777202903,6.864941430608028e-06,0.5740120777202903
linkf180__tu,float64,0.6532872428035779,0.0,6.0,6.0,0.6517087080399864,0.5908311842252799,1.0,0.0,7,1.6018196671418732e-05,0.0,0.490335306622609,2.9748079532634788e-05,0.490335306622609
linkf181__tu,float64,0.6532872428035779,0.0,14.0,14.0,0.928916028648206,1.5619343574300406,1.0,1.0,15,3.432470715304014e-05,0.0,0.014821408548682732,1.144156905101338e-05,0.014821408548682732
linkf128__tu,float64,0.6532872428035779,0.0,75.0,75.0,1.5677306341295414,0.24689990686562793,0.0,0.0,53,0.00012128063194074183,0.0,0.9514557108303604,2.288313810202676e-06,0.9514557108303604
