accountid,request_datetime,pd_gen12,lgd_gen12,ecnl_gen12,pd_gen13,lgd_gen13,ecnl_gen13,intopenbktype__app,ENG-loan_to_value,strdealershiptrackertype__app,fltgrossmonthly__income_sum,miles_odometer__app,ENG-bk,tier_gen12,tier_gen13,approved_gen12,approved_gen13,declined_gen12,declined_gen13,approved_both,declined_both,approved_gen12_declined_gen13,declined_gen12_approved_gen13
8489304,2024-12-17 03:51:31+00:00,0.05679030516561869,0.5836751758589004,0.07822713559691054,0.23742373872894174,0.39086345320128246,0.20499206761244543,7.0,1.4865714902157143,Franchise,9895.09,79,1,A,B,1,1,0,0,1,0,0,0
8474044,2024-12-10 00:32:02+00:00,0.06231152325946107,0.5337917216082032,0.07849684565300567,0.16863093115222166,0.27775640912627786,0.10346397955407967,,0.8880988593155894,Franchise,4166.67,23637,0,A,A,1,1,0,0,1,0,0,0
8505725,2024-12-18 08:17:56+00:00,0.05608068460834603,0.5939492694207252,0.07860943269810931,0.13706454628985285,0.3501845945669622,0.10602542477588212,,1.1409785629217943,Independent,5629.0,33865,0,A,A,1,1,0,0,1,0,0,0
8568558,2025-01-16 02:17:18+00:00,0.05435377328932304,0.6129184959610157,0.07862206181934304,0.34338800258464364,0.3372811670434425,0.2558380057971173,,1.063172628304821,Independent,4500.0,89392,0,A,B,1,1,0,0,1,0,0,0
8500989,2024-12-16 23:55:47+00:00,0.053796382456291085,0.6217436612954153,0.07893624111106196,0.1985608945045089,0.17289834384226316,0.07583547399998197,7.0,0.994776119402985,Franchise,4359.0,38082,1,A,A1,1,1,0,0,1,0,0,0
8428945,2024-11-28 01:32:25+00:00,0.05570785987475504,0.600537180800554,0.07895295303757775,0.10571846562121026,0.17289834384226316,0.051894258975435176,7.0,0.994776119402985,Franchise,7815.0,32094,1,A,A1,1,1,0,0,1,0,0,0
8546916,2025-01-09 01:50:46+00:00,0.06186603632409297,0.5410072559469344,0.07898913993330574,0.1682409642266605,0.39004257415648635,0.18630366264645792,,1.3644250726442508,Franchise,8333.33,54172,0,A,B,1,1,0,0,1,0,0,0
8529485,2024-12-30 00:23:38+00:00,0.05901898427671454,0.568965302508998,0.07924822001294825,0.10900064556751085,0.2596410016840132,0.06251585824829795,13.0,1.0372704750801516,Franchise,6075.0,1,1,A,A1,1,1,0,0,1,0,0,0
8531027,2024-12-31 01:47:34+00:00,0.06025252625788548,0.5582899193601718,0.07938657214079717,0.2401980993604592,0.19939686644815996,0.10579758329153448,,0.819557625145518,Franchise,5000.0,39218,0,A,A,1,1,0,0,1,0,0,0
8539150,2025-01-03 23:49:07+00:00,0.052568057238432664,0.6408357834255696,0.07950248145878078,0.23485928203785822,0.01,0.0066678429044804265,,0.47921664626682986,Independent,3500.0,12648,0,A,A1,1,1,0,0,1,0,0,0
8561595,2025-01-13 23:19:34+00:00,0.05726892003076044,0.5929456019438581,0.08013935605434086,0.13391255064437507,0.3372811670434425,0.099770287983831,,1.0861126603457891,Franchise,9000.0,42132,0,A,A,1,1,0,0,1,0,0,0
8481797,2024-12-13 00:15:34+00:00,0.06145168757758354,0.5531893009694115,0.0802268219828645,0.09408950903587472,0.27775640912627786,0.05772888148469956,,0.8787377969098317,Franchise,7250.0,37908,0,A,A1,1,1,0,0,1,0,0,0
8568970,2025-01-16 03:40:16+00:00,0.05958486343098901,0.5722426523691156,0.0804689206862896,0.22820140817863308,0.27775640912627786,0.1400136123822573,,0.9552305869858257,Franchise,10416.67,16001,0,A,B,1,1,0,0,1,0,0,0
8550280,2025-01-08 22:53:42+00:00,0.05268442478038596,0.6501163123403012,0.08083236933614701,0.5324544559051051,0.3501845945669622,0.41187682292229155,,1.1697460030165914,Independent,3600.0,61136,0,A,Decline,1,0,0,1,0,0,1,0
8501294,2024-12-17 02:08:55+00:00,0.05746922977804332,0.5997362189767792,0.08134065343603576,0.20098551641863177,0.2596410016840132,0.11527254713923686,7.0,1.0942946847960446,Franchise,2798.25,41021,1,A,A,1,1,0,0,1,0,0,0
8550382,2025-01-08 23:24:14+00:00,0.059952311205305,0.5750857764966016,0.08136742260375422,0.18802617232451935,0.39004257415648635,0.16200117735881228,,1.4070569867291178,Franchise,21666.67,24000,0,A,B,1,1,0,0,1,0,0,0
8514492,2025-01-08 02:53:25+00:00,0.06176928379633036,0.5619816293886829,0.08192315849951953,0.2408068446928422,0.33346304982454933,0.17737989632603895,7.0,1.3506050288108957,Franchise,12608.9,56718,1,A,B,1,1,0,0,1,0,0,0
8515633,2024-12-22 04:00:13+00:00,0.059081157168938615,0.5886734867961777,0.08207964547523731,0.27403042511254144,0.3372811670434425,0.2624028252306666,,1.0673279847182426,Franchise,4249.0,39610,0,A,B,1,1,0,0,1,0,0,0
8515249,2024-12-22 03:06:36+00:00,0.06713231597151943,0.5218535068917801,0.08267843345659055,0.1715312474813019,0.3372811670434425,0.12779774470044516,,1.0941036726128017,Independent,3966.88,3521,0,A,A,1,1,0,0,1,0,0,0
8515170,2024-12-22 02:36:46+00:00,0.05512208606117845,0.6356530421386213,0.08269091119740334,0.14949110123386056,0.3372811670434425,0.11137694076734239,,1.0979288743882545,Independent,5100.0,47023,0,A,A,1,1,0,0,1,0,0,0
8561317,2025-01-13 21:29:51+00:00,0.05945459004979897,0.589630853589683,0.08273277520689483,0.05678284072844097,0.01,0.0012543102385549696,13.0,0.5286883582089552,Franchise,3800.0,60331,1,A,A1,1,1,0,0,1,0,0,0
8576077,2025-01-18 07:22:16+00:00,0.06836694920496693,0.5133503025366943,0.08282701797659818,0.3263865147996477,0.27775640912627786,0.25737948412926315,,0.871644169945709,Franchise,7500.0,6935,0,A,B,1,1,0,0,1,0,0,0
8421067,2024-12-09 22:49:06+00:00,0.06269469016215967,0.5602198691284256,0.08288983423775378,0.2912991497583489,0.39004257415648635,0.25097998135613614,,1.2706716803760283,Franchise,6380.89,82702,0,A,B,1,1,0,0,1,0,0,0
8518323,2024-12-24 04:08:17+00:00,0.05505267409015232,0.6407250367488646,0.08324575884570522,0.10599631812919827,0.39004257415648635,0.09132520287118617,,1.3519925700776765,Franchise,8500.0,32109,0,A,A,1,1,0,0,1,0,0,0
8520688,2024-12-26 22:42:09+00:00,0.052720840201811225,0.6693919965515616,0.08328654401885634,0.18907188084705484,0.17289834384226316,0.07221137747130225,13.0,1.0278346295538272,Franchise,6000.0,7,1,A,A1,1,1,0,0,1,0,0,0
8459929,2024-12-03 23:09:43+00:00,0.0598695918394427,0.5902643084724382,0.08339976441250042,0.10566447518132391,0.2596410016840132,0.06060244247108719,13.0,1.0900011479738263,Franchise,5800.53,7,1,A,A1,1,1,0,0,1,0,0,0
8426165,2024-11-27 00:58:09+00:00,0.065192649724925,0.5444602869326473,0.08376774870931206,0.1384201077640101,0.27775640912627786,0.08492804434935579,,0.8293034825870647,Franchise,4416.67,38244,0,A,A,1,1,0,0,1,0,0,0
8435025,2024-12-01 02:16:41+00:00,0.04821796386380282,0.7371122770981648,0.08387924541201593,0.6626902107698108,0.3372811670434425,0.49373111672073805,,1.0519039451114922,Independent,4700.0,132624,0,A,Decline,1,0,0,1,0,0,1,0
8516633,2024-12-23 03:27:52+00:00,0.06413604211425235,0.5554585234143807,0.08407479055100335,0.225459865037811,0.3232454576829602,0.16098652471950747,7.0,1.29015625,Franchise,4318.66,77364,1,A,B,1,1,0,0,1,0,0,0
8560910,2025-01-13 01:43:38+00:00,0.05991161615784933,0.598124526885982,0.08456967268375612,0.28255496302355754,0.27775640912627786,0.17336238801162512,,1.0262784810126582,Independent,11563.0,62495,0,A,B,1,1,0,0,1,0,0,0
8468910,2024-12-20 06:06:17+00:00,0.056569196100805325,0.6365662184019273,0.084983692606227,0.19070513410090104,0.3501845945669622,0.18959944075011104,,1.1919879163439195,Franchise,6977.12,70080,0,A,B,1,1,0,0,1,0,0,0
8554353,2025-01-11 00:20:28+00:00,0.06094374397528261,0.5919476841686057,0.08513819914132978,0.1888217761722639,0.2596410016840132,0.10829619707220839,7.0,1.074123076923077,Franchise,9126.0,13254,1,A,A,1,1,0,0,1,0,0,0
8537253,2025-01-03 03:10:36+00:00,0.057020276753549586,0.6350267093871618,0.08545418096775842,0.20311151672323088,0.3232454576829602,0.18639944303705283,7.0,1.3171289676865885,Franchise,6833.33,45028,1,A,B,1,1,0,0,1,0,0,0
8468655,2024-12-10 03:53:47+00:00,0.04997445413590069,0.7253901150281514,0.08555230108049978,0.3222446254718278,0.39086345320128246,0.27822656827034337,7.0,1.4887475576282843,Franchise,6583.63,66496,1,A,C,1,1,0,0,1,0,0,0
8579817,2025-01-20 03:34:30+00:00,0.061787442894641935,0.5873707628055561,0.08564944441700015,0.15820446634042476,0.39004257415648635,0.13630714008439793,,1.253631925438272,Franchise,5623.33,50908,0,A,B,1,1,0,0,1,0,0,0
8561361,2025-01-13 22:48:37+00:00,0.062335411574301,0.5827348989000017,0.08572704663747109,0.14745319351774389,0.27775640912627786,0.09047031938364891,,0.8856164806019861,Franchise,11250.0,15575,0,A,A,1,1,0,0,1,0,0,0
8564642,2025-01-16 23:35:04+00:00,0.0685056435747409,0.5307665456675342,0.08581078896539582,0.12689071431616425,0.27775640912627786,0.0778541527459105,,1.0119224555735056,Franchise,5166.67,18569,0,A,A,1,1,0,0,1,0,0,0
8548137,2025-01-09 01:55:06+00:00,0.056298813901839995,0.6462218627172835,0.08586039755667293,0.13596047830544392,0.2938038635922092,0.08823848400421015,13.0,1.25,Independent,10166.67,21739,1,A,A,1,1,0,0,1,0,0,0
8462662,2024-12-05 00:30:48+00:00,0.06121171163126779,0.5944770885838598,0.08587794587798643,0.13227551125766507,0.27775640912627786,0.08115800997335705,,1.0280885311871228,Franchise,5500.0,29000,0,A,A,1,1,0,0,1,0,0,0
8502832,2024-12-17 06:24:27+00:00,0.06821229838951214,0.5340162727159282,0.0859664865208754,0.22591963880614385,0.2596410016840132,0.1295731785952035,7.0,1.1519617224880383,Franchise,4500.0,23519,1,A,A,1,1,0,0,1,0,0,0
8437683,2024-12-03 01:20:50+00:00,0.060524928870546266,0.6042989298576297,0.08631735340098542,0.33215541736778853,0.2596410016840132,0.1905032844572271,7.0,1.1041754916792739,Franchise,9000.0,47464,1,A,B,1,1,0,0,1,0,0,0
8549958,2025-01-09 01:18:51+00:00,0.05501917809415185,0.6653872876246053,0.08639738556339059,0.2622008500024193,0.31672530923551634,0.18344450863930678,13.0,1.27,Franchise,7142.05,12,1,A,B,1,1,0,0,1,0,0,0
8580163,2025-01-20 21:52:37+00:00,0.05463064820547642,0.6719497846401711,0.08663336341955788,0.24815180366112577,0.2596410016840132,0.14232413854952794,7.0,1.0990152801358235,Franchise,3555.0,31551,1,A,B,1,1,0,0,1,0,0,0
8472828,2024-12-08 07:15:40+00:00,0.059455811317305825,0.6176320931399976,0.08666348857605667,0.22003238968824085,0.27775640912627786,0.13500148823461866,,0.826743961352657,Franchise,6933.33,62318,0,A,B,1,1,0,0,1,0,0,0
8481348,2024-12-12 22:03:26+00:00,0.055075413364551976,0.6692333704444307,0.08698559865440729,0.41118932589390533,0.3501845945669622,0.4088052825607239,,1.1999183673469387,Franchise,7245.0,94397,0,A,Decline,1,0,0,1,0,0,1,0
