iter	Passed	Remaining
0	44	4425
1	86	4241
2	132	4275
3	174	4194
4	210	3993
5	255	3997
6	303	4035
7	346	3984
8	392	3972
9	437	3936
10	481	3892
11	524	3847
12	586	3923
13	631	3876
14	674	3823
15	718	3773
16	762	3723
17	806	3674
18	849	3621
19	891	3567
20	935	3519
21	979	3472
22	1024	3428
23	1066	3377
24	1128	3386
25	1172	3336
26	1218	3294
27	1265	3254
28	1308	3203
29	1352	3156
30	1396	3107
31	1440	3060
32	1483	3012
33	1527	2964
34	1571	2919
35	1614	2869
36	1676	2854
37	1718	2804
