indicator,mean_train_actual,mean_prod_actual,min_date,max_date,days_delinquent,days_total
DQ30_10,0.061731694281133086,0.378839590443686,2021-10,2022-02,30,300
DQ30_11,0.06948156066274719,0.4197952218430034,2021-10,2022-02,30,330
DQ30_12,0.07963655799037947,0.43686006825938567,2021-10,2022-02,30,360
DQ30_13,0.08845537145911278,0.4641638225255973,2021-10,2022-02,30,390
DQ30_14,0.09620523784072689,0.4778156996587031,2021-10,2022-02,30,420
DQ30_15,0.10288615713522181,0.5051194539249146,2021-10,2022-02,30,450
DQ30_16,0.11117049706039552,0.5187713310580204,2021-10,2022-02,30,480
DQ30_17,0.11945483698556922,0.5460750853242321,2021-10,2022-02,30,510
DQ30_18,0.1288081239978621,0.5563139931740614,2021-10,2022-02,30,540
DQ30_19,0.13655799037947622,0.5699658703071673,2021-10,2022-02,30,570
DQ30_20,0.14698022447888828,0.5836177474402731,2021-10,2022-02,30,600
DQ30_21,0.15606627471940138,0.5972696245733788,2021-10,2022-02,30,630
DQ30_22,0.1638161411010155,0.6313993174061433,2021-10,2022-02,30,660
DQ30_23,0.17477284874398719,0.6382252559726962,2021-10,2022-02,30,690
DQ30_24,0.1819882415820417,0.658703071672355,2021-10,2022-02,30,720
DQ60_3,0.0010689470871191875,0.04436860068259386,2021-10,2022-02,60,90
DQ60_4,0.00347407803313736,0.06143344709897611,2021-10,2022-02,60,120
DQ60_5,0.005077498663816141,0.06825938566552901,2021-10,2022-02,60,150
DQ60_6,0.0085515766969535,0.08532423208191127,2021-10,2022-02,60,180
DQ60_7,0.014163548904329236,0.10921501706484642,2021-10,2022-02,60,210
DQ60_8,0.017637626937466594,0.1296928327645051,2021-10,2022-02,60,240
DQ60_9,0.021378941742383754,0.15017064846416384,2021-10,2022-02,60,270
DQ60_10,0.022982362373062535,0.16382252559726962,2021-10,2022-02,60,300
DQ60_11,0.025654730090860504,0.16723549488054607,2021-10,2022-02,60,330
DQ60_12,0.030732228754676644,0.19112627986348124,2021-10,2022-02,60,360
DQ60_13,0.034740780331373594,0.20819112627986347,2021-10,2022-02,60,390
DQ60_14,0.03955104222340994,0.22525597269624573,2021-10,2022-02,60,420
DQ60_15,0.0435595938001069,0.24573378839590443,2021-10,2022-02,60,450
DQ60_16,0.04756814537680385,0.2764505119453925,2021-10,2022-02,60,480
DQ60_17,0.05264564404061999,0.310580204778157,2021-10,2022-02,60,510
DQ60_18,0.05718866916087654,0.3310580204778157,2021-10,2022-02,60,540
DQ60_19,0.061731694281133086,0.33447098976109213,2021-10,2022-02,60,570
DQ60_20,0.06547300908605024,0.34812286689419797,2021-10,2022-02,60,600
DQ60_21,0.07349011223944414,0.3720136518771331,2021-10,2022-02,60,630
DQ60_22,0.07803313735970069,0.3890784982935154,2021-10,2022-02,60,660
DQ60_23,0.08391234633885623,0.3924914675767918,2021-10,2022-02,60,690
DQ60_24,0.08952431854623197,0.3924914675767918,2021-10,2022-02,60,720
DQ90_4,0.0005344735435595938,0.027303754266211604,2021-10,2022-02,90,120
DQ90_5,0.003206841261357563,0.03754266211604096,2021-10,2022-02,90,150
DQ90_6,0.005077498663816141,0.05802047781569966,2021-10,2022-02,90,180
DQ90_7,0.00774986638161411,0.07508532423208192,2021-10,2022-02,90,210
DQ90_8,0.011491181186531267,0.09215017064846416,2021-10,2022-02,90,240
DQ90_9,0.01469802244788883,0.11262798634812286,2021-10,2022-02,90,270
DQ90_10,0.016835916622127203,0.11945392491467577,2021-10,2022-02,90,300
DQ90_11,0.017637626937466594,0.11945392491467577,2021-10,2022-02,90,330
DQ90_12,0.019508284339925172,0.13651877133105803,2021-10,2022-02,90,360
DQ90_13,0.024051309460181722,0.14334470989761092,2021-10,2022-02,90,390
DQ90_14,0.027525387493319082,0.16382252559726962,2021-10,2022-02,90,420
DQ90_15,0.031266702298236235,0.18771331058020477,2021-10,2022-02,90,450
DQ90_16,0.034740780331373594,0.2150170648464164,2021-10,2022-02,90,480
DQ90_17,0.03741314804917156,0.22184300341296928,2021-10,2022-02,90,510
DQ90_18,0.04115446285408872,0.2354948805460751,2021-10,2022-02,90,540
DQ90_19,0.045430251202565476,0.24232081911262798,2021-10,2022-02,90,570
DQ90_20,0.04917156600748263,0.24914675767918087,2021-10,2022-02,90,600
DQ90_21,0.0521111704970604,0.2593856655290102,2021-10,2022-02,90,630
DQ90_22,0.05772314270443613,0.27303754266211605,2021-10,2022-02,90,660
DQ90_23,0.06360235168359166,0.27303754266211605,2021-10,2022-02,90,690
DQ90_24,0.06734366648850881,0.27303754266211605,2021-10,2022-02,90,720
