step,sec,prop
Get Data,6.100000000230921e-06,5.213108455414883e-06
Parse Data,0.1501956999999976,0.12835843829627933
Create X,0.07215530000000214,0.0616644925440605
Preprocessing,0.6924669999999971,0.5917877987965747
Predictions,0.03999299999999906,0.03417833548352623
Adverse Action,0.15567669999999723,0.1330425444344835
Counter Offers,0.056524500000001865,0.04830628670113989
Generate Output,0.003108900000000858,0.002656890635480372
