accountid,pd_gen12,ecnl_gen12,pd_gen13,ecnl_gen13,intopenbktype__app,ENG-loan_to_value,strdealershiptrackertype__app,fltgrossmonthly__income_sum,tier_gen12,tier_gen13,approved_gen12,approved_gen13,declined_gen12,declined_gen13,approved_both,declined_both,approved_gen12_declined_gen13,declined_gen12_approved_gen13
8428504,0.1633547287920808,0.23994946502261252,0.2651707300374733,0.525676532561431,,1.1447705192629816,Franchise,3640.0,B,Decline,1,0,0,1,0,0,1,0
8428532,0.04995475233072596,0.0780584616758324,0.2757109505842834,0.5623988335949087,7.0,1.1883691529709228,Independent,3553.33,A,Decline,1,0,0,1,0,0,1,0
8429331,0.22033875040917503,0.33285483479974254,0.28547377041349375,0.5908133208271427,,1.3243856240893639,Franchise,3388.84,D,Decline,1,0,0,1,0,0,1,0
8430112,0.11518948724150394,0.16673035243655382,0.17277034009596456,0.3068430055314659,,1.2585067873303168,Franchise,14000.0,B,C,1,1,0,0,1,0,0,0
8430502,0.1937538303179403,0.31217596386800034,0.2931178782154454,0.5989206658332228,,1.1650713185562176,Franchise,4258.8,C,Decline,1,0,0,1,0,0,1,0
8430962,0.17884311596258834,0.25221567285912905,0.17142048656017198,0.30463235362560465,,1.2030133918770582,Franchise,5916.82,B,C,1,1,0,0,1,0,0,0
8431090,0.13041163054068367,0.22810513455538,0.21255329470852136,0.3948806028652731,7.0,1.2369181818181818,Franchise,3547.01,B,Decline,1,0,0,1,0,0,1,0
8431331,0.12715326430458096,0.21726856612939566,0.1075542234854117,0.15229468928186402,13.0,1.3916202090592336,Franchise,3656.0,B,B,1,1,0,0,1,0,0,0
8431508,0.11595258550310465,0.18054618270758993,0.21361382718712418,0.39864460785973804,,1.57893503460929,Independent,7269.17,B,Decline,1,0,0,1,0,0,1,0
8431943,0.21524905029107574,0.3134152396724178,0.3353109745878751,0.7309153629441532,,1.2138940996837169,Franchise,6008.57,C,Decline,1,0,0,1,0,0,1,0
8432122,0.1421856852354392,0.23046481820629414,0.193933916938272,0.3511678889114223,,1.3669661252900231,Independent,4867.92,B,Decline,1,0,0,1,0,0,1,0
8432385,0.18691334636700008,0.2796720525990048,0.21954258986288228,0.40899332855993964,,1.177658565500889,Franchise,5067.0,C,Decline,1,0,0,1,0,0,1,0
8432676,0.20076297508603388,0.2952013502291041,0.21543912504233037,0.40517566225170915,7.0,1.3288307825428587,Franchise,4812.78,C,Decline,1,0,0,1,0,0,1,0
8432801,0.13164826217216138,0.20667794542875925,0.2222338528118413,0.4174239092937756,7.0,1.179702001740644,Independent,6130.8,B,Decline,1,0,0,1,0,0,1,0
8432983,0.03165539943949095,0.041752965314387935,0.10255954988227745,0.14316014553010528,7.0,1.2256506421184226,Independent,6139.47,A1,B,1,1,0,0,1,0,0,0
8433213,0.095068792832892,0.13601000357091605,0.11794617781903595,0.18093209205386968,,1.3472016895459344,Independent,5747.58,B,B,1,1,0,0,1,0,0,0
8433624,0.1621121035184645,0.24049383514002465,0.16688317173461215,0.2940226688062749,,1.134165750968712,Independent,9064.630000000001,B,C,1,1,0,0,1,0,0,0
8433638,0.1983794323460813,0.31085451845512285,0.3115161069603325,0.6679323776550213,7.0,1.1372398394663954,Franchise,3938.43,C,Decline,1,0,0,1,0,0,1,0
8434359,0.1672307768438917,0.26356687830807296,0.1847298185152112,0.3319137163127122,,1.1301644245142004,Franchise,7513.0,B,D,1,1,0,0,1,0,0,0
8435104,0.015692806857679605,0.022713163877465036,0.06677208128888797,0.0773160498977162,7.0,1.0960214873258352,Franchise,5011.64,A1,A,1,1,0,0,1,0,0,0
8435363,0.16191081506695454,0.25348358821233913,0.12219978430562975,0.19438173520154423,,1.3106363411619282,Independent,4951.12,B,B,1,1,0,0,1,0,0,0
8435510,0.1253131150535418,0.19625841247477666,0.2587598654850152,0.5130864930189912,,1.1407058388765705,Franchise,6815.13,B,Decline,1,0,0,1,0,0,1,0
8435752,0.12538884636831718,0.18687975670888765,0.15758391636820274,0.26491645199950775,,1.1212777271346095,Franchise,11993.07,B,B,1,1,0,0,1,0,0,0
8435940,0.15386265789963924,0.25552148232405336,0.09180457673285411,0.12216704794023446,7.0,1.218090500796832,Franchise,3261.92,B,A,1,1,0,0,1,0,0,0
8436326,0.2102138916331435,0.3257992928861029,0.2259370493561717,0.43116586016295044,,0.8398980991573585,Franchise,4500.0,D,Decline,1,0,0,1,0,0,1,0
8436338,0.15416886216726178,0.2265105676545168,0.12056243622295193,0.18778466462812124,,1.1840865384615384,Franchise,7000.0,B,B,1,1,0,0,1,0,0,0
8436345,0.25506888541821987,0.35344588993605336,0.19932411454138965,0.36478595216440346,,1.235531914893617,Franchise,4500.0,Decline,Decline,0,0,1,1,0,1,0,0
8436352,0.11674311769520232,0.17579633935081357,0.2555399198216232,0.5050886446733258,,1.1222202327663384,Franchise,25000.0,B,Decline,1,0,0,1,0,0,1,0
8436353,0.15027406322894526,0.2211632434758025,0.16420593121152477,0.28563127012920714,,1.1366782006920415,Franchise,9500.0,B,C,1,1,0,0,1,0,0,0
8436363,0.45471548280377544,0.7330421054266495,0.2352631679063818,0.45957816357003983,,1.1902029769959404,Franchise,5833.33,Decline,Decline,0,0,1,1,0,1,0,0
8436371,0.3107793176686052,0.4659567250947558,0.18665873267580005,0.33501021184929813,,0.996692242114237,Independent,6320.0,Decline,D,0,1,1,0,0,0,0,1
8436379,0.22535652566219946,0.3515083791740957,0.13310957650527794,0.2158553384793483,,0.8221223125252176,Independent,5000.0,Decline,B,0,1,1,0,0,0,0,1
8436394,0.3292451131059836,0.48011129781801987,0.2115838020311282,0.3914397131674747,,1.2136879513928693,Franchise,8500.0,Decline,Decline,0,0,1,1,0,1,0,0
8436415,0.39639866099069115,0.593207670719258,0.2738141362255665,0.5582562862653782,,1.2156554307116105,Franchise,4175.0,Decline,Decline,0,0,1,1,0,1,0,0
8436425,0.3302049042163493,0.4695457270892851,0.3465397234724088,0.7456241602889297,,1.2932771140782384,Franchise,4801.0,Decline,Decline,0,0,1,1,0,1,0,0
8436436,0.20431111422401313,0.3116018324561468,0.23776508678718045,0.46668354165253356,7.0,1.2167386756606753,Franchise,6794.67,C,Decline,1,0,0,1,0,0,1,0
8436457,0.2087022453235077,0.3173984753392587,0.25339673912919425,0.4995974568083756,,1.1816079919731275,Franchise,5080.0,C,Decline,1,0,0,1,0,0,1,0
8436476,0.21791018642279003,0.33582838741772325,0.2911859581667992,0.5971479368468976,,0.7571487618832902,Franchise,6200.0,D,Decline,1,0,0,1,0,0,1,0
8436497,0.2566961427306099,0.3788823771741547,0.21471835275434994,0.40311737512575013,,0.7642990252293578,Franchise,8083.0,Decline,Decline,0,0,1,1,0,1,0,0
8436501,0.28646470002514246,0.46282195928672554,0.2415955192308341,0.47070366030654764,,1.1882525697503672,Franchise,5000.0,Decline,Decline,0,0,1,1,0,1,0,0
8436540,0.08108843393445914,0.11128746278420118,0.07236793225421667,0.0876898893195657,,1.0489119371447277,Franchise,7000.0,A,A,1,1,0,0,1,0,0,0
8436560,0.353737006620208,0.5921330692140337,0.3697921963134128,0.788329844351513,,0.9370722186076773,Franchise,5500.0,Decline,Decline,0,0,1,1,0,1,0,0
8436567,0.12567127499218986,0.1635649151696895,0.08342450248186624,0.10892490853767553,,0.9518892508143323,Independent,5500.0,B,A,1,1,0,0,1,0,0,0
8436573,0.19426653387979445,0.282468569844034,0.21499071087328517,0.4042214386515212,,1.0074007490636703,Franchise,3986.0,C,Decline,1,0,0,1,0,0,1,0
8436583,0.3646338804157536,0.5307250106224484,0.2758542331427408,0.5627013502588994,,1.2496678966789667,Franchise,4300.0,Decline,Decline,0,0,1,1,0,1,0,0
8436588,0.28069724633613186,0.38895024227511577,0.19130680989824567,0.3445044931690184,,0.9296872101220733,Franchise,4900.0,Decline,D,0,1,1,0,0,0,0,1
8436600,0.12245744508031657,0.19594653060259756,0.086448387017795,0.11357040156523353,,0.9537540663630449,Franchise,4400.0,B,A,1,1,0,0,1,0,0,0
8436655,0.17687451208623764,0.28175658619211696,0.16235618590831294,0.27941758585683274,,0.9835643564356435,Franchise,4100.0,C,C,1,1,0,0,1,0,0,0
8436668,0.13949153304558726,0.21940633041152635,0.17332483670511756,0.3082801328820661,,0.926429906542056,Franchise,13400.0,B,C,1,1,0,0,1,0,0,0
8436698,0.3805021180897669,0.5589863807024475,0.21316153300714014,0.39703934108406114,,1.259543645859239,Franchise,6900.0,Decline,Decline,0,0,1,1,0,1,0,0
8436718,0.2031575384814691,0.319746107714344,0.10677143392418771,0.15088112606377244,,0.7758716148445336,Franchise,4500.0,C,B,1,1,0,0,1,0,0,0
8436741,0.12652383839538206,0.18267227794488866,0.08375170832313794,0.10942357270245473,,1.034629236739974,Franchise,3500.0,B,A,1,1,0,0,1,0,0,0
8436771,0.13588017392363982,0.19620785504299124,0.19216465579184477,0.345862667303546,,1.1582117211026175,Franchise,7205.0,B,D,1,1,0,0,1,0,0,0
8436772,0.3688631696866707,0.5941800696944789,0.17781237310297915,0.31587208082474555,,0.9791978246091094,Franchise,6000.0,Decline,C,0,1,1,0,0,0,0,1
8436782,0.2382391556170815,0.36916821331840066,0.13725500162968904,0.225818296875529,,1.0604352178723853,Independent,5435.0,Decline,B,0,1,1,0,0,0,0,1
8436866,0.06824564749691207,0.0894600127038636,0.06824835460149686,0.08005283155660138,,1.1852581083983675,Franchise,6400.0,A,A,1,1,0,0,1,0,0,0
8436871,0.04482088491035909,0.06205491050802442,0.16656435889419374,0.29312131685104725,,1.2078888888888888,Franchise,5000.0,A1,C,1,1,0,0,1,0,0,0
8436880,0.06570772300015863,0.08965962076231347,0.09461696639849093,0.1275178531821751,,0.8273586024448093,Franchise,4166.67,A,A,1,1,0,0,1,0,0,0
8437004,0.21192840795548915,0.3079075075923018,0.08010661393109197,0.1038684214145486,,0.879562363238512,Franchise,7793.35,C,A,1,1,0,0,1,0,0,0
8437017,0.24997397910788002,0.4273545441611137,0.2149178676775389,0.4039261527395812,,1.2447003525264395,Franchise,3840.0,Decline,Decline,0,0,1,1,0,1,0,0
8437044,0.27224640897437036,0.40847759240108844,0.18291892475466617,0.3285226166434596,,0.9824080267558528,Independent,4200.0,Decline,D,0,1,1,0,0,0,0,1
8437062,0.12034765968142257,0.18099483508210878,0.20586679787344184,0.37796793146314417,7.0,1.2833364583333333,Franchise,11083.99,B,Decline,1,0,0,1,0,0,1,0
8437071,0.16544209999778728,0.23493574999366268,0.1751012720244053,0.31096803446798693,,1.3121012635857559,Franchise,11299.92,B,C,1,1,0,0,1,0,0,0
8437083,0.10576055842439543,0.1506375933624332,0.0784157142096023,0.10040067965988515,,0.8138374899436847,Franchise,4750.0,B,A,1,1,0,0,1,0,0,0
8437095,0.40809948544238744,0.6369337210208464,0.23209053120041795,0.447997008776531,,1.1475193798449612,Independent,3848.0,Decline,Decline,0,0,1,1,0,1,0,0
8437111,0.4927806364442641,0.8519620712244839,0.3926982032424052,0.8459192289260842,,1.2950185873605948,Independent,7000.0,Decline,Decline,0,0,1,1,0,1,0,0
8437125,0.6772294468819839,0.9510517554922936,0.3271803534495346,0.7190690703637193,,1.8379113924050632,Franchise,4819.0,Decline,Decline,0,0,1,1,0,1,0,0
8437127,0.06722968544740303,0.08504563517498724,0.10210790544995055,0.14237529071859156,,1.5935331463162556,Franchise,7400.0,A,B,1,1,0,0,1,0,0,0
8437148,0.14024485281078375,0.2113078949204752,0.14344416193067697,0.23727543162737583,7.0,0.9761850340136055,Franchise,3800.0,B,B,1,1,0,0,1,0,0,0
8437174,0.22918183346913037,0.3777643311351753,0.186314267347425,0.3344896833673353,,1.0047244094488188,Independent,6200.0,Decline,D,0,1,1,0,0,0,0,1
8437176,0.30372524407130835,0.45856569759951843,0.16050099439729695,0.2723949368229782,,0.7176744186046512,Independent,6300.0,Decline,C,0,1,1,0,0,0,0,1
8437206,0.23349047602150283,0.34249379799584057,0.2025928700525584,0.3705760917572721,,1.1946597329866493,Franchise,5105.84,D,Decline,1,0,0,1,0,0,1,0
8437213,0.2786500024715366,0.4370041409648621,0.2769114952228228,0.5649335786673935,,1.2653561253561254,Franchise,4766.0,Decline,Decline,0,0,1,1,0,1,0,0
8437256,0.2781566009209769,0.400781017347251,0.2997796105219489,0.6179694024409125,,0.8272727272727273,Franchise,20833.0,Decline,Decline,0,0,1,1,0,1,0,0
8437279,0.18570741449166256,0.29841611246116867,0.2504183550134595,0.49021151447948463,7.0,0.0,Franchise,5500.0,C,Decline,1,0,0,1,0,0,1,0
8437290,0.10947788957713421,0.15468435110563886,0.16798702748077965,0.29702751590630977,,1.4014247933884298,Franchise,6000.0,B,C,1,1,0,0,1,0,0,0
8437307,0.07255404337955937,0.10575110977922746,0.1355922420811701,0.22055131715704573,,0.8986221899927483,Independent,11182.54,A,B,1,1,0,0,1,0,0,0
8437330,0.1471475796403853,0.2272082182444324,0.41782504142356663,0.9167658797518757,,1.13943325179342,Franchise,5833.0,B,Decline,1,0,0,1,0,0,1,0
8437347,0.45600024095223596,0.7412639172788689,0.24547384738521721,0.4770450244598876,,1.1953153153153153,Franchise,5322.0,Decline,Decline,0,0,1,1,0,1,0,0
8437349,0.2951784858729393,0.4619074386029461,0.24166432700296112,0.47076953669206695,,1.216036036036036,Franchise,4500.0,Decline,Decline,0,0,1,1,0,1,0,0
8437370,0.5302181534439718,0.7670371711863554,0.27205172562709395,0.5525713190123005,,1.1879690522243713,Franchise,7500.0,Decline,Decline,0,0,1,1,0,1,0,0
8437387,0.17824933133694104,0.2736093316925079,0.06533335532596454,0.07384464256087232,,0.8597046153846155,Independent,3800.0,C,A1,1,1,0,0,1,0,0,0
8437408,0.06195236066341261,0.08314422702507532,0.032532356096605056,0.022713163877465036,,0.8645860254161141,Independent,3293.33,A,A1,1,1,0,0,1,0,0,0
8437442,0.41293930987620936,0.5423758883242831,0.1437356583599519,0.23795029336642007,,1.3320843091334895,Independent,6666.67,Decline,B,0,1,1,0,0,0,0,1
8437454,0.23064416008552543,0.3898321158675949,0.2212192179483003,0.4141861904168311,,1.0402119205298013,Independent,4000.0,Decline,Decline,0,0,1,1,0,1,0,0
8437465,0.5816552495886423,0.9203896202810072,0.25394636286835554,0.5009462449895145,,1.1943932267168391,Franchise,4300.0,Decline,Decline,0,0,1,1,0,1,0,0
8437466,0.24796183572744043,0.3759387319894536,0.3502208993739623,0.7532716019835394,,1.1923886639676113,Franchise,5156.67,Decline,Decline,0,0,1,1,0,1,0,0
8437476,0.32326931844290835,0.48085593609910143,0.33025377568982145,0.7244989266404724,,1.3968228105906313,Franchise,5460.0,Decline,Decline,0,0,1,1,0,1,0,0
8437497,0.366394135202218,0.6843121192035003,0.3007840727679856,0.6214420404218584,,1.25,Independent,3591.0,Decline,Decline,0,0,1,1,0,1,0,0
8437498,0.396141811635197,0.606281976175932,0.4180784265235519,0.9179228277251249,,1.1962711864406779,Franchise,5250.0,Decline,Decline,0,0,1,1,0,1,0,0
8437508,0.19139582902729263,0.30017437163964944,0.23304458372130432,0.45033416736485077,,1.0269221698113207,Franchise,4645.54,C,Decline,1,0,0,1,0,0,1,0
8437549,0.7197626026689162,1.1225803271607586,0.1539485659541813,0.2573552339840376,,1.1491538461538462,Franchise,5398.0,Decline,B,0,1,1,0,0,0,0,1
8437601,0.2540654334457343,0.3125895791152993,0.07765680138507025,0.0987686514017825,,1.1416399450297756,Franchise,3500.0,C,A,1,1,0,0,1,0,0,0
8437620,0.016612292794945648,0.02404652232512692,0.0586834537122986,0.055990130078129786,,0.9748989412897017,Franchise,11000.0,A1,A1,1,1,0,0,1,0,0,0
8437628,0.4417029334124472,0.7850137123878375,0.22172955645809486,0.4158136599391814,,1.1113903743315507,Independent,5156.0,Decline,Decline,0,0,1,1,0,1,0,0
8437635,0.04352218410010064,0.05979777888041539,0.05694207134492923,0.05059303495617904,,1.04880195599022,Franchise,6937.21,A1,A1,1,1,0,0,1,0,0,0
8437643,0.40765367475070524,0.629557862736156,0.22089964373500237,0.4131964033811051,,1.0482869810560258,Franchise,4000.0,Decline,Decline,0,0,1,1,0,1,0,0
8437698,0.369525532750094,0.5927634899891464,0.19474147597520472,0.3565565867156246,,0.9152159468438538,Independent,3500.0,Decline,Decline,0,0,1,1,0,1,0,0
8437712,0.21448990243362814,0.3430312912114412,0.1997105622945738,0.3654897254470301,,1.0401608579088473,Independent,4000.0,D,Decline,1,0,0,1,0,0,1,0
8437732,0.18348868782213487,0.2656152691834533,0.1087164502360967,0.1543934410629705,,1.138803930500423,Franchise,7870.0,C,B,1,1,0,0,1,0,0,0
8437762,0.22769271018200624,0.35098155983430235,0.14029810897592668,0.23214238050087213,,1.2900754147812972,Independent,4400.0,Decline,B,0,1,1,0,0,0,0,1
8437765,0.11802429963987981,0.20678246598987193,0.3909792359060907,0.8420749414851634,,1.4542295652173913,Franchise,6823.4,B,Decline,1,0,0,1,0,0,1,0
8437775,0.11976355987081826,0.1749677405366892,0.12012157842921439,0.18670530297491572,,1.0493159609120521,Independent,5000.0,B,B,1,1,0,0,1,0,0,0
8437791,0.28423873336260475,0.44383780154263275,0.19622727858944672,0.3592046443285473,,1.1334610778443113,Independent,8860.0,Decline,Decline,0,0,1,1,0,1,0,0
8437831,0.16971786029774008,0.22310019326672068,0.08167486684036188,0.10625845065157016,,0.7804255999999999,Franchise,4200.0,B,A,1,1,0,0,1,0,0,0
8437857,0.3103624012708149,0.5157363788426249,0.26643711588886987,0.5292047204680468,,,Franchise,4500.0,Decline,Decline,0,0,1,1,0,1,0,0
8437864,0.33840265035134126,0.5528369952280603,0.24711564082112467,0.47945098827847077,,0.9990361445783132,Independent,4149.0,Decline,Decline,0,0,1,1,0,1,0,0
8437877,0.2436305357928275,0.3390970989707606,0.05829301156687007,0.05478002629048226,,inf,Independent,4500.0,D,A1,1,1,0,0,1,0,0,0
8437887,0.17785446087722118,0.2611581824923828,0.25589393438417424,0.5061007104360141,,0.8795033728774134,Franchise,3500.0,B,Decline,1,0,0,1,0,0,1,0
8437909,0.4992175254687867,0.8728848881292521,0.35695625007637244,0.7665743991877915,,1.2599165507649512,Independent,4500.0,Decline,Decline,0,0,1,1,0,1,0,0
8437914,0.19748260126537096,0.3067816877742522,0.13359074983433686,0.21689319854881395,,0.9757446808510638,Franchise,4166.67,C,B,1,1,0,0,1,0,0,0
8437940,0.2613998822329009,0.4151500003780157,0.3007844070049063,0.6214431959494354,,0.9824918032786886,Independent,9166.67,Decline,Decline,0,0,1,1,0,1,0,0
8437957,0.2680400361415922,0.45186727723873676,0.1552225908490552,0.26052781999895913,,0.9997226074895977,Independent,5921.0,Decline,B,0,1,1,0,0,0,0,1
8437971,0.3830421579959281,0.5644567320205314,0.11433359447636483,0.17043467492151018,,1.1153528399311532,Franchise,4673.0,Decline,B,0,1,1,0,0,0,0,1
8437982,0.045525091334733994,0.05853338736416387,0.22833179825613056,0.4385904818992079,13.0,1.0673437147370797,Franchise,6391.02,A1,Decline,1,0,0,1,0,0,1,0
8438007,0.2721271650532402,0.3679631267339246,0.31500350898816665,0.6789704320573925,,0.9282555796854968,Franchise,12733.0,Decline,Decline,0,0,1,1,0,1,0,0
8438024,0.08007361621994946,0.10978859637649704,0.10081754074787426,0.14043694538442014,,1.0111406844106463,Franchise,4017.45,A,B,1,1,0,0,1,0,0,0
8438033,0.13526506255112863,0.19069951786208306,0.11821020122418213,0.18179064442812864,,1.318688700792691,Franchise,3600.0,B,B,1,1,0,0,1,0,0,0
8438073,0.28821236718979537,0.447313082196905,0.4080891792451361,0.8822708840244426,,,Franchise,3813.0,Decline,Decline,0,0,1,1,0,1,0,0
8438076,0.02393093998951673,0.03447509491029161,0.11282021398877415,0.1663858104066546,,1.0515736040609136,Independent,9978.0,A1,B,1,1,0,0,1,0,0,0
8438166,0.343322825413103,0.6054073792992424,0.29915460037068037,0.6158086104366977,,1.188299319727891,Independent,3848.0,Decline,Decline,0,0,1,1,0,1,0,0
8438180,0.13070895768036914,0.1844710188984649,0.13404918335468677,0.21784421942734616,,0.9940968650775904,Franchise,5000.0,B,B,1,1,0,0,1,0,0,0
8438184,0.23431998846597904,0.37176111766511843,0.26363924535978994,0.5219208970224736,,1.318250019742557,Franchise,4333.0,Decline,Decline,0,0,1,1,0,1,0,0
8438213,0.6115201502734056,1.0297000072490534,0.21945354704770142,0.40871754465616017,,1.296482939632546,Independent,7000.0,Decline,Decline,0,0,1,1,0,1,0,0
8438216,0.41281366134423036,0.6928149077374451,0.3016924573555928,0.6245825176599799,,1.154590439162322,Franchise,4688.0,Decline,Decline,0,0,1,1,0,1,0,0
8438232,0.17763173216450984,0.2817133698017219,0.2802509986584518,0.5753884796956951,,0.8461322645290581,Franchise,8029.34,C,Decline,1,0,0,1,0,0,1,0
8438258,0.313340985957502,0.5097128894811632,0.16215344765933998,0.2785626612379039,,1.3400647249190938,Independent,4000.0,Decline,C,0,1,1,0,0,0,0,1
8438266,0.3134560393910585,0.5039766231411046,0.3042404251719151,0.643812075378859,13.0,,Independent,10250.0,Decline,Decline,0,0,1,1,0,1,0,0
8438278,0.2506753107807587,0.3975922767274488,0.20660645748007792,0.37937203407306147,,1.2325170068027211,Franchise,4166.67,Decline,Decline,0,0,1,1,0,1,0,0
8438290,0.18040858950279784,0.2960520208061579,0.10381723462296452,0.14546572757947754,,0.8318367346938775,Franchise,4200.0,C,B,1,1,0,0,1,0,0,0
8438296,0.22086954294586772,0.32735109533419504,0.2297793593490545,0.4405984796375792,,1.127843137254902,Franchise,3726.0,D,Decline,1,0,0,1,0,0,1,0
8438328,0.19810143524908838,0.3101517498086471,0.24826624502544506,0.48211130350257503,,1.174917805151176,Independent,8726.46,C,Decline,1,0,0,1,0,0,1,0
8438346,0.3168362248108376,0.5007252570703861,0.1745289677882783,0.31038594859453966,,1.1622467771639042,Franchise,5000.0,Decline,C,0,1,1,0,0,0,0,1
8438351,0.4901643626189434,0.8131050415254967,0.2266765249399415,0.43408327343151404,,1.3791461836998706,Independent,5501.0,Decline,Decline,0,0,1,1,0,1,0,0
8438358,0.17474195855562877,0.25494312271178404,0.19762620772651948,0.3616978725109831,,1.2009263157894736,Franchise,4919.0,B,Decline,1,0,0,1,0,0,1,0
8438415,0.2997932361010891,0.47238354931535037,0.26038465798270416,0.5157174347003151,,,Franchise,4420.0,Decline,Decline,0,0,1,1,0,1,0,0
8438416,0.25708726090454564,0.4044492873931603,0.30524230876334635,0.6520918537040101,,1.2454298642533936,Franchise,6255.0,Decline,Decline,0,0,1,1,0,1,0,0
8438447,0.3269428763299742,0.5100797680458384,0.16693043465419224,0.29415132497111574,,1.0805106382978724,Independent,4884.0,Decline,C,0,1,1,0,0,0,0,1
8438463,0.3751881555325748,0.5810621064248521,0.28131699818931155,0.5788745316976865,,1.2487825182101977,Independent,6184.0,Decline,Decline,0,0,1,1,0,1,0,0
8438494,0.3260676224807334,0.5499151155799916,0.23176302516538083,0.4471947117061324,,1.1371495327102803,Franchise,5250.0,Decline,Decline,0,0,1,1,0,1,0,0
