iter	Passed	Remaining
242	33362	309870
243	33495	309692
244	33630	309542
245	33769	309412
246	33847	308741
247	33960	308381
248	34082	308107
249	34228	308059
250	34375	308009
251	34516	307908
252	34639	307649
253	34780	307549
254	34932	307539
255	35062	307340
256	35204	307253
257	35337	307081
258	35505	307207
259	35667	307292
260	35844	307490
261	35987	307403
262	36124	307262
263	36249	307020
264	36378	306812
265	36528	306784
266	36670	306688
267	36824	306683
268	36964	306569
269	37107	306481
270	37230	306227
271	37355	305986
272	37492	305844
273	37636	305762
274	37780	305679
275	37919	305555
276	38067	305505
277	38205	305370
278	38326	305104
279	38413	304562
280	38543	304368
281	38664	304103
282	38812	304054
283	38946	303891
284	39082	303749
285	39216	303583
286	39363	303523
287	39501	303397
288	39640	303273
289	39772	303095
290	39895	302851
291	40038	302755
292	40169	302573
293	40329	302606
294	40470	302496
295	40616	302428
296	40744	302222
297	40878	302058
298	41011	301891
299	41136	301670
300	41262	301448
301	41382	301187
302	41518	301041
303	41643	300820
304	41787	300730
305	41918	300552
306	42056	300423
307	42180	300191
308	42309	300000
309	42451	299899
310	42614	299947
311	42770	299942
312	42898	299744
313	43031	299575
314	43155	299351
315	43292	299213
316	43432	299092
317	43571	298973
318	43723	298939
319	43863	298822
320	44005	298718
321	44133	298520
322	44278	298432
323	44416	298305
324	44566	298251
325	44715	298197
326	44848	298028
327	44998	297977
328	45130	297807
329	45287	297799
330	45420	297633
331	45555	297482
332	45717	297505
333	45845	297309
334	45970	297095
335	46111	296981
336	46252	296866
337	46388	296723
338	46508	296477
339	46645	296334
340	46783	296202
341	46934	296151
342	47082	296086
343	47236	296053
344	47375	295923
345	47514	295799
346	47649	295647
347	47783	295488
348	47927	295392
349	48068	295280
350	48205	295138
351	48349	295042
352	48483	294884
353	48607	294667
354	48730	294439
355	48868	294306
356	48997	294121
357	49129	293955
358	49253	293735
359	49389	293594
360	49521	293427
361	49664	293323
362	49798	293166
363	49928	292988
364	50073	292894
365	50203	292719
366	50350	292636
367	50483	292475
368	50628	292381
369	50764	292237
370	50910	292150
371	51054	292051
372	51192	291918
373	51347	291886
374	51470	291665
375	51598	291477
376	51739	291361
377	51892	291312
378	52046	291267
379	52182	291120
380	52324	291013
381	52452	290824
382	52583	290650
383	52712	290465
384	52872	290457
385	53017	290360
386	53157	290235
387	53305	290160
388	53449	290057
389	53572	289843
390	53703	289669
391	53841	289535
392	53985	289436
393	54125	289310
394	54286	289299
395	54426	289174
396	54558	289010
397	54693	288858
398	54830	288716
399	54969	288590
400	55098	288409
401	55260	288398
402	55399	288272
403	55540	288149
404	55671	287977
405	55793	287760
406	55935	287649
407	56074	287518
408	56237	287512
409	56366	287330
410	56500	287177
411	56639	287045
412	56786	286958
413	56915	286777
414	57062	286686
415	57207	286585
416	57329	286370
417	57466	286232
418	57604	286095
419	57740	285952
420	57878	285818
421	58002	285612
422	58154	285546
423	58281	285359
424	58414	285198
425	58551	285061
426	58695	284956
427	58852	284911
428	58980	284729
429	59144	284721
430	59294	284642
431	59439	284537
432	59570	284371
433	59715	284268
434	59840	284071
435	59963	283864
436	60098	283715
437	60241	283602
438	60372	283432
439	60512	283306
440	60639	283123
441	60785	283025
442	60926	282901
443	61067	282780
444	61211	282672
445	61349	282538
446	61475	282347
447	61612	282209
448	61740	282024
449	61871	281860
450	62003	281697
451	62157	281635
452	62303	281532
453	62443	281409
454	62578	281258
455	62724	281160
456	62854	280990
457	62986	280824
458	63132	280727
459	63276	280617
460	63421	280512
461	63563	280395
462	63706	280281
463	63849	280165
464	63993	280056
465	64139	279956
466	64283	279846
467	64456	279860
468	64576	279647
469	64699	279448
470	64825	279258
471	64963	279121
472	65125	279090
473	65260	278939
474	65382	278736
475	65508	278550
476	65647	278415
477	65772	278224
478	65910	278088
479	66042	277928
480	66185	277815
481	66324	277680
482	66480	277620
483	66614	277467
484	66750	277322
485	66887	277185
486	67036	277091
487	67163	276912
488	67289	276727
489	67424	276579
490	67539	276348
491	67672	276190
492	67787	275961
493	67923	275819
494	68078	275752
495	68211	275596
496	68343	275436
497	68489	275332
498	68642	275259
499	68770	275082
500	68920	274994
501	69070	274905
502	69207	274766
503	69339	274607
504	69486	274504
505	69630	274393
506	69759	274221
507	69878	274013
508	70009	273849
509	70129	273642
510	70272	273528
511	70406	273373
512	70547	273249
513	70681	273098
514	70813	272940
515	70955	272819
516	71087	272661
517	71222	272514
518	71348	272333
519	71462	272106
520	71613	272022
521	71746	271866
522	71880	271716
523	72013	271563
524	72142	271395
525	72267	271208
526	72405	271072
527	72536	270913
528	72670	270761
529	72805	270616
530	72943	270481
531	73068	270297
532	73223	270225
533	73371	270126
534	73508	269989
535	73639	269827
536	73762	269636
537	73903	269513
538	74021	269307
539	74137	269092
540	74253	268878
541	74375	268683
542	74429	268248
543	74558	268080
544	74682	267897
545	74810	267727
546	74944	267581
547	75066	267390
548	75201	267245
549	75340	267116
550	75469	266949
551	75597	266783
552	75744	266680
553	75903	266620
554	76036	266471
555	76161	266291
556	76282	266097
557	76414	265943
558	76553	265815
559	76694	265692
560	76854	265634
561	76995	265511
562	77130	265367
563	77265	265222
564	77397	265070
565	77519	264881
566	77656	264743
567	77783	264572
568	77927	264460
569	78001	264110
570	78142	263986
571	78304	263933
572	78451	263833
573	78610	263768
574	78754	263654
575	78911	263587
576	79060	263488
577	79203	263370
578	79327	263191
579	79455	263026
580	79589	262879
581	79713	262699
582	79867	262617
583	80001	262472
584	80142	262347
585	80259	262144
586	80388	261980
587	80538	261887
588	80679	261761
589	80827	261662
590	80963	261520
591	81084	261333
592	81216	261180
593	81365	261081
594	81501	260941
595	81632	260784
596	81772	260659
597	81901	260497
598	82041	260367
599	82176	260226
600	82305	260062
601	82430	259890
602	82564	259743
603	82681	259542
604	82832	259450
605	82981	259350
606	83120	259221
607	83255	259077
608	83390	258933
609	83511	258747
610	83639	258583
611	83781	258461
612	83916	258321
613	84063	258216
614	84164	257966
615	84310	257859
616	84442	257708
617	84574	257556
618	84733	257485
619	84857	257311
620	84998	257184
621	85129	257030
622	85271	256908
623	85409	256776
624	85543	256629
625	85669	256460
626	85818	256360
627	85944	256192
628	86084	256064
629	86218	255917
630	86346	255755
631	86472	255585
632	86597	255413
633	86746	255313
634	86879	255166
635	87014	255023
636	87153	254893
637	87211	254527
638	87333	254345
639	87461	254183
640	87593	254033
641	87743	253936
642	87887	253820
643	88025	253687
644	88152	253523
645	88280	253362
646	88391	253153
647	88525	253007
648	88674	252906
649	88802	252744
650	88928	252579
651	89051	252403
652	89166	252204
653	89299	252060
654	89424	251890
655	89545	251709
656	89694	251607
657	89829	251468
658	89952	251294
659	90102	251194
660	90250	251091
661	90377	250928
662	90488	250719
663	90606	250531
664	90753	250425
665	90893	250298
666	91101	250359
667	91254	250268
668	91393	250135
669	91523	249982
670	91649	249816
671	91773	249645
672	91915	249523
673	92045	249369
674	92170	249200
675	92311	249078
676	92455	248961
677	92607	248864
678	92757	248763
679	92892	248622
680	93029	248487
681	93171	248365
682	93292	248187
683	93355	247857
684	93470	247663
685	93633	247595
686	93762	247439
687	93882	247261
688	94010	247101
689	94125	246908
690	94260	246767
691	94394	246626
692	94527	246479
693	94686	246401
694	94824	246271
695	94984	246195
696	95115	246044
697	95251	245907
698	95391	245780
699	95517	245616
700	95676	245538
701	95813	245403
702	95962	245298
703	96097	245159
704	96241	245039
705	96379	244906
706	96544	244842
707	96682	244709
708	96838	244622
709	96973	244483
710	97118	244368
711	97256	244232
712	97399	244112
713	97484	243847
714	97638	243754
715	97774	243616
716	97927	243521
717	98078	243421
718	98236	243335
719	98371	243196
720	98529	243113
721	98668	242982
722	98804	242844
723	98951	242731
724	99109	242647
725	99251	242523
726	99384	242378
727	99529	242262
728	99670	242133
729	99800	241983
730	99922	241809
731	100072	241704
732	100208	241566
733	100344	241427
734	100499	241335
735	100636	241200
736	100778	241075
737	100921	240953
738	101072	240850
739	101227	240757
740	101362	240615
741	101512	240511
742	101653	240383
743	101781	240227
744	101921	240098
745	102076	240002
746	102201	239839
747	102337	239700
748	102478	239572
749	102620	239446
750	102745	239283
751	102879	239141
752	103001	238967
753	103128	238808
754	103255	238649
755	103399	238529
756	103546	238417
757	103678	238268
758	103824	238153
759	103947	237985
760	104094	237872
761	104239	237754
762	104377	237620
763	104543	237549
764	104677	237404
765	104818	237278
766	104944	237117
767	105083	236984
768	105217	236841
769	105346	236686
770	105480	236545
771	105609	236391
772	105736	236230
773	105861	236067
774	106002	235941
775	106142	235811
776	106277	235670
777	106418	235542
778	106547	235388
779	106690	235266
780	106829	235134
781	106972	235011
782	107104	234862
783	107243	234732
784	107383	234602
785	107516	234458
786	107644	234300
787	107786	234174
788	107961	234122
789	108103	233996
790	108222	233820
791	108375	233719
792	108495	233546
793	108625	233394
794	108746	233223
795	108876	233072
796	109006	232921
797	109127	232750
798	109269	232624
799	109416	232509
800	109534	232333
801	109667	232189
802	109817	232079
803	109970	231978
804	110143	231916
805	110304	231831
806	110462	231738
807	110620	231646
808	110772	231541
809	110938	231464
810	111072	231321
811	111208	231182
812	111356	231067
813	111481	230907
814	111610	230753
815	111751	230625
816	111878	230467
817	112027	230354
818	112165	230220
819	112312	230104
820	112434	229936
821	112568	229793
822	112704	229653
823	112836	229506
824	112965	229355
825	113083	229179
826	113228	229058
827	113366	228924
828	113483	228747
829	113617	228603
830	113759	228476
831	113907	228362
832	114052	228242
833	114199	228125
834	114348	228012
835	114491	227888
836	114625	227744
837	114764	227611
838	114896	227464
839	115028	227317
840	115159	227168
841	115290	227021
842	115408	226847
843	115532	226684
844	115660	226529
845	115796	226392
846	115937	226263
847	116059	226096
848	116193	225955
849	116341	225839
850	116479	225703
851	116630	225595
852	116765	225454
853	116895	225304
854	117019	225142
855	117169	225030
856	117308	224899
857	117429	224730
858	117559	224580
859	117701	224453
860	117837	224315
861	117965	224162
862	118093	224008
863	118231	223874
864	118405	223806
865	118561	223706
866	118719	223608
867	118875	223507
868	118999	223347
869	119141	223219
870	119292	223108
871	119425	222964
872	119562	222827
873	119689	222672
874	119825	222532
875	119963	222398
876	120090	222241
877	120235	222120
878	120368	221977
879	120498	221827
880	120627	221675
881	120771	221550
882	120919	221434
883	121073	221328
884	121225	221219
885	121368	221092
886	121500	220947
887	121622	220783
888	121756	220641
889	121882	220483
890	122012	220335
891	122169	220233
892	122328	220136
893	122466	220001
894	122589	219839
895	122718	219688
896	122843	219530
897	122981	219394
898	123111	219245
899	123254	219119
900	123693	219518
901	124306	220224
902	124737	220605
903	124947	220593
904	125160	220587
905	125305	220460
906	125455	220342
907	125591	220200
908	125745	220089
909	125892	219966
910	125974	219728
911	126103	219575
912	126234	219423
913	126379	219297
914	126528	219177
915	126583	218895
916	126715	218746
917	126873	218642
918	126976	218443
919	127104	218288
920	127233	218134
921	127361	217979
922	127507	217854
923	127647	217719
924	127784	217578
925	127913	217424
926	128055	217294
927	128185	217142
928	128326	217009
929	128456	216856
930	128608	216741
931	128734	216583
932	128868	216437
933	128990	216273
934	129116	216114
935	129241	215954
936	129372	215804
937	129495	215642
938	129621	215482
939	129752	215333
940	129875	215170
941	130007	215023
942	130119	214841
943	130246	214686
944	130383	214546
945	130509	214388
946	130639	214237
947	130766	214082
948	130890	213921
949	131033	213791
950	131154	213626
951	131268	213449
952	131394	213291
953	131549	213181
954	131706	213074
955	131845	212939
956	131967	212774
957	132075	212588
958	132201	212432
959	132329	212278
960	132417	212061
961	132561	211932
962	132692	211783
963	132824	211637
964	132968	211510
965	133084	211337
966	133217	211192
967	133348	211042
968	133486	210905
969	133622	210764
970	133758	210624
971	133887	210474
972	134051	210377
973	134209	210270
974	134375	210176
975	134519	210049
976	134663	209919
977	134792	209769
978	134933	209636
979	135060	209481
980	135208	209358
981	135388	209286
982	135576	209226
983	135710	209082
984	135830	208917
985	135979	208795
986	136109	208645
987	136263	208533
988	136398	208389
989	136590	208334
990	136731	208200
991	136881	208082
992	137006	207924
993	137137	207775
994	137275	207638
995	137426	207519
996	137554	207365
997	137676	207205
998	137805	207052
999	137947	206921
1000	138083	206779
1001	138199	206609
1002	138329	206459
1003	138472	206329
1004	138619	206204
1005	138748	206053
1006	138896	205930
1007	139026	205780
1008	139160	205637
1009	139282	205476
1010	139423	205342
1011	139554	205194
1012	139688	205051
1013	139820	204904
1014	139958	204766
1015	140091	204621
1016	140225	204477
1017	140372	204353
1018	140512	204218
1019	140648	204078
1020	140792	203949
1021	140948	203837
1022	141071	203678
1023	141218	203553
1024	141360	203420
1025	141476	203251
1026	141609	203106
1027	141749	202972
1028	141897	202849
1029	142027	202698
1030	142154	202546
1031	142282	202393
1032	142431	202271
1033	142560	202121
1034	142702	201988
1035	142850	201866
1036	142992	201733
1037	143119	201580
1038	143268	201457
1039	143433	201359
1040	143571	201221
1041	143728	201109
1042	143896	201014
1043	144028	200867
1044	144164	200727
1045	144298	200583
1046	144441	200452
1047	144563	200291
1048	144688	200136
1049	144826	199998
1050	144943	199831
1051	145061	199665
1052	145168	199486
1053	145286	199320
1054	145431	199192
1055	145567	199052
1056	145725	198942
1057	145861	198802
1058	146033	198709
1059	146169	198569
1060	146321	198450
1061	146466	198323
1062	146597	198175
1063	146738	198041
1064	146871	197897
1065	146985	197726
1066	147106	197566
1067	147230	197409
1068	147361	197263
1069	147483	197103
1070	147610	196951
1071	147749	196815
1072	147853	196633
1073	147974	196473
1074	148113	196335
1075	148244	196189
1076	148376	196044
1077	148452	195824
1078	148580	195674
1079	148726	195548
1080	148841	195379
1081	148973	195234
1082	149102	195085
1083	149215	194916
1084	149394	194831
1085	149537	194701
1086	149676	194565
1087	149795	194403
1088	149922	194252
1089	150048	194099
1090	150163	193932
1091	150305	193800
1092	150439	193657
1093	150569	193510
1094	150716	193385
1095	150847	193238
1096	150998	193118
1097	151133	192977
1098	151273	192842
1099	151415	192710
1100	151543	192560
1101	151666	192404
1102	151807	192271
1103	151942	192129
1104	152067	191976
1105	152211	191846
1106	152341	191700
1107	152489	191574
1108	152640	191453
1109	152773	191310
1110	152896	191155
1111	153025	191007
1112	153152	190855
1113	153306	190738
1114	153437	190593
1115	153558	190435
1116	153696	190297
1117	153829	190153
1118	153970	190020
1119	154101	189875
1120	154240	189739
1121	154356	189575
1122	154483	189424
1123	154621	189287
1124	154762	189153
1125	154902	189019
1126	155047	188890
1127	155185	188754
1128	155318	188610
1129	155442	188457
1130	155594	188336
1131	155727	188193
1132	155859	188049
1133	155974	187885
1134	156094	187725
1135	156225	187580
1136	156352	187431
1137	156468	187267
1138	156605	187128
1139	156716	186959
1140	156844	186811
1141	156969	186658
1142	157132	186552
1143	157266	186410
1144	157391	186258
1145	157532	186124
1146	157670	185987
1147	157806	185849
1148	157950	185719
1149	158078	185569
1150	158224	185442
1151	158341	185281
1152	158464	185126
1153	158583	184968
1154	158711	184820
1155	158833	184665
1156	158966	184522
1157	159083	184361
1158	159199	184199
1159	159331	184055
1160	159463	183911
1161	159611	183786
1162	159735	183633
1163	159853	183474
1164	159981	183326
1165	160109	183178
1166	160240	183033
1167	160375	182894
1168	160512	182756
1169	160626	182593
1170	160731	182418
1171	160842	182251
1172	160953	182085
1173	161076	181931
1174	161196	181774
1175	161315	181617
1176	161430	181455
1177	161558	181307
1178	161681	181154
1179	161796	180993
1180	161918	180838
1181	162059	180705
1182	162189	180560
1183	162315	180411
1184	162443	180264
1185	162591	180139
1186	162729	180003
1187	162855	179854
1188	162982	179706
1189	163101	179549
1190	163223	179394
1191	163348	179245
1192	163469	179089
1193	163590	178936
1194	163717	178787
1195	163840	178635
1196	163956	178475
1197	164096	178341
1198	164239	178211
1199	164372	178070
1200	164501	177924
1201	164621	177769
1202	164748	177621
1203	164866	177464
1204	165007	177332
1205	165148	177199
1206	165281	177058
1207	165418	176920
1208	165543	176771
1209	165663	176616
1210	165776	176453
1211	165884	176286
1212	166053	176183
1213	166167	176022
1214	166295	175875
1215	166422	175728
1216	166547	175579
1217	166670	175428
1218	166794	175277
1219	166906	175115
1220	167038	174973
1221	167164	174825
1222	167298	174685
1223	167423	174535
1224	167550	174389
1225	167666	174230
1226	167768	174057
1227	167878	173894
1228	168002	173743
1229	168112	173579
1230	168229	173422
1231	168359	173279
1232	168481	173127
1233	168589	172961
1234	168707	172806
1235	168838	172663
1236	168966	172517
1237	169086	172364
1238	169198	172202
1239	169321	172052
1240	169443	171901
1241	169572	171756
1242	169710	171621
1243	169844	171482
1244	169985	171350
1245	170120	171213
1246	170244	171063
1247	170358	170904
1248	170477	170750
1249	170596	170596
1250	170699	170426
1251	170828	170282
1252	170966	170148
1253	171089	169997
1254	171227	169863
1255	171356	169719
1256	171494	169584
1257	171605	169422
1258	171727	169272
1259	171846	169119
1260	171965	168965
1261	172080	168808
1262	172216	168670
1263	172351	168533
1264	172484	168393
1265	172608	168245
1266	172730	168095
1267	172864	167956
1268	172983	167803
1269	173105	167652
1270	173216	167492
1271	173348	167352
1272	173488	167219
1273	173628	167086
1274	173752	166938
1275	173870	166784
1276	173989	166632
1277	174107	166478
1278	174245	166343
1279	174371	166197
1280	174494	166049
1281	174628	165910
1282	174751	165761
1283	174864	165603
1284	174978	165446
1285	175087	165284
1286	175213	165138
1287	175328	164983
1288	175453	164836
1289	175562	164674
1290	175705	164545
1291	175824	164393
1292	175948	164245
1293	176075	164101
1294	176201	163955
1295	176330	163813
1296	176451	163663
1297	176574	163515
1298	176699	163368
1299	176841	163237
1300	176971	163096
1301	177104	162957
1302	177237	162819
1303	177344	162656
1304	177463	162504
1305	177572	162343
1306	177691	162192
1307	177806	162037
1308	177918	161879
1309	178028	161720
1310	178136	161559
1311	178271	161422
1312	178412	161291
1313	178543	161151
1314	178658	160996
1315	178789	160855
1316	178908	160705
1317	179025	160552
1318	179164	160419
1319	179298	160281
1320	179432	160144
1321	179559	160001
1322	179683	159854
1323	179804	159705
1324	179923	159555
1325	180045	159406
1326	180179	159269
1327	180311	159130
1328	180447	158994
1329	180578	158855
1330	180723	158727
1331	180852	158585
1332	180971	158435
1333	181090	158284
1334	181231	158153
1335	181368	158018
1336	181502	157881
1337	181637	157745
1338	181772	157608
1339	181891	157458
1340	182009	157307
1341	182134	157162
1342	182259	157017
1343	182390	156877
1344	182515	156732
1345	182624	156573
1346	182746	156426
1347	182876	156285
1348	182998	156138
1349	183119	155990
1350	183244	155846
1351	183372	155703
1352	183497	155559
1353	183619	155412
1354	183734	155259
1355	183848	155105
1356	183979	154965
1357	184100	154817
1358	184206	154657
1359	184318	154501
1360	184428	154345
1361	184549	154197
1362	184684	154061
1363	184793	153904
1364	184915	153757
1365	185024	153600
1366	185143	153450
1367	185258	153298
1368	185377	153149
1369	185502	153005
1370	185616	152852
1371	185740	152707
1372	185850	152552
1373	185970	152403
1374	186087	152253
1375	186211	152108
1376	186339	151967
1377	186456	151817
1378	186573	151666
1379	186690	151516
1380	186808	151367
1381	186923	151216
1382	187038	151064
1383	187142	150903
1384	187256	150751
1385	187375	150603
1386	187483	150446
1387	187627	150317
1388	187742	150166
1389	187856	150015
1390	187982	149872
1391	188104	149726
1392	188227	149582
1393	188354	149440
1394	188477	149295
1395	188614	149162
1396	188760	149035
1397	188875	148884
1398	188992	148735
1399	189106	148583
1400	189210	148423
1401	189329	148276
1402	189444	148126
1403	189562	147977
1404	189670	147821
1405	189774	147662
1406	189894	147515
1407	190006	147362
1408	190138	147226
1409	190260	147080
1410	190369	146925
1411	190492	146781
1412	190610	146633
1413	190730	146487
1414	190863	146351
1415	190997	146215
1416	191115	146067
1417	191232	145919
1418	191350	145771
1419	191462	145619
1420	191581	145472
1421	191697	145323
1422	191809	145171
1423	191934	145029
1424	192049	144879
1425	192173	144736
1426	192305	144599
1427	192427	144455
1428	192557	144317
1429	192658	144156
1430	192763	143999
1431	192884	143855
1432	193001	143707
1433	193111	143553
1434	193240	143415
1435	193378	143283
1436	193507	143144
1437	193612	142987
1438	193719	142833
1439	193834	142683
1440	193947	142533
1441	194063	142384
1442	194191	142245
1443	194307	142097
1444	194424	141949
1445	194545	141805
1446	194670	141664
1447	194785	141515
1448	194911	141374
1449	195003	141209
1450	195121	141062
1451	195250	140924
1452	195369	140779
1453	195501	140642
1454	195630	140504
1455	195762	140367
1456	195891	140230
1457	196000	140076
1458	196113	139927
1459	196243	139789
1460	196349	139635
1461	196469	139490
1462	196595	139350
1463	196712	139203
1464	196822	139052
1465	196952	138914
1466	197059	138761
1467	197182	138619
1468	197307	138478
1469	197428	138334
1470	197555	138194
1471	197672	138048
1472	197791	137903
1473	197907	137756
1474	198039	137620
1475	198172	137485
1476	198290	137340
1477	198410	137196
1478	198534	137054
1479	198648	136906
1480	198760	136756
1481	198866	136603
1482	198980	136455
1483	199088	136303
1484	199203	136155
1485	199322	136011
1486	199442	135867
1487	199560	135722
1488	199680	135579
1489	199801	135436
1490	199916	135288
1491	200037	135145
1492	200169	135010
1493	200293	134869
1494	200422	134731
1495	200536	134584
1496	200651	134437
1497	200776	134297
1498	200895	134153
1499	201010	134007
1500	201132	133865
1501	201313	133762
1502	201454	133632
1503	201558	133479
1504	201687	133341
1505	201828	133212
1506	201978	133088
1507	202137	132971
1508	202252	132824
1509	202378	132685
1510	202504	132545
1511	202639	132412
1512	202781	132283
1513	202907	132144
1514	203011	131990
1515	203121	131841
1516	203238	131696
1517	203355	131551
1518	203478	131410
1519	203588	131261
1520	203708	131117
1521	203822	130971
1522	203937	130825
1523	204054	130680
1524	204169	130534
1525	204284	130388
1526	204400	130243
1527	204511	130094
1528	204626	129949
1529	204744	129805
1530	204880	129673
1531	205018	129541
1532	205146	129404
1533	205271	129264
1534	205384	129117
1535	205491	128967
1536	205604	128820
1537	205705	128666
1538	205816	128518
1539	205925	128369
1540	206049	128229
1541	206170	128087
1542	206282	127940
1543	206401	127797
1544	206507	127646
1545	206618	127499
1546	206728	127351
1547	206848	127208
1548	206964	127064
1549	207079	126919
1550	207205	126781
1551	207332	126643
1552	207452	126501
1553	207555	126349
1554	207681	126211
1555	207797	126067
1556	207924	125929
1557	208045	125788
1558	208157	125642
1559	208277	125500
1560	208390	125354
1561	208506	125210
1562	208621	125066
1563	208752	124931
1564	208855	124779
1565	208979	124640
1566	209101	124500
1567	209224	124360
1568	209345	124219
1569	209464	124077
1570	209590	123940
1571	209719	123803
1572	209838	123661
1573	209965	123525
1574	210093	123388
1575	210212	123246
1576	210329	123103
1577	210451	122963
1578	210573	122823
1579	210685	122677
1580	210791	122528
1581	210911	122387
1582	211023	122241
1583	211146	122102
1584	211265	121961
1585	211383	121818
1586	211499	121675
1587	211623	121537
1588	211732	121389
1589	211850	121247
1590	211982	121113
1591	212122	120984
1592	212257	120852
1593	212381	120713
1594	212504	120574
1595	212636	120440
1596	212746	120294
1597	212866	120153
1598	212986	120012
1599	213102	119870
1600	213213	119724
1601	213328	119581
1602	213451	119442
1603	213560	119295
1604	213685	119157
1605	213810	119020
1606	213921	118874
1607	214038	118733
1608	214164	118595
1609	214283	118455
1610	214411	118318
1611	214539	118183
1612	214654	118040
1613	214758	117890
1614	214869	117745
1615	214989	117605
1616	215112	117466
1617	215226	117323
1618	215343	117181
1619	215472	117047
1620	215583	116901
1621	215694	116757
1622	215800	116609
1623	215914	116466
1624	216033	116325
1625	216166	116192
1626	216306	116063
1627	216423	115922
1628	216549	115785
1629	216684	115653
1630	216814	115519
1631	216938	115381
1632	217052	115238
1633	217168	115096
1634	217280	114952
1635	217399	114812
1636	217523	114674
1637	217646	114537
1638	217753	114390
1639	217870	114249
1640	218005	114117
1641	218116	113973
1642	218238	113834
1643	218363	113697
1644	218484	113558
1645	218600	113417
1646	218719	113277
1647	218836	113136
1648	218963	113000
1649	219093	112866
1650	219224	112732
1651	219335	112588
1652	219452	112447
1653	219576	112310
1654	219687	112166
1655	219795	112021
1656	219917	111883
1657	220033	111742
1658	220137	111594
1659	220246	111450
1660	220374	111315
1661	220493	111175
1662	220608	111034
1663	220722	110892
