iteration,learning_rate,flt_eval_metric_train,flt_eval_metric_valid,diff,best_iteration,target
77,0.7772,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
78,0.7873,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
79,0.7974,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
80,0.8075,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
81,0.8175,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
82,0.8276,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
83,0.8377,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
84,0.8478,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
85,0.8579,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
86,0.8679,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
87,0.878,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
88,0.8881,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
89,0.8982,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
90,0.9083,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
91,0.9184,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
92,0.9284,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
93,0.9385,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
94,0.9486,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
95,0.9587,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
96,0.9688,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
97,0.9788,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
98,0.9889,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
99,0.999,0.6826556948448079,0.6721006476527616,0.0105550471920463,0,Default_2
0,0.001,0.8089463331768703,0.5853366351957902,0.2236096979810801,15,Default_3
1,0.0111,0.8983834015065156,0.5855533199195171,0.3128300815869985,32,Default_3
2,0.0212,0.8195634681150674,0.5752700820306456,0.2442933860844218,15,Default_3
3,0.0312,0.8439764523123002,0.5806314811948614,0.2633449711174388,16,Default_3
4,0.0413,0.8156697735756275,0.5579631635969664,0.2577066099786611,10,Default_3
5,0.0514,0.9531678177876126,0.6245410927101067,0.3286267250775059,35,Default_3
6,0.0615,0.9330952859920876,0.5890140845070422,0.3440812014850453,25,Default_3
7,0.0716,0.9184824761393864,0.591352731775267,0.3271297443641192,16,Default_3
8,0.0816,0.9245269786986746,0.588206160037146,0.3363208186615286,16,Default_3
9,0.0917,0.915061244104696,0.5431481194861476,0.3719131246185485,16,Default_3
10,0.1018,0.6840944142694294,0.5341835629159573,0.1499108513534721,1,Default_3
11,0.1119,0.6841698518071482,0.5341711809317443,0.1499986708754038,1,Default_3
12,0.122,0.9651232705245982,0.5346850332765826,0.4304382372480156,54,Default_3
13,0.1321,0.6842905518674982,0.5339173502553785,0.1503732016121197,1,Default_3
14,0.1421,0.8177772748608596,0.6021745859774028,0.2156026888834568,6,Default_3
15,0.1522,0.8265839088938064,0.6233694474539546,0.2032144614398517,6,Default_3
16,0.1623,0.6843548134737031,0.5331063302894289,0.1512484831842742,1,Default_3
17,0.1724,0.6843341380004023,0.5331063302894289,0.1512278077109734,1,Default_3
18,0.1825,0.8704631306019356,0.5564061290821855,0.3140570015197501,7,Default_3
19,0.1925,0.8825040792150026,0.5620337409069804,0.3204703383080222,9,Default_3
20,0.2026,0.8801610451731151,0.6028014239281845,0.2773596212449306,9,Default_3
21,0.2127,0.8822503855696372,0.6022689986070268,0.2799813869626104,9,Default_3
22,0.2228,0.8852690046715395,0.6030212041479648,0.2822478005235747,9,Default_3
23,0.2329,0.7691530320302197,0.6514208326884383,0.1177321993417813,5,Default_3
24,0.2429,0.7701812177294978,0.6515972759634732,0.1185839417660246,5,Default_3
25,0.253,0.7716033550146405,0.6513341587989475,0.1202691962156929,5,Default_3
26,0.2631,0.7924772010997115,0.6692802971676212,0.1231969039320903,5,Default_3
27,0.2732,0.8740654127271508,0.6857854821235102,0.1882799306036405,7,Default_3
28,0.2833,0.8840885469053846,0.6364401795387711,0.2476483673666135,7,Default_3
29,0.2933,0.9262097945863788,0.5772186967961616,0.3489910977902172,10,Default_3
30,0.3034,0.9271597487650596,0.5762002785946447,0.3509594701704147,10,Default_3
31,0.3135,0.9281219964684057,0.5750116081101997,0.3531103883582059,10,Default_3
32,0.3236,0.7634527481615595,0.5814719083733169,0.1819808397882426,3,Default_3
33,0.3337,0.8313577080399651,0.5864866119795697,0.2448710960603953,5,Default_3
34,0.3437,0.7469947920159147,0.5604302739514007,0.186564518064514,4,Default_3
35,0.3538,0.9046282326381904,0.60795232936078,0.2966759032774103,7,Default_3
36,0.3639,0.9055094548380608,0.6072960841974927,0.2982133706405679,7,Default_3
37,0.374,0.9046718187710946,0.5937780529329826,0.310893765838112,7,Default_3
38,0.3841,0.9068128478508684,0.5895480575762266,0.3172647902746417,7,Default_3
39,0.3942,0.9285684749323856,0.6044373935923232,0.3241310813400624,10,Default_3
40,0.4042,0.9538154630188428,0.5872620337409071,0.3665534292779355,47,Default_3
41,0.4143,0.9799095867140526,0.5872434607645877,0.3926661259494649,48,Default_3
42,0.4244,0.9805561143521312,0.5638507970902337,0.4167053172618976,61,Default_3
43,0.4345,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
44,0.4446,0.7975499564138672,0.5928664293453026,0.2046835270685645,6,Default_3
45,0.4546,0.7612821028632737,0.5841309394830522,0.1771511633802215,5,Default_3
46,0.4647,0.7551182972350745,0.5234143321467265,0.231703965088348,4,Default_3
47,0.4748,0.7557279442991574,0.5237176907599443,0.232010253539213,4,Default_3
48,0.4849,0.7589413040076891,0.52613836867358,0.2328029353341091,4,Default_3
49,0.495,0.7592290842441718,0.5264262498065315,0.2328028344376402,4,Default_3
50,0.505,0.7604886117257874,0.5255811793839963,0.2349074323417911,4,Default_3
51,0.5151,0.980421444377389,0.5745921683949853,0.4058292759824037,59,Default_3
52,0.5252,0.9737181206553566,0.562513542795233,0.4112045778601235,51,Default_3
53,0.5353,0.7868629719037081,0.5440736728060672,0.2427892990976409,4,Default_3
54,0.5454,0.7875055879657569,0.5456121343445287,0.2418934536212281,4,Default_3
55,0.5554,0.973530644404211,0.5786875096734252,0.3948431347307858,32,Default_3
56,0.5655,0.988118308411006,0.5913790434917195,0.3967392649192865,48,Default_3
57,0.5756,0.9867934017300344,0.5649914873858536,0.4218019143441807,49,Default_3
58,0.5857,0.7030613670399428,0.536776040860548,0.1662853261793948,1,Default_3
59,0.5958,0.6282080511410626,0.523497910540164,0.1047101406008985,1,Default_3
60,0.6058,0.6282097275307897,0.523497910540164,0.1047118169906257,1,Default_3
61,0.6159,0.6282097275307897,0.523497910540164,0.1047118169906257,1,Default_3
62,0.626,0.9994797603880284,0.5425847392044576,0.4568950211835708,90,Default_3
63,0.6361,0.8224110954648071,0.5711035443429809,0.2513075511218261,4,Default_3
64,0.6462,0.6288495496099601,0.5236588763349326,0.1051906732750275,1,Default_3
65,0.6563,0.6289121348264377,0.523702213279678,0.1052099215467596,1,Default_3
66,0.6663,0.6288998413017725,0.5236836403033586,0.1052162009984138,1,Default_3
67,0.6764,0.6290400992422719,0.5242160656245163,0.1048240336177556,1,Default_3
68,0.6865,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
69,0.6966,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
70,0.7067,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
71,0.7167,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
72,0.7268,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
73,0.7369,0.705309405663962,0.5361971830985915,0.1691122225653705,1,Default_3
74,0.747,0.6790716712487986,0.5311685497600991,0.1479031214886995,1,Default_3
75,0.7571,0.8667742350074878,0.5382850951865037,0.3284891398209841,5,Default_3
76,0.7671,0.8509608507119069,0.5450441108187587,0.3059167398931481,5,Default_3
77,0.7772,0.8513749189744966,0.5437347159882371,0.3076402029862595,5,Default_3
78,0.7873,0.8566225776168442,0.5467605633802817,0.3098620142365625,4,Default_3
79,0.7974,0.8569572967656854,0.5481659185884538,0.3087913781772317,4,Default_3
80,0.8075,0.996860122041172,0.5785017799102307,0.4183583421309415,99,Default_3
81,0.8175,0.8008694874717808,0.5709921064850642,0.2298773809867166,3,Default_3
82,0.8276,0.8014036969981448,0.5714471444048909,0.2299565525932539,3,Default_3
83,0.8377,0.8018697333422742,0.5720817210958056,0.2297880122464686,3,Default_3
84,0.8478,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
85,0.8579,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
86,0.8679,0.6029632982409084,0.5185404736108962,0.0844228246300122,0,Default_3
87,0.878,0.6294284628623796,0.5412118867048443,0.0882165761575353,1,Default_3
88,0.8881,0.6294334920315608,0.5415523912707011,0.0878811007608597,1,Default_3
89,0.8982,0.6295620152439706,0.5415554867667544,0.0880065284772162,1,Default_3
90,0.9083,0.6295620152439707,0.5416297786720321,0.0879322365719386,1,Default_3
91,0.9184,0.6296005722076936,0.5416854976009906,0.087915074606703,1,Default_3
92,0.9284,0.6296391291714165,0.5416978795852034,0.087941249586213,1,Default_3
93,0.9385,0.6296491875097789,0.5416978795852035,0.0879513079245754,1,Default_3
94,0.9486,0.6296514226960817,0.5416978795852034,0.0879535431108782,1,Default_3
95,0.9587,0.629652540289233,0.5416978795852034,0.0879546607040295,1,Default_3
96,0.9688,0.629817385279063,0.5420074291905277,0.0878099560885352,1,Default_3
97,0.9788,0.6300872840251236,0.5421033895681784,0.0879838944569452,1,Default_3
98,0.9889,0.6301046067189702,0.5421498220089769,0.0879547847099933,1,Default_3
99,0.999,0.63022530677932,0.5423200742919052,0.0879052324874147,1,Default_3
0,0.001,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
1,0.0111,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
2,0.0212,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
3,0.0312,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
4,0.0413,0.907524248780522,0.5681789540012602,0.3393452947792619,37,Default_4
5,0.0514,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
6,0.0615,0.8322069733720939,0.535749667436813,0.2964573059352809,9,Default_4
7,0.0716,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
8,0.0816,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
9,0.0917,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
10,0.1018,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
11,0.1119,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
12,0.122,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
13,0.1321,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
14,0.1421,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
15,0.1522,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
16,0.1623,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
17,0.1724,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
18,0.1825,0.8838216377253306,0.5464231954071272,0.3373984423182034,22,Default_4
19,0.1925,0.932741528764192,0.5537282083595882,0.3790133204046038,55,Default_4
20,0.2026,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
21,0.2127,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
22,0.2228,0.7423630858948821,0.5338383042778128,0.2085247816170693,2,Default_4
23,0.2329,0.7424213762326757,0.533680774347126,0.2087406018855496,2,Default_4
24,0.2429,0.7426268221779557,0.5337490373170903,0.2088777848608654,2,Default_4
25,0.253,0.7433388441531932,0.5346574599173843,0.2086813842358088,2,Default_4
26,0.2631,0.7437961483504494,0.5348639991598404,0.2089321491906089,2,Default_4
27,0.2732,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
28,0.2833,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
29,0.2933,0.9306694722282834,0.589245956731779,0.3414235154965044,39,Default_4
30,0.3034,0.8258977591874371,0.57496149268361,0.2509362665038271,14,Default_4
31,0.3135,0.8197821129169628,0.5762751172722818,0.243506995644681,14,Default_4
32,0.3236,0.8115269912859244,0.5756590002100399,0.2358679910758845,14,Default_4
33,0.3337,0.8181936462212024,0.5540861513687602,0.2641074948524422,8,Default_4
34,0.3437,0.8039096539357635,0.549138836378912,0.2547708175568515,5,Default_4
35,0.3538,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
36,0.3639,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
37,0.374,0.8168170044133484,0.5362756423720507,0.2805413620412976,5,Default_4
38,0.3841,0.8172397743350063,0.5338251767835889,0.2834145975514174,5,Default_4
39,0.3942,0.9095096396821264,0.5598683749912483,0.349641264690878,31,Default_4
40,0.4042,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
41,0.4143,0.8308667355299186,0.5402523979556115,0.2906143375743071,8,Default_4
42,0.4244,0.8138095529285065,0.5331460477490724,0.2806635051794341,5,Default_4
43,0.4345,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
44,0.4446,0.9039337839359748,0.5445232094097878,0.3594105745261869,22,Default_4
45,0.4546,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
46,0.4647,0.8743461583807868,0.5792953161100609,0.2950508422707258,19,Default_4
47,0.4748,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
48,0.4849,0.7617450631383342,0.5837201568297976,0.1780249063085366,3,Default_4
49,0.495,0.7625651971929133,0.5490907022334244,0.2134744949594889,3,Default_4
50,0.505,0.7626371252701152,0.5492517328292376,0.2133853924408776,3,Default_4
51,0.5151,0.76275414587278,0.5495265350416578,0.2132276108311221,3,Default_4
52,0.5252,0.7652135582005927,0.5484360778547924,0.2167774803458002,3,Default_4
53,0.5353,0.765370612167327,0.5484290765245396,0.2169415356427874,3,Default_4
54,0.5454,0.7635120302458663,0.5498599733949451,0.2136520568509212,3,Default_4
55,0.5554,0.8251180984240053,0.5706460477490722,0.254472050674933,11,Default_4
56,0.5655,0.8256638279638767,0.5708333333333333,0.2548304946305434,11,Default_4
57,0.5756,0.8732795551809333,0.572041937968214,0.3012376172127192,14,Default_4
58,0.5857,0.762014298509879,0.558999334873626,0.203014963636253,3,Default_4
59,0.5958,0.9169514461282898,0.6035461737730169,0.3134052723552729,29,Default_4
60,0.6058,0.8478506702728956,0.6040091367359799,0.2438415335369157,13,Default_4
61,0.6159,0.8806000517354244,0.5798974305117972,0.3007026212236272,18,Default_4
62,0.626,0.7969082144943654,0.5610629769656235,0.2358452375287419,7,Default_4
63,0.6361,0.7968512439378048,0.5595751942869145,0.2372760496508903,7,Default_4
64,0.6462,0.694892424631693,0.5770417629349576,0.1178506616967354,2,Default_4
65,0.6563,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
66,0.6663,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
67,0.6764,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
68,0.6865,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
69,0.6966,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
70,0.7067,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
71,0.7167,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
72,0.7268,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
73,0.7369,0.8656630976849277,0.5620799201848351,0.3035831775000925,14,Default_4
74,0.747,0.9598385071690516,0.5392109500805153,0.4206275570885363,50,Default_4
75,0.7571,0.8609758946357051,0.5408632640201638,0.3201126306155413,13,Default_4
76,0.7671,0.8612875829702469,0.5408492613596583,0.3204383216105886,13,Default_4
77,0.7772,0.8616030106849488,0.5404414338724357,0.3211615768125131,13,Default_4
78,0.7873,0.8978637800998106,0.5518929846670868,0.3459707954327238,20,Default_4
79,0.7974,0.8774131100028859,0.5992736119862774,0.2781394980166085,17,Default_4
80,0.8075,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
81,0.8175,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
82,0.8276,0.9808724105892208,0.5982199117832387,0.3826524988059819,69,Default_4
83,0.8377,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
84,0.8478,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
85,0.8579,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
86,0.8679,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
87,0.878,0.9664381832067516,0.539413988657845,0.4270241945489066,44,Default_4
88,0.8881,0.5809570305626139,0.5328161100609116,0.0481409205017023,0,Default_4
89,0.8982,0.8258102136989772,0.5691241335853812,0.256686080113596,6,Default_4
90,0.9083,0.6634240008376211,0.5509583070783448,0.1124656937592762,2,Default_4
91,0.9184,0.6634877902638859,0.5509828117342295,0.1125049785296564,2,Default_4
92,0.9284,0.6566868475881438,0.5787579640131624,0.0779288835749814,2,Default_4
93,0.9385,0.6568395022841014,0.5794003360638521,0.0774391662202492,2,Default_4
94,0.9486,0.975475825127227,0.5859395785199188,0.3895362466073081,75,Default_4
95,0.9587,0.6565863242508921,0.5795071063502065,0.0770792179006856,2,Default_4
96,0.9688,0.6565920433029021,0.5795333613386543,0.0770586819642478,2,Default_4
97,0.9788,0.6565693870584012,0.5801249737450116,0.0764444133133895,2,Default_4
98,0.9889,0.6566336164117436,0.580270251347756,0.0763633650639875,2,Default_4
99,0.999,0.6570742033800476,0.580886368409998,0.0761878349700496,2,Default_4
0,0.001,0.8042882235211031,0.7151322109170271,0.089156012604076,35,Default_5
1,0.0111,0.8076574044139748,0.714763937908808,0.0928934665051668,35,Default_5
2,0.0212,0.8529683449657137,0.7313897407847844,0.1215786041809293,88,Default_5
3,0.0312,0.887542554991406,0.7178783846421085,0.1696641703492974,331,Default_5
4,0.0413,0.8323385088118642,0.7223588883960441,0.1099796204158201,38,Default_5
5,0.0514,0.8574507872898017,0.7175178217830763,0.1399329655067254,98,Default_5
6,0.0615,0.8106198484975463,0.7366188093171256,0.0740010391804206,20,Default_5
7,0.0716,0.81492760027295,0.7320163037907629,0.082911296482187,20,Default_5
8,0.0816,0.812097369011557,0.7132173726895631,0.0988799963219939,17,Default_5
9,0.0917,0.8149138363395728,0.7109927678800627,0.1039210684595101,18,Default_5
10,0.1018,0.8705034523394878,0.7014643840996768,0.1690390682398109,74,Default_5
11,0.1119,0.8729236765097597,0.706858767301348,0.1660649092084116,86,Default_5
12,0.122,0.8628093776445259,0.735144583438781,0.1276647942057449,62,Default_5
13,0.1321,0.8694242593386672,0.7310944874247467,0.1383297719139204,57,Default_5
14,0.1421,0.8200946455496064,0.713450037779731,0.1066446077698753,21,Default_5
15,0.1522,0.8164650280374557,0.7044253081565215,0.1120397198809342,16,Default_5
16,0.1623,0.8186420654266237,0.7141888514871064,0.1044532139395172,36,Default_5
17,0.1724,0.7945245276167753,0.7106492127030604,0.0838753149137149,14,Default_5
18,0.1825,0.8284688669889416,0.6987250134474072,0.1297438535415344,32,Default_5
19,0.1925,0.8992659762610602,0.7070556028747064,0.1922103733863538,111,Default_5
20,0.2026,0.7517327821818371,0.686740266843728,0.0649925153381091,5,Default_5
21,0.2127,0.8356356716303556,0.709663447452612,0.1259722241777435,26,Default_5
22,0.2228,0.8234612030295891,0.7351674871172478,0.0882937159123413,23,Default_5
23,0.2329,0.8455081852638371,0.6757979777639297,0.1697102074999074,25,Default_5
24,0.2429,0.934273085350618,0.672107310763459,0.262165774587159,147,Default_5
25,0.253,0.8990115411479797,0.6655350888889493,0.2334764522590303,70,Default_5
26,0.2631,0.9307588620684252,0.6814121002174262,0.2493467618509991,129,Default_5
27,0.2732,0.8820133349874011,0.6708224370783795,0.2111908979090215,45,Default_5
28,0.2833,0.8767402750802944,0.6967140251242014,0.1800262499560929,38,Default_5
29,0.2933,0.8870277191962094,0.6552565529465015,0.2317711662497078,62,Default_5
30,0.3034,0.837086167397892,0.6810141204579285,0.1560720469399634,21,Default_5
31,0.3135,0.837518994587432,0.6847535428135514,0.1527654517738805,19,Default_5
32,0.3236,0.8704712526415612,0.7019152010580139,0.1685560515835473,29,Default_5
33,0.3337,0.864706105163351,0.6795675604090188,0.1851385447543322,33,Default_5
34,0.3437,0.9094765867227708,0.67153177080357,0.2379448159192009,92,Default_5
35,0.3538,0.8345430381306236,0.6805372250538123,0.1540058130768112,21,Default_5
36,0.3639,0.9161347367610008,0.6736661215137653,0.2424686152472355,87,Default_5
37,0.374,0.9551722705401368,0.6791167434506818,0.276055527089455,162,Default_5
38,0.3841,0.8939410230907772,0.662555342997325,0.2313856800934521,52,Default_5
39,0.3942,0.8401877601760749,0.6620374023872436,0.1781503577888312,21,Default_5
40,0.4042,0.829443339097175,0.6677229571052652,0.1617203819919098,20,Default_5
