feature,bin,min,max,count,prop,target,bin_label
dti__app_binned,0.3212417587589595,1.7025480246692337e-07,0.2950070919798958,1676,0.10451484160638563,0.21479713603818615,1
dti__app_binned,0.11347563433829011,0.2950216183779293,0.32223699556037594,1838,0.11461711149912697,0.25190424374319914,2
dti__app_binned,0.017708947911646955,0.32224627154646607,0.46437981835802433,9705,0.6052007982040409,0.27037609479649666,3
dti__app_binned,-0.031266473963705396,0.46439526889830013,0.5114991140068932,1924,0.1199800448989773,0.2801455301455301,4
dti__app_binned,-0.7930953581952899,0.5115531000613873,4.761775923330182,893,0.05568720379146919,0.45464725643896975,5
ENG-loan_to_value_binned,0.723278552372066,0.1854683065279092,1.006807181889149,821,0.051197306061361934,0.15468940316686966,1
ENG-loan_to_value_binned,0.23958407331419102,1.006825938566553,1.1416216216216217,2333,0.14548515839361437,0.22888984140591512,2
ENG-loan_to_value_binned,0.039839389585957945,1.1416269841269842,1.2470198675496689,3680,0.22948366176103766,0.26603260869565215,3
ENG-loan_to_value_binned,-0.04357652858630795,1.2470472440944882,1.2633315378400216,835,0.052070341731105016,0.28263473053892213,4
ENG-loan_to_value_binned,-0.06642832989120286,1.263348623853211,1.433861459100958,5799,0.36162384634572214,0.2872909122262459,5
ENG-loan_to_value_binned,-0.27132656861630894,1.4339508047373215,1.672390004599111,2568,0.1601396857071589,0.3309968847352025,6
int_n_months_open__tu_pmthx_binned,-0.10205122151021344,0.0,11.0,11604,0.7236218508356198,0.2946397793864185,1
int_n_months_open__tu_pmthx_binned,0.05023559398656291,12.0,19.0,1053,0.06566475430281866,0.26400759734093066,2
int_n_months_open__tu_pmthx_binned,0.21050925340158094,20.0,28.0,1098,0.06847094038413569,0.23406193078324225,3
int_n_months_open__tu_pmthx_binned,0.32942865736354154,29.0,43.0,1237,0.07713893739087054,0.21341956345998384,4
int_n_months_open__tu_pmthx_binned,0.6344315907579531,44.0,82.0,1044,0.06510351708655525,0.16666666666666666,5
g106s__tu_binned,-0.23730311956596908,0.0,64.0,1289,0.08038164130705912,0.3235065942591156,1
g106s__tu_binned,-0.18464429430331142,65.0,145.0,2903,0.18103018209029684,0.31209094040647606,2
g106s__tu_binned,-0.16213624064199209,146.0,218.0,3352,0.20902968321277127,0.30727923627684967,3
g106s__tu_binned,0.01320667150267779,219.0,286.0,2798,0.17448241456722374,0.271265189421015,4
g106s__tu_binned,0.08462987223520414,287.0,307.0,847,0.052818658019456226,0.25737898465171194,5
