iter	Logloss
0	0.6594945962
1	0.6293321636
2	0.6030120667
3	0.5790732467
4	0.5591788154
5	0.5412411872
6	0.5254933607
7	0.510504544
8	0.4980456393
9	0.4869647501
10	0.4766089087
11	0.4672590338
12	0.4593273117
13	0.4521185095
14	0.4459543566
15	0.4401161787
16	0.4347028503
17	0.4299193105
18	0.4256737417
19	0.4216777412
20	0.418328233
21	0.4154512722
22	0.4125734796
23	0.410368491
24	0.4077794774
25	0.4055916847
26	0.4035762178
27	0.4018206429
28	0.4002704886
29	0.3987758023
30	0.3974335467
31	0.3962285514
32	0.3951352692
33	0.3940739824
34	0.3930242544
35	0.3920904452
36	0.3911888052
37	0.3904073238
38	0.3896406964
39	0.3888834123
40	0.3882793899
41	0.3877486532
42	0.387121247
43	0.3868350434
44	0.3863104551
45	0.3858606412
46	0.3852349999
47	0.3847145922
48	0.3842134017
49	0.3836672651
50	0.3833094069
51	0.3829137235
52	0.3824845156
53	0.3820618245
54	0.3816249538
55	0.381273303
56	0.3809404467
57	0.3805311813
58	0.3802220641
59	0.3798623677
60	0.3794831045
61	0.3791626978
62	0.3788402765
63	0.3785155832
64	0.3781511176
65	0.3778344678
66	0.3775601329
67	0.3773338952
68	0.3771175123
69	0.3768655055
70	0.3766417561
71	0.3763920122
72	0.3761611949
73	0.3758759625
74	0.375619269
75	0.3754174078
76	0.3751632573
77	0.3749036765
78	0.3747296604
79	0.374468229
80	0.3742703042
81	0.3740976814
82	0.3739274409
83	0.3736117452
84	0.3733709139
85	0.3731691131
86	0.3729811365
87	0.3728011346
88	0.3725521876
89	0.372373966
90	0.3721683731
91	0.3719803342
92	0.3717483726
93	0.3714536464
94	0.3712877871
95	0.3710577492
96	0.3708523718
97	0.3705848762
98	0.3704213426
99	0.3702240933
100	0.3699840499
101	0.3698371539
102	0.3696694842
103	0.369476726
104	0.3692539926
105	0.369119412
106	0.3689685313
107	0.3688187474
108	0.3685649594
109	0.3684757919
110	0.3683469304
111	0.3682064179
112	0.3680537797
113	0.3679471771
114	0.3677612615
115	0.3676001078
116	0.3673680544
117	0.3671806497
118	0.3669296747
119	0.3667654
120	0.366562397
121	0.3665383371
122	0.3663181865
123	0.3661237838
124	0.3658961915
125	0.3657469099
126	0.3655415465
127	0.3653737409
128	0.3652529103
129	0.3651269892
130	0.3649257429
131	0.3647415654
132	0.364582256
133	0.3644656173
134	0.3642788871
135	0.3639608084
136	0.3637997597
137	0.3636264754
138	0.3635091204
139	0.3633487505
140	0.3631633736
141	0.3630031411
142	0.3628982674
143	0.3626960164
144	0.3624567618
145	0.362275532
146	0.3621064769
147	0.3619642076
148	0.3618682604
149	0.3617087512
150	0.3615798329
151	0.3614555286
152	0.3613616851
153	0.3612103867
154	0.3609865611
155	0.3608173242
156	0.3605899143
157	0.3603512342
158	0.3602357869
159	0.3600384113
160	0.3598425158
161	0.3597172189
162	0.359588944
163	0.3594727651
164	0.3593230409
165	0.3591777067
166	0.3589410638
167	0.3588073852
168	0.3586644617
169	0.3585270437
170	0.358386784
171	0.3582775469
172	0.3580489235
173	0.357909867
174	0.3577510595
175	0.3575585813
176	0.3573453663
177	0.357214301
178	0.3570229244
179	0.3569393727
180	0.3567913011
181	0.3566457047
182	0.3565321681
183	0.3563326012
184	0.356146881
185	0.3559244018
186	0.3557529837
187	0.3554964898
188	0.3552872976
189	0.3550767961
190	0.354955344
191	0.3548537301
192	0.3546949154
193	0.3545665244
194	0.3543528544
195	0.3542469808
196	0.3541954917
197	0.3541225242
198	0.3539901441
199	0.3538928392
200	0.3537122246
201	0.3534945253
202	0.3533289831
203	0.3531627778
204	0.3530274832
205	0.3528516181
206	0.3527415489
207	0.3526103093
208	0.3524391987
209	0.3523297692
210	0.3521865064
211	0.3521185618
212	0.3519772013
213	0.3518412846
214	0.3516907144
215	0.3515068758
216	0.3513394954
217	0.3512232043
218	0.3510821498
219	0.3509654877
220	0.3508071523
221	0.350663879
222	0.3505214248
223	0.3504495748
224	0.3503084421
225	0.3501133282
226	0.3499155226
227	0.3496472482
228	0.3494823343
229	0.3492525309
230	0.3490217447
231	0.3488187737
232	0.3486419522
233	0.3484513107
234	0.3482341523
235	0.3480546472
236	0.3478610451
237	0.3476965972
238	0.3474332434
239	0.347207509
240	0.3470038539
241	0.3468567853
242	0.3466164008
243	0.3464085643
244	0.3462069601
245	0.3460713487
246	0.3458044049
247	0.3456019805
248	0.3453955495
249	0.3451888781
250	0.3450185006
251	0.3448509204
252	0.3446538535
253	0.344491471
254	0.3442456591
255	0.3440358024
256	0.3438468419
257	0.3436775365
258	0.3435101433
259	0.3433311901
260	0.3432023112
261	0.3429773869
262	0.3428185263
263	0.3426314311
264	0.3425190235
265	0.3422866201
266	0.3420783613
267	0.3418937084
268	0.3416751657
269	0.3415099567
270	0.3413169273
271	0.3411008502
272	0.3409399496
273	0.3407372004
274	0.3406492168
275	0.3403853906
276	0.3402114227
277	0.3399323187
278	0.339781845
279	0.3396013882
280	0.3394080382
281	0.3392123475
282	0.3389998835
283	0.3388389119
284	0.3386916506
285	0.3385689107
286	0.3384234582
287	0.3382041368
