feature,bin,min,max,count,prop,target,bin_label,coef,contribution,description
ENG-bk_binned,0.2930482044358528,1.0,1.0,7887,0.18732186965608968,0.397235957905414,2,-0.5664350291759724,-0.1659927682295886,
ENG-bk_binned,-0.0663575204940733,0.0,0.0,34217,0.8126781303439103,0.48560656983370837,1,-0.5664350291759724,0.0375872240571056,
ENG-franchise_binned,0.044980451772451024,1.0,1.0,27414,0.6511020330609918,0.4578682425038302,2,-0.920027621439875,-0.041383258055499125,
ENG-franchise_binned,-0.0836421736755882,0.0,0.0,14690,0.34889796693900815,0.48992511912865894,1,-0.920027621439875,0.07695311009881234,
ENG-loan_to_value_binned,1.6678123166959604,0.18546168401135288,0.6562609649122807,56,0.001330039901197036,0.14285714285714285,1,-0.8156941456482976,-1.3604247427690193,
ENG-loan_to_value_binned,1.1866353868520996,0.6586869659779401,0.7759759036144578,113,0.0026838305149154474,0.21238938053097345,2,-0.8156941456482976,-0.9679315380743604,
ENG-loan_to_value_binned,0.5396412257863064,0.77687531267473,0.8940861650385376,303,0.00719646589397682,0.33993399339933994,3,-0.8156941456482976,-0.4401821886243612,
ENG-loan_to_value_binned,0.3690407630478745,0.8946856721979117,1.0126953143068598,1432,0.03401102033060992,0.3791899441340782,4,-0.8156941456482976,-0.3010243899237318,
ENG-loan_to_value_binned,0.11554148778263446,1.0128205128205128,1.1309289201699322,4850,0.11519095572867186,0.4404123711340206,5,-0.8156941456482976,-0.09424651516378922,
ENG-loan_to_value_binned,-0.030473066601881215,1.1309614730878188,1.2491331034482758,10813,0.2568164544936348,0.4766484786830667,6,-0.8156941456482976,0.024856702027105167,
ENG-loan_to_value_binned,-0.04388483682318446,1.2491410256410256,1.7079161125319695,24519,0.5823437203116093,0.47999510583629024,7,-0.8156941456482976,0.035796604479402395,
ENG-loan_to_value_binned,-0.8170943330920399,1.7448547263681593,2.549193,18,0.0004275128253847615,0.6666666666666666,8,-0.8156941456482976,0.666499063945577,
ENG-wtd_avg_binned,0.2216456001895286,0.9151515151515152,1.0,13092,0.3109443283298499,0.4144515734799878,3,-0.7999343213953343,-0.17730192277787216,
ENG-wtd_avg_binned,-0.03475949611986949,0.7371273712737128,0.9150326797385621,3523,0.08367376021280638,0.47771785410161793,2,-0.7999343213953343,0.027805313940691554,
ENG-wtd_avg_binned,-0.10754755394946235,0.0,0.7368421052631579,25489,0.6053819114573438,0.4959001922397897,1,-0.7999343213953343,0.08603097958629126,
addrinputsubjectcount__ln_binned,0.10674758050530594,0.0,2.0,12818,0.304436633098993,0.44258074582618195,1,-0.49087461205472643,-0.052399677168322736,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addrinputsubjectcount__ln_binned,0.057601124028222886,3.0,3.0,6164,0.14639939198175944,0.45473718364698246,2,-0.49087461205472643,-0.02827492941127009,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addrinputsubjectcount__ln_binned,-0.04992629218643356,4.0,7.0,8515,0.2022373171195136,0.48150322959483266,3,-0.49087461205472643,0.024507549308346494,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addrinputsubjectcount__ln_binned,-0.08820705780133176,8.0,83.0,14607,0.346926657799734,0.4910659272951325,4,-0.49087461205472643,0.04329860527871756,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
addronfilecount__ln_binned,0.09551814470762295,0.0,3.0,6972,0.16558996769903098,0.4453528399311532,1,-0.3127617042584979,-0.029874417726365975,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,0.0607517557165424,4.0,5.0,6787,0.16119608588257647,0.45395609252983643,2,-0.3127617042584979,-0.019000822654601745,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,0.04862025408139469,6.0,6.0,3532,0.08388751662549876,0.45696489241223104,3,-0.3127617042584979,-0.015206553527978194,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,0.017247112837997028,7.0,10.0,12727,0.3022753182595478,0.4647599591419816,4,-0.3127617042584979,-0.005394236404750569,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,-0.04598561106238274,11.0,15.0,8470,0.20116853505605167,0.4805194805194805,5,-0.3127617042584979,0.014382538087239261,Total number of addresses found on file in subject's address history
addronfilecount__ln_binned,-0.29694368736558246,16.0,42.0,3616,0.08588257647729432,0.543141592920354,6,-0.3127617042584979,0.09287261372926217,Total number of addresses found on file in subject's address history
addrprevioustimenewest__ln_binned,0.44866595899957734,135.0,523.0,2271,0.05393786813604408,0.3606340819022457,5,-0.434402680189467,-0.1949016950991939,Time (in months) since the subject was most recently reported at the most previous address on subject's file
addrprevioustimenewest__ln_binned,0.25655313174809824,73.0,134.0,2564,0.06089682690480715,0.40600624024960996,4,-0.434402680189467,-0.1114473680423753,Time (in months) since the subject was most recently reported at the most previous address on subject's file
addrprevioustimenewest__ln_binned,0.10364894610981139,51.0,72.0,2224,0.05282158464753943,0.4433453237410072,3,-0.434402680189467,-0.0450253799889157,Time (in months) since the subject was most recently reported at the most previous address on subject's file
addrprevioustimenewest__ln_binned,0.049145597824238454,29.0,50.0,3336,0.07923237697130914,0.4568345323741007,2,-0.434402680189467,-0.021348979414362822,Time (in months) since the subject was most recently reported at the most previous address on subject's file
addrprevioustimenewest__ln_binned,-0.06394618800750711,1.0,28.0,31709,0.7531113433403002,0.48500425746633447,1,-0.434402680189467,0.02777839545836064,Time (in months) since the subject was most recently reported at the most previous address on subject's file
all235__tu_binned,0.14769405254539833,6947.0,796020.0,4141,0.09835170055101652,0.43250422603235933,3,-0.3789601085254018,-0.055970154181160546,Aggregate Excess Payment for All accounts over the past 24 months
all235__tu_binned,0.12591273003781714,33.0,6946.0,10999,0.2612340870226107,0.43785798708973545,2,-0.3789601085254018,-0.047715901839860804,Aggregate Excess Payment for All accounts over the past 24 months
all235__tu_binned,-0.0734988353385682,0.0,32.0,26964,0.6404142124263728,0.4873905948672304,1,-0.3789601085254018,0.02785312661639444,Aggregate Excess Payment for All accounts over the past 24 months
au20s__tu_binned,0.349289586545788,133.0,374.0,2514,0.05970929127873836,0.38385043754972153,6,-0.2057657373428509,-0.0718718293217736,Months since oldest auto trade opened
au20s__tu_binned,0.3128478057169874,118.0,132.0,2535,0.06020805624168725,0.39250493096646943,5,-0.2057657373428509,-0.06437335941944887,Months since oldest auto trade opened
au20s__tu_binned,0.1540682799476375,94.0,117.0,4764,0.11314839445183356,0.43094038623005876,4,-0.2057657373428509,-0.0317019732245704,Months since oldest auto trade opened
au20s__tu_binned,0.026412053558901635,85.0,93.0,2612,0.062036861105833174,0.46248085758039814,3,-0.2057657373428509,-0.005434695675286264,Months since oldest auto trade opened
au20s__tu_binned,-0.04002170509966817,51.0,84.0,9824,0.2333269998099943,0.4790309446254072,2,-0.2057657373428509,0.008235095659551356,Months since oldest auto trade opened
au20s__tu_binned,-0.1026922602056716,1.0,50.0,19855,0.47157039711191334,0.4946864769579451,1,-0.2057657373428509,0.02113054864062392,Months since oldest auto trade opened
balmag01__tu_binned,0.5021628441589092,0.0,94.0,2147,0.050992779783393505,0.3483931066604565,1,-0.71241144175746,-0.3577465558042752,Non-mortgage balance magnitude algorithm over last 24 months
