step,sec,prop
Get Data,0.17323060000000012,0.09526848924376677
Preprocessing,0.5221423999999999,0.28715317973911375
Predictions,0.02940230000000099,0.01616984932969173
Adverse Action,0.17027910000000013,0.09364530635342881
Counter Offers,0.9142294,0.5027821514226428
Generate Output,0.0090571999999991,0.004981023911356065
