eval_metric,iterations,prop_early_stopping,learning_rate,class_weights,monotone_constraints,train_score,valid_score,test_score,train_mean,valid_mean,test_mean
Logloss,1000,0.05,0.6462,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20013604024382667,0.1918372075072412,0.21031399146340626,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.6563,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20036492775631853,0.19083930634465132,0.20907473498179258,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.6663,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.200301665361686,0.190728005357915,0.20895678144820445,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.6764,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20024314941306195,0.1906214179788813,0.20884388417998767,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.6865,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20019075616465035,0.1905213826733752,0.20873784893002878,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.6966,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20120868804729275,0.1919785521165839,0.21105642418414944,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7067,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.201153403945359,0.19190672510656742,0.2109971888716272,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7167,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2011051543408874,0.1918423500642259,0.2109454678914418,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7268,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2010627932455743,0.1917839776978693,0.21090008771464472,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7369,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20074718918032394,0.19170443271371213,0.21175202913725197,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.747,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20071145464684306,0.1916598615548373,0.21172694800078,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7571,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.200679584274562,0.19161943947127588,0.21170633962830915,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7671,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20314702086496203,0.19312286720191874,0.2120408687314841,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7772,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2027496376675683,0.1920503811778554,0.21151451806416374,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7873,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20146779749936422,0.19195977972247777,0.21184749993187146,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.7974,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2013822529880818,0.19345736753490375,0.21233718276086266,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8075,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20136023674668552,0.19342775727917452,0.21230123671912268,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8175,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20134117154647857,0.19287099798359852,0.2126092575779054,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8276,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2013267233884888,0.19283499707882754,0.21258966846487434,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8377,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20128659761515932,0.19417870587595168,0.21281603426673334,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8478,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2026020231739471,0.19345375340832272,0.21235876036882867,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8579,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20122473496815343,0.19298589378703693,0.21291507479829097,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8679,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20091478925948406,0.19428961690601046,0.21344304386880925,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.878,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2009020515765856,0.19432282250057598,0.2135017770511423,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8881,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20153293535729835,0.1936641960584061,0.21241646390539937,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.8982,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20153971762873665,0.193665753423693,0.2124148086680881,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9083,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.201314706258439,0.19489871966648853,0.21331644230617075,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9184,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.19944669446510657,0.1934349213163178,0.2115674475495765,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9284,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2015520864462496,0.1934904900028756,0.212333742721612,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9385,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2010579375110062,0.19192246368998528,0.21134120359211597,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9486,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2010650457038011,0.19191527236646166,0.21133058351736816,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9587,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.2010738515223607,0.19191001508353844,0.21132221211169416,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9688,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20108453815895713,0.19190689935189734,0.2113162562372431,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9788,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20109672390919978,0.19190556923468238,0.21131238039621278,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.9889,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20104105163486158,0.19208103160740667,0.21335285221284667,0.033302000805693566,0.029810662011548274,0.0416006445548543
Logloss,1000,0.05,0.999,"[0.8882735710331976, 4.243220008596818]","{'fltgrossmonthly__income_sum': -1, 'fltapproveddowntotal__app': -1, 'fltdowncash__app': -1, 'ENG-loan_to_value': 1, 'ENG-vehicle_age': 1, 'fltadvance__app': 1}",0.20124399611034757,0.19170724213023888,0.2118103968410837,0.033302000805693566,0.029810662011548274,0.0416006445548543
