feature,dtype,propna,min,max,range,std,mean,median,mode,n_unique,prop_unique,prop_negative,prop_min,prop_max,prop_zero
uniqueid,float64,0.0,133751117564401.0,296542638357461.0,162791520793060.0,48416399049290.92,217636397059849.03,222606228907036.0,147318419297471.0,10088,0.8202959830866807,0.0,0.0001626280696048138,8.13140348024069e-05,0.0
applicationdate__app,datetime64[ns],0.0,2013-10-01 07:28:54.833000,2017-01-25 15:57:47.713000,1212 days 08:28:52.880000,,2015-07-17 14:14:23.583619328,,2014-02-06 12:39:00.497000,10088,0.8202959830866807,,0.0001626280696048138,8.13140348024069e-05,
target,float64,0.0,0.045079395327530906,1.045045045045045,0.9999656497175141,0.25115304663716714,0.6545823325853296,0.6461912932772533,1.045045045045045,9966,0.8103756708407871,0.0,8.13140348024069e-05,0.011140022767929745,0.0
data_set,object,0.0,,,,,,,train,1,8.13140348024069e-05,,,,
year_month,object,0.0,,,,,,,2016-10,40,0.0032525613920962758,,,,
