297948,Tier 5
298738,Tier 1
299568,Tier 2
301652,Tier 3
530694,Tier 5
534564,Tier 1
382751,Tier 1
384623,Tier 5
389598,Tier 4
392323,Tier 3
365602,Tier 3
366349,Tier 3
257825,Tier 4
261403,Tier 1
263484,Tier 5
267168,Tier 4
271038,Tier 2
271101,Tier 4
273079,Tier 3
274951,Tier 5
276866,Tier 3
277636,Tier 5
280570,Tier 2
280633,Tier 3
282568,Tier 3
240573,Tier 5
322525,Tier 3
327311,Tier 4
328393,Tier 5
331141,Tier 3
665255,C
665338,C
668335,B
650001,Tier 4
659719,B
521162,Tier 4
307354,Tier 5
310122,Tier 1
314845,Tier 5
316823,Tier 2
300338,Tier 3
300507,Tier 4
303149,Tier 1
304274,Tier 3
307145,Tier 4
307872,Tier 4
314762,Tier 3
746228,A
673662,B
675577,B
430090,Tier 1
267002,Tier 4
271871,Tier 4
273723,Tier 4
242963,Tier 4
248814,Tier 2
255535,Tier 3
229667,Tier 3
265831,Tier 4
454856,Tier 4
286830,Tier 1
574478,Tier 4
535251,Tier 5
801479,A
712849,B
289936,Tier 5
503383,Tier 3
573015,Tier 2
575076,Tier 4
576095,Tier 4
584565,Tier 7
561757,Tier 4
563692,Tier 2
513104,Tier 4
515829,Tier 5
330886,Tier 5
295423,Tier 4
403180,Tier 1
403369,Tier 3
416771,Tier 3
421411,Tier 5
422536,Tier 2
329678,Tier 4
343209,Tier 1
263919,Tier 5
373780,Tier 3
381583,Tier 4
402602,Tier 3
413860,Tier 5
419814,Tier 1
363521,Tier 3
576121,Tier 4
332592,Tier 4
332718,Tier 4
669557,B
671409,B
672491,C
673281,B
678425,A
600220,Tier 3
600818,Tier 5
601734,Tier 5
608458,Tier 3
609351,Tier 4
614180,Tier 4
774692,A
684084,A
691618,A
694532,A
699255,A
700148,B
701044,C
703082,B
728913,B
741210,B
662172,D
663088,A
664980,B
666643,C
667579,B
667662,B
667745,B
244045,Tier 5
544760,Tier 4
338420,Tier 4
323249,Tier 4
326910,Tier 3
327142,Tier 4
327869,Tier 1
455045,Tier 1
456665,Tier 5
460724,Tier 1
461554,Tier 1
424411,Tier 2
425536,Tier 2
526738,Tier 4
529337,Tier 1
546566,Tier 2
550376,Tier 3
477727,Tier 4
483406,Tier 2
484448,Tier 2
484551,Tier 1
557014,Tier 3
269312,Tier 2
274161,Tier 4
