bigAccountId,DQ15_2
1357726,0
1357733,0
1357748,0
1357802,0
1357805,0
1357806,0
1357842,0
1357855,0
1357872,0
1357877,0
1357878,0
1357888,0
1357893,0
1357895,0
1357902,0
1357944,0
1357955,0
1357982,0
1358047,0
1358054,0
1358077,0
1358112,0
1358123,0
1358146,0
1358204,0
1358205,0
1358207,0
1358246,0
1358271,0
1358281,0
1358308,0
1358314,0
1358323,0
1358340,0
1358362,1
1358379,0
1358394,0
1358397,0
1358398,0
1358400,0
1358418,0
1358424,0
1358469,0
1358488,0
1358518,0
1358525,0
1358539,0
1358594,0
1358609,0
1358617,0
1358755,0
1358778,0
1358783,0
1358794,0
1358830,0
1358836,0
1358842,0
1358866,0
1358878,0
1358904,1
1358907,1
1358941,0
1358949,0
1358954,0
1358995,0
1358998,0
1359033,0
1359055,0
1359071,0
1359074,0
1359087,0
1359091,0
1359096,0
1359101,0
1359132,0
1359143,0
1359165,0
1359191,0
1359203,0
1359211,0
1359228,0
1359245,0
1359266,0
1359270,0
1359300,0
1359308,0
1359336,0
1359344,0
1359399,0
1359437,0
1359464,0
1359478,0
1359510,0
1359534,0
1359550,1
1359602,0
1359614,0
1359630,0
1359650,0
1359654,0
1359655,0
1359660,0
1359678,0
1359722,0
1359739,0
1359768,0
1359775,0
1359777,0
1359796,0
1359797,0
1359825,0
1359832,0
1359839,1
1359857,0
1359872,0
1359876,0
1359878,0
1359891,0
1359911,0
1359913,0
1359931,0
1359932,0
1359958,0
1359973,0
1360006,0
1360037,0
1360039,1
1360051,0
1360083,0
1360085,0
1360094,0
1360108,0
1360124,0
1360184,0
1360211,0
1360213,0
1360219,0
1360243,0
1360245,0
1360257,0
1360261,0
1360270,0
1360300,0
1360305,0
1360335,0
1360372,0
1360383,0
1360403,0
1360447,0
1360450,0
1360452,0
1360476,0
1360499,1
1360531,0
1360535,0
1360541,0
1360581,0
1360589,1
1360608,0
1360644,0
1360653,0
1360655,0
1360673,0
1360694,0
1360705,1
1360710,0
1360711,0
1360713,0
1360721,0
1360727,0
1360753,0
1360779,0
1360852,0
1360907,0
1360930,0
1360933,0
1360955,0
1360963,0
1360979,0
1361003,0
1361012,0
1361059,0
1361077,0
1361083,0
1361091,0
1361092,0
1361105,0
1361116,0
1361151,0
1361164,0
1361173,0
1361192,0
1361210,0
1361212,0
1361281,0
1361292,0
1361298,1
1361299,0
1361301,0
1361351,0
1361387,0
1361396,0
1361400,1
1361405,1
1361416,0
1361439,0
1361470,0
1361508,0
1361524,0
1361531,0
1361541,0
1361548,0
1361556,0
1361617,0
1361708,0
1361709,0
1361731,0
1361742,0
1361746,0
1361778,0
1361779,1
1361825,0
1361844,1
1361869,0
1361875,0
1361888,0
1361891,1
1361915,0
1361943,0
1361945,0
1361947,0
1361955,0
1362022,0
1362023,0
1362042,1
1362075,0
1362096,0
1362104,0
1362108,0
1362115,0
1362121,0
1362131,0
1362132,0
1362146,0
1362169,0
1362170,0
1362239,0
1362299,0
1362304,0
1362307,0
1362323,0
1362334,0
1362341,0
1362371,0
1362377,0
1362379,0
1362406,0
1362427,0
1362437,0
1362442,0
1362475,0
1362494,1
1362524,0
1362598,1
1362612,0
1362622,0
1362623,0
1362627,0
1362648,0
1362677,0
1362678,0
1362707,0
1362721,0
1362748,0
1362752,0
1362779,0
1362783,0
1362786,0
1362789,0
1362805,0
1362818,0
1362852,0
1362853,0
1362863,0
1362874,0
1362883,0
1362906,0
1362914,0
1362916,0
1362923,0
1362967,0
1362984,0
1363015,0
1363019,0
1363031,0
1363036,0
1363039,0
1363049,0
1363079,0
1363096,0
1363098,0
1363108,0
1363135,0
1363137,0
1363149,0
1363151,0
1363153,0
1363159,0
1363162,0
1363197,0
1363217,0
1363252,0
1363255,0
1363275,0
1363281,0
1363297,0
1363307,0
1363312,0
1363321,0
1363326,0
1363354,0
1363371,0
1363378,0
1363402,0
1363407,0
1363443,0
1363470,1
1363488,0
1363500,0
1363523,0
1363530,0
1363591,0
1363597,0
1363619,0
1363639,0
1363642,0
1363690,0
1363695,0
1363702,0
1363707,0
1363720,0
1363722,0
1363738,0
1363744,0
1363747,0
1363795,0
1363800,0
1363805,0
1363841,0
1363855,0
1363873,0
1363902,0
1363914,0
1363927,0
1363950,0
1363958,0
1363960,0
1363996,0
1364028,0
1364051,0
1364055,0
1364062,0
1364070,0
1364076,1
1364119,1
1364157,0
1364190,0
1364191,0
1364207,0
1364216,0
1364226,0
1364230,0
1364234,0
1364238,0
1364293,0
1364301,0
1364306,0
1364316,0
1364321,0
1364352,0
1364355,0
1364362,0
1364376,0
1364398,0
1364475,0
1364481,1
1364485,0
1364499,0
1364519,0
1364531,0
1364539,0
1364552,0
1364571,0
1364577,0
1364583,0
1364588,0
1364611,0
1364626,0
1364627,0
1364636,0
1364650,0
1364664,0
1364690,1
1364700,0
1364717,0
1364734,0
1364755,0
1364781,0
1364782,1
1364788,0
1364790,0
1364830,0
1364832,0
1364844,0
1364849,0
1364863,0
1364874,0
1364915,0
1364931,0
1364936,0
1364940,0
1364951,0
1364995,0
1364997,0
1365025,0
1365055,0
1365069,0
1365074,0
1365126,0
1365155,0
1365157,0
1365186,0
1365195,0
1365211,0
1365215,0
1365222,0
1365224,0
1365240,0
1365241,0
1365242,0
1365244,0
1365263,0
1365264,0
1365269,0
1365284,0
1365304,0
1365314,0
1365316,0
1365324,0
1365327,0
1365333,0
1365342,0
1365344,0
1365353,0
1365355,0
1365361,0
1365389,0
1365399,0
1365404,0
1365407,0
1365412,0
1365413,0
1365455,0
1365496,0
1365503,0
1365510,0
1365524,0
1365531,0
1365539,0
1365569,0
1365602,0
1365606,0
1365608,0
1365616,0
1365645,0
1365648,0
1365680,0
1365689,0
1365693,0
1365697,0
1365711,0
1365730,0
1365731,0
1365738,0
1365749,0
1365774,0
1365775,0
1365815,0
1365847,0
1365860,0
1365873,0
1365888,0
1365910,0
1365914,0
1365924,0
1365957,0
1365962,0
1365977,0
1365987,0
1366012,0
1366023,0
1366063,0
1366096,0
1366097,0
1366099,0
1366102,0
1366107,0
1366114,0
1366143,0
1366150,0
1366165,0
1366169,0
1366175,1
1366177,0
1366191,0
1366195,0
1366210,0
1366217,0
1366218,0
1366228,0
1366229,0
1366238,0
1366255,0
1366267,0
1366270,0
1366276,0
1366282,0
1366296,0
1366327,0
1366336,0
1366338,0
1366369,0
1366372,0
1366380,0
1366387,0
1366397,0
1366402,0
1366404,0
1366409,0
1366410,0
1366459,0
1366480,0
1366489,0
1366492,0
1366515,0
1366536,0
1366539,0
1366540,0
1366570,0
1366572,0
1366595,0
1366618,0
1366627,0
1366636,0
1366638,0
1366645,0
1366647,0
1366689,0
1366721,0
1366726,0
1366763,0
1366772,0
1366784,0
1366792,0
1366850,0
1366867,0
1366871,0
1366884,0
1366891,0
1366893,0
1366928,0
1366932,0
1366958,0
1366966,0
1366991,0
1367026,0
1367038,0
1367056,0
1367068,0
1367082,0
1367115,0
1367117,0
1367132,0
1367138,0
1367167,0
1367171,0
1367173,0
1367179,0
1367203,0
1367214,0
1367215,0
1367236,0
1367251,0
1367269,0
1367286,0
1367302,0
1367321,0
1367333,0
1367337,0
1367347,0
1367355,0
1367364,0
1367365,0
1367381,0
1367429,0
1367432,0
1367436,0
1367465,0
1367468,0
1367517,0
1367525,0
1367542,1
1367612,0
1367617,0
1367638,0
1367666,0
1367732,0
1367744,0
1367761,0
1367768,0
1367778,0
1367786,0
1367795,0
1367797,0
1367812,0
1367849,0
1367855,0
1367886,0
1367912,0
1367913,0
1367918,0
1367925,0
1367934,0
1367959,0
1367973,0
1367974,0
1367998,0
1368000,0
1368004,0
1368008,0
1368020,0
1368046,0
1368055,0
1368075,0
1368087,0
1368100,1
1368161,0
1368169,0
1368177,1
1368184,0
1368223,0
1368228,0
1368239,0
1368251,0
1368265,0
1368276,1
1368325,0
1368335,0
1368352,0
1368427,0
1368431,0
1368436,0
1368447,0
1368461,0
1368542,0
1368553,0
1368565,0
1368568,0
1368576,0
1368587,0
1368588,0
1368613,0
1368619,0
1368655,0
1368660,0
1368662,0
1368677,0
1368688,1
1368701,0
1368708,0
1368717,0
1368733,0
1368738,0
1368746,0
1368770,0
1368800,0
1368820,0
1368821,0
1368832,0
1368837,0
1368839,0
1368876,0
1368892,0
1368909,0
1368921,0
1368946,0
1368962,0
1368965,0
1368995,0
1369008,0
1369017,0
1369052,0
1369098,0
1369113,0
1369118,0
1369141,0
1369149,0
1369166,0
1369201,0
1369216,0
1369235,0
1369260,0
1369307,0
1369310,0
1369314,0
1369341,0
1369386,1
1369406,0
1369410,0
1369424,0
1369449,0
1369455,0
1369458,0
1369481,0
1369510,0
1369544,0
1369549,0
1369557,0
1369598,0
1369605,0
1369625,0
1369633,0
1369646,0
1369655,0
1369663,0
1369664,0
1369665,0
1369673,0
1369674,0
1369676,0
1369679,0
1369708,0
1369720,0
1369786,0
1369788,0
1369807,0
1369817,0
1369829,0
1369856,0
1369893,0
1369922,0
1369983,0
1369997,0
1370003,0
1370009,0
1370050,0
1370051,0
1370072,0
1370083,0
1370093,0
1370095,0
1370165,0
1370228,0
1370232,0
1370244,0
1370250,0
1370275,0
1370282,0
1370326,0
1370334,0
1370374,0
1370418,0
1370442,0
1370458,0
1370470,0
1370478,0
1370485,0
1370504,0
1370508,0
1370538,0
1370553,0
1370582,0
1370595,0
1370597,0
1370600,0
1370637,0
1370643,0
1370648,0
1370655,0
1370660,0
1370667,0
1370693,0
1370772,0
1370775,0
1370802,0
1370815,0
1370829,0
1370836,0
1370846,0
1370866,1
1370869,0
1370872,0
1370889,0
1370901,0
1370926,0
1370958,0
1370980,0
1371025,0
1371036,0
1371038,0
1371047,0
1371062,0
1371110,0
1371118,0
1371130,1
1371148,0
1371155,0
1371158,0
1371163,0
1371180,0
1371184,0
1371195,0
1371213,0
1371218,0
1371244,0
1371257,0
1371258,0
1371298,0
1371314,0
1371316,0
1371325,0
1371386,0
1371397,0
1371402,0
1371417,0
1371429,0
1371446,0
1371449,0
1371452,0
1371455,0
1371517,1
1371531,0
1371575,0
1371623,0
1371628,0
1371688,0
1371714,0
1371746,0
1371757,0
1371785,0
1371791,0
1371824,0
1371871,0
1371898,0
1371949,0
1371957,0
1371980,0
1371981,0
1372000,0
1372133,1
1372153,0
1372187,0
1372198,0
1372200,0
1372201,0
1372215,0
1372231,0
1372243,0
1372249,0
1372265,1
1372280,0
1372294,0
1372306,0
1372334,0
1372337,0
1372367,0
1372411,0
1372412,0
1372435,0
1372437,0
1372442,0
1372455,0
1372460,0
1372466,0
1372519,0
1372539,0
1372547,0
1372554,0
1372563,0
1372585,0
1372607,0
1372634,0
1372638,0
1372651,0
1372689,0
1372691,0
1372706,0
1372737,0
1372741,0
1372774,0
1372777,0
1372803,0
1372813,0
1372852,0
1372858,0
1372860,0
1372905,0
1372907,0
1372918,0
1372937,1
1372975,0
1372976,0
1372991,0
1372993,0
1373078,0
1373087,0
1373104,0
1373131,0
1373135,0
1373136,0
1373142,0
1373159,0
1373196,0
1373200,0
1373205,0
1373226,0
1373229,0
1373254,0
1373272,0
1373303,0
1373311,0
1373331,0
1373345,0
1373351,0
1373368,0
1373408,0
1373412,0
1373460,0
1373481,0
1373485,0
1373486,0
1373521,0
1373522,0
1373559,0
1373565,0
1373575,0
1373578,0
1373579,0
1373591,0
1373661,0
1373689,0
1373792,0
1373817,0
1373874,0
1373876,0
1373893,0
1373902,0
1373905,0
1373918,0
1373921,0
1373926,0
1373928,0
1373935,0
1373990,0
1374002,0
1374005,0
1374019,0
1374028,0
1374038,0
1374060,0
1374082,0
1374100,0
1374112,0
1374125,0
1374149,0
1374152,0
1374153,0
1374159,0
1374180,0
1374182,0
1374184,0
1374194,0
1374198,0
1374212,0
1374226,0
1374233,0
1374238,0
1374246,0
1374276,0
1374282,0
1374286,0
1374293,0
1374312,0
1374314,0
1374342,0
1374349,0
1374362,0
1374367,0
1374380,0
1374402,0
1374410,0
1374414,0
1374451,0
1374454,0
1374464,0
1374485,0
1374496,0
1374503,0
1374518,0
1374540,0
1374569,0
1374573,0
1374596,0
1374597,1
1374604,0
1374618,0
1374629,0
1374635,0
1374648,0
1374657,0
1374662,0
1374671,0
1374687,0
1374698,0
1374699,0
1374705,0
1374714,0
1374722,0
1374732,0
1374741,0
1374761,0
1374792,0
1374796,0
1374805,0
1374839,0
1374854,0
1374864,0
1374879,0
1374886,0
1374925,0
1374938,0
1374942,0
1374959,0
1374972,0
1375031,0
1375035,0
1375059,0
1375082,0
1375093,0
1375098,0
1375120,0
1375157,0
1375169,0
1375175,0
1375202,0
1375207,1
1375223,0
1375239,0
1375274,0
1375275,0
1375284,0
1375285,0
1375298,0
1375301,0
1375304,0
1375311,0
1375321,0
1375330,0
1375332,0
1375344,0
1375382,0
1375384,0
1375399,0
1375408,0
1375423,0
1375440,0
1375503,0
1375504,0
1375522,0
1375539,0
1375576,0
1375581,0
1375586,0
1375679,0
1375686,0
1375709,0
1375710,0
1375727,0
1375741,1
1375751,0
1375760,0
1375771,0
1375778,0
1375788,0
1375791,0
1375802,0
1375803,0
1375827,0
1375844,0
