feature,propna
aggs119__tu,0.0003792720785514616
aggs118__tu,0.0003792720785514616
aut231__tu,0.0003792720785514616
aut233__tu,0.0003792720785514616
cv13__tu,0.0003792720785514616
rev102__tu,0.0003792720785514616
bkc54__tu,0.0003792720785514616
bkc53__tu,0.0003792720785514616
bkc52__tu,0.0003792720785514616
bkc51__tu,0.0003792720785514616
bkc14__tu,0.0003792720785514616
bkc13__tu,0.0003792720785514616
bkc12__tu,0.0003792720785514616
bkc11__tu,0.0003792720785514616
rev162__tu,0.0003792720785514616
rev152__tu,0.0003792720785514616
rev142__tu,0.0003792720785514616
rev132__tu,0.0003792720785514616
rev122__tu,0.0003792720785514616
rev112__tu,0.0003792720785514616
rev92__tu,0.0003792720785514616
aut234__tu,0.0003792720785514616
rev84__tu,0.0003792720785514616
rev83__tu,0.0003792720785514616
rev82__tu,0.0003792720785514616
rev81__tu,0.0003792720785514616
rev54__tu,0.0003792720785514616
rev53__tu,0.0003792720785514616
rev52__tu,0.0003792720785514616
rev51__tu,0.0003792720785514616
rev14__tu,0.0003792720785514616
rev13__tu,0.0003792720785514616
rev12__tu,0.0003792720785514616
rev11__tu,0.0003792720785514616
per225__tu,0.0003792720785514616
per224__tu,0.0003792720785514616
bkc81__tu,0.0003792720785514616
bkc82__tu,0.0003792720785514616
bkc83__tu,0.0003792720785514616
bkc84__tu,0.0003792720785514616
aggs906__tu,0.0003792720785514616
ret162__tu,0.0003792720785514616
ret152__tu,0.0003792720785514616
ret142__tu,0.0003792720785514616
ret132__tu,0.0003792720785514616
ret122__tu,0.0003792720785514616
at02s__tu,0.0003792720785514616
ret102__tu,0.0003792720785514616
ret92__tu,0.0003792720785514616
ret84__tu,0.0003792720785514616
ret83__tu,0.0003792720785514616
ret82__tu,0.0003792720785514616
ret81__tu,0.0003792720785514616
ret54__tu,0.0003792720785514616
ret53__tu,0.0003792720785514616
ret52__tu,0.0003792720785514616
ret51__tu,0.0003792720785514616
ret14__tu,0.0003792720785514616
ret13__tu,0.0003792720785514616
ret12__tu,0.0003792720785514616
ret11__tu,0.0003792720785514616
bkc162__tu,0.0003792720785514616
bkc152__tu,0.0003792720785514616
bkc142__tu,0.0003792720785514616
bkc132__tu,0.0003792720785514616
bkc122__tu,0.0003792720785514616
bkc112__tu,0.0003792720785514616
bkc102__tu,0.0003792720785514616
bkc92__tu,0.0003792720785514616
per223__tu,0.0003792720785514616
per222__tu,0.0003792720785514616
per205__tu,0.0003792720785514616
rev224__tu,0.0003792720785514616
rev222__tu,0.0003792720785514616
rev205__tu,0.0003792720785514616
rev204__tu,0.0003792720785514616
rev203__tu,0.0003792720785514616
rev202__tu,0.0003792720785514616
rev201__tu,0.0003792720785514616
per255__tu,0.0003792720785514616
per254__tu,0.0003792720785514616
per253__tu,0.0003792720785514616
per252__tu,0.0003792720785514616
per235__tu,0.0003792720785514616
per234__tu,0.0003792720785514616
per233__tu,0.0003792720785514616
per232__tu,0.0003792720785514616
per231__tu,0.0003792720785514616
std255__tu,0.0003792720785514616
std254__tu,0.0003792720785514616
std253__tu,0.0003792720785514616
std252__tu,0.0003792720785514616
std235__tu,0.0003792720785514616
std234__tu,0.0003792720785514616
std233__tu,0.0003792720785514616
std232__tu,0.0003792720785514616
std231__tu,0.0003792720785514616
aut255__tu,0.0003792720785514616
aut254__tu,0.0003792720785514616
aut253__tu,0.0003792720785514616
aut252__tu,0.0003792720785514616
aut235__tu,0.0003792720785514616
rev223__tu,0.0003792720785514616
rev225__tu,0.0003792720785514616
per204__tu,0.0003792720785514616
ret201__tu,0.0003792720785514616
per203__tu,0.0003792720785514616
per202__tu,0.0003792720785514616
per201__tu,0.0003792720785514616
std225__tu,0.0003792720785514616
std224__tu,0.0003792720785514616
std223__tu,0.0003792720785514616
std222__tu,0.0003792720785514616
std205__tu,0.0003792720785514616
std204__tu,0.0003792720785514616
std203__tu,0.0003792720785514616
std202__tu,0.0003792720785514616
std201__tu,0.0003792720785514616
aut225__tu,0.0003792720785514616
aut224__tu,0.0003792720785514616
aut223__tu,0.0003792720785514616
aut222__tu,0.0003792720785514616
aut205__tu,0.0003792720785514616
aut204__tu,0.0003792720785514616
aut203__tu,0.0003792720785514616
aut202__tu,0.0003792720785514616
aut201__tu,0.0003792720785514616
ret225__tu,0.0003792720785514616
ret224__tu,0.0003792720785514616
ret223__tu,0.0003792720785514616
ret222__tu,0.0003792720785514616
ret205__tu,0.0003792720785514616
ret204__tu,0.0003792720785514616
ret203__tu,0.0003792720785514616
ret202__tu,0.0003792720785514616
cv14__tu,0.0003792720785514616
cv12__tu,0.0003792720785514616
s062s__tu,0.0003792720785514616
us35s__tu,0.0003792720785514616
se27s__tu,0.0003792720785514616
se25s__tu,0.0003792720785514616
se24s__tu,0.0003792720785514616
se21s__tu,0.0003792720785514616
se20s__tu,0.0003792720785514616
se12s__tu,0.0003792720785514616
se09s__tu,0.0003792720785514616
se06s__tu,0.0003792720785514616
se03s__tu,0.0003792720785514616
se02s__tu,0.0003792720785514616
se01s__tu,0.0003792720785514616
us101s__tu,0.0003792720785514616
us57s__tu,0.0003792720785514616
us36s__tu,0.0003792720785514616
us34s__tu,0.0003792720785514616
au206s__tu,0.0003792720785514616
us33s__tu,0.0003792720785514616
us32s__tu,0.0003792720785514616
us31s__tu,0.0003792720785514616
us30s__tu,0.0003792720785514616
us29s__tu,0.0003792720785514616
us28s__tu,0.0003792720785514616
us27s__tu,0.0003792720785514616
us25s__tu,0.0003792720785514616
us24s__tu,0.0003792720785514616
us21s__tu,0.0003792720785514616
us20s__tu,0.0003792720785514616
us12s__tu,0.0003792720785514616
us09s__tu,0.0003792720785514616
us06s__tu,0.0003792720785514616
se28s__tu,0.0003792720785514616
se29s__tu,0.0003792720785514616
se30s__tu,0.0003792720785514616
se31s__tu,0.0003792720785514616
au204s__tu,0.0003792720785514616
au203s__tu,0.0003792720785514616
au202s__tu,0.0003792720785514616
au201s__tu,0.0003792720785514616
au200s__tu,0.0003792720785514616
jt80s__tu,0.0003792720785514616
jt75s__tu,0.0003792720785514616
jt70s__tu,0.0003792720785514616
jt53s__tu,0.0003792720785514616
jt51s__tu,0.0003792720785514616
jt44s__tu,0.0003792720785514616
jt42s__tu,0.0003792720785514616
jt41s__tu,0.0003792720785514616
jt40s__tu,0.0003792720785514616
jt34s__tu,0.0003792720785514616
jt33s__tu,0.0003792720785514616
jt28s__tu,0.0003792720785514616
jt21s__tu,0.0003792720785514616
jt20s__tu,0.0003792720785514616
jt03s__tu,0.0003792720785514616
jt02s__tu,0.0003792720785514616
jt01s__tu,0.0003792720785514616
se101s__tu,0.0003792720785514616
se57s__tu,0.0003792720785514616
se36s__tu,0.0003792720785514616
se35s__tu,0.0003792720785514616
se34s__tu,0.0003792720785514616
se33s__tu,0.0003792720785514616
se32s__tu,0.0003792720785514616
us03s__tu,0.0003792720785514616
us02s__tu,0.0003792720785514616
us01s__tu,0.0003792720785514616
st45s__tu,0.0003792720785514616
st35s__tu,0.0003792720785514616
st34s__tu,0.0003792720785514616
st33s__tu,0.0003792720785514616
st32s__tu,0.0003792720785514616
st31s__tu,0.0003792720785514616
st30s__tu,0.0003792720785514616
st29s__tu,0.0003792720785514616
st28s__tu,0.0003792720785514616
st27s__tu,0.0003792720785514616
st25s__tu,0.0003792720785514616
st24s__tu,0.0003792720785514616
st21s__tu,0.0003792720785514616
st20s__tu,0.0003792720785514616
st12s__tu,0.0003792720785514616
st09s__tu,0.0003792720785514616
st06s__tu,0.0003792720785514616
st05s__tu,0.0003792720785514616
st03s__tu,0.0003792720785514616
st02s__tu,0.0003792720785514616
st01s__tu,0.0003792720785514616
s114s__tu,0.0003792720785514616
s073b__tu,0.0003792720785514616
s073a__tu,0.0003792720785514616
s071b__tu,0.0003792720785514616
s071a__tu,0.0003792720785514616
s068b__tu,0.0003792720785514616
s068a__tu,0.0003792720785514616
s064b__tu,0.0003792720785514616
s064a__tu,0.0003792720785514616
st36s__tu,0.0003792720785514616
st50s__tu,0.0003792720785514616
at01a__tu,0.0003792720785514616
st57s__tu,0.0003792720785514616
st103s__tu,0.0003792720785514616
st102s__tu,0.0003792720785514616
g244b__tu,0.0003792720785514616
g243b__tu,0.0003792720785514616
g242b__tu,0.0003792720785514616
g244f__tu,0.0003792720785514616
g243f__tu,0.0003792720785514616
g242f__tu,0.0003792720785514616
g242s__tu,0.0003792720785514616
s204a__tu,0.0003792720785514616
s204s__tu,0.0003792720785514616
s209a__tu,0.0003792720785514616
s209s__tu,0.0003792720785514616
g099a__tu,0.0003792720785514616
g106s__tu,0.0003792720785514616
s207a__tu,0.0003792720785514616
s207s__tu,0.0003792720785514616
s208s__tu,0.0003792720785514616
s063a__tu,0.0003792720785514616
s063s__tu,0.0003792720785514616
reap01__tu,0.0003792720785514616
mtap01__tu,0.0003792720785514616
inap01__tu,0.0003792720785514616
hrap01__tu,0.0003792720785514616
hiap01__tu,0.0003792720785514616
atap01__tu,0.0003792720785514616
st101s__tu,0.0003792720785514616
st99s__tu,0.0003792720785514616
st60s__tu,0.0003792720785514616
au205s__tu,0.0003792720785514616
au207s__tu,0.0003792720785514616
cv11__tu,0.0003792720785514616
walsrts2__tu,0.0003792720785514616
revs114__tu,0.0003792720785514616
revs113__tu,0.0003792720785514616
revs112__tu,0.0003792720785514616
revs111__tu,0.0003792720785514616
revs110__tu,0.0003792720785514616
revs109__tu,0.0003792720785514616
revs108__tu,0.0003792720785514616
revs107__tu,0.0003792720785514616
revs106__tu,0.0003792720785514616
revs105__tu,0.0003792720785514616
revs104__tu,0.0003792720785514616
revs103__tu,0.0003792720785514616
revs102__tu,0.0003792720785514616
revs101__tu,0.0003792720785514616
walsrts1__tu,0.0003792720785514616
g400s__tu,0.0003792720785514616
rtdexq4__tu,0.0003792720785514616
rtdexq3__tu,0.0003792720785514616
rtdexq2__tu,0.0003792720785514616
rtdexq1__tu,0.0003792720785514616
rtdex02__tu,0.0003792720785514616
rtdex01__tu,0.0003792720785514616
rets905__tu,0.0003792720785514616
rets904__tu,0.0003792720785514616
rets903__tu,0.0003792720785514616
rets902__tu,0.0003792720785514616
rets901__tu,0.0003792720785514616
rets124__tu,0.0003792720785514616
rets123__tu,0.0003792720785514616
rets122__tu,0.0003792720785514616
revs115__tu,0.0003792720785514616
revs116__tu,0.0003792720785514616
revs117__tu,0.0003792720785514616
revs118__tu,0.0003792720785514616
cv10__tu,0.0003792720785514616
cv09__tu,0.0003792720785514616
cv08__tu,0.0003792720785514616
cv07__tu,0.0003792720785514616
cv06__tu,0.0003792720785514616
cv05__tu,0.0003792720785514616
cv04__tu,0.0003792720785514616
cv03__tu,0.0003792720785514616
cv02__tu,0.0003792720785514616
cv01__tu,0.0003792720785514616
walsrvs2__tu,0.0003792720785514616
walsrvs1__tu,0.0003792720785514616
rvdexq4__tu,0.0003792720785514616
rvdexq3__tu,0.0003792720785514616
rvdexq2__tu,0.0003792720785514616
rvdexq1__tu,0.0003792720785514616
rvdex02__tu,0.0003792720785514616
rvdex01__tu,0.0003792720785514616
revs905__tu,0.0003792720785514616
revs904__tu,0.0003792720785514616
revs903__tu,0.0003792720785514616
revs902__tu,0.0003792720785514616
revs901__tu,0.0003792720785514616
revs124__tu,0.0003792720785514616
revs123__tu,0.0003792720785514616
revs122__tu,0.0003792720785514616
revs121__tu,0.0003792720785514616
revs120__tu,0.0003792720785514616
revs119__tu,0.0003792720785514616
rets121__tu,0.0003792720785514616
rets120__tu,0.0003792720785514616
rets119__tu,0.0003792720785514616
rvlr64__tu,0.0003792720785514616
rvlr62__tu,0.0003792720785514616
rvlr61__tu,0.0003792720785514616
g208b__tu,0.0003792720785514616
g207b__tu,0.0003792720785514616
g206b__tu,0.0003792720785514616
g205b__tu,0.0003792720785514616
g200b__tu,0.0003792720785514616
g199b__tu,0.0003792720785514616
reap02__tu,0.0003792720785514616
hrap02__tu,0.0003792720785514616
us51a__tu,0.0003792720785514616
g418s__tu,0.0003792720785514616
g417s__tu,0.0003792720785514616
g416s__tu,0.0003792720785514616
g415s__tu,0.0003792720785514616
g414s__tu,0.0003792720785514616
g413s__tu,0.0003792720785514616
g412s__tu,0.0003792720785514616
g411s__tu,0.0003792720785514616
g410s__tu,0.0003792720785514616
g409s__tu,0.0003792720785514616
g408s__tu,0.0003792720785514616
g407s__tu,0.0003792720785514616
g406s__tu,0.0003792720785514616
g405s__tu,0.0003792720785514616
g404s__tu,0.0003792720785514616
g403s__tu,0.0003792720785514616
g402s__tu,0.0003792720785514616
g401s__tu,0.0003792720785514616
rvlr63__tu,0.0003792720785514616
rvlr65__tu,0.0003792720785514616
rets118__tu,0.0003792720785514616
rvlr66__tu,0.0003792720785514616
rets117__tu,0.0003792720785514616
rets116__tu,0.0003792720785514616
rets115__tu,0.0003792720785514616
rets114__tu,0.0003792720785514616
rets113__tu,0.0003792720785514616
rets112__tu,0.0003792720785514616
rets111__tu,0.0003792720785514616
rets110__tu,0.0003792720785514616
rets109__tu,0.0003792720785514616
rets108__tu,0.0003792720785514616
rets107__tu,0.0003792720785514616
rets106__tu,0.0003792720785514616
rets105__tu,0.0003792720785514616
rets104__tu,0.0003792720785514616
rets103__tu,0.0003792720785514616
rets102__tu,0.0003792720785514616
rets101__tu,0.0003792720785514616
rvlr81__tu,0.0003792720785514616
rvlr80__tu,0.0003792720785514616
rvlr79__tu,0.0003792720785514616
rvlr78__tu,0.0003792720785514616
rvlr77__tu,0.0003792720785514616
rvlr76__tu,0.0003792720785514616
rvlr75__tu,0.0003792720785514616
rvlr74__tu,0.0003792720785514616
rvlr73__tu,0.0003792720785514616
rvlr72__tu,0.0003792720785514616
rvlr71__tu,0.0003792720785514616
rvlr70__tu,0.0003792720785514616
ret112__tu,0.0003792720785514616
