feature,dtype,propna,min,max,range,std,mean,median,mode,n_unique,prop_unique,prop_negative,prop_min,prop_max,prop_zero
uniqueid,float64,0.0,133751117564401.0,310155740094571.0,176404622530170.0,50898363671705.875,219176319342040.1,220803628674931.0,154526120218651.0,89057,0.7972516897184548,0.0,1.79043015084374e-05,8.9521507542187e-06,0.0
applicationdate__app,datetime64[ns],0.0,2013-10-01 07:28:54.833000,2017-04-15 21:14:58.020000,1292 days 13:46:03.187000,,2015-07-27 04:58:17.218678784,,2014-03-30 19:16:07.730000,89053,0.797215881115438,,1.79043015084374e-05,8.9521507542187e-06,
target,int64,0.0,0,1,1,0.3205290556523015,0.11625262969428406,0.0,0,2,1.79043015084374e-05,0.0,0.8837473703057159,0.11625262969428406,0.8837473703057159
data_set,object,0.0,,,,,,,train,1,8.9521507542187e-06,,,,
year_month,object,0.0,,,,,,,2016-12,43,0.00038494248243140417,,,,
