feature,bin,min,max,count,prop,target,bin_label
at01s__tu_binned,-0.1013297617883432,5.0,5.0,1577,0.0630346150771444,0.5110970196575777,3
at01s__tu_binned,-0.0818076575901839,6.0,6.0,1367,0.0546406587257174,0.5062179956108266,4
at01s__tu_binned,-0.0551629131966623,7.0,9.0,3387,0.1353825245823007,0.4995571302037201,5
at01s__tu_binned,-0.0199388051684495,10.0,11.0,1622,0.064833320009593,0.4907521578298397,6
at01s__tu_binned,0.0847448421077941,12.0,13.0,1414,0.0565193060996082,0.4646393210749646,7
at01s__tu_binned,0.1713659075814138,14.0,20.0,3317,0.132584539131825,0.4431715405486885,8
at01s__tu_binned,0.1975954722898361,21.0,26.0,1580,0.0631545287393077,0.4367088607594936,9
at01s__tu_binned,0.2331033932991957,27.0,240.0,2229,0.0890958509872891,0.4279946164199192,10
at02s__tu_binned,-0.0099935903324931,0.0,3.0,18580,0.7426652809976817,0.4882669537136706,1
at02s__tu_binned,0.0214390325659333,4.0,9.0,4800,0.1918618594611879,0.4804166666666666,2
at02s__tu_binned,0.0506172688850367,10.0,39.0,1638,0.0654728595411303,0.4731379731379731,3
at03s__tu_binned,-0.0222855803666497,0.0,3.0,19512,0.779918458709729,0.4913386633866338,1
at03s__tu_binned,0.0742232679514546,4.0,9.0,4062,0.1623630985690303,0.4672575086164451,2
at03s__tu_binned,0.0929299538015288,10.0,37.0,1444,0.0577184427212407,0.4626038781163435,3
at06s__tu_binned,-0.0007016699800176,0.0,2.0,22982,0.9186185946118794,0.485945522582891,1
at06s__tu_binned,0.007921336859818,3.0,14.0,2036,0.0813814053881205,0.4837917485265225,2
at09s__tu_binned,0.1946091830079002,0.0,0.0,6650,0.2658086177951874,0.4374436090225564,1
at09s__tu_binned,-0.070000780835037,1.0,41.0,18368,0.7341913822048125,0.5032665505226481,2
at12s__tu_binned,-0.008293184424018,0.0,4.0,20316,0.812055320169478,0.4878420949005709,1
at12s__tu_binned,0.0259609398795397,5.0,9.0,3090,0.1235110720281397,0.4792880258899676,2
at12s__tu_binned,0.0548443778666439,10.0,39.0,1612,0.0644336078023822,0.4720843672456575,3
at20s__tu_binned,-0.3381105533977986,0.0,26.0,2599,0.103885202654089,0.5698345517506733,1
at20s__tu_binned,-0.2940801732164317,27.0,41.0,1576,0.0629946438564233,0.559010152284264,2
at20s__tu_binned,-0.2007379772033241,42.0,61.0,2452,0.0980094332080901,0.535889070146819,3
at20s__tu_binned,-0.0280789360124884,62.0,84.0,3951,0.1579262930689903,0.4927866362946089,4
at20s__tu_binned,0.036397546947175,85.0,115.0,4632,0.1851466943800463,0.4766839378238341,5
at20s__tu_binned,0.137277910470432,116.0,153.0,4628,0.184986809497162,0.4515989628349179,6
at20s__tu_binned,0.152382668290922,154.0,199.0,2992,0.1195938923974738,0.4478609625668449,7
at20s__tu_binned,0.3166373514871661,200.0,775.0,2188,0.0874570309377248,0.4076782449725777,8
at21s__tu_binned,-0.070000780835037,0.0,24.0,18368,0.7341913822048125,0.5032665505226481,1
at21s__tu_binned,0.1125953491313909,25.0,34.0,2034,0.0813014629466784,0.4577187807276303,2
at21s__tu_binned,0.2030829011376083,35.0,69.0,3241,0.1295467263570229,0.4353594569577291,3
at21s__tu_binned,0.297268361948299,70.0,532.0,1375,0.0549604284914861,0.4123636363636364,4
at24s__tu_binned,-0.0197842261822135,0.0,1.0,15991,0.6391797905508034,0.4907135263585767,1
at24s__tu_binned,-0.0025250221890105,2.0,2.0,3162,0.1263889999200575,0.4864010120177103,2
at24s__tu_binned,0.0079085886389188,3.0,3.0,1697,0.0678311615636741,0.4837949322333529,3
at24s__tu_binned,0.0747334256771834,4.0,35.0,4168,0.1666000479654648,0.467130518234165,4
at25s__tu_binned,-0.0176654064476378,0.0,1.0,17879,0.714645455272204,0.4901840147659265,1
at25s__tu_binned,0.0255092763660302,2.0,2.0,2670,0.1067231593252858,0.4794007490636704,2
at25s__tu_binned,0.0555133246958368,3.0,35.0,4469,0.1786313854025102,0.471917654956366,3
at27s__tu_binned,0.0513824735737925,0.0,14.0,10498,0.4196178751299064,0.4729472280434368,1
at27s__tu_binned,-0.0370990317888983,15.0,33.0,14520,0.5803821248700936,0.4950413223140495,2
at28a__tu_binned,-0.0164510943483488,1.0,19920.0,18084,0.7228395555200255,0.4898805573988056,1
at28a__tu_binned,0.0073540970373178,19921.0,63975.0,5166,0.2064913262451035,0.483933410762679,2
at28a__tu_binned,0.147393449550355,63990.0,964505.0,1768,0.0706691182348708,0.4490950226244344,3
at29s__tu_binned,-0.0105456309018499,0.0,3.0,19146,0.7652889919258135,0.4884048887496082,1
at29s__tu_binned,0.0344097208392463,4.0,39.0,5872,0.2347110080741865,0.4771798365122616,2
at30s__tu_binned,0.0690627785142717,0.0,64.0,4514,0.1804300903349588,0.4685423128046079,1
